Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,QZ #,Speaker,Cue,Transliteration,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
418,418,JP,9781508235958,Japanese 5,21,07R,M,工事中、事故があった?,"kooji chuu, jiko ga atta?",5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_418.mp3,9
419,419,JP,9781508235958,Japanese 5,21,08Q,N,Isn't there deep-fried chicken? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_419.mp3,6
420,420,JP,9781508235958,Japanese 5,21,08R,M,鶏のから揚げはないの? ,tori no karaage wa nai no?,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_420.mp3,6
421,421,JP,9781508235958,Japanese 5,21,09Q,N,"It was more expensive, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_421.mp3,"11,14"
422,422,JP,9781508235958,Japanese 5,21,09R,M,もっと高かったよ。,motto takakatta yo.,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_422.mp3,"11,14"
423,423,JP,9781508235958,Japanese 5,21,010Q,N,"Because it’s during the construction, we can’t go through, can we? [male/explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_423.mp3,9
424,424,JP,9781508235958,Japanese 5,21,010R,M,工事中だから通れないんだね。,kooji chuu da kara toorenai n da ne.,8,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_424.mp3,9
425,425,JP,9781508235958,Japanese 5,22,01Q,N,Then can we go by car? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_425.mp3,18
426,426,JP,9781508235958,Japanese 5,22,01R,M,じゃあ、車で行ける? ,"jaa, kuruma de ikeru?",4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_426.mp3,18
427,427,JP,9781508235958,Japanese 5,22,02Q,N,"As for now, you can go by bullet train, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_427.mp3,"17,18"
428,428,JP,9781508235958,Japanese 5,22,02R,F,今は新幹線で行けるよ。,ima wa shinkansen de ikeru yo.,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_428.mp3,"17,18"
429,429,JP,9781508235958,Japanese 5,22,03Q,N,the longest undersea tunnel in Japan,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_429.mp3,9
430,430,JP,9781508235958,Japanese 5,22,03R,F,日本一長い海底トンネル,nihon ichi nagai kaitei tonneru,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_430.mp3,9
431,431,JP,9781508235958,Japanese 5,22,04Q,N,It took as many as twenty-four years. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_431.mp3,"9,12,17"
432,432,JP,9781508235958,Japanese 5,22,04R,F,二十四年もかかった。,ni juu yo nen mo kakatta.,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_432.mp3,"9,12,17"
433,433,JP,9781508235958,Japanese 5,22,05Q,N,As many as thirty-four people passed away? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_433.mp3,"9,12"
434,434,JP,9781508235958,Japanese 5,22,05R,F,三十四人も亡くなったの? ,san juu yo nin mo nakunatta no?,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_434.mp3,"9,12"
435,435,JP,9781508235958,Japanese 5,22,06Q,N,I became not feeling well. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_435.mp3,16
436,436,JP,9781508235958,Japanese 5,22,06R,F,具合が悪くなった。,guai ga waruku natta.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_436.mp3,16
437,437,JP,9781508235958,Japanese 5,22,07Q,N,"You got seasick, didn’t you. [female/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_437.mp3,16
438,438,JP,9781508235958,Japanese 5,22,07R,F,船酔いをしたのね。 ,funayoi o shita no ne.,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_438.mp3,16
439,439,JP,9781508235958,Japanese 5,22,08Q,N,"As for coffee, it’s a little expensive, isn’t it. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_439.mp3,"6,11,14"
440,440,JP,9781508235958,Japanese 5,22,08R,M,コーヒーは ちょっと高いね。,koohii wa chotto takai ne.,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_440.mp3,"6,11,14"
441,441,JP,9781508235958,Japanese 5,22,09Q,N,"They count, for sure. [female/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_441.mp3,"9,12"
442,442,JP,9781508235958,Japanese 5,22,09R,M,数えるのよ。,kazoeru no yo.,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_442.mp3,"9,12"
443,443,JP,9781508235958,Japanese 5,22,010Q,N,"As for kaitenzushi restaurant, it’s extremely less expensive, isn’t it. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_443.mp3,"6,11,14"
444,444,JP,9781508235958,Japanese 5,22,010R,M,回転ずしは すごく 安いね。,kaitenzushi wa sugoku yasui ne.,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_444.mp3,"6,11,14"
445,445,JP,9781508235958,Japanese 5,23,01Q,N,"As for in the U.S., sushi is expensive, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_445.mp3,"6,9,11"
446,446,JP,9781508235958,Japanese 5,23,01R,M,アメリカでは寿司は高いよ。,"amerika de wa, sushi wa takai yo.",7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_446.mp3,"6,9,11"
447,447,JP,9781508235958,Japanese 5,23,02Q,N,There are many islands.,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_447.mp3,9
448,448,JP,9781508235958,Japanese 5,23,02R,M,たくさん島があります。,takusan shima ga arimasu.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_448.mp3,9
449,449,JP,9781508235958,Japanese 5,23,03Q,N,If you count small islands,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_449.mp3,9
450,450,JP,9781508235958,Japanese 5,23,03R,F,小さい島を 数えれば,chiisai shima o kazoereba,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_450.mp3,9
451,451,JP,9781508235958,Japanese 5,23,04Q,N,"There are as many as more than six thousand, for sure. [female/explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_451.mp3,"9,12"
452,452,JP,9781508235958,Japanese 5,23,04R,F,六千以上もあるのよ。,roku sen ijoo mo aru no yo.,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_452.mp3,"9,12"
453,453,JP,9781508235958,Japanese 5,23,05Q,N,"As for major islands, there are four, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_453.mp3,"9,12"
454,454,JP,9781508235958,Japanese 5,23,05R,F,主な島は四つあるよ。,omo na shima wa yottsu aru yo.,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_454.mp3,"9,12"
455,455,JP,9781508235958,Japanese 5,23,06Q,N,As for the other islands? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_455.mp3,9
456,456,JP,9781508235958,Japanese 5,23,06R,F,そのほかの島は? ,sono hoka no shima wa?,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_456.mp3,9
457,457,JP,9781508235958,Japanese 5,23,07Q,N,I only know two. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_457.mp3,"9,12"
458,458,JP,9781508235958,Japanese 5,23,07R,F,二つだけ知ってる。,futatsu dake shitteru.,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_458.mp3,"9,12"
459,459,JP,9781508235958,Japanese 5,23,08Q,N,"As for islands’ names, how many do you know? [informal]",,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_459.mp3,"9,12"
460,460,JP,9781508235958,Japanese 5,23,08R,F,島の名前はいくつ知ってる? ,shima no namae wa ikutsu shitteru?,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_460.mp3,"9,12"
461,461,JP,9781508235958,Japanese 5,23,09Q,N,"It was most recently developed, for sure. [female/explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_461.mp3,9
462,462,JP,9781508235958,Japanese 5,23,09R,F,一番遅く開発されたのよ。,ichiban osoku kaihatsu sareta no yo.,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_462.mp3,9
463,463,JP,9781508235958,Japanese 5,23,010Q,N,"There are many places to see, for sure. [female/explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_463.mp3,"1,9"
464,464,JP,9781508235958,Japanese 5,23,010R,F,たくさん見る所があるのよ。,takusan miru tokoro ga aru no yo.,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_464.mp3,"1,9"
465,465,JP,9781508235958,Japanese 5,24,01Q,N,"It was most recently developed, for sure. [male/explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_465.mp3,9
466,466,JP,9781508235958,Japanese 5,24,01R,M,一番遅く開発されたんだよ。,ichiban osoku kaihatsu sareta n da yo.,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_466.mp3,9
467,467,JP,9781508235958,Japanese 5,24,02Q,N,"It’s close to the sea, isn’t it. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_467.mp3,"9,18"
468,468,JP,9781508235958,Japanese 5,24,02R,M,海に近いね。,umi ni chikai ne.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_468.mp3,"9,18"
469,469,JP,9781508235958,Japanese 5,24,03Q,N,"The port is very important, for sure. [male/explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_469.mp3,9
470,470,JP,9781508235958,Japanese 5,24,03R,M,港はとても大事なんだよ。,minato wa totemo daiji na n da yo.,8,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_470.mp3,9
471,471,JP,9781508235958,Japanese 5,24,04Q,N,What kind of events are there? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_471.mp3,"1,9,18"
472,472,JP,9781508235958,Japanese 5,24,04R,M,どんな催し物があるの? ,donna moyooshimono ga aru no?,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_472.mp3,"1,9,18"
473,473,JP,9781508235958,Japanese 5,24,05Q,N,"There’s a very funny squid dance, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_473.mp3,9
474,474,JP,9781508235958,Japanese 5,24,05R,M,とてもおかしい いか踊りがあるよ。,totemo okashii ika odori ga aru yo.,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_474.mp3,9
475,475,JP,9781508235958,Japanese 5,24,06Q,N,"It’s very famous, for sure. [female/explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_475.mp3,"7,9"
476,476,JP,9781508235958,Japanese 5,24,06R,F,とても有名なのよ。,totemo yuumei na no yo.,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_476.mp3,"7,9"
477,477,JP,9781508235958,Japanese 5,24,07Q,N,"It’s famous for its squid also, for sure. [female/explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_477.mp3,9
478,478,JP,9781508235958,Japanese 5,24,07R,F,いかでも有名なのよ。,ika de mo yuumei na no yo.,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_478.mp3,9
479,479,JP,9781508235958,Japanese 5,24,08Q,N,"It’s very funny, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_479.mp3,"7,9"
480,480,JP,9781508235958,Japanese 5,24,08R,M,とてもおかしいよ。,totemo okashii yo.,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_480.mp3,"7,9"
481,481,JP,9781508235958,Japanese 5,24,09Q,N,When is the port festival? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_481.mp3,"1,9"
482,482,JP,9781508235958,Japanese 5,24,09R,M,港祭りはいつ? ,minato matsuri wa itsu?,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_482.mp3,"1,9"
483,483,JP,9781508235958,Japanese 5,24,010Q,N,What kind of events were there? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_483.mp3,"1,9,18"
484,484,JP,9781508235958,Japanese 5,24,010R,F,どんな催し物があった? ,donna moyooshimono ga atta?,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_484.mp3,"1,9,18"
485,485,JP,9781508235958,Japanese 5,25,01Q,N,the scenery you see from the mountain top,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_485.mp3,"9,18"
486,486,JP,9781508235958,Japanese 5,25,01R,F,頂上から見る景色 ,choojoo kara miru keshiki,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_486.mp3,"9,18"
487,487,JP,9781508235958,Japanese 5,25,02Q,N,The scenery is wonderful.,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_487.mp3,"7,9,18"
488,488,JP,9781508235958,Japanese 5,25,02R,F,景色は素晴らしいです。,keshiki wa subarashii desu.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_488.mp3,"7,9,18"
489,489,JP,9781508235958,Japanese 5,25,03Q,N,the night view you see from the mountain top,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_489.mp3,"9,18"
490,490,JP,9781508235958,Japanese 5,25,03R,F,頂上から見る夜景 ,choojoo kara miru yakei,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_490.mp3,"9,18"
491,491,JP,9781508235958,Japanese 5,25,04Q,N,"It’s wonderful, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_491.mp3,"7,9"
492,492,JP,9781508235958,Japanese 5,25,04R,F,素晴らしいよ。,subarashii yo.,2,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_492.mp3,"7,9"
493,493,JP,9781508235958,Japanese 5,25,05Q,N,the contrast of the town’s lights,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_493.mp3,9
494,494,JP,9781508235958,Japanese 5,25,05R,M,街の明かりのコントラスト,machi no akari no kontorasuto,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_494.mp3,9
495,495,JP,9781508235958,Japanese 5,25,06Q,N,"It’s one of Japan’s three greatest night views, for sure. [female/explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_495.mp3,"9,12"
496,496,JP,9781508235958,Japanese 5,25,06R,F,日本三大夜景の一つなのよ。,nihon san dai yakei no hitotsu na no yo.,9,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_496.mp3,"9,12"
497,497,JP,9781508235958,Japanese 5,25,07Q,N,That I didn’t know. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_497.mp3,"7,9"
498,498,JP,9781508235958,Japanese 5,25,07R,M,それは 知らなかった。,sore wa shiranakatta.,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_498.mp3,"7,9"
499,499,JP,9781508235958,Japanese 5,25,08Q,N,the pitch dark sea,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_499.mp3,"9,18"
500,500,JP,9781508235958,Japanese 5,25,08R,M,真っ黒い海,makkuroi umi,2,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_500.mp3,"9,18"
501,501,JP,9781508235958,Japanese 5,25,09Q,N,the fishing lights on the fishing boats,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_501.mp3,"1,9,18"
502,502,JP,9781508235958,Japanese 5,25,09R,M,漁船の漁火,gyosen no isaribi,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_502.mp3,"1,9,18"
503,503,JP,9781508235958,Japanese 5,25,010Q,N,By all means I want to see the night view. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_503.mp3,"1,9"
504,504,JP,9781508235958,Japanese 5,25,010R,M,ぜひ夜景が見たい。,zehi yakei ga mitai.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_504.mp3,"1,9"
505,505,JP,9781508235958,Japanese 5,26,01Q,N,"But as for the night view, it’s more wonderful, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_505.mp3,"9,18"
506,506,JP,9781508235958,Japanese 5,26,01R,F,でも夜景はもっと素晴らしいよ。,demo yakei wa motto subarashii yo.,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_506.mp3,"9,18"
507,507,JP,9781508235958,Japanese 5,26,02Q,N,"In the world also, it’s famous, for sure. [male/explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_507.mp3,9
508,508,JP,9781508235958,Japanese 5,26,02R,M,世界でも 有名なんだよ。,sekai de mo yuumei na n da yo.,8,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_508.mp3,9
509,509,JP,9781508235958,Japanese 5,26,03Q,N,"There are many national parks, aren’t there. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_509.mp3,9
510,510,JP,9781508235958,Japanese 5,26,03R,F,たくさん国立公園があるね。,takusan kokuritsu kooen ga aru ne.,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_510.mp3,9
511,511,JP,9781508235958,Japanese 5,26,04Q,N,because it’s surrounded by the sea,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_511.mp3,9
512,512,JP,9781508235958,Japanese 5,26,04R,F,海に囲まれているから,umi ni kakomareteiru kara,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_512.mp3,9
513,513,JP,9781508235958,Japanese 5,26,05Q,N,natural environment you can’t see in the main island,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_513.mp3,9
514,514,JP,9781508235958,Japanese 5,26,05R,F,本州では見られない自然環境 ,honshuu de wa mirarenai shizen kankyoo,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_514.mp3,9
515,515,JP,9781508235958,Japanese 5,26,06Q,N,distinctive natural environment,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_515.mp3,9
516,516,JP,9781508235958,Japanese 5,26,06R,F,独特な自然環境 ,dokutoku na shizen kankyoo,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_516.mp3,9
517,517,JP,9781508235958,Japanese 5,26,07Q,N,What does that mean? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_517.mp3,"7,16"
518,518,JP,9781508235958,Japanese 5,26,07R,M,それは どういう意味? ,sore wa doo iu imi?,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_518.mp3,"7,16"
519,519,JP,9781508235958,Japanese 5,26,08Q,N,"Rare birds also live, for sure. [male/explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_519.mp3,9
520,520,JP,9781508235958,Japanese 5,26,08R,M,珍しい鳥もいるんだよ。,mezurashii tori mo iru n da yo.,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_520.mp3,9
521,521,JP,9781508235958,Japanese 5,26,09Q,N,"It’s the habitat of rare animals, for sure. [male/explanation/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_521.mp3,9
522,522,JP,9781508235958,Japanese 5,26,09R,M,珍しい動物の生息地 なんだよ。,mezurashii doobutsu no seisokuchi na n da yo.,8,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_522.mp3,9
523,523,JP,9781508235958,Japanese 5,26,010Q,N,"Only one, I know Ainu word, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_523.mp3,"9,12,15"
524,524,JP,9781508235958,Japanese 5,26,010R,M,一つだけ、アイヌ語を知ってるよ。,"hitotsu dake, ainugo o shitteru yo.",6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_524.mp3,"9,12,15"
525,525,JP,9781508235958,Japanese 5,27,01Q,N,"It will be convenient, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_525.mp3,"7,9"
526,526,JP,9781508235958,Japanese 5,27,01R,M,便利だよ。,benri da yo.,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_526.mp3,"7,9"
527,527,JP,9781508235958,Japanese 5,27,02Q,N,The prices are reasonable. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_527.mp3,"9,11,14"
528,528,JP,9781508235958,Japanese 5,27,02R,M,値段が手頃だ。,nedan ga tegoro da.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_528.mp3,"9,11,14"
529,529,JP,9781508235958,Japanese 5,27,03Q,N,They are close to the station. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_529.mp3,"9,18"
530,530,JP,9781508235958,Japanese 5,27,03R,M,駅に近い。,eki ni chikai.,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_530.mp3,"9,18"
531,531,JP,9781508235958,Japanese 5,27,04Q,N,"As for the rooms, they are cramped, though. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_531.mp3,"9,18"
532,532,JP,9781508235958,Japanese 5,27,04R,F,部屋は 狭いけど。,heya wa semai kedo.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_532.mp3,"9,18"
533,533,JP,9781508235958,Japanese 5,27,05Q,N,to bring a toothbrush and pajamas,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_533.mp3,9
534,534,JP,9781508235958,Japanese 5,27,05R,F,歯ブラシとパジャマを持って行く ,haburashi to pajama o motte iku,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_534.mp3,9
535,535,JP,9781508235958,Japanese 5,27,06Q,N,"There’s no need to bring, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_535.mp3,9
536,536,JP,9781508235958,Japanese 5,27,06R,F,持って行く必要はないよ。,motte iku hitsuyoo wa nai yo.,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_536.mp3,9
537,537,JP,9781508235958,Japanese 5,27,07Q,N,"If you use a business hotel, it will be convenient, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_537.mp3,"18,20"
538,538,JP,9781508235958,Japanese 5,27,07R,F,ビジネスホテルを使ったら 便利だよ。,bijinesu hoteru o tsukattara benri da yo.,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_538.mp3,"18,20"
539,539,JP,9781508235958,Japanese 5,27,08Q,N,"There are business hotels, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_539.mp3,"18,20"
540,540,JP,9781508235958,Japanese 5,27,08R,F,ビジネスホテルがあるよ。,bijinesu hoteru ga aru yo.,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_540.mp3,"18,20"
541,541,JP,9781508235958,Japanese 5,27,09Q,N,office workers utilize,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_541.mp3,20
542,542,JP,9781508235958,Japanese 5,27,09R,M,サラリーマンが 利用する ,sarariiman ga riyoo suru,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_542.mp3,20
543,543,JP,9781508235958,Japanese 5,27,010Q,N,What kinds of hotels are there? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_543.mp3,"9,18"
544,544,JP,9781508235958,Japanese 5,27,010R,M,どんなホテルがあるの? ,donna hoteru ga aru no?,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_544.mp3,"9,18"
545,545,JP,9781508235958,Japanese 5,28,01Q,N,the hotels office workers often utilize,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_545.mp3,"18,20"
546,546,JP,9781508235958,Japanese 5,28,01R,M,サラリーマンが よく利用するホテル,sarariiman ga yoku riyoo suru hoteru,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_546.mp3,"18,20"
547,547,JP,9781508235958,Japanese 5,28,02Q,N,"As for a refrigerator, is there? [informal]",,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_547.mp3,9
548,548,JP,9781508235958,Japanese 5,28,02R,M,冷蔵庫はあるの? ,reizooko wa aru no?,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_548.mp3,9
549,549,JP,9781508235958,Japanese 5,28,03Q,N,"Although in the hallway, there are vending machines [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_549.mp3,9
550,550,JP,9781508235958,Japanese 5,28,03R,M,廊下に自動販売機があるけど,rooka ni jidoo hanbaiki ga aru kedo,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_550.mp3,9
551,551,JP,9781508235958,Japanese 5,28,04Q,N,"All of a sudden, it started to rain. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_551.mp3,9
552,552,JP,9781508235958,Japanese 5,28,04R,F,突然雨が降ってきた。,totsuzen ame ga futtekita.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_552.mp3,9
553,553,JP,9781508235958,Japanese 5,28,05Q,N,"At a convenience store, you bought an umbrella? [informal]",,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_553.mp3,14
554,554,JP,9781508235958,Japanese 5,28,05R,F,コンビニで 傘を買ったの? ,konbini de kasa o katta no?,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_554.mp3,14
555,555,JP,9781508235958,Japanese 5,28,06Q,N,"You can buy almost anything, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_555.mp3,"9,14"
