Rec #,Lang ,Course,Lesson,Cluster,Qz #,Spkr,Cue,Transliteration,MP3 Snippet File Name,MP3 Audio ISBN,Premium ISBN,Skills
534,GK,Greek 1,27,,02R,F,"Όχι, είμαι με τον άντρα μου.","Ochi, íme me ton ándra mou.",9781797115375_Greek_1_QZ_534.mp3,9781442319875,9781797115375,5
535,GK,Greek 1,27,,03Q,N,I’m going to see my friends.,,9781797115375_Greek_1_QZ_535.mp3,9781442319875,9781797115375,5
536,GK,Greek 1,27,,03R,F,Θα δω τους φίλους μου.,Tha tho tous fílous mou.,9781797115375_Greek_1_QZ_536.mp3,9781442319875,9781797115375,5
537,GK,Greek 1,27,,04Q,N,I’m going to see them.,,9781797115375_Greek_1_QZ_537.mp3,9781442319875,9781797115375,5
538,GK,Greek 1,27,,04R,F,Θα τους δω.,Tha tous tho.,9781797115375_Greek_1_QZ_538.mp3,9781442319875,9781797115375,5
539,GK,Greek 1,27,,05Q,N,I don't want anything.,,9781797115375_Greek_1_QZ_539.mp3,9781442319875,9781797115375,16
540,GK,Greek 1,27,,05R,F,Δεν θέλω τίποτα.,Thén thélo típota.,9781797115375_Greek_1_QZ_540.mp3,9781442319875,9781797115375,16
541,GK,Greek 1,27,,06Q,N,I don’t have anything.,,9781797115375_Greek_1_QZ_541.mp3,9781442319875,9781797115375,16
542,GK,Greek 1,27,,06R,M,Δεν έχω τίποτα.,Then écho típota.,9781797115375_Greek_1_QZ_542.mp3,9781442319875,9781797115375,16
543,GK,Greek 1,27,,07Q,N,I'm going to leave alone. (m),,9781797115375_Greek_1_QZ_543.mp3,9781442319875,9781797115375,16
544,GK,Greek 1,27,,07R,M,Θα φύγω μόνος μου.,Tha fígo mónos mou.,9781797115375_Greek_1_QZ_544.mp3,9781442319875,9781797115375,16
545,GK,Greek 1,27,,08Q,N,I'm alone. (m),,9781797115375_Greek_1_QZ_545.mp3,9781442319875,9781797115375,7
546,GK,Greek 1,27,,08R,M,Είμαι μόνος μου.,Ime mónos mou.,9781797115375_Greek_1_QZ_546.mp3,9781442319875,9781797115375,7
547,GK,Greek 1,27,,09Q,N,I want a hundred euros.,,9781797115375_Greek_1_QZ_547.mp3,9781442319875,9781797115375,"11,12"
548,GK,Greek 1,27,,09R,M,Θέλω εκατό ευρώ.,Thélo ekató evró.,9781797115375_Greek_1_QZ_548.mp3,9781442319875,9781797115375,"11,12"
549,GK,Greek 1,27,,10Q,N,I’m going to leave tomorrow.,,9781797115375_Greek_1_QZ_549.mp3,9781442319875,9781797115375,17
550,GK,Greek 1,27,,10R,M,Θα φύγω αύριο.,Tha fígo ávrio.,9781797115375_Greek_1_QZ_550.mp3,9781442319875,9781797115375,17
551,GK,Greek 1,28,,01Q,N,We're American.,,9781797115375_Greek_1_QZ_551.mp3,9781442319875,9781797115375,"10,16"
552,GK,Greek 1,28,,01R,F,Είμαστε Αμερικανοί.,Imaste Amerikáni.,9781797115375_Greek_1_QZ_552.mp3,9781442319875,9781797115375,"10,16"
553,GK,Greek 1,28,,02Q,N,How long?,,9781797115375_Greek_1_QZ_553.mp3,9781442319875,9781797115375,17
554,GK,Greek 1,28,,02R,F,Πόσο καιρό;,Póso keró?,9781797115375_Greek_1_QZ_554.mp3,9781442319875,9781797115375,17
555,GK,Greek 1,28,,03Q,N,We don't have very much time.,,9781797115375_Greek_1_QZ_555.mp3,9781442319875,9781797115375,17
556,GK,Greek 1,28,,03R,F,Δεν έχουμε πολύ καιρό.,Then echóume polí keró.,9781797115375_Greek_1_QZ_556.mp3,9781442319875,9781797115375,17
557,GK,Greek 1,28,,04Q,N,What does that mean?,,9781797115375_Greek_1_QZ_557.mp3,9781442319875,9781797115375,"15,16"
558,GK,Greek 1,28,,04R,F,Τι πάει να πει αυτό;,Ti pái na pí aftó?,9781797115375_Greek_1_QZ_558.mp3,9781442319875,9781797115375,"15,16"
559,GK,Greek 1,28,,05Q,N,What does that word mean?,,9781797115375_Greek_1_QZ_559.mp3,9781442319875,9781797115375,"15,16"
560,GK,Greek 1,28,,05R,F,Τι πάει να πεί αυτή η λέξη;,Ti pái na pí aftí i léksi?,9781797115375_Greek_1_QZ_560.mp3,9781442319875,9781797115375,"15,16"
561,GK,Greek 1,28,,06Q,N,I don’t know what it means.,,9781797115375_Greek_1_QZ_561.mp3,9781442319875,9781797115375,"15,16"
562,GK,Greek 1,28,,06R,M,Δεν ξέρω τι πάει να πεί.,Then kséro ti pái na pí.,9781797115375_Greek_1_QZ_562.mp3,9781442319875,9781797115375,"15,16"
563,GK,Greek 1,28,,07Q,N,We would like to stay in Greece.,,9781797115375_Greek_1_QZ_563.mp3,9781442319875,9781797115375,18
564,GK,Greek 1,28,,07R,M,Θα θέλαμε να μείνουμε στην Ελλάδα.,Tha thélame na mínoume stin Ellátha.,9781797115375_Greek_1_QZ_564.mp3,9781442319875,9781797115375,18
565,GK,Greek 1,28,,08Q,N,But we don’t have time.,,9781797115375_Greek_1_QZ_565.mp3,9781442319875,9781797115375,17
566,GK,Greek 1,28,,08R,M,Αλλά δεν έχουμε καιρό.,Allá then echóume keró.,9781797115375_Greek_1_QZ_566.mp3,9781442319875,9781797115375,17
567,GK,Greek 1,28,,09Q,N,We’ve been here three days.,,9781797115375_Greek_1_QZ_567.mp3,9781442319875,9781797115375,"12,17"
568,GK,Greek 1,28,,09R,M,Είμαστε εδώ τρεις μέρες.,Imaste ethó tris méres.,9781797115375_Greek_1_QZ_568.mp3,9781442319875,9781797115375,"12,17"
569,GK,Greek 1,28,,10Q,N,How long are you going to stay?,,9781797115375_Greek_1_QZ_569.mp3,9781442319875,9781797115375,18
570,GK,Greek 1,28,,10R,M,Πόσο καιρό θα μείνετε;,Póso keró tha mínete?,9781797115375_Greek_1_QZ_570.mp3,9781442319875,9781797115375,18
571,GK,Greek 1,29,,01Q,N,I bought something to drink.,,9781797115375_Greek_1_QZ_571.mp3,9781442319875,9781797115375,"6,14"
572,GK,Greek 1,29,,01R,F,Αγόρασα κάτι να πιω.,Agórasa káti na pió.,9781797115375_Greek_1_QZ_572.mp3,9781442319875,9781797115375,"6,14"
573,GK,Greek 1,29,,02Q,N,I bought some wine yesterday.,,9781797115375_Greek_1_QZ_573.mp3,9781442319875,9781797115375,"6,14"
574,GK,Greek 1,29,,02R,F,Αγόρασα λίγο κρασί χθες.,Agórasa lígo krasí chthés.,9781797115375_Greek_1_QZ_574.mp3,9781442319875,9781797115375,"6,14"
575,GK,Greek 1,29,,03Q,N,We’ve been here since yesterday.,,9781797115375_Greek_1_QZ_575.mp3,9781442319875,9781797115375,"17,18"
576,GK,Greek 1,29,,03R,F,Είμαστε εδώ από χθες.,Imaste ethó apó chthés.,9781797115375_Greek_1_QZ_576.mp3,9781442319875,9781797115375,"17,18"
577,GK,Greek 1,29,,04Q,N,Did you buy something to eat?,,9781797115375_Greek_1_QZ_577.mp3,9781442319875,9781797115375,"6,14"
578,GK,Greek 1,29,,04R,F,Αγοράσατε κάτι να φάτε;,Agorásate káti na fáte?,9781797115375_Greek_1_QZ_578.mp3,9781442319875,9781797115375,"6,14"
579,GK,Greek 1,29,,05Q,N,Did you eat something?,,9781797115375_Greek_1_QZ_579.mp3,9781442319875,9781797115375,6
580,GK,Greek 1,29,,05R,F,Φάγατε κάτι;,Fágate káti?,9781797115375_Greek_1_QZ_580.mp3,9781442319875,9781797115375,6
581,GK,Greek 1,29,,06Q,N,Do you like milk?,,9781797115375_Greek_1_QZ_581.mp3,9781442319875,9781797115375,6
582,GK,Greek 1,29,,06R,M,Σας αρέσει το γάλα;,Sas arési to gála?,9781797115375_Greek_1_QZ_582.mp3,9781442319875,9781797115375,6
583,GK,Greek 1,29,,07Q,N,I would like to eat.,,9781797115375_Greek_1_QZ_583.mp3,9781442319875,9781797115375,"6,16"
584,GK,Greek 1,29,,07R,M,Θα ήθελα να φάω.,Tha íthela na fáo.,9781797115375_Greek_1_QZ_584.mp3,9781442319875,9781797115375,"6,16"
585,GK,Greek 1,29,,08Q,N,I like Athens!,,9781797115375_Greek_1_QZ_585.mp3,9781442319875,9781797115375,18
586,GK,Greek 1,29,,08R,M,Μου αρέσει η Αθήνα!,Mou arési i Athína!,9781797115375_Greek_1_QZ_586.mp3,9781442319875,9781797115375,18
587,GK,Greek 1,29,,09Q,N,Not bad.,,9781797115375_Greek_1_QZ_587.mp3,9781442319875,9781797115375,7
588,GK,Greek 1,29,,09R,M,Όχι και άσχημα.,Ochi ke ashíma.,9781797115375_Greek_1_QZ_588.mp3,9781442319875,9781797115375,7
589,GK,Greek 1,29,,10Q,N,Do you like wine?,,9781797115375_Greek_1_QZ_589.mp3,9781442319875,9781797115375,6
590,GK,Greek 1,29,,10R,M,Σας αρέσει το κρασί;,Sas arési to krasí?,9781797115375_Greek_1_QZ_590.mp3,9781442319875,9781797115375,6
591,GK,Greek 1,30,,01Q,N,We’re going to leave tomorrow morning.,,9781797115375_Greek_1_QZ_591.mp3,9781442319875,9781797115375,17
592,GK,Greek 1,30,,01R,F,Θα φύγουμε αύριο το πρωί.,Tha fígoume ávrio to proí.,9781797115375_Greek_1_QZ_592.mp3,9781442319875,9781797115375,17
593,GK,Greek 1,30,,02Q,N,I arrived yesterday morning.,,9781797115375_Greek_1_QZ_593.mp3,9781442319875,9781797115375,17
594,GK,Greek 1,30,,02R,F,Έφτασα χθες το πρωί.,Eftasa chthés to proí.,9781797115375_Greek_1_QZ_594.mp3,9781442319875,9781797115375,17
595,GK,Greek 1,30,,03Q,N,I arrived in Athens.,,9781797115375_Greek_1_QZ_595.mp3,9781442319875,9781797115375,18
596,GK,Greek 1,30,,03R,F,Έφτασα στην Αθήνα.,Eftasa stín Athína.,9781797115375_Greek_1_QZ_596.mp3,9781442319875,9781797115375,18
597,GK,Greek 1,30,,04Q,N,I arrived with my three children.,,9781797115375_Greek_1_QZ_597.mp3,9781442319875,9781797115375,"5,12"
598,GK,Greek 1,30,,04R,F,Έφτασα με τα τρία παιδιά μου.,Eftasa me ta tría pethiá mou.,9781797115375_Greek_1_QZ_598.mp3,9781442319875,9781797115375,"5,12"
599,GK,Greek 1,30,,05Q,N,I arrived with my family.,,9781797115375_Greek_1_QZ_599.mp3,9781442319875,9781797115375,5
600,GK,Greek 1,30,,05R,F,Έφτασα με την οικογένειά μου.,Eftasa me tin ikogénia mou.,9781797115375_Greek_1_QZ_600.mp3,9781442319875,9781797115375,5
601,GK,Greek 1,30,,06Q,N,We went to the Acropolis yesterday.,,9781797115375_Greek_1_QZ_601.mp3,9781442319875,9781797115375,"5,18"
602,GK,Greek 1,30,,06R,M,Πήγαμε στην Ακρόπολη χθες.,Pígame stín Akrópoli chthés.,9781797115375_Greek_1_QZ_602.mp3,9781442319875,9781797115375,"5,18"
603,GK,Greek 1,30,,07Q,N,We arrived together.,,9781797115375_Greek_1_QZ_603.mp3,9781442319875,9781797115375,18
604,GK,Greek 1,30,,07R,M,Φτάσαμε μαζί.,Ftásame mazí.,9781797115375_Greek_1_QZ_604.mp3,9781442319875,9781797115375,18
605,GK,Greek 1,30,,08Q,N,When did you go to Thessalonica?,,9781797115375_Greek_1_QZ_605.mp3,9781442319875,9781797115375,18
606,GK,Greek 1,30,,08R,M,Πότε πήγατε στη Θεσσαλονίκη;,Póte pígate stí Thessaloníki?,9781797115375_Greek_1_QZ_606.mp3,9781442319875,9781797115375,18
607,GK,Greek 1,30,,09Q,N,We went to Thessalonica yesterday morning.,,9781797115375_Greek_1_QZ_607.mp3,9781442319875,9781797115375,17
608,GK,Greek 1,30,,09R,M,Πήγαμε στη Θεσσαλονίκη χθες το πρωί.,Pígame stí Thessaloníki chthés to proí.,9781797115375_Greek_1_QZ_608.mp3,9781442319875,9781797115375,17
609,GK,Greek 1,30,,10Q,N,"Yes, we went to the Acropolis this morning.",,9781797115375_Greek_1_QZ_609.mp3,9781442319875,9781797115375,17
610,GK,Greek 1,30,,10R,M,"Ναι, πήγαμε στην Ακρόπολη το πρωί.","Ne, pígame stín Akrópoli símera to proí.",9781797115375_Greek_1_QZ_610.mp3,9781442319875,9781797115375,17
