Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,Cluster,QZ #,Speaker,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
1595,1595,BP,9781508286752,Brazilian Portuguese 5,25,,,U25-08,08Q_B,N,I loved this sweater.,,S,Portuguese (Brazilian) Level 5,,14
1596,1596,BP,9781508286752,Brazilian Portuguese 5,25,,,U25-08,08R_B,F,Eu adorava este suéter.,,S,Portuguese (Brazilian) Level 5,,14
1597,1597,BP,9781508286752,Brazilian Portuguese 5,25,,,U25-08,08Q_C,N,I loved this tie.,,S,Portuguese (Brazilian) Level 5,,14
1598,1598,BP,9781508286752,Brazilian Portuguese 5,25,,,U25-08,08R_C,F,Eu adorava esta gravata.,,S,Portuguese (Brazilian) Level 5,,14
1599,1599,BP,9781508286752,Brazilian Portuguese 5,25,,,U25-08,08Q_D,N,I loved this blouse.,,S,Portuguese (Brazilian) Level 5,,14
1600,1600,BP,9781508286752,Brazilian Portuguese 5,25,,,U25-08,08R_D,F,Eu adorava esta blusa.,,S,Portuguese (Brazilian) Level 5,,14
1601,1601,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-01,01Q_A,N,Definitely we need to find some shade.,,S,Portuguese (Brazilian) Level 5,,19
1602,1602,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-01,01R_A,F,Certamente precisamos encontrar uma sombra.,,S,Portuguese (Brazilian) Level 5,,19
1603,1603,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-01,01Q_B,N,Definitely we need two canteens.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1604,1604,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-01,01R_B,M,Certamente precisamos de dois cantis,,S,Portuguese (Brazilian) Level 5,,"5,12"
1605,1605,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-01,01Q_C,N,Definitely we are going to find some shade.,,S,Portuguese (Brazilian) Level 5,,19
1606,1606,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-01,01R_C,M,Certamente vamos encontrar uma sombra.,,S,Portuguese (Brazilian) Level 5,,19
1607,1607,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-01,01Q_D,N,Definitely we need to bring two canteens.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1608,1608,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-01,01R_D,M,Certamente precisamos trazer dois cantis,,S,Portuguese (Brazilian) Level 5,,"5,12"
1609,1609,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-02,02Q_A,N,We need to bring two canteens.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1610,1610,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-02,02R_A,M,Precisamos trazer dois cantis. ,,S,Portuguese (Brazilian) Level 5,,"5,12"
1611,1611,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-02,02Q_B,N,We need to bring more than one canteen.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1612,1612,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-02,02R_B,M,Precisamos trazer mais que um cantil. ,,S,Portuguese (Brazilian) Level 5,,"5,12"
1613,1613,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-02,02Q_C,N,We need to bring twelve canteens.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1614,1614,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-02,02R_C,F,Precisamos trazer doze cantis. ,,S,Portuguese (Brazilian) Level 5,,"5,12"
1615,1615,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-02,02Q_D,N,We also need to bring two canteens.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1616,1616,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-02,02R_D,F,Também precisamos trazer dois cantis.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1617,1617,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-03,03Q_A,N,They (f.) will give us shade. ,,S,Portuguese (Brazilian) Level 5,,19
1618,1618,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-03,03R_A,F,Elas nos darão sombra.,,S,Portuguese (Brazilian) Level 5,,19
1619,1619,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-03,03Q_B,N,The trees will give us shade.,,S,Portuguese (Brazilian) Level 5,,19
1620,1620,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-03,03R_B,F,As árvores nos darão sombra.,,S,Portuguese (Brazilian) Level 5,,19
1621,1621,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-03,03Q_C,N,They (f.) will not give us shade. ,,S,Portuguese (Brazilian) Level 5,,19
1622,1622,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-03,03R_C,F,Elas não nos darão sombra.,,S,Portuguese (Brazilian) Level 5,,19
1623,1623,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-03,03Q_D,N,The trees will not give us shade.,,S,Portuguese (Brazilian) Level 5,,19
1624,1624,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-03,03R_D,M,As árvores não nos darão sombra.,,S,Portuguese (Brazilian) Level 5,,19
1625,1625,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-04,04Q_A,N,I got the fishing rods.,,S,Portuguese (Brazilian) Level 5,,1
1626,1626,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-04,04R_A,M,Peguei as varas de pescar. ,,S,Portuguese (Brazilian) Level 5,,1
1627,1627,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-04,04Q_B,N,I got everything.,,S,Portuguese (Brazilian) Level 5,,1
1628,1628,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-04,04R_B,M,Peguei tudo.,,S,Portuguese (Brazilian) Level 5,,1
1629,1629,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-04,04Q_C,N,I got the umbrella.,,S,Portuguese (Brazilian) Level 5,,7
1630,1630,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-04,04R_C,M,Peguei o guarda-chuva. ,,S,Portuguese (Brazilian) Level 5,,7
1631,1631,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-04,04Q_D,N,I got a lot of hooks.,,S,Portuguese (Brazilian) Level 5,,1
1632,1632,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-04,04R_D,M,Peguei muitos anzóis.,,S,Portuguese (Brazilian) Level 5,,1
1633,1633,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-05,05Q_A,N,On the bank of the river it’s going to be hot.,,S,Portuguese (Brazilian) Level 5,,19
1634,1634,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-05,05R_A,F,Na beira do rio vai estar calor.,,S,Portuguese (Brazilian) Level 5,,19
1635,1635,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-05,05Q_B,N,It’s going to be hot on the bank of the river.,,S,Portuguese (Brazilian) Level 5,,19
1636,1636,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-05,05R_B,F,Vai estar calor na beira do rio.,,S,Portuguese (Brazilian) Level 5,,19
1637,1637,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-05,05Q_C,N,On the bank of the river it’s not going to be hot.,,S,Portuguese (Brazilian) Level 5,,19
1638,1638,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-05,05R_C,F,Na beira do rio não vai estar calor.,,S,Portuguese (Brazilian) Level 5,,19
1639,1639,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-05,05Q_D,N,It’s not going to be hot on the bank of the river.,,S,Portuguese (Brazilian) Level 5,,19
1640,1640,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-05,05R_D,F,Não vai estar calor na beira do rio.,,S,Portuguese (Brazilian) Level 5,,19
1641,1641,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-06,06Q_A,N,Did you get the hooks?,,Q,Portuguese (Brazilian) Level 5,,1
1642,1642,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-06,06R_A,F,Você pegou os anzóis? ,,Q,Portuguese (Brazilian) Level 5,,1
1643,1643,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-06,06Q_B,N,Did you get the fishing rods?,,Q,Portuguese (Brazilian) Level 5,,1
1644,1644,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-06,06R_B,M,Você pegou as varas de pescar?,,Q,Portuguese (Brazilian) Level 5,,1
1645,1645,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-06,06Q_C,N,Did you get the canteens?,,Q,Portuguese (Brazilian) Level 5,,5
1646,1646,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-06,06R_C,M,Você pegou os cantis? ,,Q,Portuguese (Brazilian) Level 5,,5
1647,1647,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-06,06Q_D,N,Did you get two fishing rods?,,Q,Portuguese (Brazilian) Level 5,,"1,12"
1648,1648,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-06,06R_D,M,Você pegou duas varas de pescar?,,Q,Portuguese (Brazilian) Level 5,,"1,12"
1649,1649,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-07,07Q_A,N,I prefer to have an umbrella.,,S,Portuguese (Brazilian) Level 5,,7
1650,1650,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-07,07R_A,M,Prefiro ter um guarda-chuva.,,S,Portuguese (Brazilian) Level 5,,7
1651,1651,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-07,07Q_B,N,I want to have an umbrella.,,S,Portuguese (Brazilian) Level 5,,7
1652,1652,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-07,07R_B,M,Quero ter um guarda-chuva.,,S,Portuguese (Brazilian) Level 5,,7
1653,1653,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-07,07Q_C,N,I need an umbrella.,,S,Portuguese (Brazilian) Level 5,,7
1654,1654,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-07,07R_C,F,Preciso de um guarda-chuva.,,S,Portuguese (Brazilian) Level 5,,7
1655,1655,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-07,07Q_D,N,I prefer to use an umbrela.,,S,Portuguese (Brazilian) Level 5,,7
1656,1656,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-07,07R_D,F,Prefiro usar um guarda-chuva.,,S,Portuguese (Brazilian) Level 5,,7
1657,1657,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-08,08Q_A,N,Is it going to rain later today?,,Q,Portuguese (Brazilian) Level 5,,19
1658,1658,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-08,08R_A,F,Vai chover mais tarde hoje?,,Q,Portuguese (Brazilian) Level 5,,19
1659,1659,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-08,08Q_B,N,Is it going to be hot later today?,,Q,Portuguese (Brazilian) Level 5,,19
1660,1660,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-08,08R_B,F,Vai estar calor mais tarde hoje?,,Q,Portuguese (Brazilian) Level 5,,19
1661,1661,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-08,08Q_C,N,Is it going to rain on the bank of the river?,,Q,Portuguese (Brazilian) Level 5,,19
1662,1662,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-08,08R_C,F,Vai chover na beira do rio?,,Q,Portuguese (Brazilian) Level 5,,19
1663,1663,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-08,08Q_D,N,Is it going to be hot on the bank of the river?,,Q,Portuguese (Brazilian) Level 5,,19
1664,1664,BP,9781508286752,Brazilian Portuguese 5,26,,,U26-08,08R_D,M,Vai estar calor na beira do rio?,,Q,Portuguese (Brazilian) Level 5,,19
1665,1665,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-01,01Q_A,N,I found the other canteen.,,S,Portuguese (Brazilian) Level 5,,5
1666,1666,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-01,01R_A,M,Encontrei o outro cantil. ,,S,Portuguese (Brazilian) Level 5,,5
1667,1667,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-01,01Q_B,N,I only found one canteen. ,,S,Portuguese (Brazilian) Level 5,,"5,12"
1668,1668,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-01,01R_B,M,Eu só encontrei um cantil. ,,S,Portuguese (Brazilian) Level 5,,"5,12"
1669,1669,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-01,01Q_C,N,I only see one canteen. ,,S,Portuguese (Brazilian) Level 5,,"5,12"
1670,1670,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-01,01R_C,M,Eu só vejo um cantil.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1671,1671,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-01,01Q_D,N,I found one more canteen.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1672,1672,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-01,01R_D,F,Encontrei mais um cantil. ,,S,Portuguese (Brazilian) Level 5,,"5,12"
1673,1673,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-02,02Q_A,N,We arrived five minutes ago.,,S,Portuguese (Brazilian) Level 5,,"12,17"
1674,1674,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-02,02R_A,F,Chegamos há cinco minutos. ,,S,Portuguese (Brazilian) Level 5,,"12,17"
1675,1675,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-02,02Q_B,N,We arrived fifteen minutes ago.,,S,Portuguese (Brazilian) Level 5,,17
1676,1676,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-02,02R_B,F,Chegamos há quinze minutos. ,,S,Portuguese (Brazilian) Level 5,,17
1677,1677,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-02,02Q_C,N,We arrived five days ago.,,S,Portuguese (Brazilian) Level 5,,"12,17,18"
1678,1678,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-02,02R_C,F,Chegamos há cinco dias. ,,S,Portuguese (Brazilian) Level 5,,"12,17,18"
1679,1679,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-02,02Q_D,N,We arrived fifteen days ago.,,S,Portuguese (Brazilian) Level 5,,"17,18"
1680,1680,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-02,02R_D,F,Chegamos há quinze dias. ,,S,Portuguese (Brazilian) Level 5,,"17,18"
1681,1681,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-03,03Q_A,N,We were delayed because we couldn’t find a canteen,,S,Portuguese (Brazilian) Level 5,,5
1682,1682,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-03,03R_A,M,Demoramos porque não pudemos encontrar um cantil. ,,S,Portuguese (Brazilian) Level 5,,5
1683,1683,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-03,03Q_B,N,We were delayed because we couldn't find an umbrella.,,S,Portuguese (Brazilian) Level 5,,7
1684,1684,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-03,03R_B,M,Demoramos porque não pudemos encontrar um guarda-chuva. ,,S,Portuguese (Brazilian) Level 5,,7
1685,1685,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-03,03Q_C,N,We should take more than one canteen.,,S,Portuguese (Brazilian) Level 5,,"5,12"
1686,1686,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-03,03R_C,M,Deveríamos levar mais que um cantil. ,,S,Portuguese (Brazilian) Level 5,,"5,12"
1687,1687,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-03,03Q_D,N,We should take more than one umbrella.,,S,Portuguese (Brazilian) Level 5,,"7,12"
1688,1688,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-03,03R_D,M,Deveríamos levar mais que um guarda-chuva. ,,S,Portuguese (Brazilian) Level 5,,"7,12"
1689,1689,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-04,04Q_A,N,They are going to fish without us.,,S,Portuguese (Brazilian) Level 5,,1
1690,1690,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-04,04R_A,M,Eles vão pescar sem a gente.,,S,Portuguese (Brazilian) Level 5,,1
1691,1691,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-04,04Q_B,N,They are not going to fish without us.,,S,Portuguese (Brazilian) Level 5,,1
1692,1692,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-04,04R_B,F,Eles não vão pescar sem a gente.,,S,Portuguese (Brazilian) Level 5,,1
1693,1693,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-04,04Q_C,N,They are going to fish.,,S,Portuguese (Brazilian) Level 5,,1
1694,1694,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-04,04R_C,F,Eles vão pescar.,,S,Portuguese (Brazilian) Level 5,,1
1695,1695,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-04,04Q_D,N,They are not going to fish.,,S,Portuguese (Brazilian) Level 5,,1
1696,1696,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-04,04R_D,F,Eles não vão pescar.,,S,Portuguese (Brazilian) Level 5,,1
1697,1697,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-05,05Q_A,N,They left their house ten minutes ago.,,S,Portuguese (Brazilian) Level 5,,"12,17"
1698,1698,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-05,05R_A,F,Eles saíram da casa deles há dez minutos.,,S,Portuguese (Brazilian) Level 5,,"12,17"
1699,1699,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-05,05Q_B,N,They only left their house a little while ago.,,S,Portuguese (Brazilian) Level 5,,17
1700,1700,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-05,05R_B,F,Eles só saíram da casa deles há pouco.,,S,Portuguese (Brazilian) Level 5,,17
1701,1701,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-05,05Q_C,N,They left their house ten minutes ago.,,S,Portuguese (Brazilian) Level 5,,"12,17"
1702,1702,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-05,05R_C,M,Eles saíram da casa deles há dez minutos.,,S,Portuguese (Brazilian) Level 5,,"12,17"
1703,1703,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-05,05Q_D,N,They only left their house a little while ago.,,S,Portuguese (Brazilian) Level 5,,17
1704,1704,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-05,05R_D,M,Eles só saíram da casa deles há pouco.,,S,Portuguese (Brazilian) Level 5,,17
1705,1705,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-06,06Q_A,N,Our friends already left their house.,,S,Portuguese (Brazilian) Level 5,,5
1706,1706,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-06,06R_A,M,Nossos amigos já saíram da casa deles.,,S,Portuguese (Brazilian) Level 5,,5
1707,1707,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-06,06Q_B,N,Our friends also can’t stand the heat.,,S,Portuguese (Brazilian) Level 5,,5
1708,1708,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-06,06R_B,M,Nossos amigos também não aguentam o calor.,,S,Portuguese (Brazilian) Level 5,,5
1709,1709,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-06,06Q_C,N,Our friends left their house.,,S,Portuguese (Brazilian) Level 5,,5
1710,1710,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-06,06R_C,M,Nossos amigos saíram da casa deles.,,S,Portuguese (Brazilian) Level 5,,5
1711,1711,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-06,06Q_D,N,Our friends can’t stand the heat.,,S,Portuguese (Brazilian) Level 5,,5
1712,1712,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-06,06R_D,F,Nossos amigos não aguentam o calor.,,S,Portuguese (Brazilian) Level 5,,5
1713,1713,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-07,07Q_A,N,We can use the umbrella in order to create shade.,,S,Portuguese (Brazilian) Level 5,,19
1714,1714,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-07,07R_A,F,Podemos usar o guarda-chuva para criar sombra. ,,S,Portuguese (Brazilian) Level 5,,19
1715,1715,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-07,07Q_B,N,The umbrellas can create shade.,,S,Portuguese (Brazilian) Level 5,,19
1716,1716,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-07,07R_B,F,Os guarda-chuvas podem criar sombra.,,S,Portuguese (Brazilian) Level 5,,19
1717,1717,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-07,07Q_C,N,We can use an umbrella in order to create shade.,,S,Portuguese (Brazilian) Level 5,,19
1718,1718,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-07,07R_C,F,Podemos usar um guarda-chuva para criar sombra. ,,S,Portuguese (Brazilian) Level 5,,19
1719,1719,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-07,07Q_D,N,The umbrella can create shade.,,S,Portuguese (Brazilian) Level 5,,19
1720,1720,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-07,07R_D,F,O guarda-chuva pode criar sombra.,,S,Portuguese (Brazilian) Level 5,,19
1721,1721,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-08,08Q_A,N,That’s why we are going to fish in the shade.,,S,Portuguese (Brazilian) Level 5,,"1,19"
1722,1722,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-08,08R_A,M,Por isso vamos pescar na sombra. ,,S,Portuguese (Brazilian) Level 5,,"1,19"
1723,1723,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-08,08Q_B,N,That’s why we are going to read in the shade.,,S,Portuguese (Brazilian) Level 5,,"1,19"
1724,1724,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-08,08R_B,M,Por isso vamos ler na sombra. ,,S,Portuguese (Brazilian) Level 5,,"1,19"
1725,1725,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-08,08Q_C,N,That’s why we are going to eat in the shade.,,S,Portuguese (Brazilian) Level 5,,"1,19"
1726,1726,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-08,08R_C,M,Por isso vamos comer na sombra. ,,S,Portuguese (Brazilian) Level 5,,"1,19"
1727,1727,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-08,08Q_D,N,That’s why we are going to run in the shade.,,S,Portuguese (Brazilian) Level 5,,"1,19"
1728,1728,BP,9781508286752,Brazilian Portuguese 5,27,,,U27-08,08R_D,M,Por isso vamos correr na sombra. ,,S,Portuguese (Brazilian) Level 5,,"1,19"
1729,1729,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-01,01Q_A,N,It’s because they are fixing the tunnels.,,S,Portuguese (Brazilian) Level 5,,18
1730,1730,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-01,01R_A,F,É porque estão consertando os túneis. ,,S,Portuguese (Brazilian) Level 5,,18
1731,1731,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-01,01Q_B,N,It’s because of the lights.,,S,Portuguese (Brazilian) Level 5,,7
1732,1732,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-01,01R_B,F,É por causa das luzes.,,S,Portuguese (Brazilian) Level 5,,7
1733,1733,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-01,01Q_C,N,I think that it’s because of the lights.,,S,Portuguese (Brazilian) Level 5,,7
1734,1734,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-01,01R_C,F,Acho que é por causa das luzes. ,,S,Portuguese (Brazilian) Level 5,,7
1735,1735,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-01,01Q_D,N,I think that it’s because they are fixing the tunnels.,,S,Portuguese (Brazilian) Level 5,,18
1736,1736,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-01,01R_D,F,Acho que é porque estão consertando os túneis.,,S,Portuguese (Brazilian) Level 5,,18
1737,1737,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-02,02Q_A,N,We didn’t come through the tunnel.,,S,Portuguese (Brazilian) Level 5,,18
1738,1738,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-02,02R_A,F,Não viemos pelo túnel.,,S,Portuguese (Brazilian) Level 5,,18
1739,1739,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-02,02Q_B,N,We came through the tunnel.,,S,Portuguese (Brazilian) Level 5,,18
1740,1740,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-02,02R_B,M,Viemos pelo túnel.,,S,Portuguese (Brazilian) Level 5,,18
1741,1741,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-02,02Q_C,N,You (pl.) didn’t pass through the tunnel.,,S,Portuguese (Brazilian) Level 5,,18
1742,1742,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-02,02R_C,M,Vocês não passaram pelo túnel.,,S,Portuguese (Brazilian) Level 5,,18
1743,1743,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-02,02Q_D,N,You (pl.) passed through the tunnel.,,S,Portuguese (Brazilian) Level 5,,18
1744,1744,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-02,02R_D,M,Vocês passaram pelo túnel.,,S,Portuguese (Brazilian) Level 5,,18
1745,1745,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-03,03Q_A,N,We found some shade.,,S,Portuguese (Brazilian) Level 5,,19
1746,1746,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-03,03R_A,M,Encontramos uma sombra.,,S,Portuguese (Brazilian) Level 5,,19
1747,1747,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-03,03Q_B,N,We are going to find some shade.,,S,Portuguese (Brazilian) Level 5,,19
1748,1748,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-03,03R_B,M,Vamos encontrar uma sombra. ,,S,Portuguese (Brazilian) Level 5,,19
1749,1749,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-03,03Q_C,N,We couldn't find some shade.,,S,Portuguese (Brazilian) Level 5,,19
1750,1750,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-03,03R_C,F,Não pudemos encontrar uma sombra.,,S,Portuguese (Brazilian) Level 5,,19
1751,1751,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-03,03Q_D,N,We did not find some shade.,,S,Portuguese (Brazilian) Level 5,,19
1752,1752,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-03,03R_D,F,Não encontramos uma sombra.,,S,Portuguese (Brazilian) Level 5,,19
1753,1753,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-04,04Q_A,N,I sometimes have to take a big detour.,,S,Portuguese (Brazilian) Level 5,,18
1754,1754,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-04,04R_A,F,Eu às vezes tenho que dar uma volta grande.,,S,Portuguese (Brazilian) Level 5,,18
1755,1755,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-04,04Q_B,N,I never have to take a big detour.,,S,Portuguese (Brazilian) Level 5,,18
1756,1756,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-04,04R_B,F,Eu nunca tenho que dar uma volta grande.,,S,Portuguese (Brazilian) Level 5,,18
1757,1757,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-04,04Q_C,N,I have to take a big detour.,,S,Portuguese (Brazilian) Level 5,,18
1758,1758,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-04,04R_C,F,Eu tenho que dar uma volta grande.,,S,Portuguese (Brazilian) Level 5,,18
1759,1759,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-04,04Q_D,N,I always have to take a big detour.,,S,Portuguese (Brazilian) Level 5,,18
1760,1760,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-04,04R_D,M,Eu sempre tenho que dar uma volta grande.,,S,Portuguese (Brazilian) Level 5,,18
1761,1761,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-05,05Q_A,N,Various tunnels are closed.,,S,Portuguese (Brazilian) Level 5,,18
1762,1762,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-05,05R_A,M,Vários túneis estão interditados.,,S,Portuguese (Brazilian) Level 5,,18
