Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,# of words,Q or S,Course Name (Source),Skills
521,FR,978-1-4423-4864-6,French 1,27,0:06:46,0:06:47,02Q,88,N,I think that he works there.,,,"French Phase 1, Units 1-30 (2001)",9
522,FR,978-1-4423-4864-6,French 1,27,0:06:51,0:06:53,02R,89,F,Je crois qu’il travaille là-bas.,5,S,"French Phase 1, Units 1-30 (2001)",9
523,FR,978-1-4423-4864-6,French 1,27,0:10:59,0:11:00,03Q,129,N,I’m not going to work.,,,"French Phase 1, Units 1-30 (2001)",9
524,FR,978-1-4423-4864-6,French 1,27,0:11:04,0:11:05,03R,130,M,Je ne vais pas travailler.,5,S,"French Phase 1, Units 1-30 (2001)",9
525,FR,978-1-4423-4864-6,French 1,27,0:13:17,0:13:18,04Q,154,N,Here are one hundred euros.,,,"French Phase 1, Units 1-30 (2001)","11,12"
526,FR,978-1-4423-4864-6,French 1,27,0:13:21,0:13:23,04R,155,F,Voilà cent euros.,3,S,"French Phase 1, Units 1-30 (2001)","11,12"
527,FR,978-1-4423-4864-6,French 1,27,0:16:28,0:16:30,05Q,193,N,I don’t want anything.,,,"French Phase 1, Units 1-30 (2001)",7
528,FR,978-1-4423-4864-6,French 1,27,0:16:34,0:16:35,05R,194,M,Je ne veux rien.,4,S,"French Phase 1, Units 1-30 (2001)",7
529,FR,978-1-4423-4864-6,French 1,27,0:18:41,0:18:42,06Q,216,N,I don’t want to leave.,,,"French Phase 1, Units 1-30 (2001)","7,18"
530,FR,978-1-4423-4864-6,French 1,27,0:18:46,0:18:47,06R,217,F,Je ne veux pas partir.,5,S,"French Phase 1, Units 1-30 (2001)","7,18"
531,FR,978-1-4423-4864-6,French 1,27,0:19:47,0:19:49,07Q,226,N,We’re going to leave together.,,,"French Phase 1, Units 1-30 (2001)","9,18"
532,FR,978-1-4423-4864-6,French 1,27,0:19:51,0:19:53,07R,227,F,Nous allons partir ensemble.,4,S,"French Phase 1, Units 1-30 (2001)","9,18"
533,FR,978-1-4423-4864-6,French 1,27,0:20:28,0:20:29,08Q,234,N,I want to leave with you.,,,"French Phase 1, Units 1-30 (2001)","9,18"
534,FR,978-1-4423-4864-6,French 1,27,0:20:33,0:20:35,08R,235,M,Je veux partir avec vous.,5,S,"French Phase 1, Units 1-30 (2001)","9,18"
535,FR,978-1-4423-4864-6,French 1,27,0:21:38,0:21:40,09Q,248,N,I want to spend a few days here.,,,"French Phase 1, Units 1-30 (2001)","12,17,18"
536,FR,978-1-4423-4864-6,French 1,27,0:21:44,0:21:46,09R,249,F,Je veux passer quelques jours ici.,6,S,"French Phase 1, Units 1-30 (2001)","12,17,18"
537,FR,978-1-4423-4864-6,French 1,27,0:22:57,0:22:58,10Q,262,N,I have no money.,,,"French Phase 1, Units 1-30 (2001)","11,12"
538,FR,978-1-4423-4864-6,French 1,27,0:23:02,0:23:03,10R,263,F,Je n’ai pas d’argent.,4,S,"French Phase 1, Units 1-30 (2001)","11,12"
539,FR,978-1-4423-4864-6,French 1,28,0:07:40,0:07:41,01Q,94,N,I am alone.,,,"French Phase 1, Units 1-30 (2001)",9
540,FR,978-1-4423-4864-6,French 1,28,0:07:45,0:07:45,01R,95,M,Je suis seul.,3,S,"French Phase 1, Units 1-30 (2001)",9
541,FR,978-1-4423-4864-6,French 1,28,0:07:51,0:07:53,02Q,96,N,I don’t want to work.,,,"French Phase 1, Units 1-30 (2001)",9
542,FR,978-1-4423-4864-6,French 1,28,0:07:56,0:07:58,02R,97,M,Je ne veux pas travailler.,5,S,"French Phase 1, Units 1-30 (2001)",9
543,FR,978-1-4423-4864-6,French 1,28,0:09:37,0:09:38,03Q,113,N,Now you can leave.,,,"French Phase 1, Units 1-30 (2001)","17,18"
544,FR,978-1-4423-4864-6,French 1,28,0:09:43,0:09:45,03R,114,F,Maintenant vous pouvez partir.,4,S,"French Phase 1, Units 1-30 (2001)","17,18"
545,FR,978-1-4423-4864-6,French 1,28,0:09:55,0:09:56,04Q,116,N,What does that mean?,,,"French Phase 1, Units 1-30 (2001)",7
546,FR,978-1-4423-4864-6,French 1,28,0:09:59,0:10:01,04R,117,M,Qu’est-ce que ça veut dire?,5,Q,"French Phase 1, Units 1-30 (2001)",7
547,FR,978-1-4423-4864-6,French 1,28,0:13:43,0:13:44,05Q,153,N,We are American.,,,"French Phase 1, Units 1-30 (2001)","9,10,16"
548,FR,978-1-4423-4864-6,French 1,28,0:13:48,0:13:49,05R,154,M,Nous sommes américains.,3,S,"French Phase 1, Units 1-30 (2001)","9,10,16"
549,FR,978-1-4423-4864-6,French 1,28,0:14:41,0:14:42,06Q,164,N,Since a few days.,,,"French Phase 1, Units 1-30 (2001)","7,17"
550,FR,978-1-4423-4864-6,French 1,28,0:14:45,0:14:46,06R,165,M,Depuis quelques jours.,3,S,"French Phase 1, Units 1-30 (2001)","7,17"
551,FR,978-1-4423-4864-6,French 1,28,0:15:32,0:15:33,07Q,174,N,Since how long?,,,"French Phase 1, Units 1-30 (2001)","7,17"
552,FR,978-1-4423-4864-6,French 1,28,0:15:36,0:15:37,07R,175,F,Depuis combien de temps?,4,Q,"French Phase 1, Units 1-30 (2001)","7,17"
553,FR,978-1-4423-4864-6,French 1,28,0:18:35,0:18:36,08Q,207,N,You are here since when?,,,"French Phase 1, Units 1-30 (2001)","7,17"
554,FR,978-1-4423-4864-6,French 1,28,0:18:40,0:18:42,08R,208,F,Vous êtes ici depuis quand?,5,Q,"French Phase 1, Units 1-30 (2001)","7,17"
555,FR,978-1-4423-4864-6,French 1,28,0:19:45,0:19:47,09Q,218,N,We are here since two days.,,,"French Phase 1, Units 1-30 (2001)","9,12,17"
556,FR,978-1-4423-4864-6,French 1,28,0:19:51,0:19:53,09R,219,M,Nous sommes ici depuis deux jours.,6,S,"French Phase 1, Units 1-30 (2001)","9,12,17"
557,FR,978-1-4423-4864-6,French 1,28,0:20:46,0:20:48,10Q,231,N,I don’t know what that means.,,,"French Phase 1, Units 1-30 (2001)","7,16"
558,FR,978-1-4423-4864-6,French 1,28,0:20:51,0:20:53,10R,232,M,Je ne sais pas ce que ça veut dire.,9,S,"French Phase 1, Units 1-30 (2001)","7,16"
559,FR,978-1-4423-4864-6,French 1,29,0:02:09,0:02:11,01Q,33,N,We’ve been here for three days.,,,"French Phase 1, Units 1-30 (2001)","12,17"
560,FR,978-1-4423-4864-6,French 1,29,0:02:15,0:02:17,01R,34,F,Nous sommes ici depuis trois jours.,6,S,"French Phase 1, Units 1-30 (2001)","12,17"
561,FR,978-1-4423-4864-6,French 1,29,0:02:22,0:02:23,02Q,35,N,How long have you been here?,,,"French Phase 1, Units 1-30 (2001)","7,17"
562,FR,978-1-4423-4864-6,French 1,29,0:02:31,0:02:33,02R,37,F,Vous êtes ici depuis combien de temps?,7,Q,"French Phase 1, Units 1-30 (2001)","7,17"
563,FR,978-1-4423-4864-6,French 1,29,0:08:23,0:08:25,03Q,106,N,What did you buy yesterday?,,,"French Phase 1, Units 1-30 (2001)","14,17"
564,FR,978-1-4423-4864-6,French 1,29,0:08:27,0:08:29,03R,107,M,Qu’est ce que vous avez acheté hier?,7,Q,"French Phase 1, Units 1-30 (2001)","14,17"
565,FR,978-1-4423-4864-6,French 1,29,0:09:51,0:09:53,04Q,121,N,I bought something to drink.,,,"French Phase 1, Units 1-30 (2001)","6,14"
566,FR,978-1-4423-4864-6,French 1,29,0:09:57,0:09:59,04R,122,F,J’ai acheté quelque chose à boire.,6,S,"French Phase 1, Units 1-30 (2001)","6,14"
567,FR,978-1-4423-4864-6,French 1,29,0:10:41,0:10:42,05Q,131,N,I bought some milk.,,,"French Phase 1, Units 1-30 (2001)","6,14"
568,FR,978-1-4423-4864-6,French 1,29,0:10:45,0:10:46,05R,132,F,J’ai acheté du lait.,4,S,"French Phase 1, Units 1-30 (2001)","6,14"
569,FR,978-1-4423-4864-6,French 1,29,0:14:47,0:14:49,06Q,173,N,You’re going to eat today.,,,"French Phase 1, Units 1-30 (2001)","6,17"
570,FR,978-1-4423-4864-6,French 1,29,0:14:53,0:14:55,06R,174,M,Vous allez manger aujourd’hui.,4,S,"French Phase 1, Units 1-30 (2001)","6,17"
571,FR,978-1-4423-4864-6,French 1,29,0:17:21,0:17:22,07Q,201,N,I’m going to drink some good wine.,,,"French Phase 1, Units 1-30 (2001)",6
572,FR,978-1-4423-4864-6,French 1,29,0:17:25,0:17:27,07R,202,F,Je vais boire du bon vin.,6,S,"French Phase 1, Units 1-30 (2001)",6
573,FR,978-1-4423-4864-6,French 1,29,0:17:35,0:17:36,08Q,203,N,Do you like wine?,,,"French Phase 1, Units 1-30 (2001)",6
574,FR,978-1-4423-4864-6,French 1,29,0:17:39,0:17:40,08R,204,M,Est-ce que vous aimez le vin?,6,Q,"French Phase 1, Units 1-30 (2001)",6
575,FR,978-1-4423-4864-6,French 1,29,0:19:43,0:19:45,09Q,226,N,Would you like to have lunch now?,,,"French Phase 1, Units 1-30 (2001)","6,17"
576,FR,978-1-4423-4864-6,French 1,29,0:19:49,0:19:51,09R,227,M,Est-ce que vous voudriez déjeuner maintenant?,6,S,"French Phase 1, Units 1-30 (2001)","6,17"
577,FR,978-1-4423-4864-6,French 1,29,0:20:59,0:21:01,10Q,240,N,I didn’t eat yesterday.,,,"French Phase 1, Units 1-30 (2001)","6,17"
578,FR,978-1-4423-4864-6,French 1,29,0:21:04,0:21:05,10R,241,F,Je n’ai pas mangé hier.,5,S,"French Phase 1, Units 1-30 (2001)","6,17"
579,FR,978-1-4423-4864-6,French 1,30,0:00:56,0:00:57,01Q,18,N,What does this word mean?,,,"French Phase 1, Units 1-30 (2001)","7,16"
580,FR,978-1-4423-4864-6,French 1,30,0:01:01,0:01:02,01R,19,M,Qu’est-ce que ce mot veut dire?,6,Q,"French Phase 1, Units 1-30 (2001)","7,16"
581,FR,978-1-4423-4864-6,French 1,30,0:01:13,0:01:14,02Q,21,N,How does one say?,,,"French Phase 1, Units 1-30 (2001)","7,16"
582,FR,978-1-4423-4864-6,French 1,30,0:01:17,0:01:17,02R,22,M,Comment dit-on?,3,Q,"French Phase 1, Units 1-30 (2001)","7,16"
583,FR,978-1-4423-4864-6,French 1,30,0:05:25,0:05:26,03Q,69,N,I like that.,,,"French Phase 1, Units 1-30 (2001)",7
584,FR,978-1-4423-4864-6,French 1,30,0:05:29,0:05:30,03R,70,F,J’aime ça.,2,S,"French Phase 1, Units 1-30 (2001)",7
585,FR,978-1-4423-4864-6,French 1,30,0:06:22,0:06:23,04Q,79,N,We bought nothing.,,,"French Phase 1, Units 1-30 (2001)","12,14"
586,FR,978-1-4423-4864-6,French 1,30,0:06:27,0:06:28,04R,80,M,Nous n’avons rien acheté.,4,S,"French Phase 1, Units 1-30 (2001)","12,14"
587,FR,978-1-4423-4864-6,French 1,30,0:08:59,0:09:01,05Q,104,N,We have bought lots of things.,,,"French Phase 1, Units 1-30 (2001)","12,14"
588,FR,978-1-4423-4864-6,French 1,30,0:09:05,0:09:07,05R,105,F,Nous avons acheté beaucoup de choses.,6,S,"French Phase 1, Units 1-30 (2001)","12,14"
589,FR,978-1-4423-4864-6,French 1,30,0:11:09,0:11:10,06Q,127,N,We spoke French.,,,"French Phase 1, Units 1-30 (2001)","9,15"
590,FR,978-1-4423-4864-6,French 1,30,0:11:13,0:11:15,06R,128,F,Nous avons parlé français.,4,S,"French Phase 1, Units 1-30 (2001)","9,15"
591,FR,978-1-4423-4864-6,French 1,30,0:12:40,0:12:41,07Q,141,N,When did you arrive?,,,"French Phase 1, Units 1-30 (2001)","17,18"
592,FR,978-1-4423-4864-6,French 1,30,0:12:46,0:12:47,07R,142,M,Quand est-ce que vous êtes arrivés?,6,Q,"French Phase 1, Units 1-30 (2001)","17,18"
593,FR,978-1-4423-4864-6,French 1,30,0:15:01,0:15:03,08Q,162,N,We arrived yesterday morning.,,,"French Phase 1, Units 1-30 (2001)","9,17,18"
594,FR,978-1-4423-4864-6,French 1,30,0:15:08,0:15:10,08R,163,F,Nous sommes arrivés hier matin.,5,S,"French Phase 1, Units 1-30 (2001)","9,17,18"
595,FR,978-1-4423-4864-6,French 1,30,0:18:57,0:18:58,09Q,202,N,When did you go?,,,"French Phase 1, Units 1-30 (2001)","7,17,18"
596,FR,978-1-4423-4864-6,French 1,30,0:19:02,0:19:03,09R,203,M,Quand est-ce que vous êtes allés?,6,Q,"French Phase 1, Units 1-30 (2001)","7,17,18"
597,FR,978-1-4423-4864-6,French 1,30,0:23:43,0:23:45,10Q,245,N,We are going to leave tomorrow morning.,,,"French Phase 1, Units 1-30 (2001)","9,17,18"
598,FR,978-1-4423-4864-6,French 1,30,0:23:49,0:23:52,10R,246,F,Nous allons partir demain matin.,5,S,"French Phase 1, Units 1-30 (2001)","9,17,18"
