"Control#","Rec #","Lang","Source Audio ISBN-13","Course","Unit Num","Start","Stop","QZ #","line #","Speaker","Cue","#of words","Q or S","Course Name (Source)","Snippet Name","Skills"
"390","390","BP","9781442311718","BrazPort 2","20","","","05R","124","F","E eu estou aprendendo a ler.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_390.mp3","1"
"391","391","BP","9781442311718","BrazPort 2","20","","","06Q","","N","Next year, perhaps.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_391.mp3","7,17"
"392","392","BP","9781442311718","BrazPort 2","20","","","06R","226","M","No ano que vem, talvez.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_392.mp3","7,17"
"393","393","BP","9781442311718","BrazPort 2","20","","","07Q","","N","How old is your daughter?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_393.mp3","5,12"
"394","394","BP","9781442311718","BrazPort 2","20","","","07R","194","F","Quantos anos a sua filha tem?","6","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_394.mp3","5,12"
"395","395","BP","9781442311718","BrazPort 2","20","","","08Q","","N","I want to read a newspaper in Portuguese.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_395.mp3","1"
"396","396","BP","9781442311718","BrazPort 2","20","","","08R","117","F","Eu quero ler um jornal em português.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_396.mp3","1"
"397","397","BP","9781442311718","BrazPort 2","20","","","09Q","","N","I’m going to take two newspapers.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_397.mp3","12,14"
"398","398","BP","9781442311718","BrazPort 2","20","","","09R","159","F","Eu vou levar dois jornais.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_398.mp3","12,14"
"399","399","BP","9781442311718","BrazPort 2","20","","","10Q","","N","Can you see them?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_399.mp3","9,16"
"400","400","BP","9781442311718","BrazPort 2","20","","","10R","36","M","Você pode vê-los?","3","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_400.mp3","9,16"
"401","401","BP","9781442311718","BrazPort 2","21","","","01Q","","N","It’s a beautiful city.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_401.mp3","9,18"
"402","402","BP","9781442311718","BrazPort 2","21","","","01R","89","M","É uma cidade bonita.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_402.mp3","9,18"
"403","403","BP","9781442311718","BrazPort 2","21","","","02Q","","N","Yes, she still is quite young.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_403.mp3","9,17"
"404","404","BP","9781442311718","BrazPort 2","21","","","02R","70","M","Sim, ela ainda é bem jovem.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_404.mp3","9,17"
"405","405","BP","9781442311718","BrazPort 2","21","","","03Q","","N","She’s not there yet.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_405.mp3","9,18"
"406","406","BP","9781442311718","BrazPort 2","21","","","03R","47","M","Ela ainda não está lá.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_406.mp3","9,18"
"407","407","BP","9781442311718","BrazPort 2","21","","","04Q","","N","Ah, she’s young.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_407.mp3","6,9"
"408","408","BP","9781442311718","BrazPort 2","21","","","04R","68","F","Ah, ela é jovem.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_408.mp3","6,9"
"409","409","BP","9781442311718","BrazPort 2","21","","","05Q","","N","Does all your family live in Salvador?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_409.mp3","5,18"
"410","410","BP","9781442311718","BrazPort 2","21","","","05R","102","M","Toda a sua família mora em Salvador?","7","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_410.mp3","5,18"
"411","411","BP","9781442311718","BrazPort 2","21","","","06Q","","N","I have a lot of work in the bank.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_411.mp3","11,20"
"412","412","BP","9781442311718","BrazPort 2","21","","","06R","158","F","Eu tenho muito trabalho no banco.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_412.mp3","11,20"
"413","413","BP","9781442311718","BrazPort 2","21","","","07Q","","N","My son works in a bank.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_413.mp3","5,11,20"
"414","414","BP","9781442311718","BrazPort 2","21","","","07R","148","M","O meu filho trabalha num banco.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_414.mp3","5,11,20"
"415","415","BP","9781442311718","BrazPort 2","21","","","08Q","","N","Is there a telephone here?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_415.mp3","3,16"
"416","416","BP","9781442311718","BrazPort 2","21","","","08R","246","M","Tem um telefone aqui?","4","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_416.mp3","3,16"
"417","417","BP","9781442311718","BrazPort 2","21","","","09Q","","N","You don’t read anything?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_417.mp3","1,16"
"418","418","BP","9781442311718","BrazPort 2","21","","","09R","166","M","Você não lê nada?","4","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_418.mp3","1,16"
"419","419","BP","9781442311718","BrazPort 2","21","","","10Q","","N","I have to call a colleague.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_419.mp3","3,20"
"420","420","BP","9781442311718","BrazPort 2","21","","","10R","198","M","Eu tenho que telefonar para um colega.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_420.mp3","3,20"
"421","421","BP","9781442311718","BrazPort 2","22","","","01Q","","N","I have to go to the bank.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_421.mp3","1,11,14"
"422","422","BP","9781442311718","BrazPort 2","22","","","01R","82","F","Eu tenho que ir ao banco.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_422.mp3","1,11,14"
"423","423","BP","9781442311718","BrazPort 2","22","","","02Q","","N","I’ve lived here since January.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_423.mp3","10,17"
"424","424","BP","9781442311718","BrazPort 2","22","","","02R","222","M","Eu moro aqui desde janeiro.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_424.mp3","10,17"
"425","425","BP","9781442311718","BrazPort 2","22","","","03Q","","N","I need to go to the pharmacy.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_425.mp3","1,7,16"
"426","426","BP","9781442311718","BrazPort 2","22","","","03R","58","F","Eu preciso ir à farmácia.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_426.mp3","1,7,16"
"427","427","BP","9781442311718","BrazPort 2","22","","","04Q","","N","It doesn’t work well.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_427.mp3","7,16"
"428","428","BP","9781442311718","BrazPort 2","22","","","04R","94","M","Não funciona bem.","3","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_428.mp3","7,16"
"429","429","BP","9781442311718","BrazPort 2","22","","","05Q","","N","I am going to take tomorrow’s newspaper.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_429.mp3","14,17"
"430","430","BP","9781442311718","BrazPort 2","22","","","05R","257","F","Eu vou levar o jornal de hoje.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_430.mp3","14,17"
"431","431","BP","9781442311718","BrazPort 2","22","","","06Q","","N","What luck!","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_431.mp3","7,13"
"432","432","BP","9781442311718","BrazPort 2","22","","","06R","48","F","Que sorte!","2","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_432.mp3","7,13"
"433","433","BP","9781442311718","BrazPort 2","22","","","07Q","","N","You can call from there.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_433.mp3","3,16"
"434","434","BP","9781442311718","BrazPort 2","22","","","07R","42","M","Você pode telefonar de lá.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_434.mp3","3,16"
"435","435","BP","9781442311718","BrazPort 2","22","","","08Q","","N","Are they in college?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_435.mp3","1,5"
"436","436","BP","9781442311718","BrazPort 2","22","","","08R","116","F","Eles estão na faculdade?","4","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_436.mp3","1,5"
"437","437","BP","9781442311718","BrazPort 2","22","","","09Q","","N","Does she play tennis well?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_437.mp3","1,5"
"438","438","BP","9781442311718","BrazPort 2","22","","","09R","177","F","Ela joga tênis bem?","4","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_438.mp3","1,5"
"439","439","BP","9781442311718","BrazPort 2","22","","","10Q","","N","No, I don’t play well.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_439.mp3","1,10"
"440","440","BP","9781442311718","BrazPort 2","22","","","10R","245","F","Não, eu não jogo bem.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_440.mp3","1,10"
"441","441","BP","9781442311718","BrazPort 2","23","","","01Q","","N","I can take you downtown.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_441.mp3","4,18"
"442","442","BP","9781442311718","BrazPort 2","23","","","01R","57","M","Eu posso te levar ao centro.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_442.mp3","4,18"
"443","443","BP","9781442311718","BrazPort 2","23","","","02Q","","N","Good idea!","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_443.mp3","7,13"
"444","444","BP","9781442311718","BrazPort 2","23","","","02R","232","M","Boa idéia!","2","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_444.mp3","7,13"
"445","445","BP","9781442311718","BrazPort 2","23","","","03Q","","N","Maybe, in a few days.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_445.mp3","7,17"
"446","446","BP","9781442311718","BrazPort 2","23","","","03R","226","F","Talvez, daqui a alguns dias.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_446.mp3","7,17"
"447","447","BP","9781442311718","BrazPort 2","23","","","04Q","","N","From five to seven.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_447.mp3","12,17"
"448","448","BP","9781442311718","BrazPort 2","23","","","04R","240","M","Das cinco às sete.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_448.mp3","12,17"
"449","449","BP","9781442311718","BrazPort 2","23","","","05Q","","N","What day is today?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_449.mp3","9,17"
"450","450","BP","9781442311718","BrazPort 2","23","","","05R","154","F","Que dia é hoje?","4","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_450.mp3","9,17"
"451","451","BP","9781442311718","BrazPort 2","23","","","06Q","","N","I’m going to call them today.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_451.mp3","3,17"
"452","452","BP","9781442311718","BrazPort 2","23","","","06R","234","M","Eu vou telefonar para eles hoje.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_452.mp3","3,17"
"453","453","BP","9781442311718","BrazPort 2","23","","","07Q","","N","There’s one on Lorena Street.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_453.mp3","4,9"
"454","454","BP","9781442311718","BrazPort 2","23","","","07R","74","F","Tem uma na rua Lorena.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_454.mp3","4,9"
"455","455","BP","9781442311718","BrazPort 2","23","","","08Q","","N","Is it a business meeting?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_455.mp3","9,20"
"456","456","BP","9781442311718","BrazPort 2","23","","","08R","174","M","É uma reunião de negócios?","5","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_456.mp3","9,20"
"457","457","BP","9781442311718","BrazPort 2","23","","","09Q","","N","Yes, the day after tomorrow is fine.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_457.mp3","17,20"
"458","458","BP","9781442311718","BrazPort 2","23","","","09R","207","F","Sim, depois de amanhã está bem.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_458.mp3","17,20"
"459","459","BP","9781442311718","BrazPort 2","23","","","10Q","","N","It’s impossible to know.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_459.mp3","7"
"460","460","BP","9781442311718","BrazPort 2","23","","","10R","184","F","É impossível saber.","3","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_460.mp3","7"
"461","461","BP","9781442311718","BrazPort 2","24","","","01Q","","N","Tomorrow is a holiday.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_461.mp3","9,17"
"462","462","BP","9781442311718","BrazPort 2","24","","","01R","244","M","Amanhã é feriado.","3","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_462.mp3","9,17"
"463","463","BP","9781442311718","BrazPort 2","24","","","02Q","","N","He changed his mind.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_463.mp3","9,16"
"464","464","BP","9781442311718","BrazPort 2","24","","","02R","78","M","Ele mudou de idéia.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_464.mp3","9,16"
"465","465","BP","9781442311718","BrazPort 2","24","","","03Q","","N","He’s studying medicine.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_465.mp3","5,20"
"466","466","BP","9781442311718","BrazPort 2","24","","","03R","72","F","Ele está estudando medicina.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_466.mp3","5,20"
"467","467","BP","9781442311718","BrazPort 2","24","","","04Q","","N","Is he going to change his mind again?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_467.mp3","9,16"
"468","468","BP","9781442311718","BrazPort 2","24","","","04R","103","F","Ele vai mudar de idéia outra vez?","7","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_468.mp3","9,16"
"469","469","BP","9781442311718","BrazPort 2","24","","","05Q","","N","They are going to return this weekend.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_469.mp3","17,18"
"470","470","BP","9781442311718","BrazPort 2","24","","","05R","52","M","Elas vão voltar neste fim-de-semana.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_470.mp3","17,18"
"471","471","BP","9781442311718","BrazPort 2","24","","","06Q","","N","I play tennis on the weekend.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_471.mp3","1,17"
"472","472","BP","9781442311718","BrazPort 2","24","","","06R","179","F","Eu jogo tênis no fim-de-semana.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_472.mp3","1,17"
"473","473","BP","9781442311718","BrazPort 2","24","","","07Q","","N","And the banks aren’t going to be open.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_473.mp3","11,20"
"474","474","BP","9781442311718","BrazPort 2","24","","","07R","246","M","E os bancos não vão estar abertos.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_474.mp3","11,20"
"475","475","BP","9781442311718","BrazPort 2","24","","","08Q","","N","Hopefully not!","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_475.mp3","7"
"476","476","BP","9781442311718","BrazPort 2","24","","","08R","107","M","Tomara que não!","3","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_476.mp3","7"
"477","477","BP","9781442311718","BrazPort 2","24","","","09Q","","N","I have to exchange money.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_477.mp3","11,14"
"478","478","BP","9781442311718","BrazPort 2","24","","","09R","221","F","Eu tenho que trocar dinheiro.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_478.mp3","11,14"
"479","479","BP","9781442311718","BrazPort 2","24","","","10Q","","N","Now he is studying engineering.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_479.mp3","5,17,20"
"480","480","BP","9781442311718","BrazPort 2","24","","","10R","89","M","Agora ele está estudando engenharia.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_480.mp3","5,17,20"
"481","481","BP","9781442311718","BrazPort 2","25","","","01Q","","N","Are you going to travel to Salvador?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_481.mp3","18"
"482","482","BP","9781442311718","BrazPort 2","25","","","01R","46","M","Você vai viajar a Salvador?","5","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_482.mp3","18"
"483","483","BP","9781442311718","BrazPort 2","25","","","02Q","","N","It’s lunchtime.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_483.mp3","6,17"
"484","484","BP","9781442311718","BrazPort 2","25","","","02R","210","M","É a hora do almoço.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_484.mp3","6,17"
"485","485","BP","9781442311718","BrazPort 2","25","","","03Q","","N","I didn’t have time.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_485.mp3","17"
"486","486","BP","9781442311718","BrazPort 2","25","","","03R","197","F","Eu não tive tempo.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_486.mp3","17"
"487","487","BP","9781442311718","BrazPort 2","25","","","04Q","","N","I have a meeting on Friday afternoon.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_487.mp3","17,20"
"488","488","BP","9781442311718","BrazPort 2","25","","","04R","64","F","Eu tenho uma reunião na sexta-feira à tarde.","8","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_488.mp3","17,20"
"489","489","BP","9781442311718","BrazPort 2","25","","","05Q","","N","On Sunday in the morning.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_489.mp3","17"
"490","490","BP","9781442311718","BrazPort 2","25","","","05R","92","M","No domingo de manhã.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_490.mp3","17"
"491","491","BP","9781442311718","BrazPort 2","25","","","06Q","","N","Perhaps next weekend?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_491.mp3","17"
"492","492","BP","9781442311718","BrazPort 2","25","","","06R","99","M","Talvez no fim-de-semana que vem?","5","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_492.mp3","17"
"493","493","BP","9781442311718","BrazPort 2","25","","","07Q","","N","Do you have business there?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_493.mp3","18,20"
"494","494","BP","9781442311718","BrazPort 2","25","","","07R","54","M","Você tem negócios lá?","4","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_494.mp3","18,20"
"495","495","BP","9781442311718","BrazPort 2","25","","","08Q","","N","I didn’t have time.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_495.mp3","7,17"
"496","496","BP","9781442311718","BrazPort 2","25","","","08R","197","F","Eu não tive tempo.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_496.mp3","7,17"
"497","497","BP","9781442311718","BrazPort 2","25","","","09Q","","N","I didn’t finish the work yet.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_497.mp3","20"
"498","498","BP","9781442311718","BrazPort 2","25","","","09R","181","F","Eu ainda não acabei o trabalho.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_498.mp3","20"
"499","499","BP","9781442311718","BrazPort 2","25","","","10Q","","N","For a new client.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_499.mp3","20"
"500","500","BP","9781442311718","BrazPort 2","25","","","10R","191","F","Para um novo cliente.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_500.mp3","20"
"501","501","BP","9781442311718","BrazPort 2","26","","","01Q","","N","You can’t go on foot.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_501.mp3","1,4"
"502","502","BP","9781442311718","BrazPort 2","26","","","01R","138","F","Você não pode ir a pé.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_502.mp3","1,4"
"503","503","BP","9781442311718","BrazPort 2","26","","","02Q","","N","Yes, it’s better than on foot.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_503.mp3","1,4"
"504","504","BP","9781442311718","BrazPort 2","26","","","02R","184","M","Sim, é melhor do que a pé.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_504.mp3","1,4"
"505","505","BP","9781442311718","BrazPort 2","26","","","03Q","","N","And less expensive than by taxi.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_505.mp3","9,14,18"
"506","506","BP","9781442311718","BrazPort 2","26","","","03R","186","F","E menos caro do que de táxi.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_506.mp3","9,14,18"
"507","507","BP","9781442311718","BrazPort 2","26","","","04Q","","N","On this street there’s no bank.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_507.mp3","4,9,11"
"508","508","BP","9781442311718","BrazPort 2","26","","","04R","115","F","Nesta rua não tem banco.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_508.mp3","4,9,11"
"509","509","BP","9781442311718","BrazPort 2","26","","","05Q","","N","The lunch was good.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_509.mp3","6,9"
"510","510","BP","9781442311718","BrazPort 2","26","","","05R","24","M","O almoço estava bom.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_510.mp3","6,9"
"511","511","BP","9781442311718","BrazPort 2","26","","","06Q","","N","Are they both (m) studying engineering?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_511.mp3","5,20"
"512","512","BP","9781442311718","BrazPort 2","26","","","06R","88","F","Os dois estão estudando engenharia?","5","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_512.mp3","5,20"
"513","513","BP","9781442311718","BrazPort 2","26","","","07Q","","N","No, you’re not going by bus.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_513.mp3","4,18"
"514","514","BP","9781442311718","BrazPort 2","26","","","07R","150","F","Não, você não vai de ônibus.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_514.mp3","4,18"
"515","515","BP","9781442311718","BrazPort 2","26","","","08Q","","N","You already finished?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_515.mp3","7,9,20"
"516","516","BP","9781442311718","BrazPort 2","26","","","08R","32","F","Você já acabou?","3","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_516.mp3","7,9,20"
"517","517","BP","9781442311718","BrazPort 2","26","","","09Q","","N","You had a lot of work.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_517.mp3","20"
"518","518","BP","9781442311718","BrazPort 2","26","","","09R","230","M","Você teve muito trabalho.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_518.mp3","20"
"519","519","BP","9781442311718","BrazPort 2","26","","","10Q","","N","A few things?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_519.mp3","7,12,14"
