Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,Cluster,QZ #,Speaker,Cue,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
1502,1502,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-04,04R_C,M,Se me olvidó traerlo al hotel.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1502.mp3,18
1503,1503,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-04,04Q_D,N,I didn't bring it (m) to the hotel.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1503.mp3,18
1504,1504,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-04,04R_D,F,No lo traje al hotel.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1504.mp3,18
1505,1505,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-05,05Q_A,N,I can give you paste and toothbrush.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1505.mp3,8
1506,1506,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-05,05R_A,F,Puedo darle pasta y cepillo de dientes.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1506.mp3,8
1507,1507,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-05,05Q_B,N,I have to buy paste and toothbrush.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1507.mp3,14
1508,1508,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-05,05R_B,F,Tengo que comprar pasta y cepillo de dientes.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1508.mp3,14
1509,1509,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-05,05Q_C,N,I want to buy paste and toothbrush.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1509.mp3,14
1510,1510,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-05,05R_C,F,Quiero comprar pasta y cepillo de dientes.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1510.mp3,14
1511,1511,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-05,05Q_D,N,They gave me paste and toothbrush.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1511.mp3,9
1512,1512,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-05,05R_D,F,Me dieron pasta y cepillo de dientes.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1512.mp3,9
1513,1513,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-06,06Q_A,N,The closest store is located on the corner.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1513.mp3,"4,14"
1514,1514,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-06,06R_A,M,La tienda más cercana queda en la esquina.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1514.mp3,"4,14"
1515,1515,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-06,06Q_B,N,The store is located on the corner.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1515.mp3,"4,14"
1516,1516,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-06,06R_B,F,La tienda queda en la esquina.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1516.mp3,"4,14"
1517,1517,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-06,06Q_C,N,The store is located close to here.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1517.mp3,"4,14"
1518,1518,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-06,06R_C,M,La tienda queda cerca de aquí.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1518.mp3,"4,14"
1519,1519,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-06,06Q_D,N,The closest store is located only a block from here.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1519.mp3,"4,14"
1520,1520,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-06,06R_D,F,La tienda más cercana queda a sólo una cuadra de aquí.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1520.mp3,"4,14"
1521,1521,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-07,07Q_A,N,"Upon arriving at the hotel, turn to the left.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1521.mp3,"4,18"
1522,1522,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-07,07R_A,M,"Al llegar al hotel, doble a la izquierda.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1522.mp3,"4,18"
1523,1523,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-07,07Q_B,N,"Upon leaving the hotel, turn to the left.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1523.mp3,"4,18"
1524,1524,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-07,07R_B,F,"Al salir del hotel, doble a la izquierda.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1524.mp3,"4,18"
1525,1525,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-07,07Q_C,N,"Upon arriving at the hotel, turn to the right.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1525.mp3,"4,18"
1526,1526,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-07,07R_C,M,"Al llegar al hotel, doble a la derecha.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1526.mp3,"4,18"
1527,1527,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-07,07Q_D,N,"Upon arriving at the corner, turn to the right.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1527.mp3,"4,18"
1528,1528,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-07,07R_D,F,"Al llegar a la esquina, doble a la derecha.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1528.mp3,"4,18"
1529,1529,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-08,08Q_A,N,Walk half a block more.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1529.mp3,4
1530,1530,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-08,08R_A,M,Camine media cuadra más.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1530.mp3,4
1531,1531,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-08,08Q_B,N,Walk two blocks.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1531.mp3,"4,12"
1532,1532,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-08,08R_B,F,Camine dos cuadras.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1532.mp3,"4,12"
1533,1533,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-08,08Q_C,N,I had to walk half a block.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1533.mp3,"4,9"
1534,1534,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-08,08R_C,M,Tuve que caminar media cuadra.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1534.mp3,"4,9"
1535,1535,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-08,08Q_D,N,You have to walk two blocks more.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1535.mp3,"4,12"
1536,1536,SP,Spanish 5,9781442386167,24,N/A,N/A,U24-08,08R_D,F,Tiene que caminar dos cuadras más.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1536.mp3,"4,12"
1537,1537,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-01,01Q_A,N,Where's the nearest clothing store located?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1537.mp3,"4,14"
1538,1538,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-01,01R_A,M,Dónde queda la tienda de ropa más cercana?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1538.mp3,"4,14"
1539,1539,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-01,01Q_B,N,Where is the clothing store located?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1539.mp3,"4,14"
1540,1540,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-01,01R_B,F,Dónde queda la tienda de ropa?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1540.mp3,"4,14"
1541,1541,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-01,01Q_C,N,Do they sell underwear at the nearest clothing store?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1541.mp3,14
1542,1542,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-01,01R_C,M,Venden ropa interior en la tienda de ropa más cercana?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1542.mp3,14
1543,1543,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-01,01Q_D,N,Is there a clothing store nearby?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1543.mp3,"14,16"
1544,1544,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-01,01R_D,F,Hay una tienda de ropa cerca?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1544.mp3,"14,16"
1545,1545,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-02,02Q_A,N,Walk straight ahead two blocks (informal).,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1545.mp3,"4,12"
1546,1546,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-02,02R_A,M,Camina derecho dos cuadras.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1546.mp3,"4,12"
1547,1547,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-02,02Q_B,N,Walk two blocks.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1547.mp3,"4,12"
1548,1548,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-02,02R_B,F,Camine dos cuadras.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1548.mp3,"4,12"
1549,1549,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-02,02Q_C,N,Walk two blocks more. (informal),,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1549.mp3,"4,12"
1550,1550,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-02,02R_C,M,Camina dos cuadras más.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1550.mp3,"4,12"
1551,1551,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-02,02Q_D,N,Turn to the left and walk straight ahead. (informal),,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1551.mp3,4
1552,1552,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-02,02R_D,F,Dobla a la izquierda y camina derecho.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1552.mp3,4
1553,1553,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-03,03Q_A,N,There's one (f) very close to here.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1553.mp3,"4,7"
1554,1554,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-03,03R_A,M,Hay una muy cerca de aquí.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1554.mp3,"4,7"
1555,1555,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-03,03Q_B,N,There's one (f) right there.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1555.mp3,"4,7"
1556,1556,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-03,03R_B,F,Hay una allí mismo.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1556.mp3,"4,7"
1557,1557,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-03,03Q_C,N,Here there's one (f).,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1557.mp3,"4,7"
1558,1558,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-03,03R_C,M,Aquí hay una.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1558.mp3,"4,7"
1559,1559,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-03,03Q_D,N,There's one (f) nearby.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1559.mp3,"4,7"
1560,1560,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-03,03R_D,F,Hay una cerca.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1560.mp3,"4,7"
1561,1561,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-04,04Q_A,N,The airline lost it (m).,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1561.mp3,"9,16"
1562,1562,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-04,04R_A,F,La aerolína lo perdió.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1562.mp3,"9,16"
1563,1563,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-04,04Q_B,N,The airline lost my luggage.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1563.mp3,18
1564,1564,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-04,04R_B,F,La aerolínea perdió mi equipaje.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1564.mp3,18
1565,1565,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-04,04Q_C,N,Mine (m pl) were lost.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1565.mp3,"9,16"
1566,1566,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-04,04R_C,F,Los míos se habían perdido.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1566.mp3,"9,16"
1567,1567,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-04,04Q_D,N,Someone from the airline lost it (m).,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1567.mp3,9
1568,1568,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-04,04R_D,F,Alguien de la aerolína lo perdió.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1568.mp3,9
1569,1569,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-05,05Q_A,N,They had given my room to another person.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1569.mp3,"16,18"
1570,1570,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-05,05R_A,M,Le habían dado mi habitación a otra persona.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1570.mp3,"16,18"
1571,1571,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-05,05Q_B,N,They gave me another room.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1571.mp3,18
1572,1572,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-05,05R_B,F,Me dieron otra habitación.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1572.mp3,18
1573,1573,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-05,05Q_C,N,They gave your room to another person.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1573.mp3,18
1574,1574,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-05,05R_C,M,Le dieron su habitación a otra persona.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1574.mp3,18
1575,1575,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-05,05Q_D,N,I'm going to see what other rooms we have.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1575.mp3,9
1576,1576,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-05,05R_D,F,Voy a ver qué otras habitaciones tenemos.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1576.mp3,9
1577,1577,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-06,06Q_A,N,I already have them.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1577.mp3,7
1578,1578,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-06,06R_A,M,Ya los tengo.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1578.mp3,7
1579,1579,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-06,06Q_B,N,I've already seen it.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1579.mp3,7
1580,1580,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-06,06R_B,F,Ya la he visto.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1580.mp3,7
1581,1581,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-06,06Q_C,N,I already have a cold.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1581.mp3,8
1582,1582,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-06,06R_C,M,Ya estoy resfriado.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1582.mp3,8
1583,1583,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-06,06Q_D,N,I already went.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1583.mp3,7
1584,1584,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-06,06R_D,F,Ya fui.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1584.mp3,7
1585,1585,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-07,07Q_A,N,What did you do? (informal),,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1585.mp3,"1,7"
1586,1586,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-07,07R_A,M,¿Qué hiciste?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1586.mp3,"1,7"
1587,1587,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-07,07Q_B,N,What did you (pl) do?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1587.mp3,"1,7"
1588,1588,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-07,07R_B,F,¿Qué hicieron?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1588.mp3,"1,7"
1589,1589,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-07,07Q_C,N,What did you do?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1589.mp3,"1,7"
1590,1590,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-07,07R_C,M,¿Qué hizo?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1590.mp3,"1,7"
1591,1591,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-07,07Q_D,N,What did you have?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1591.mp3,"1,7"
1592,1592,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-07,07R_D,F,¿Qué tenía?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1592.mp3,"1,7"
1593,1593,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-08,08Q_A,N,Don't turn to the right. (informal),,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1593.mp3,4
1594,1594,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-08,08R_A,M,No dobles a la derecha.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1594.mp3,4
1595,1595,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-08,08Q_B,N,Don't turn either to the right or to the left. (informal),,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1595.mp3,4
1596,1596,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-08,08R_B,F,No dobles ni a la derecha ni a la izquierda.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1596.mp3,4
1597,1597,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-08,08Q_C,N,Don't turn to the left. (informal),,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1597.mp3,4
1598,1598,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-08,08R_C,M,No dobles a la izquierda.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1598.mp3,4
1599,1599,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-08,08Q_D,N,I didn't turn to the right.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1599.mp3,4
1600,1600,SP,Spanish 5,9781442386167,25,N/A,N/A,U25-08,08R_D,F,No doblé a la derecha.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1600.mp3,4
1601,1601,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-01,01Q_A,N,You're going to see the public library.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1601.mp3,"9,18"
1602,1602,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-01,01R_A,M,Va a ver la biblioteca pública.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1602.mp3,"9,18"
1603,1603,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-01,01Q_B,N,I want to see the public library.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1603.mp3,"9,18"
1604,1604,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-01,01R_B,F,Quiero ver la biblioteca pública.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1604.mp3,"9,18"
1605,1605,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-01,01Q_C,N,It's an excellent public library.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1605.mp3,"9,18"
1606,1606,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-01,01R_C,M,Es una biblioteca pública excelente.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1606.mp3,"9,18"
1607,1607,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-01,01Q_D,N,I saw the public library.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1607.mp3,"9,18"
1608,1608,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-01,01R_D,F,Vi la biblioteca pública.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1608.mp3,"9,18"
1609,1609,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-02,02Q_A,N,I can give them (m) to you.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1609.mp3,7
1610,1610,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-02,02R_A,M,Puedo dárselos.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1610.mp3,7
1611,1611,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-02,02Q_B,N,I can give it (f) to you (informal).,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1611.mp3,7
1612,1612,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-02,02R_B,F,Puedo dártela.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1612.mp3,7
1613,1613,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-02,02Q_C,N,I can give them (f) to you.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1613.mp3,7
1614,1614,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-02,02R_C,M,Puedo dárselas.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1614.mp3,7
1615,1615,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-02,02Q_D,N,I can tell it to you.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1615.mp3,7
1616,1616,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-02,02R_D,F,Puedo decírselo.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1616.mp3,7
1617,1617,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-03,03Q_A,N,Where can I do my laundry?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1617.mp3,"9,16"
1618,1618,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-03,03R_A,M,¿Dónde puedo lavar mi ropa?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1618.mp3,"9,16"
1619,1619,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-03,03Q_B,N,Where can I buy clothing?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1619.mp3,"14,16"
1620,1620,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-03,03R_B,F,¿Dónde puedo comprar ropa?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1620.mp3,"14,16"
1621,1621,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-03,03Q_C,N,Where is the clothing store located?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1621.mp3,"4,14"
1622,1622,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-03,03R_C,M,¿Dónde queda la tienda de ropa?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1622.mp3,"4,14"
1623,1623,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-03,03Q_D,N,Do you have laundry to do?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1623.mp3,9
1624,1624,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-03,03R_D,F,¿Tiene ropa para lavar?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1624.mp3,9
1625,1625,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-04,04Q_A,N,Your towels are the yellow ones.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1625.mp3,5
1626,1626,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-04,04R_A,M,Sus toallas son las amarillas.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1626.mp3,5
1627,1627,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-04,04Q_B,N,The yellow ones are yours.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1627.mp3,9
1628,1628,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-04,04R_B,F,Las amarillas son suyas.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1628.mp3,9
1629,1629,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-04,04Q_C,N,These are your yellow towels.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1629.mp3,9
1630,1630,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-04,04R_C,M,Estas son sus toallas amarillas.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1630.mp3,9
1631,1631,SP,Spanish 5,9781442386167,26,N/A,N/A,U26-04,04Q_D,N,Take your yellow towels.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_1631.mp3,9
