Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,Cluster,Qz #,Spkr,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
1637,1637,RU,9781508236009,Russian 4,26,,,U26-05,05Q_C,N,My younger daughter is now taking exams.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1637.mp3,"5,9,17"
1638,1638,RU,9781508236009,Russian 4,26,,,U26-05,05R_C,F,Моя младшая дочь сейчас сдаёт экзамены.,Moia mladshaia doch’ sejchas sdaiot èkzameny.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1638.mp3,"5,9,17"
1639,1639,RU,9781508236009,Russian 4,26,,,U26-05,05Q_D,N,My younger daughter worked until late.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1639.mp3,"5,9,17,20"
1640,1640,RU,9781508236009,Russian 4,26,,,U26-05,05R_D,F,Моя младшая дочь работала допоздна.,Moia mladshaia doch' rabotala dopozdna.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1640.mp3,"5,9,17,20"
1641,1641,RU,9781508236009,Russian 4,26,,,U26-06,06Q_A,N,The daughter who is getting married?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1641.mp3,5
1642,1642,RU,9781508236009,Russian 4,26,,,U26-06,06R_A,M,"Дочь, которая выходит замузж?","Doch’, kotoraia vyhodit zamuzh?",,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1642.mp3,5
1643,1643,RU,9781508236009,Russian 4,26,,,U26-06,06Q_B,N,The daughter who loves to take trips?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1643.mp3,"5,18"
1644,1644,RU,9781508236009,Russian 4,26,,,U26-06,06R_B,M,"Дочь, которая любит путешествовать?","Doch’, kotoraia liubit puteshestvovat'?",,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1644.mp3,"5,18"
1645,1645,RU,9781508236009,Russian 4,26,,,U26-06,06Q_C,N,The daughter who is looking for a job?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1645.mp3,"5,20"
1646,1646,RU,9781508236009,Russian 4,26,,,U26-06,06R_C,M,"Дочь, которая ищет работу?","Doch', kotoraia ishchet rabotu?",,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1646.mp3,"5,20"
1647,1647,RU,9781508236009,Russian 4,26,,,U26-06,06Q_D,N,The daughter who loves to cook?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1647.mp3,"1,5,6"
1648,1648,RU,9781508236009,Russian 4,26,,,U26-06,06R_D,F,"Дочь, которая любит готовить?","Doch', kotoraia liubit gotovit'?",,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1648.mp3,"1,5,6"
1649,1649,RU,9781508236009,Russian 4,26,,,U26-07,07Q_A,N,The ATM is located next to the restaurant.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1649.mp3,"4,5,9,11,16"
1650,1650,RU,9781508236009,Russian 4,26,,,U26-07,07R_A,F,Банкомат находится рядом с рестораном.,Bankomat nahoditsia riadom s restoranom.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1650.mp3,"4,5,9,11,16"
1651,1651,RU,9781508236009,Russian 4,26,,,U26-07,07Q_B,N,The store is located next to the hotel.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1651.mp3,"4,9,14,18"
1652,1652,RU,9781508236009,Russian 4,26,,,U26-07,07R_B,M,Магазин находится рядом с гостиницей.,Magazin nahoditsia riadom s gostinitsej.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1652.mp3,"4,9,14,18"
1653,1653,RU,9781508236009,Russian 4,26,,,U26-07,07Q_C,N,The store is located next to the bank.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1653.mp3,"4,9,11,14"
1654,1654,RU,9781508236009,Russian 4,26,,,U26-07,07R_C,M,Магазин находится рядом с банком.,Magazin nahoditsia riadom s bankom.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1654.mp3,"4,9,11,14"
1655,1655,RU,9781508236009,Russian 4,26,,,U26-07,07Q_D,N,The ATM is located in front of the store.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1655.mp3,"4,9,11,14,16"
1656,1656,RU,9781508236009,Russian 4,26,,,U26-07,07R_D,M,Банкомат находится перед магазином.,Bankomat nahoditsia pered magazinom.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1656.mp3,"4,9,11,14,16"
1657,1657,RU,9781508236009,Russian 4,26,,,U26-08,08Q_A,N,Did she give birth to a boy or a girl?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1657.mp3,"5,9"
1658,1658,RU,9781508236009,Russian 4,26,,,U26-08,08R_A,F,Она родила мальчика или девочку?,Ona rodila mal’chika ili devochku?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1658.mp3,"5,9"
1659,1659,RU,9781508236009,Russian 4,26,,,U26-08,08Q_B,N,The daughter who knows how to cook?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1659.mp3,"5,6"
1660,1660,RU,9781508236009,Russian 4,26,,,U26-08,08R_B,F,"Дочь, которая умеет готовить?","Doch', kotoraia umeet gotovit'?",,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1660.mp3,"5,6"
1661,1661,RU,9781508236009,Russian 4,26,,,U26-08,08Q_C,N,The daughter who works at the store?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1661.mp3,"5,14,20"
1662,1662,RU,9781508236009,Russian 4,26,,,U26-08,08R_C,F,"Дочь, которая работает в магазине?","Doch', kotoraia rabotaet v magazine?",,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1662.mp3,"5,14,20"
1663,1663,RU,9781508236009,Russian 4,26,,,U26-08,08Q_D,N,The daughter who is studying in school?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1663.mp3,"5,9"
1664,1664,RU,9781508236009,Russian 4,26,,,U26-08,08R_D,M,"Дочь, которая учится в школе?","Doch', kotoraia uchitsia v shkole?",,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1664.mp3,"5,9"
1665,1665,RU,9781508236009,Russian 4,27,,,U27-01,01Q_A,N,They will be celebrating all day.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1665.mp3,"1,9"
1666,1666,RU,9781508236009,Russian 4,27,,,U27-01,01R_A,M,Они будут праздновать весь день.,Oni budut prazdnovat’ ves’ den’.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1666.mp3,"1,9"
1667,1667,RU,9781508236009,Russian 4,27,,,U27-01,01Q_B,N,They will be celebrating her birthday.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1667.mp3,"1,9"
1668,1668,RU,9781508236009,Russian 4,27,,,U27-01,01R_B,F,Они будут праздновать её день рождения.,Oni budut prazdnovat’ eio den' rozhdeniia.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1668.mp3,"1,9"
1669,1669,RU,9781508236009,Russian 4,27,,,U27-01,01Q_C,N,They're supposed to work all night.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1669.mp3,"9,20"
1670,1670,RU,9781508236009,Russian 4,27,,,U27-01,01R_C,F,Они должны работать всю ночь.,Oni dolzhny rabotat' vsiu noch'.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1670.mp3,"9,20"
1671,1671,RU,9781508236009,Russian 4,27,,,U27-01,01Q_D,N,They're supposed celebrate housewarming.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1671.mp3,"1,7,9"
1672,1672,RU,9781508236009,Russian 4,27,,,U27-01,01R_D,F,Они должны праздновать новоселье.,Oni dolzhny prazdnovat’ novosel’e.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1672.mp3,"1,7,9"
1673,1673,RU,9781508236009,Russian 4,27,,,U27-02,02Q_A,N,I need to get a toast ready!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1673.mp3,"1,9"
1674,1674,RU,9781508236009,Russian 4,27,,,U27-02,02R_A,M,Мне надо подготовить тост!,Mne nado podgotovit’ tost!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1674.mp3,"1,9"
1675,1675,RU,9781508236009,Russian 4,27,,,U27-02,02Q_B,N,I need to take medicine.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1675.mp3,"7,8,16"
1676,1676,RU,9781508236009,Russian 4,27,,,U27-02,02R_B,M,Мне надо принять лекарство.,Mne nado priniat’ lekarstvo.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1676.mp3,"7,8,16"
1677,1677,RU,9781508236009,Russian 4,27,,,U27-02,02Q_C,N,I need to call him back.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1677.mp3,"3,9"
1678,1678,RU,9781508236009,Russian 4,27,,,U27-02,02R_C,M,Мне надо ему перезвонить.,Mne nado emu perezvonit’.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1678.mp3,"3,9"
1679,1679,RU,9781508236009,Russian 4,27,,,U27-02,02Q_D,N,I need to return home.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1679.mp3,"9,18"
1680,1680,RU,9781508236009,Russian 4,27,,,U27-02,02R_D,F,Мне надо вернуться домой.,Mne nado vernut'sia domoj.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1680.mp3,"9,18"
1681,1681,RU,9781508236009,Russian 4,27,,,U27-03,03Q_A,N,Is it possible for me to get dressed in white?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1681.mp3,"1,9"
1682,1682,RU,9781508236009,Russian 4,27,,,U27-03,03R_A,F,Мне можно одеться в белое?,Mne mozhno odet’sia v beloe?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1682.mp3,"1,9"
1683,1683,RU,9781508236009,Russian 4,27,,,U27-03,03Q_B,N,I need a white dress.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1683.mp3,"9,14"
1684,1684,RU,9781508236009,Russian 4,27,,,U27-03,03R_B,F,Мне нужно белое платье.,Mne nuzhno beloe plat'e.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1684.mp3,"9,14"
1685,1685,RU,9781508236009,Russian 4,27,,,U27-03,03Q_C,N,I like bright colors.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1685.mp3,"7,9"
1686,1686,RU,9781508236009,Russian 4,27,,,U27-03,03R_C,M,Мне нравятся яркие цвета.,Mne nraviatsia iarkie tsveta.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1686.mp3,"7,9"
1687,1687,RU,9781508236009,Russian 4,27,,,U27-03,03Q_D,N,I'm supposed to get dressed in black.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1687.mp3,9
1688,1688,RU,9781508236009,Russian 4,27,,,U27-03,03R_D,F,Я должна одеться в чёрное.,Ia dolzhna odet'sa v chiornoe.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1688.mp3,9
1689,1689,RU,9781508236009,Russian 4,27,,,U27-04,04Q_A,N,In the summer my son is getting married.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1689.mp3,"5,9,17"
1690,1690,RU,9781508236009,Russian 4,27,,,U27-04,04R_A,M,Летом мой сын женится.,Letom moj syn zhenitsia.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1690.mp3,"5,9,17"
1691,1691,RU,9781508236009,Russian 4,27,,,U27-04,04Q_B,N,In the summer my son is leaving for a city.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1691.mp3,"5,9,17,18"
1692,1692,RU,9781508236009,Russian 4,27,,,U27-04,04R_B,M,Летом мой сын уезжает в город.,Letom moj syn uezzhaet v gorod.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1692.mp3,"5,9,17,18"
1693,1693,RU,9781508236009,Russian 4,27,,,U27-04,04Q_C,N,In the summer my son works as a teacher.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1693.mp3,"5,9,17,20"
1694,1694,RU,9781508236009,Russian 4,27,,,U27-04,04R_C,F,Летом мой сын работает учителем.,Letom moj syn rabotaet uchitelem.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1694.mp3,"5,9,17,20"
1695,1695,RU,9781508236009,Russian 4,27,,,U27-04,04Q_D,N,In the summer my son lives in the village.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1695.mp3,"5,9,17"
1696,1696,RU,9781508236009,Russian 4,27,,,U27-04,04R_D,M,Летом мой сын живёт в деревне.,Letom moj syn zhiviot v derevne.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1696.mp3,"5,9,17"
1697,1697,RU,9781508236009,Russian 4,27,,,U27-05,05Q_A,N,She is once again expecting a boy.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1697.mp3,"5,9"
1698,1698,RU,9781508236009,Russian 4,27,,,U27-05,05R_A,M,Она снова ждёт мальчика.,Ona snova zhdiot mal’chika.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1698.mp3,"5,9"
1699,1699,RU,9781508236009,Russian 4,27,,,U27-05,05Q_B,N,She's still waiting for a child.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1699.mp3,"5,9"
1700,1700,RU,9781508236009,Russian 4,27,,,U27-05,05R_B,M,Она ещё ждёт ребёнка.,Ona eshchio zhdiot rebionka.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1700.mp3,"5,9"
1701,1701,RU,9781508236009,Russian 4,27,,,U27-05,05Q_C,N,She already has one boy.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1701.mp3,"5,9,12"
1702,1702,RU,9781508236009,Russian 4,27,,,U27-05,05R_C,F,У неё уже один мальчик.,U neio uzhe odin mal'chik.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1702.mp3,"5,9,12"
1703,1703,RU,9781508236009,Russian 4,27,,,U27-05,05Q_D,N,She once again gave birth to a girl.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1703.mp3,"5,9"
1704,1704,RU,9781508236009,Russian 4,27,,,U27-05,05R_D,F,Она снова родила девочку.,Ona snova rodila devochku.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1704.mp3,"5,9"
1705,1705,RU,9781508236009,Russian 4,27,,,U27-06,06Q_A,N,The groom and the bride are supposed to kiss one another.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1705.mp3,9
1706,1706,RU,9781508236009,Russian 4,27,,,U27-06,06R_A,M,Жених и невеста должны поцеловаться.,Zhenih i nevesta dolzhny potselovat’sia.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1706.mp3,9
1707,1707,RU,9781508236009,Russian 4,27,,,U27-06,06Q_B,N,The groom and the bride are supposed to be pleased.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1707.mp3,9
1708,1708,RU,9781508236009,Russian 4,27,,,U27-06,06R_B,M,Жених и невеста должны быть довольны.,Zhenih i nevesta dolzhny byt' dovol'ny.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1708.mp3,9
1709,1709,RU,9781508236009,Russian 4,27,,,U27-06,06Q_C,N,The groom and the bride wanted to move.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1709.mp3,9
1710,1710,RU,9781508236009,Russian 4,27,,,U27-06,06R_C,M,Жених и невеста хотели переехать.,Zhenih i nevesta hoteli pereehat'.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1710.mp3,9
1711,1711,RU,9781508236009,Russian 4,27,,,U27-06,06Q_D,N,The groom and the bride wanted to kiss one another.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1711.mp3,9
1712,1712,RU,9781508236009,Russian 4,27,,,U27-06,06R_D,F,Жених и невеста хотели поцеловаться.,Zhenih i nevesta hoteli potselovat’sia.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1712.mp3,9
1713,1713,RU,9781508236009,Russian 4,27,,,U27-07,07Q_A,N,It’s not allowed to get dressed in white.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1713.mp3,9
1714,1714,RU,9781508236009,Russian 4,27,,,U27-07,07R_A,F,Нельзя одеться в белое.,Nel’zia odet’sia v beloe.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1714.mp3,9
1715,1715,RU,9781508236009,Russian 4,27,,,U27-07,07Q_B,N,It's not allowed to oversleep tomorrow.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1715.mp3,"9,17"
1716,1716,RU,9781508236009,Russian 4,27,,,U27-07,07R_B,M,Нельзя проспать завтра.,Nel’zia prospat’ zavtra.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1716.mp3,"9,17"
1717,1717,RU,9781508236009,Russian 4,27,,,U27-07,07Q_C,N,It's not allowed to be drinking anything cold.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1717.mp3,"6,8,9"
1718,1718,RU,9781508236009,Russian 4,27,,,U27-07,07R_C,M,Нельзя пить ничего холодного.,Nel’zia pit' nichevo holodnovo.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1718.mp3,"6,8,9"
1719,1719,RU,9781508236009,Russian 4,27,,,U27-07,07Q_D,N,It's not allowed to watch TV.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1719.mp3,"1,9"
1720,1720,RU,9781508236009,Russian 4,27,,,U27-07,07R_D,M,Нельзя смотреть телевизор.,Nel'zia smotret' televizor.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1720.mp3,"1,9"
1721,1721,RU,9781508236009,Russian 4,27,,,U27-08,08Q_A,N,Is your older daughter already married?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1721.mp3,"5,9"
1722,1722,RU,9781508236009,Russian 4,27,,,U27-08,08R_A,F,Ваша старшая дочь уже замужем?,Vasha starshaia doch’ uzhe zamuzhem?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1722.mp3,"5,9"
1723,1723,RU,9781508236009,Russian 4,27,,,U27-08,08Q_B,N,Is your younger daughter still studying?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1723.mp3,"5,9,20"
1724,1724,RU,9781508236009,Russian 4,27,,,U27-08,08R_B,F,Ваша младшая дочь ещё учится?,Vasha mladshaia doch' eshchio uchit'sia?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1724.mp3,"5,9,20"
1725,1725,RU,9781508236009,Russian 4,27,,,U27-08,08Q_C,N,Is your younger daughter getting married?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1725.mp3,"5,9"
1726,1726,RU,9781508236009,Russian 4,27,,,U27-08,08R_C,F,Ваша младшая дочь выходит замуж?,Vasha mladshaia doch' vyhodit zamuzh?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1726.mp3,"5,9"
1727,1727,RU,9781508236009,Russian 4,27,,,U27-08,08Q_D,N,Did your older daughter already give birth?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1727.mp3,5
1728,1728,RU,9781508236009,Russian 4,27,,,U27-08,08R_D,M,Ваша старшая дочь уже родила?,Vasha starshaia doch’ uzhe rodila?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1728.mp3,5
1729,1729,RU,9781508236009,Russian 4,28,,,U28-01,01Q_A,N,I recommend to buy a ticket in advance.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1729.mp3,"9,14,18"
1730,1730,RU,9781508236009,Russian 4,28,,,U28-01,01R_A,M,Я рекомендую купить билет заранее.,Ia rekomenduiu kupit’ bilet zaranee.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1730.mp3,"9,14,18"
1731,1731,RU,9781508236009,Russian 4,28,,,U28-01,01Q_B,N,I recommend going there for vacation.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1731.mp3,"1,9,18"
1732,1732,RU,9781508236009,Russian 4,28,,,U28-01,01R_B,F,Я рекомендую съездить туда в отпуск.,Ia rekomenduiu sjezdit tuda v otpusk.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1732.mp3,"1,9,18"
1733,1733,RU,9781508236009,Russian 4,28,,,U28-01,01Q_C,N,I recommend hot tea with honey.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1733.mp3,"6,8,9"
1734,1734,RU,9781508236009,Russian 4,28,,,U28-01,01R_C,F,Я рекомендую горячий чай с мёдом.,Ia rekomenduiu goriachij chaj s miodom.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1734.mp3,"6,8,9"
1735,1735,RU,9781508236009,Russian 4,28,,,U28-01,01Q_D,N,I recommend to catch up on sleep well.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1735.mp3,"7,8"
1736,1736,RU,9781508236009,Russian 4,28,,,U28-01,01R_D,M,Я рекомендую хорошо выспаться.,Ia rekomenduiu horosho vyspat'sia.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1736.mp3,"7,8"
1737,1737,RU,9781508236009,Russian 4,28,,,U28-02,02Q_A,N,I lost my own wallet. (f),,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1737.mp3,16
1738,1738,RU,9781508236009,Russian 4,28,,,U28-02,02R_A,F,Я потеряла свой кошелёк.,Ia poteriala svoj kosheliok.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1738.mp3,16
1739,1739,RU,9781508236009,Russian 4,28,,,U28-02,02Q_B,N,I bought a new wallet. (f),,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1739.mp3,"1,14"
1740,1740,RU,9781508236009,Russian 4,28,,,U28-02,02R_B,F,Я купила новый кошелёк.,Ia kupila novyj kosheliok.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1740.mp3,"1,14"
1741,1741,RU,9781508236009,Russian 4,28,,,U28-02,02Q_C,N,I saw your wallet. (f),,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1741.mp3,9
1742,1742,RU,9781508236009,Russian 4,28,,,U28-02,02R_C,F,Я видела Ваш кошелёк.,Ia videla Vash kosheliok.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1742.mp3,9
1743,1743,RU,9781508236009,Russian 4,28,,,U28-02,02Q_D,N,I wanted to buy him a wallet. (f),,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1743.mp3,"1,14"
1744,1744,RU,9781508236009,Russian 4,28,,,U28-02,02R_D,F,Я хотела купить ему кошелёк.,Ia hotela kupit' emu kosheliok.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1744.mp3,"1,14"
1745,1745,RU,9781508236009,Russian 4,28,,,U28-03,03Q_A,N,She's already married.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1745.mp3,"5,9"
1746,1746,RU,9781508236009,Russian 4,28,,,U28-03,03R_A,M,Она уже замужем.,Ona uzhe zamuzhem.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1746.mp3,"5,9"
1747,1747,RU,9781508236009,Russian 4,28,,,U28-03,03Q_B,N,She's studying.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1747.mp3,"9,20"
1748,1748,RU,9781508236009,Russian 4,28,,,U28-03,03R_B,M,Она учится.,Ona uchitsia.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1748.mp3,"9,20"
1749,1749,RU,9781508236009,Russian 4,28,,,U28-03,03Q_C,N,She cooks well.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1749.mp3,"1,6,9"
1750,1750,RU,9781508236009,Russian 4,28,,,U28-03,03R_C,M,Она хорошо готовит.,Ona horosho gotovit.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1750.mp3,"1,6,9"
1751,1751,RU,9781508236009,Russian 4,28,,,U28-03,03Q_D,N,She agrees.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1751.mp3,"7,9"
1752,1752,RU,9781508236009,Russian 4,28,,,U28-03,03R_D,F,Она согласна.,Ona soglasna.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1752.mp3,"7,9"
1753,1753,RU,9781508236009,Russian 4,28,,,U28-04,04Q_A,N,You need to say a toast!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1753.mp3,"7,9"
1754,1754,RU,9781508236009,Russian 4,28,,,U28-04,04R_A,F,Вам надо сказать тост!,Vam nado skazat’ tost!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1754.mp3,"7,9"
1755,1755,RU,9781508236009,Russian 4,28,,,U28-04,04Q_B,N,You need to rest well!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1755.mp3,"7,8,9"
1756,1756,RU,9781508236009,Russian 4,28,,,U28-04,04R_B,M,Вам надо хорошо отдохнуть!,Vam nado horosho otdohnut'!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1756.mp3,"7,8,9"
1757,1757,RU,9781508236009,Russian 4,28,,,U28-04,04Q_C,N,You need to call him!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1757.mp3,3
1758,1758,RU,9781508236009,Russian 4,28,,,U28-04,04R_C,M,Вам надо ему позвонить!,Vam nado emu pozvonit'!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1758.mp3,3
1759,1759,RU,9781508236009,Russian 4,28,,,U28-04,04Q_D,N,You need to take medicine!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1759.mp3,"7,8"
1760,1760,RU,9781508236009,Russian 4,28,,,U28-04,04R_D,M,Вам надо принять лекарство!,Vam nado priniat' lekarstvo!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1760.mp3,"7,8"
1761,1761,RU,9781508236009,Russian 4,28,,,U28-05,05Q_A,N,Where's my wallet?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1761.mp3,"7,9,11"
1762,1762,RU,9781508236009,Russian 4,28,,,U28-05,05R_A,F,Где мой кошелёк?,Gde moj kosheliok?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1762.mp3,"7,9,11"
1763,1763,RU,9781508236009,Russian 4,28,,,U28-05,05Q_B,N,Where's my husband?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1763.mp3,"5,9"
1764,1764,RU,9781508236009,Russian 4,28,,,U28-05,05R_B,F,Где мой муж?,Gde moj muzh?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1764.mp3,"5,9"
1765,1765,RU,9781508236009,Russian 4,28,,,U28-05,05Q_C,N,Where's my train?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1765.mp3,"7,9,18"
