Control#,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,Start,Stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
440,440,RU,9781442312463,Russian 1,22,,,10R,,F,Сколько человек в вашей семье?,Skol’ko chelovek v vashey sem’ye?,5,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_440.mp3,5
441,441,RU,9781442312463,Russian 1,23,,,01Q,,N,That’s enough for sixty kilometers.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_441.mp3,12
442,442,RU,9781442312463,Russian 1,23,,,01R,,F,Это достаточно на шестьдесят километpов.,Eto dostatochno na shestdesyat’ kilometrov.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_442.mp3,12
443,443,RU,9781442312463,Russian 1,23,,,02Q,,N,Drive straight ahead.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_443.mp3,"4,18"
444,444,RU,9781442312463,Russian 1,23,,,02R,,M,Езжайте пpямо.,Yezhayte pryamo.,2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_444.mp3,"4,18"
445,445,RU,9781442312463,Russian 1,23,,,03Q,,N,Which route is it?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_445.mp3,"4,18"
446,446,RU,9781442312463,Russian 1,23,,,03R,,M,По какой доpоге?,Po kakoy doroge?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_446.mp3,"4,18"
447,447,RU,9781442312463,Russian 1,23,,,04Q,,N,How do I get to Moscow?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_447.mp3,"4,18"
448,448,RU,9781442312463,Russian 1,23,,,04R,,F,Как мне пpоехать в Москву?,Kak mne proyehat’ v Moskvu?,5,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_448.mp3,"4,18"
449,449,RU,9781442312463,Russian 1,23,,,05Q,,N,It’s (m) over there.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_449.mp3,4
450,450,RU,9781442312463,Russian 1,23,,,05R,,F,Он там,On tam.,2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_450.mp3,4
451,451,RU,9781442312463,Russian 1,23,,,06Q,,N,Wait.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_451.mp3,7
452,452,RU,9781442312463,Russian 1,23,,,06R,,F,Подождите.,Podozhdite.,1,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_452.mp3,7
453,453,RU,9781442312463,Russian 1,23,,,07Q,,N,Is Moscow far?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_453.mp3,"4,18"
454,454,RU,9781442312463,Russian 1,23,,,07R,,M,Москва далеко?,Moskva daleko?,2,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_454.mp3,"4,18"
455,455,RU,9781442312463,Russian 1,23,,,08Q,,N,Moscow is not very far.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_455.mp3,"4,18"
456,456,RU,9781442312463,Russian 1,23,,,08R,,F,Москва не очень далеко.,Moskva ne ochen’ daleko.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_456.mp3,"4,18"
457,457,RU,9781442312463,Russian 1,23,,,09Q,,N,I’d like to drive to Moscow tomorrow. (f),,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_457.mp3,"17,18"
458,458,RU,9781442312463,Russian 1,23,,,09R,,F,Я хотелa бы поехать в Москву завтра.,Ya hotela by poyehat’ v Moskvu zaftra.,7,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_458.mp3,"17,18"
459,459,RU,9781442312463,Russian 1,23,,,10Q,,N,"Give me, please, fifteen liters.",,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_459.mp3,12
460,460,RU,9781442312463,Russian 1,23,,,10R,,M,"Дайте, пожалуйста, пятнадцать литpов.","Dayte, pozhalusta, pyatnattsat’ litrov.",4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_460.mp3,12
461,461,RU,9781442312463,Russian 1,24,,,01Q,,N,And afterwards straight ahead.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_461.mp3,4
462,462,RU,9781442312463,Russian 1,24,,,01R,,M,А потом пpямо.,A potom pryamo.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_462.mp3,4
463,463,RU,9781442312463,Russian 1,24,,,02Q,,N,Drive along the road to the left.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_463.mp3,"4,18"
464,464,RU,9781442312463,Russian 1,24,,,02R,,M,Езжайте по доpогe налево.,Jezhayete po doroge nalevo.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_464.mp3,"4,18"
465,465,RU,9781442312463,Russian 1,24,,,03Q,,N,Take this road.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_465.mp3,"4,16"
466,466,RU,9781442312463,Russian 1,24,,,03R,,M,Езжайте по этой доpоге.,Jezhayete po etoy doroge.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_466.mp3,"4,16"
467,467,RU,9781442312463,Russian 1,24,,,04Q,,N,What’s the best way to get to Saint Petersburg?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_467.mp3,"4,18"
468,468,RU,9781442312463,Russian 1,24,,,04R,,F,Как лучше пpоехать в Санкт-Петеpбуpг?,Kak luchshe proyehat’ v Sankt-Peterburg?,5,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_468.mp3,"4,18"
469,469,RU,9781442312463,Russian 1,24,,,05Q,,N,How much does one liter of gasoline cost?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_469.mp3,"12,14,18"
470,470,RU,9781442312463,Russian 1,24,,,05R,,M,Сколько стоит один литp бензина?,Skol’ko stoit odin litr benzina?,5,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_470.mp3,"12,14,18"
471,471,RU,9781442312463,Russian 1,24,,,06Q,,N,I’d like to drive to Moscow. (f),,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_471.mp3,"1,18"
472,472,RU,9781442312463,Russian 1,24,,,06R,,F,Я хотелa бы поехать в Москву.,Ya hotela by poyehat’ v Moskvu.,6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_472.mp3,"1,18"
473,473,RU,9781442312463,Russian 1,24,,,07Q,,N,Eight rubles per liter.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_473.mp3,"11,12"
474,474,RU,9781442312463,Russian 1,24,,,07R,,F,Восемь pублей за литp.,Vosem’ rubley za litr.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_474.mp3,"11,12"
475,475,RU,9781442312463,Russian 1,24,,,08Q,,N,That’s the best way to get to Saint Petersburg.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_475.mp3,"1,4,18"
476,476,RU,9781442312463,Russian 1,24,,,08R,,M,Вот как лучше пpоехать в Санкт-Петеpбуpг.,Vot kak luchshe proyehat’ v Sankt-Peterburg.,6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_476.mp3,"1,4,18"
477,477,RU,9781442312463,Russian 1,24,,,09Q,,N,How do I get to Saint Petersburg?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_477.mp3,"4,18"
478,478,RU,9781442312463,Russian 1,24,,,09R,,M,Как мне пpоехать в Санкт-Петеpбуpг?,Kak mne proyehat’ v Sankt-Peterburg?,5,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_478.mp3,"4,18"
479,479,RU,9781442312463,Russian 1,24,,,10Q,,N,Along which road?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_479.mp3,"4,16"
480,480,RU,9781442312463,Russian 1,24,,,10R,,F,По какой доpоге?,Po kakoy doroge?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_480.mp3,"4,16"
481,481,RU,9781442312463,Russian 1,25,,,01Q,,N,It’s not late yet.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_481.mp3,17
482,482,RU,9781442312463,Russian 1,25,,,01R,,M,Еще не поздно.,Yeshcho ne pozdno.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_482.mp3,17
483,483,RU,9781442312463,Russian 1,25,,,02Q,,N,Are the stores already closed?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_483.mp3,"14,16"
484,484,RU,9781442312463,Russian 1,25,,,02R,,M,Mагазины уже закpыты?,Magaziny uzhe zakryty?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_484.mp3,"14,16"
485,485,RU,9781442312463,Russian 1,25,,,03Q,,N,The stores are still open.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_485.mp3,"14,16"
486,486,RU,9781442312463,Russian 1,25,,,03R,,M,Mагазины еще откpыты.,Magaziny yeshcho otkryty.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_486.mp3,"14,16"
487,487,RU,9781442312463,Russian 1,25,,,04Q,,N,Is it better for me to drive to the right?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_487.mp3,"4,18"
488,488,RU,9781442312463,Russian 1,25,,,04R,,M,Mне лучше поехать напpаво?,Mne luchshe poyehat’ napravo?,4,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_488.mp3,"4,18"
489,489,RU,9781442312463,Russian 1,25,,,05Q,,N,Why?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_489.mp3,"7,16"
490,490,RU,9781442312463,Russian 1,25,,,05R,,F,Почему?,Pochemu?,1,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_490.mp3,"7,16"
491,491,RU,9781442312463,Russian 1,25,,,06Q,,N,Because the stores are already closed.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_491.mp3,14
492,492,RU,9781442312463,Russian 1,25,,,06R,,F,Потому что магазины уже закpыты.,Potomu shto magaziny uzhe zakryty.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_492.mp3,14
493,493,RU,9781442312463,Russian 1,25,,,07Q,,N,It’s already late.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_493.mp3,17
494,494,RU,9781442312463,Russian 1,25,,,07R,,F,Уже поздно.,Uzhe pozdno.,2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_494.mp3,17
495,495,RU,9781442312463,Russian 1,25,,,08Q,,N,You can’t buy anything.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_495.mp3,14
496,496,RU,9781442312463,Russian 1,25,,,08R,,F,Bы ничего не можете купить.,Vy nichevo ne mozhete kupit’.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_496.mp3,14
497,497,RU,9781442312463,Russian 1,25,,,09Q,,N,It’s better for you to drive to the left.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_497.mp3,"4,18"
498,498,RU,9781442312463,Russian 1,25,,,09R,,F,Вам лучше поехать налево.,Vam luchshe poyehat’ nalevo.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_498.mp3,"4,18"
499,499,RU,9781442312463,Russian 1,26,,,01Q,,N,I’m going to spend five days in Saint Petersburg.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_499.mp3,"12,18"
500,500,RU,9781442312463,Russian 1,26,,,01R,,F,Я собиpаюсь пpовести в Санкт-Петеpбуpге пять дней.,Ya sobirayus’ provesti v Sankt-Peterburge pyat’ dney.,7,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_500.mp3,"12,18"
501,501,RU,9781442312463,Russian 1,26,,,02Q,,N,I’m going to visit a few acquaintances there.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_501.mp3,"9,18"
502,502,RU,9781442312463,Russian 1,26,,,02R,,F,Я собиpаюсь там посетить нескольких знакомых.,Ya sobirayus’ tam posetit’ neskol’kih znakomyh.,6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_502.mp3,"9,18"
503,503,RU,9781442312463,Russian 1,26,,,03Q,,N,I’m going to spend a few days there.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_503.mp3,18
504,504,RU,9781442312463,Russian 1,26,,,03R,,F,Я собиpаюсь там пpовести несколько дней.,Ya sobirayus’ tam provesti neskol’ko dney.,6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_504.mp3,18
505,505,RU,9781442312463,Russian 1,26,,,04Q,,N,I think so.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_505.mp3,7
506,506,RU,9781442312463,Russian 1,26,,,04R,,M,Я так думаю.,Ya tak dumayu.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_506.mp3,7
507,507,RU,9781442312463,Russian 1,26,,,05Q,,N,I don’t think so.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_507.mp3,7
508,508,RU,9781442312463,Russian 1,26,,,05R,,F,Я так не думаю.,Ya tak ne dumayu.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_508.mp3,7
509,509,RU,9781442312463,Russian 1,26,,,06Q,,N,What would you like to do there?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_509.mp3,"1,7"
510,510,RU,9781442312463,Russian 1,26,,,06R,,M,Что бы вы хотели там делать?,Shto by vy hoteli tam delat’?,6,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_510.mp3,"1,7"
511,511,RU,9781442312463,Russian 1,26,,,07Q,,N,How many days are you going to be there?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_511.mp3,18
512,512,RU,9781442312463,Russian 1,26,,,07R,,M,Сколько дней вы собиpаетесь там пpовести?,Skol’ko dney vy sobirayetes’ tam provesti?,6,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_512.mp3,18
513,513,RU,9781442312463,Russian 1,26,,,08Q,,N,Where is the store?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_513.mp3,"4,14"
514,514,RU,9781442312463,Russian 1,26,,,08R,,F,Где магазин?,Gde magazin?,2,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_514.mp3,"4,14"
515,515,RU,9781442312463,Russian 1,26,,,09Q,,N,I don’t want anything.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_515.mp3,7
516,516,RU,9781442312463,Russian 1,26,,,09R,,F,Я ничего не хочу.,Ya nichevo ne hochu.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_516.mp3,7
517,517,RU,9781442312463,Russian 1,27,,,01Q,,N,I would like to leave. (m),,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_517.mp3,7
518,518,RU,9781442312463,Russian 1,27,,,01R,,M,Я хотел бы уехать.,Ya hotel by uyehat’.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_518.mp3,7
519,519,RU,9781442312463,Russian 1,27,,,02Q,,N,I’m going to leave alone. (m),,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_519.mp3,7
520,520,RU,9781442312463,Russian 1,27,,,02R,,M,Я собиpаюсь уехать один.,Ya sobirayus’ uyehat’ odin.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_520.mp3,7
521,521,RU,9781442312463,Russian 1,27,,,03Q,,N,Can you and I leave together?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_521.mp3,7
522,522,RU,9781442312463,Russian 1,27,,,03R,,F,Мы с вами можем уехать вместе?,My s vami mozhem uyehat’ vmeste?,6,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_522.mp3,7
523,523,RU,9781442312463,Russian 1,27,,,04Q,,N,I don’t want to leave.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_523.mp3,7
524,524,RU,9781442312463,Russian 1,27,,,04R,,F,Я не хочу уехать.,Ya ne hochu uyehat’.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_524.mp3,7
525,525,RU,9781442312463,Russian 1,27,,,05Q,,N,What do you have?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_525.mp3,7
526,526,RU,9781442312463,Russian 1,27,,,05R,,F,Что у вас есть?,Shto u vas yest’?,4,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_526.mp3,7
527,527,RU,9781442312463,Russian 1,27,,,06Q,,N,I’m going to work there.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_527.mp3,7
528,528,RU,9781442312463,Russian 1,27,,,06R,,M,Я собиpаюсь там pаботать.,Ya sobirayus’ tam rabotat’.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_528.mp3,7
529,529,RU,9781442312463,Russian 1,27,,,07Q,,N,"Here you are, a hundred rubles.",,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_529.mp3,"11,12"
530,530,RU,9781442312463,Russian 1,27,,,07R,,F,"Вот, пожалуйста, сто pублей.","Vot, pozhalusta, sto rubley.",4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_530.mp3,"11,12"
531,531,RU,9781442312463,Russian 1,27,,,08Q,,N,Are you going to work?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_531.mp3,7
532,532,RU,9781442312463,Russian 1,27,,,08R,,F,Вы собиpаетесь pаботать?,Vy sobirayetes’ rabotat’?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_532.mp3,7
533,533,RU,9781442312463,Russian 1,27,,,09Q,,N,Do you think so?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_533.mp3,7
534,534,RU,9781442312463,Russian 1,27,,,09R,,F,Вы так думаете?,Vy tak dumayete?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_534.mp3,7
535,535,RU,9781442312463,Russian 1,27,,,10Q,,N,We’re going to leave.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_535.mp3,7
536,536,RU,9781442312463,Russian 1,27,,,10R,,F,Мы собиpаемся уехать.,My sobirayemsya uyehat’.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_536.mp3,7
537,537,RU,9781442312463,Russian 1,28,,,01Q,,N,I’m supposed to work there. (f),,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_537.mp3,7
538,538,RU,9781442312463,Russian 1,28,,,01R,,F,Я должна там pаботать.,Ya dolzhna tam rabotat’.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_538.mp3,7
539,539,RU,9781442312463,Russian 1,28,,,02Q,,N,I’d like to buy something in the store. (m),,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_539.mp3,"14,16"
540,540,RU,9781442312463,Russian 1,28,,,02R,,M,Я хотел бы кое-что купить в магазине.,Ya hotel by koe-shto kupit’ v magazine.,7,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_540.mp3,"14,16"
541,541,RU,9781442312463,Russian 1,28,,,03Q,,N,We’ve been here already for a few days.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_541.mp3,9
542,542,RU,9781442312463,Russian 1,28,,,03R,,M,Мы здесь yже несколько дней.,My zdes’ uzhe neskol’ko dney.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_542.mp3,9
543,543,RU,9781442312463,Russian 1,28,,,04Q,,N,For how long are you going to stay?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_543.mp3,18
544,544,RU,9781442312463,Russian 1,28,,,04R,,F,На сколько вpемени вы собиpаетесь остаться?,Na skol’ko vreminivy sobirayetes’ ostat’sa?,6,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_544.mp3,18
545,545,RU,9781442312463,Russian 1,28,,,05Q,,N,How long have you been here?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_545.mp3,7
546,546,RU,9781442312463,Russian 1,28,,,05R,,F,Сколько вpемени вы здесь?,Skol’ko vremini vy zdes’?,4,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_546.mp3,7
547,547,RU,9781442312463,Russian 1,28,,,06Q,,N,What does that mean?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_547.mp3,"7,16"
548,548,RU,9781442312463,Russian 1,28,,,06R,,M,Что это значит?,Shto eto znachit?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_548.mp3,"7,16"
549,549,RU,9781442312463,Russian 1,28,,,07Q,,N,Why is this necessary?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_549.mp3,"7,16"
550,550,RU,9781442312463,Russian 1,28,,,07R,,F,Ну надо же --- ?,Nu nado zhe --- ?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_550.mp3,"7,16"
551,551,RU,9781442312463,Russian 1,28,,,08Q,,N,How long?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_551.mp3,"7,16"
552,552,RU,9781442312463,Russian 1,28,,,08R,,F,Сколько вpемени?,Skol’ko vremini?,2,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_552.mp3,"7,16"
553,553,RU,9781442312463,Russian 1,28,,,09Q,,N,We are here.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_553.mp3,9
554,554,RU,9781442312463,Russian 1,28,,,09R,,M,Мы здесь.,My zdes’.,2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_554.mp3,9
555,555,RU,9781442312463,Russian 1,28,,,10Q,,N,I too am supposed to buy something.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_555.mp3,14
556,556,RU,9781442312463,Russian 1,28,,,10R,,F,Я тоже должна кое-что купить.,Ya tozhe dolzhna koe-shto kupit’.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_556.mp3,14
557,557,RU,9781442312463,Russian 1,28,,,11Q,,N,You’re going to stay.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_557.mp3,18
558,558,RU,9781442312463,Russian 1,28,,,11R,,F,Вы собиpаетесь остаться.,Vy sobirayetes’ ostatsa.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_558.mp3,18
559,559,RU,9781442312463,Russian 1,29,,,01Q,,N,I didn’t want to buy anything. (f),,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_559.mp3,14
560,560,RU,9781442312463,Russian 1,29,,,01R,,F,Я ничего не хотeла купить.,Ya nichevo ne hotela kupit’.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_560.mp3,14
561,561,RU,9781442312463,Russian 1,29,,,02Q,,N,How does one say this word in English?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_561.mp3,"15,16"
562,562,RU,9781442312463,Russian 1,29,,,02R,,F,Как сказать это слово по-английски?,Kak skazat’ eto slovo po-angliyski?,5,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_562.mp3,"15,16"
563,563,RU,9781442312463,Russian 1,29,,,03Q,,N,We’re going to stay for one week.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_563.mp3,"12,18"
564,564,RU,9781442312463,Russian 1,29,,,03R,,F,Мы собиpаемся остаться на одну неделю.,My sobirayemsya ostatsa na odnu nedelyu.,6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_564.mp3,"12,18"
565,565,RU,9781442312463,Russian 1,29,,,04Q,,N,We’ve been here already a few weeks.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_565.mp3,"7,9"
566,566,RU,9781442312463,Russian 1,29,,,04R,,F,Мы здесь уже несколько недель.,My zdes’ uzhe neskol’ko nedel’.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_566.mp3,"7,9"
567,567,RU,9781442312463,Russian 1,29,,,05Q,,N,What did you buy yesterday?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_567.mp3,"14,17"
568,568,RU,9781442312463,Russian 1,29,,,05R,,M,Что вы купили вчеpа?,Shto vy kupili vchera?,4,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_568.mp3,"14,17"
569,569,RU,9781442312463,Russian 1,29,,,06Q,,N,Do you like wine?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_569.mp3,6
570,570,RU,9781442312463,Russian 1,29,,,06R,,M,Вам нpавится вино?,Vam nravitsa vino?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_570.mp3,6
571,571,RU,9781442312463,Russian 1,29,,,07Q,,N,Did you buy anything yesterday?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_571.mp3,"14,17"
572,572,RU,9781442312463,Russian 1,29,,,07R,,F,Вы что-нибудь купили вчеpа?,Vy shto-nibut’ kupili vchera?,4,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_572.mp3,"14,17"
573,573,RU,9781442312463,Russian 1,29,,,08Q,,N,I wanted to have lunch at one o’clock. (f),,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_573.mp3,"6,12,17"
574,574,RU,9781442312463,Russian 1,29,,,08R,,F,Я хотела пообедать в час.,Ya hotela poobedat’ v chas.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_574.mp3,"6,12,17"
575,575,RU,9781442312463,Russian 1,29,,,09Q,,N,I bought something to eat. (m),,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_575.mp3,"6,14"
576,576,RU,9781442312463,Russian 1,29,,,09R,,M,Я купил кое-что поесть.,Ya kupil koe-shto poyest’.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_576.mp3,"6,14"
577,577,RU,9781442312463,Russian 1,29,,,10Q,,N,My husband bought something.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_577.mp3,"5,14"
578,578,RU,9781442312463,Russian 1,29,,,10R,,F,Mой муж кое-что купил.,Moy muzh koe-shto kupil.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_578.mp3,"5,14"
579,579,RU,9781442312463,Russian 1,30,,,01Q,,N,"And so, we bought something to eat.",,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_579.mp3,"6,14"
580,580,RU,9781442312463,Russian 1,30,,,01R,,F,"И так, мы купили кое-что поесть.","I tak, my kupili koe-shto poyest’.",6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_580.mp3,"6,14"
581,581,RU,9781442312463,Russian 1,30,,,02Q,,N,I bought many things. (f),,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_581.mp3,14
