Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,Cluster,Quiz #,Spkr,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
1392,1392,RU,9.78151E+12,Russian 5,22,,,U22-04,04R_D,M,__ ____ _________ ____ _ _______.,Vy menia ugovorili zhitÕ v derevne.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1392.mp3,7
1393,1393,RU,9.78151E+12,Russian 5,22,,,U22-05,05Q_A,N,What unique dishes!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1393.mp3,7
1394,1394,RU,9.78151E+12,Russian 5,22,,,U22-05,05R_A,M,_____ __________ _____!,Kakie unikalÕnye bliuda!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1394.mp3,7
1395,1395,RU,9.78151E+12,Russian 5,22,,,U22-05,05Q_B,N,What a unique dress!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1395.mp3,7
1396,1396,RU,9.78151E+12,Russian 5,22,,,U22-05,05R_B,M,_____ __________ ______!,Kakoe unikalÕnoe platÕe!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1396.mp3,7
1397,1397,RU,9.78151E+12,Russian 5,22,,,U22-05,05Q_C,N,What rich history!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1397.mp3,7
1398,1398,RU,9.78151E+12,Russian 5,22,,,U22-05,05R_C,F,_____ _______ _______!,Kakaia bogataia istoriia!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1398.mp3,7
1399,1399,RU,9.78151E+12,Russian 5,22,,,U22-05,05Q_D,N,What a rich family!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1399.mp3,"5,7"
1400,1400,RU,9.78151E+12,Russian 5,22,,,U22-05,05R_D,F,_____ _______ _____!,Kakaia bogataia semÕia!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1400.mp3,"5,7"
1401,1401,RU,9.78151E+12,Russian 5,22,,,U22-06,06Q_A,N,"I canÕt believe, very rich history!",,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1401.mp3,7
1402,1402,RU,9.78151E+12,Russian 5,22,,,U22-06,06R_A,F,"_ __ ____ ________, _____ _______ _______!","Ia ne mogu poveritÕ, ochenÕ bogataia istoriia!",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1402.mp3,7
1403,1403,RU,9.78151E+12,Russian 5,22,,,U22-06,06Q_B,N,"I canÕt believe, very rich family!",,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1403.mp3,5
1404,1404,RU,9.78151E+12,Russian 5,22,,,U22-06,06R_B,F,"_ __ ____ ________, _____ _______ _____!","Ia ne mogu poveritÕ, ochenÕ bogataia semÕia!",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1404.mp3,5
1405,1405,RU,9.78151E+12,Russian 5,22,,,U22-06,06Q_C,N,"I canÕt believe, very unique church!",,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1405.mp3,7
1406,1406,RU,9.78151E+12,Russian 5,22,,,U22-06,06R_C,M,"_ __ ____ ________, _____ __________ _______!","Ia ne mogu poveritÕ, ochenÕ unikalÕnaia tserkovÕ!",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1406.mp3,7
1407,1407,RU,9.78151E+12,Russian 5,22,,,U22-06,06Q_D,N,"I canÕt believe, what a wonderful daughter !",,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1407.mp3,5
1408,1408,RU,9.78151E+12,Russian 5,22,,,U22-06,06R_D,M,"_ __ ____ ________, _____ _____________ ____!","Ia ne mogu poveritÕ, kakaia zamechatelÕnaia dochÕ!",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1408.mp3,5
1409,1409,RU,9.78151E+12,Russian 5,22,,,U22-07,07Q_A,N,The excursion here will continue an hour.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1409.mp3,"1,17"
1410,1410,RU,9.78151E+12,Russian 5,22,,,U22-07,07R_A,M,_________ _____ _________ ___.,ékskursiia zdesÕ prodlitsia chas.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1410.mp3,"1,17"
1411,1411,RU,9.78151E+12,Russian 5,22,,,U22-07,07Q_B,N,The performance will continue an hour.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1411.mp3,"1,17"
1412,1412,RU,9.78151E+12,Russian 5,22,,,U22-07,07R_B,M,_____________ _________ ___.,Predstavlenie prodlitsia chas.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1412.mp3,"1,17"
1413,1413,RU,9.78151E+12,Russian 5,22,,,U22-07,07Q_C,N,The break will continue an hour.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1413.mp3,"1,17"
1414,1414,RU,9.78151E+12,Russian 5,22,,,U22-07,07R_C,M,_______ _________ ___.,Pereriv prodlitsia chas.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1414.mp3,"1,17"
1415,1415,RU,9.78151E+12,Russian 5,22,,,U22-07,07Q_D,N,The concert will continue an hour.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1415.mp3,"1,17"
1416,1416,RU,9.78151E+12,Russian 5,22,,,U22-07,07R_D,F,_______ _________ ___.,Kontsert prodlitsia chas.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1416.mp3,"1,17"
1417,1417,RU,9.78151E+12,Russian 5,22,,,U22-08,08Q_A,N,DonÕt fall behind.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1417.mp3,7
1418,1418,RU,9.78151E+12,Russian 5,22,,,U22-08,08R_A,F,__ __________.,Ne otstavajte.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1418.mp3,7
1419,1419,RU,9.78151E+12,Russian 5,22,,,U22-08,08Q_B,N,DonÕt worry.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1419.mp3,8
1420,1420,RU,9.78151E+12,Russian 5,22,,,U22-08,08R_B,F,__ ____________.,Ne bespokoitesÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1420.mp3,8
1421,1421,RU,9.78151E+12,Russian 5,22,,,U22-08,08Q_C,N,It doesnÕt work.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1421.mp3,16
1422,1422,RU,9.78151E+12,Russian 5,22,,,U22-08,08R_C,F,__ ________.,Ne podhodit.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1422.mp3,16
1423,1423,RU,9.78151E+12,Russian 5,22,,,U22-08,08Q_D,N,DonÕt forget.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1423.mp3,7
1424,1424,RU,9.78151E+12,Russian 5,22,,,U22-08,08R_D,F,__ ________.,Ne zabudÕte,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1424.mp3,7
1425,1425,RU,9.78151E+12,Russian 5,23,,,U23-01,01Q_A,N,Was there a fire?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1425.mp3,7
1426,1426,RU,9.78151E+12,Russian 5,23,,,U23-01,01R_A,M,___ _____?,Byl pozhar?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1426.mp3,7
1427,1427,RU,9.78151E+12,Russian 5,23,,,U23-01,01Q_B,N,An accident took place?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1427.mp3,18
1428,1428,RU,9.78151E+12,Russian 5,23,,,U23-01,01R_B,M,_________ ______?,Proizoshla avariia?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1428.mp3,18
1429,1429,RU,9.78151E+12,Russian 5,23,,,U23-01,01Q_C,N,Was it raining?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1429.mp3,19
1430,1430,RU,9.78151E+12,Russian 5,23,,,U23-01,01R_C,M,___ _____?,Shiol dozhdÕ.,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1430.mp3,19
1431,1431,RU,9.78151E+12,Russian 5,23,,,U23-01,01Q_D,N,Was it slippery?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1431.mp3,7
1432,1432,RU,9.78151E+12,Russian 5,23,,,U23-01,01R_D,M,____ ________?,Bylo skolÕzko?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1432.mp3,7
1433,1433,RU,9.78151E+12,Russian 5,23,,,U23-02,02Q_A,N,What happened?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1433.mp3,13
1434,1434,RU,9.78151E+12,Russian 5,23,,,U23-02,02R_A,M,___ _________?,Chto sluchilosÕ?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1434.mp3,13
1435,1435,RU,9.78151E+12,Russian 5,23,,,U23-02,02Q_B,N,WhatÕs inside?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1435.mp3,7
1436,1436,RU,9.78151E+12,Russian 5,23,,,U23-02,02R_B,F,___ ______?,Chto vnutri?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1436.mp3,7
1437,1437,RU,9.78151E+12,Russian 5,23,,,U23-02,02Q_C,N,WhoÕs the last?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1437.mp3,7
1438,1438,RU,9.78151E+12,Russian 5,23,,,U23-02,02R_C,F,___ _________?,Kto poslednij?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1438.mp3,7
1439,1439,RU,9.78151E+12,Russian 5,23,,,U23-02,02Q_D,N,WhoÕs over there?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1439.mp3,7
1440,1440,RU,9.78151E+12,Russian 5,23,,,U23-02,02R_D,F,___ ___?,Kto tam?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1440.mp3,7
1441,1441,RU,9.78151E+12,Russian 5,23,,,U23-03,03Q_A,N,People got scared.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1441.mp3,7
1442,1442,RU,9.78151E+12,Russian 5,23,,,U23-03,03R_A,F,____ __________.,Liudi ispugalisÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1442.mp3,7
1443,1443,RU,9.78151E+12,Russian 5,23,,,U23-03,03Q_B,N,People arrived.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1443.mp3,7
1444,1444,RU,9.78151E+12,Russian 5,23,,,U23-03,03R_B,F,____ ________.,Liudi priehali.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1444.mp3,7
1445,1445,RU,9.78151E+12,Russian 5,23,,,U23-03,03Q_C,N,People got it mixed up.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1445.mp3,7
1446,1446,RU,9.78151E+12,Russian 5,23,,,U23-03,03R_C,M,____ __________.,Liudi pereputali.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1446.mp3,7
1447,1447,RU,9.78151E+12,Russian 5,23,,,U23-03,03Q_D,N,People had dinner.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1447.mp3,6
1448,1448,RU,9.78151E+12,Russian 5,23,,,U23-03,03R_D,M,____ _________.,Liudi pouzhinali.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1448.mp3,6
1449,1449,RU,9.78151E+12,Russian 5,23,,,U23-04,04Q_A,N,We didnÕt get to have a bite to eat.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1449.mp3,6
1450,1450,RU,9.78151E+12,Russian 5,23,,,U23-04,04R_A,M,___ __ _______ __________.,Nam ne udalosÕ perekusitÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1450.mp3,6
1451,1451,RU,9.78151E+12,Russian 5,23,,,U23-04,04Q_B,N,We didnÕt get to see.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1451.mp3,1
1452,1452,RU,9.78151E+12,Russian 5,23,,,U23-04,04R_B,M,___ __ _______ __________.,Nam ne udalosÕ posmotretÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1452.mp3,1
1453,1453,RU,9.78151E+12,Russian 5,23,,,U23-04,04Q_C,N,We didnÕt get to go.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1453.mp3,1
1454,1454,RU,9.78151E+12,Russian 5,23,,,U23-04,04R_C,M,___ __ _______ _______.,Nam ne udalosÕ poehatÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1454.mp3,1
1455,1455,RU,9.78151E+12,Russian 5,23,,,U23-04,04Q_D,N,We didnÕt manage to blink an eye.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1455.mp3,7
1456,1456,RU,9.78151E+12,Russian 5,23,,,U23-04,04R_D,F,__ __ ______ ________ ______.,My ne uspeli morgnutÕ glazom.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1456.mp3,7
1457,1457,RU,9.78151E+12,Russian 5,23,,,U23-05,05Q_A,N,Everyone is in safety.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1457.mp3,7
1458,1458,RU,9.78151E+12,Russian 5,23,,,U23-05,05R_A,F,___ _ ____________.,Vse v bezopasnosti.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1458.mp3,7
1459,1459,RU,9.78151E+12,Russian 5,23,,,U23-05,05Q_B,N,Everything is in order.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1459.mp3,7
1460,1460,RU,9.78151E+12,Russian 5,23,,,U23-05,05R_B,F,___ _ _______.,Vsio v poriadke.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1460.mp3,7
1461,1461,RU,9.78151E+12,Russian 5,23,,,U23-05,05Q_C,N,Everyone got scared.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1461.mp3,7
1462,1462,RU,9.78151E+12,Russian 5,23,,,U23-05,05R_C,F,___ __________.,Vse ispugalisÕ,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1462.mp3,7
1463,1463,RU,9.78151E+12,Russian 5,23,,,U23-05,05Q_D,N,Everything happened quickly.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1463.mp3,7
1464,1464,RU,9.78151E+12,Russian 5,23,,,U23-05,05R_D,F,___ _________ ______.,Vsio sluchilosÕ bystro.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1464.mp3,7
1465,1465,RU,9.78151E+12,Russian 5,23,,,U23-06,06Q_A,N,I got to see unique gardens.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1465.mp3,"1,18"
1466,1466,RU,9.78151E+12,Russian 5,23,,,U23-06,06R_A,M,___ _______ __________ __________ ____.,Mne udalosÕ posmotretÕ unikalÕnye sady.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1466.mp3,"1,18"
1467,1467,RU,9.78151E+12,Russian 5,23,,,U23-06,06Q_B,N,I got to see the unique museum.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1467.mp3,1
1468,1468,RU,9.78151E+12,Russian 5,23,,,U23-06,06R_B,M,___ _______ __________ __________ _____.,Mne udalosÕ posmotretÕ unikalÕnyj muzej.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1468.mp3,1
1469,1469,RU,9.78151E+12,Russian 5,23,,,U23-06,06Q_C,N,I got to go outside the city.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1469.mp3,18
1470,1470,RU,9.78151E+12,Russian 5,23,,,U23-06,06R_C,M,___ _______ _______ __ _____.,Mne udalosÕ vyehatÕ za gorod.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1470.mp3,18
1471,1471,RU,9.78151E+12,Russian 5,23,,,U23-06,06Q_D,N,I got to rest at the sea.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1471.mp3,"8,18"
1472,1472,RU,9.78151E+12,Russian 5,23,,,U23-06,06R_D,M,___ _______ _________ __ ____.,Mne udalosÕ otdohnutÕ na more.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1472.mp3,"8,18"
1473,1473,RU,9.78151E+12,Russian 5,23,,,U23-07,07Q_A,N,"IÕm afraid, we need to evacuate.",,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1473.mp3,"7,16"
1474,1474,RU,9.78151E+12,Russian 5,23,,,U23-07,07R_A,M,"_ _____, ___ ____ ______________.","Ia boiusÕ, nam nado vakuirovatÕsia.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1474.mp3,"7,16"
1475,1475,RU,9.78151E+12,Russian 5,23,,,U23-07,07Q_B,N,"IÕm afraid, we will get charged a fine.",,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1475.mp3,7
1476,1476,RU,9.78151E+12,Russian 5,23,,,U23-07,07R_B,F,"_ _____, ___ _______ _____.","Ia boiusÕ, nam vypishut shtraf.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1476.mp3,7
1477,1477,RU,9.78151E+12,Russian 5,23,,,U23-07,07Q_C,N,"IÕm afraid, we need keys.",,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1477.mp3,16
1478,1478,RU,9.78151E+12,Russian 5,23,,,U23-07,07R_C,F,"_ _____, ___ _____ _____.","Ia boiusÕ, nam nuzhny kliuchi.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1478.mp3,16
1479,1479,RU,9.78151E+12,Russian 5,23,,,U23-07,07Q_D,N,"IÕm afraid, itÕs time for us.",,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1479.mp3,7
1480,1480,RU,9.78151E+12,Russian 5,23,,,U23-07,07R_D,F,"_ _____, ___ ____.","Ia boiusÕ, nam pora.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1480.mp3,7
1481,1481,RU,9.78151E+12,Russian 5,23,,,U23-08,08Q_A,N,They were forced to evacuate.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1481.mp3,16
1482,1482,RU,9.78151E+12,Russian 5,23,,,U23-08,08R_A,F,__ ________ ______________.,Im prishlosÕ vakuirovatÕsia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1482.mp3,16
1483,1483,RU,9.78151E+12,Russian 5,23,,,U23-08,08Q_B,N,They were forced to move.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1483.mp3,16
1484,1484,RU,9.78151E+12,Russian 5,23,,,U23-08,08R_B,F,__ ________ _________.,Im prishlosÕ pereehatÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1484.mp3,16
1485,1485,RU,9.78151E+12,Russian 5,23,,,U23-08,08Q_C,N,They were forced to wait.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1485.mp3,16
1486,1486,RU,9.78151E+12,Russian 5,23,,,U23-08,08R_C,M,__ ________ _____.,Im prishlosÕ zhdatÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1486.mp3,16
1487,1487,RU,9.78151E+12,Russian 5,23,,,U23-08,08Q_D,N,They were forced to choose.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1487.mp3,16
1488,1488,RU,9.78151E+12,Russian 5,23,,,U23-08,08R_D,M,__ ________ _______.,Im prishlosÕ vybratÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1488.mp3,16
1489,1489,RU,9.78151E+12,Russian 5,24,,,U24-01,01Q_A,N,You found yourself in safety.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1489.mp3,16
1490,1490,RU,9.78151E+12,Russian 5,24,,,U24-01,01R_A,M,__ _________ _ ____________.,Vy okazalisÕ v bezopasnosti.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1490.mp3,16
1491,1491,RU,9.78151E+12,Russian 5,24,,,U24-01,01Q_B,N,You found yourself without money.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1491.mp3,11
1492,1492,RU,9.78151E+12,Russian 5,24,,,U24-01,01R_B,M,__ _________ ___ _____.,Vy okazalisÕ bez deneg.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1492.mp3,11
1493,1493,RU,9.78151E+12,Russian 5,24,,,U24-01,01Q_C,N,You found yourself at the exhibition.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1493.mp3,1
1494,1494,RU,9.78151E+12,Russian 5,24,,,U24-01,01R_C,M,__ _________ __ ________.,Vy okazalisÕ na vystavke.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1494.mp3,1
1495,1495,RU,9.78151E+12,Russian 5,24,,,U24-01,01Q_D,N,You found yourself without work.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1495.mp3,20
1496,1496,RU,9.78151E+12,Russian 5,24,,,U24-01,01R_D,F,__ _________ ___ ______.,Vy okazalisÕ bez raboty.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1496.mp3,20
1497,1497,RU,9.78151E+12,Russian 5,24,,,U24-02,02Q_A,N,WeÕll make everything right.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1497.mp3,7
1498,1498,RU,9.78151E+12,Russian 5,24,,,U24-02,02R_A,F,__ ___ ______.,My vsio uladim.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1498.mp3,7
1499,1499,RU,9.78151E+12,Russian 5,24,,,U24-02,02Q_B,N,WeÕll meet up at noon.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1499.mp3,"5,17"
1500,1500,RU,9.78151E+12,Russian 5,24,,,U24-02,02R_B,F,__ __________ _ _______.,My vstretimsia v poldenÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1500.mp3,"5,17"
1501,1501,RU,9.78151E+12,Russian 5,24,,,U24-02,02Q_C,N,We prepared everything.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1501.mp3,7
1502,1502,RU,9.78151E+12,Russian 5,24,,,U24-02,02R_C,F,__ ___ ___________.,My vsio prigotovili.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1502.mp3,7
1503,1503,RU,9.78151E+12,Russian 5,24,,,U24-02,02Q_D,N,We have everything working out.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1503.mp3,13
1504,1504,RU,9.78151E+12,Russian 5,24,,,U24-02,02R_D,F,_ ___ ___ __________.,U nas vsio poluchaetsia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1504.mp3,13
1505,1505,RU,9.78151E+12,Russian 5,24,,,U24-03,03Q_A,N,What an inconvenience!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1505.mp3,7
1506,1506,RU,9.78151E+12,Russian 5,24,,,U24-03,03R_A,M,_____ __________!,Kakoe neudobstvo!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1506.mp3,7
1507,1507,RU,9.78151E+12,Russian 5,24,,,U24-03,03Q_B,N,What a nightmare!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1507.mp3,7
1508,1508,RU,9.78151E+12,Russian 5,24,,,U24-03,03R_B,M,_____ ______!,Kakoj koshmar!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1508.mp3,7
1509,1509,RU,9.78151E+12,Russian 5,24,,,U24-03,03Q_C,N,What a joy!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1509.mp3,7
1510,1510,RU,9.78151E+12,Russian 5,24,,,U24-03,03R_C,M,_____ _______!,Kakaia radostÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1510.mp3,7
1511,1511,RU,9.78151E+12,Russian 5,24,,,U24-03,03Q_D,N,What a dog!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1511.mp3,7
1512,1512,RU,9.78151E+12,Russian 5,24,,,U24-03,03R_D,M,_____ ______!,Kakaia sobaka!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1512.mp3,7
1513,1513,RU,9.78151E+12,Russian 5,24,,,U24-04,04Q_A,N,I want to file a complaint.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1513.mp3,16
1514,1514,RU,9.78151E+12,Russian 5,24,,,U24-04,04R_A,M,_ ____ ______ ______.,Ia hochu podatÕ zhalobu.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1514.mp3,16
1515,1515,RU,9.78151E+12,Russian 5,24,,,U24-04,04Q_B,N,I want to take a break.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1515.mp3,7
1516,1516,RU,9.78151E+12,Russian 5,24,,,U24-04,04R_B,F,_ ____ _______ _______.,Ia hochu sdelatÕ pereryv,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1516.mp3,7
1517,1517,RU,9.78151E+12,Russian 5,24,,,U24-04,04Q_C,N,I want to dress up.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1517.mp3,1
1518,1518,RU,9.78151E+12,Russian 5,24,,,U24-04,04R_C,F,_ ____ _______ _______.,Ia hochu nariadno odetÕsia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1518.mp3,1
1519,1519,RU,9.78151E+12,Russian 5,24,,,U24-04,04Q_D,N,I want to take a loan.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1519.mp3,11
1520,1520,RU,9.78151E+12,Russian 5,24,,,U24-04,04R_D,F,_ ____ _____ ______.,Ia hochu vziatÕ kredit.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1520.mp3,11
1521,1521,RU,9.78151E+12,Russian 5,24,,,U24-05,05Q_A,N,We didnÕt manage to blink an eye.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1521.mp3,7
1522,1522,RU,9.78151E+12,Russian 5,24,,,U24-05,05R_A,F,__ __ ______ ________ ______.,My ne uspeli morgnutÕ glazom.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1522.mp3,7
1523,1523,RU,9.78151E+12,Russian 5,24,,,U24-05,05Q_B,N,We didnÕt manage to file a complaint.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1523.mp3,7
1524,1524,RU,9.78151E+12,Russian 5,24,,,U24-05,05R_B,F,__ __ ______ ______ ______.,My ne uspeli podatÕ zhalobu.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1524.mp3,7
1525,1525,RU,9.78151E+12,Russian 5,24,,,U24-05,05Q_C,N,We didnÕt manage to visit the museum.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1525.mp3,"1,18"
1526,1526,RU,9.78151E+12,Russian 5,24,,,U24-05,05R_C,M,__ __ ______ ________ _____.,My ne uspeli posetitÕ muzej.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1526.mp3,"1,18"
1527,1527,RU,9.78151E+12,Russian 5,24,,,U24-05,05Q_D,N,We didnÕt manage to call on friends.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1527.mp3,5
