Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills,,
421,FR,9781797109213,French 3,17,N/A,N/A,05Q,N/A,N,He left his email address.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_421.mp3,3,,
422,FR,9781797109213,French 3,17,N/A,N/A,05R,N/A,M,Il a laissé son adresse mail.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_422.mp3,3,,
423,FR,9781797109213,French 3,17,N/A,N/A,06Q,N/A,N,He will be at the conference online.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_423.mp3,"3,20",,
424,FR,9781797109213,French 3,17,N/A,N/A,06R,N/A,M,Il sera à la conférence en ligne.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_424.mp3,"3,20",,
425,FR,9781797109213,French 3,17,N/A,N/A,07Q,N/A,N,He is going to attend it?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_425.mp3,7,,
426,FR,9781797109213,French 3,17,N/A,N/A,07R,N/A,M,Il va y assister?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_426.mp3,7,,
427,FR,9781797109213,French 3,17,N/A,N/A,08Q,N/A,N,I’m really hungry!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_427.mp3,"6,16",,
428,FR,9781797109213,French 3,17,N/A,N/A,08R,N/A,M,J’ai vraiment faim!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_428.mp3,"6,16",,
429,FR,9781797109213,French 3,17,N/A,N/A,09Q,N/A,N,I won’t be around this weekend.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_429.mp3,"16,17",,
430,FR,9781797109213,French 3,17,N/A,N/A,09R,N/A,M,Je ne serai pas là ce week-end.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_430.mp3,"16,17",,
431,FR,9781797109213,French 3,17,N/A,N/A,10Q,N/A,N,"The mountains, that’s nice!",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_431.mp3,18,,
432,FR,9781797109213,French 3,17,N/A,N/A,10R,N/A,F,"La montagne, c’est sympa!",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_432.mp3,18,,
433,FR,9781797109213,French 3,17,N/A,N/A,11Q,N/A,N,"Now, I know all the clients.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_433.mp3,20,,
434,FR,9781797109213,French 3,17,N/A,N/A,11R,N/A,F,"Maintenant, je connais tous les clients.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_434.mp3,20,,
435,FR,9781797109213,French 3,17,N/A,N/A,12Q,N/A,N,You’re expecting a call?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_435.mp3,3,,
436,FR,9781797109213,French 3,17,N/A,N/A,12R,N/A,F,Tu attends un appel?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_436.mp3,3,,
437,FR,9781797109213,French 3,17,N/A,N/A,13Q,N/A,N,Around what time would you want to have lunch?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_437.mp3,17,,
438,FR,9781797109213,French 3,17,N/A,N/A,13R,N/A,F,Vers quelle heure est-ce que tu voudrais déjeuner?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_438.mp3,17,,
439,FR,9781797109213,French 3,18,N/A,N/A,01Q,N/A,N,She’s our best client.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_439.mp3,20,,
440,FR,9781797109213,French 3,18,N/A,N/A,01R,N/A,F,C’est notre meilleure cliente.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_440.mp3,20,,
441,FR,9781797109213,French 3,18,N/A,N/A,02Q,N/A,N,She’s coming to live with us next month.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_441.mp3,17,,
442,FR,9781797109213,French 3,18,N/A,N/A,02R,N/A,M,Elle vient habiter avec nous le mois prochain.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_442.mp3,17,,
443,FR,9781797109213,French 3,18,N/A,N/A,03Q,N/A,N,Excuse me for bothering you. (pl),N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_443.mp3,"10,13,16",,
444,FR,9781797109213,French 3,18,N/A,N/A,03R,N/A,M,Excusez-moi de vous déranger.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_444.mp3,"10,13,16",,
445,FR,9781797109213,French 3,18,N/A,N/A,04Q,N/A,N,I think that we have to invite her to have dinner.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_445.mp3,"1,7",,
446,FR,9781797109213,French 3,18,N/A,N/A,04R,N/A,M,Je crois qu’on doit l’inviter à dîner.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_446.mp3,"1,7",,
447,FR,9781797109213,French 3,18,N/A,N/A,05Q,N/A,N,I prefer to call him right away.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_447.mp3,"3,17",,
448,FR,9781797109213,French 3,18,N/A,N/A,05R,N/A,M,Je préfère l’appeler tout de suite.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_448.mp3,"3,17",,
449,FR,9781797109213,French 3,18,N/A,N/A,06Q,N/A,N,I will be on vacation in the mountains.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_449.mp3,18,,
450,FR,9781797109213,French 3,18,N/A,N/A,06R,N/A,M,Je serai en vacances à la montagne.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_450.mp3,18,,
451,FR,9781797109213,French 3,18,N/A,N/A,07Q,N/A,N,He won’t be in his office.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_451.mp3,20,,
452,FR,9781797109213,French 3,18,N/A,N/A,07R,N/A,F,Il ne sera pas dans son bureau.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_452.mp3,20,,
453,FR,9781797109213,French 3,18,N/A,N/A,08Q,N/A,N,We would quite like to invite you.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_453.mp3,"1,7,10",,
454,FR,9781797109213,French 3,18,N/A,N/A,08R,N/A,F,On aimerait bien t’inviter.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_454.mp3,"1,7,10",,
455,FR,9781797109213,French 3,18,N/A,N/A,09Q,N/A,N,Where’s the waitress?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_455.mp3,"6,16",,
456,FR,9781797109213,French 3,18,N/A,N/A,09R,N/A,F,Où est la serveuse?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_456.mp3,"6,16",,
457,FR,9781797109213,French 3,18,N/A,N/A,10Q,N/A,N,Can you come on Saturday?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_457.mp3,"1,17",,
458,FR,9781797109213,French 3,18,N/A,N/A,10R,N/A,F,Tu peux venir samedi?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_458.mp3,"1,17",,
459,FR,9781797109213,French 3,18,N/A,N/A,11Q,N/A,N,You could call him this afternoon.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_459.mp3,3,,
460,FR,9781797109213,French 3,18,N/A,N/A,11R,N/A,F,Vous pourriez l’appeler cet après-midi.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_460.mp3,3,,
461,FR,9781797109213,French 3,18,N/A,N/A,12Q,N/A,N,We could invite you next weekend.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_461.mp3,17,,
462,FR,9781797109213,French 3,18,N/A,N/A,12R,N/A,M,On pourrait t’inviter le week-end prochain.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_462.mp3,17,,
463,FR,9781797109213,French 3,19,N/A,N/A,01Q,N/A,N,In your opinion?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_463.mp3,7,,
464,FR,9781797109213,French 3,19,N/A,N/A,01R,N/A,M,À votre avis?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_464.mp3,7,,
465,FR,9781797109213,French 3,19,N/A,N/A,02Q,N/A,N,Sit down a minute.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_465.mp3,7,,
466,FR,9781797109213,French 3,19,N/A,N/A,02R,N/A,M,Asseyez-vous une minute.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_466.mp3,7,,
467,FR,9781797109213,French 3,19,N/A,N/A,03Q,N/A,N,She’s invited me to spend the weekend at her place.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_467.mp3,17,,
468,FR,9781797109213,French 3,19,N/A,N/A,03R,N/A,M,Elle m’a invité à passer le week-end chez elle.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_468.mp3,17,,
469,FR,9781797109213,French 3,19,N/A,N/A,04Q,N/A,N,She just bought a new car.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_469.mp3,"14,18",,
470,FR,9781797109213,French 3,19,N/A,N/A,04R,N/A,M,Elle vient d’acheter une nouvelle voiture.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_470.mp3,"14,18",,
471,FR,9781797109213,French 3,19,N/A,N/A,05Q,N/A,N,"Do come in and sit down, I beg of you.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_471.mp3,"7,13",,
472,FR,9781797109213,French 3,19,N/A,N/A,05R,N/A,F,"Entrez et asseyez-vous, je vous en prie.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_472.mp3,"7,13",,
473,FR,9781797109213,French 3,19,N/A,N/A,06Q,N/A,N,My sister and my nephew are going there soon.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_473.mp3,5,,
474,FR,9781797109213,French 3,19,N/A,N/A,06R,N/A,F,Ma soeur et mon neveu y vont bientôt.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_474.mp3,5,,
475,FR,9781797109213,French 3,19,N/A,N/A,07Q,N/A,N,My niece’s best friend.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_475.mp3,5,,
476,FR,9781797109213,French 3,19,N/A,N/A,07R,N/A,F,La meilleure amie de ma nièce.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_476.mp3,5,,
477,FR,9781797109213,French 3,19,N/A,N/A,08Q,N/A,N,You’re expecting someone?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_477.mp3,7,,
478,FR,9781797109213,French 3,19,N/A,N/A,08R,N/A,F,Tu attends quelqu’un?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_478.mp3,7,,
479,FR,9781797109213,French 3,19,N/A,N/A,09Q,N/A,N,A new male client and a new female client.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_479.mp3,20,,
480,FR,9781797109213,French 3,19,N/A,N/A,09R,N/A,F,Un nouveau client et une nouvelle cliente.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_480.mp3,20,,
481,FR,9781797109213,French 3,19,N/A,N/A,10Q,N/A,N,We will be over there Friday night.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_481.mp3,"1,17",,
482,FR,9781797109213,French 3,19,N/A,N/A,10R,N/A,M,On sera là-bas vendredi soir.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_482.mp3,"1,17",,
483,FR,9781797109213,French 3,19,N/A,N/A,11Q,N/A,N,Where should they go?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_483.mp3,7,,
484,FR,9781797109213,French 3,19,N/A,N/A,11R,N/A,M,Où est-ce qu’ils devraient aller?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_484.mp3,7,,
485,FR,9781797109213,French 3,20,N/A,N/A,01Q,N/A,N,In your opinion?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_485.mp3,7,,
486,FR,9781797109213,French 3,20,N/A,N/A,01R,N/A,M,À ton avis?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_486.mp3,7,,
487,FR,9781797109213,French 3,20,N/A,N/A,02Q,N/A,N,It was absolutely great.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_487.mp3,7,,
488,FR,9781797109213,French 3,20,N/A,N/A,02R,N/A,M,C’était absolument super.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_488.mp3,7,,
489,FR,9781797109213,French 3,20,N/A,N/A,03Q,N/A,N,At the place of my niece and her boyfriend.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_489.mp3,"6,16",,
490,FR,9781797109213,French 3,20,N/A,N/A,03R,N/A,M,Chez ma nièce et son petit ami.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_490.mp3,"6,16",,
491,FR,9781797109213,French 3,20,N/A,N/A,04Q,N/A,N,How did your trip go?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_491.mp3,18,,
492,FR,9781797109213,French 3,20,N/A,N/A,04R,N/A,F,Comment s’est passé votre voyage?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_492.mp3,18,,
493,FR,9781797109213,French 3,20,N/A,N/A,05Q,N/A,N,How did the meeting go?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_493.mp3,20,,
494,FR,9781797109213,French 3,20,N/A,N/A,05R,N/A,F,Comment s’est passée la réunion?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_494.mp3,20,,
495,FR,9781797109213,French 3,20,N/A,N/A,06Q,N/A,N,They like the cities a lot.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_495.mp3,7,,
496,FR,9781797109213,French 3,20,N/A,N/A,06R,N/A,F,Elles aiment beaucoup les villes.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_496.mp3,7,,
497,FR,9781797109213,French 3,20,N/A,N/A,07Q,N/A,N,Can I sit down?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_497.mp3,"13,16",,
498,FR,9781797109213,French 3,20,N/A,N/A,07R,N/A,F,Est-ce que je peux m’asseoir?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_498.mp3,"13,16",,
499,FR,9781797109213,French 3,20,N/A,N/A,08Q,N/A,N,It’s absolutely necessary to visit it.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_499.mp3,"1,18",,
500,FR,9781797109213,French 3,20,N/A,N/A,08R,N/A,F,Il faut absolument la visiter.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_500.mp3,"1,18",,
501,FR,9781797109213,French 3,20,N/A,N/A,09Q,N/A,N,It’s absolutely necessary to see it.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_501.mp3,"1,18",,
502,FR,9781797109213,French 3,20,N/A,N/A,09R,N/A,M,Il faut absolument le voir.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_502.mp3,"1,18",,
503,FR,9781797109213,French 3,20,N/A,N/A,10Q,N/A,N,I would quite like to sit down in a café.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_503.mp3,6,,
504,FR,9781797109213,French 3,20,N/A,N/A,10R,N/A,M,J’aimerais bien m’asseoir dans un café.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_504.mp3,6,,
505,FR,9781797109213,French 3,20,N/A,N/A,11Q,N/A,N,"Next time, I would quite like to stay longer.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_505.mp3,17,,
506,FR,9781797109213,French 3,20,N/A,N/A,11R,N/A,M,"La prochaine fois, j’aimerais bien rester plus longtemps.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_506.mp3,17,,
507,FR,9781797109213,French 3,20,N/A,N/A,12Q,N/A,N,The meeting went very well.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_507.mp3,20,,
508,FR,9781797109213,French 3,20,N/A,N/A,12R,N/A,M,La réunion s’est très bien passée.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_508.mp3,20,,
509,FR,9781797109213,French 3,20,N/A,N/A,13Q,N/A,N,My nephew just spent a few days at my place.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_509.mp3,"5,17",,
510,FR,9781797109213,French 3,20,N/A,N/A,13R,N/A,M,Mon neveu vient de passer quelques jours chez moi.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_510.mp3,"5,17",,
511,FR,9781797109213,French 3,20,N/A,N/A,14Q,N/A,N,That went very well.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_511.mp3,7,,
512,FR,9781797109213,French 3,20,N/A,N/A,14R,N/A,F,Ça s’est très bien passé.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_512.mp3,7,,
513,FR,9781797109213,French 3,20,N/A,N/A,15Q,N/A,N,It lasted a little too long.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_513.mp3,7,,
514,FR,9781797109213,French 3,20,N/A,N/A,15R,N/A,F,Elle a duré un peu trop longtemps.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_514.mp3,7,,
515,FR,9781797109213,French 3,21,N/A,N/A,01Q,N/A,N,Watch out for speed traps!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_515.mp3,"16,18",,
516,FR,9781797109213,French 3,21,N/A,N/A,01R,N/A,F,Attention aux radars!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_516.mp3,"16,18",,
517,FR,9781797109213,French 3,21,N/A,N/A,02Q,N/A,N,Watch out for fines!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_517.mp3,"16,18",,
518,FR,9781797109213,French 3,21,N/A,N/A,02R,N/A,F,Attention aux amendes!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_518.mp3,"16,18",,
519,FR,9781797109213,French 3,21,N/A,N/A,03Q,N/A,N,That lasted a little too long.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_519.mp3,7,,
520,FR,9781797109213,French 3,21,N/A,N/A,03R,N/A,F,Ça a duré un peu trop longtemps.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_520.mp3,7,,
521,FR,9781797109213,French 3,21,N/A,N/A,04Q,N/A,N,That went really very well!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_521.mp3,7,,
522,FR,9781797109213,French 3,21,N/A,N/A,04R,N/A,M,Ça s’est vraiment très bien passé!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_522.mp3,7,,
523,FR,9781797109213,French 3,21,N/A,N/A,05Q,N/A,N,"This time, I went there by car.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_523.mp3,18,,
524,FR,9781797109213,French 3,21,N/A,N/A,05R,N/A,M,"Cette fois-ci, j’y suis allée en voiture.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_524.mp3,18,,
525,FR,9781797109213,French 3,21,N/A,N/A,06Q,N/A,N,How did you come?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_525.mp3,18,,
526,FR,9781797109213,French 3,21,N/A,N/A,06R,N/A,M,Comment est-ce que vous êtes venu?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_526.mp3,18,,
527,FR,9781797109213,French 3,21,N/A,N/A,07Q,N/A,N,Did you take the plane?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_527.mp3,18,,
528,FR,9781797109213,French 3,21,N/A,N/A,07R,N/A,M,Est-ce que tu as pris l’avion?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_528.mp3,18,,
529,FR,9781797109213,French 3,21,N/A,N/A,08Q,N/A,N,Did you come by car?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_529.mp3,18,,
530,FR,9781797109213,French 3,21,N/A,N/A,08R,N/A,M,Est-ce que vous êtes venu en voiture?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_530.mp3,18,,
531,FR,9781797109213,French 3,21,N/A,N/A,09Q,N/A,N,There was not a lot of traffic.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_531.mp3,18,,
532,FR,9781797109213,French 3,21,N/A,N/A,09R,N/A,F,"Il n’y avait pas beaucoup de circulation.	",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_532.mp3,18,,
533,FR,9781797109213,French 3,21,N/A,N/A,10Q,N/A,N,There is always some traffic.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_533.mp3,18,,
534,FR,9781797109213,French 3,21,N/A,N/A,10R,N/A,F,Il y a toujours de la circulation.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_534.mp3,18,,
535,FR,9781797109213,French 3,21,N/A,N/A,11Q,N/A,N,There was too much traffic on the highway.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_535.mp3,18,,
536,FR,9781797109213,French 3,21,N/A,N/A,11R,N/A,F,Il y avait trop de circulation sur l’autoroute.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_536.mp3,18,,
537,FR,9781797109213,French 3,21,N/A,N/A,12Q,N/A,N,I believe that the speed is limited to a hundred five.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_537.mp3,"12,16,18",,
538,FR,9781797109213,French 3,21,N/A,N/A,12R,N/A,F,Je crois que la vitesse est limitée à cent cinq.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_538.mp3,"12,16,18",,
539,FR,9781797109213,French 3,21,N/A,N/A,13Q,N/A,N,The speed is limited to how much?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_539.mp3,"16,18",,
540,FR,9781797109213,French 3,21,N/A,N/A,13R,N/A,F,La vitesse est limitée à combien?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_540.mp3,"16,18",,
541,FR,9781797109213,French 3,21,N/A,N/A,14Q,N/A,N,The French should drive more slowly.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_541.mp3,18,,
542,FR,9781797109213,French 3,21,N/A,N/A,14R,N/A,M,Les Français devraient conduire plus lentement.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_542.mp3,18,,
543,FR,9781797109213,French 3,21,N/A,N/A,15Q,N/A,N,Especially at five o’clock in the summer.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_543.mp3,"17,18",,
544,FR,9781797109213,French 3,21,N/A,N/A,15R,N/A,M,Surtout à cinq heures en été.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_544.mp3,"17,18",,
545,FR,9781797109213,French 3,22,N/A,N/A,01Q,N/A,N,"At rush hour, it’s a pain!",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_545.mp3,18,,
546,FR,9781797109213,French 3,22,N/A,N/A,01R,N/A,M,"Aux heures de pointe, c’est casse pied!",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_546.mp3,18,,
547,FR,9781797109213,French 3,22,N/A,N/A,02Q,N/A,N,How was it?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_547.mp3,7,,
548,FR,9781797109213,French 3,22,N/A,N/A,02R,N/A,M,C’était comment?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_548.mp3,7,,
549,FR,9781797109213,French 3,22,N/A,N/A,03Q,N/A,N,This time I took the plane.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_549.mp3,18,,
550,FR,9781797109213,French 3,22,N/A,N/A,03R,N/A,M,Cette fois-ci j’ai pris l’avion.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_550.mp3,18,,
551,FR,9781797109213,French 3,22,N/A,N/A,04Q,N/A,N,"This time, we’re going there by car.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_551.mp3,18,,
552,FR,9781797109213,French 3,22,N/A,N/A,04R,N/A,F,"Cette fois-ci, on y va en voiture.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_552.mp3,18,,
553,FR,9781797109213,French 3,22,N/A,N/A,05Q,N/A,N,"Usually, there’s a lot of traffic.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_553.mp3,18,,
554,FR,9781797109213,French 3,22,N/A,N/A,05R,N/A,F,"D’habitude, il y a beaucoup de circulation.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_554.mp3,18,,
555,FR,9781797109213,French 3,22,N/A,N/A,06Q,N/A,N,"Usually, we take a trip in the summer.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_555.mp3,18,,
556,FR,9781797109213,French 3,22,N/A,N/A,06R,N/A,F,"D’habitude, on fait un voyage en été.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_556.mp3,18,,
557,FR,9781797109213,French 3,22,N/A,N/A,07Q,N/A,N,There’s a lot of traffic in the cities.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_557.mp3,18,,
558,FR,9781797109213,French 3,22,N/A,N/A,07R,N/A,F,Il y a beaucoup de circulation dans les villes.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_558.mp3,18,,
