Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
360,360,MA,9781442316409,Mandarin 2,18,,,05R,,F,邮局在左边。,yóu jú zài zuǒ biān.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_360.mp3,4
361,361,MA,9781442316409,Mandarin 2,18,,,06Q,,N,"I’m sorry, now I don’t have any stamps.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_361.mp3,"9,13"
362,362,MA,9781442316409,Mandarin 2,18,,,06R,,F,"对不起, 现在没有邮票。","duì bù qǐ, xiàn zài méi yǒu yóu piào.",9,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_362.mp3,"9,13"
363,363,MA,9781442316409,Mandarin 2,18,,,07Q,,N,She’s not too comfortable.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_363.mp3,9
364,364,MA,9781442316409,Mandarin 2,18,,,07R,,M,她不太舒服。,tā bú tài shū fu.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_364.mp3,9
365,365,MA,9781442316409,Mandarin 2,18,,,08Q,,N,The hospital is on the right.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_365.mp3,4
366,366,MA,9781442316409,Mandarin 2,18,,,08R,,M,医院在右边。,yī yuàn zài yòu biān.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_366.mp3,4
367,367,MA,9781442316409,Mandarin 2,18,,,09Q,,N,"Go straight ahead one kilometer, more or less.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_367.mp3,"4,12"
368,368,MA,9781442316409,Mandarin 2,18,,,09R,,M,一直往前走一公里左右。,yì zhí wǎng qián zǒu yi gōng lǐ zuǒ yòu.,10,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_368.mp3,"4,12"
369,369,MA,9781442316409,Mandarin 2,18,,,10Q,,N,They’re not with us.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_369.mp3,"5,9"
370,370,MA,9781442316409,Mandarin 2,18,,,10R,,M,他们不跟我们在一起。,tā men bù gēn wǒ men zài yì qǐ.,9,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_370.mp3,"5,9"
371,371,MA,9781442316409,Mandarin 2,19,,,01Q,,N,Is it far from here?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_371.mp3,4
372,372,MA,9781442316409,Mandarin 2,19,,,01R,,M,离这儿远吗?,lí zhèr yuǎn ma?,4,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_372.mp3,4
373,373,MA,9781442316409,Mandarin 2,19,,,02Q,,N,It’s not too close to here.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_373.mp3,4
374,374,MA,9781442316409,Mandarin 2,19,,,02R,,F,离这儿不太近。,lí zhèr bú tài jìn.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_374.mp3,4
375,375,MA,9781442316409,Mandarin 2,19,,,03Q,,N,No problem.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_375.mp3,"7,13"
376,376,MA,9781442316409,Mandarin 2,19,,,03R,,F,没有问题。,méi yǒu wèn tí.,4,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_376.mp3,"7,13"
377,377,MA,9781442316409,Mandarin 2,19,,,04Q,,N,Please do.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_377.mp3,"7,13"
378,378,MA,9781442316409,Mandarin 2,19,,,04R,,F,请打.,qǐng dǎ.,2,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_378.mp3,"7,13"
379,379,MA,9781442316409,Mandarin 2,19,,,05Q,,N,"Mr. Tian, you also have a son, isn’t that so?",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_379.mp3,5
380,380,MA,9781442316409,Mandarin 2,19,,,05R,,F,"田先生, 您也有一个儿子, 是吧？","tián xiān sheng, nĭn yě yǒu yí gè ér zi, shì ba?",12,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_380.mp3,5
381,381,MA,9781442316409,Mandarin 2,19,,,06Q,,N,We often give him a telephone call.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_381.mp3,3
382,382,MA,9781442316409,Mandarin 2,19,,,06R,,M,我们常常给他打电话。,wǒ men cháng cháng gěi tā dǎ diàn huà.,9,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_382.mp3,3
383,383,MA,9781442316409,Mandarin 2,19,,,07Q,,N,I should give him a call on the telephone.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_383.mp3,3
384,384,MA,9781442316409,Mandarin 2,19,,,07R,,M,我应该给他打一个电话。,wǒ yīng gāi gěi tā dǎ yí gè diàn huà.,10,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_384.mp3,3
385,385,MA,9781442316409,Mandarin 2,19,,,08Q,,N,Go straight along this road.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_385.mp3,4
386,386,MA,9781442316409,Mandarin 2,19,,,08R,,F,沿着这条路一直往前走。,yán zhe zhè tiáo lù yì zhí wǎng qián zǒu.,10,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_386.mp3,4
387,387,MA,9781442316409,Mandarin 2,19,,,09Q,,N,Is the hospital very far away?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_387.mp3,"4,16"
388,388,MA,9781442316409,Mandarin 2,19,,,09R,,M,医院很远吗?,yī yuàn hěn yuǎn ma?,5,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_388.mp3,"4,16"
389,389,MA,9781442316409,Mandarin 2,19,,,10Q,,N,It’s very close to here.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_389.mp3,"4,16"
390,390,MA,9781442316409,Mandarin 2,19,,,10R,,M,离这儿很近。,lí zhèr hěn jìn.,4,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_390.mp3,"4,16"
391,391,MA,9781442316409,Mandarin 2,20,,,01Q,,N,The telephone is faster than letters.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_391.mp3,3
392,392,MA,9781442316409,Mandarin 2,20,,,01R,,F,电话比信快。,diàn huà bǐ xìn kuài.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_392.mp3,3
393,393,MA,9781442316409,Mandarin 2,20,,,02Q,,N,Which number platform?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_393.mp3,"16,18"
394,394,MA,9781442316409,Mandarin 2,20,,,02R,,M,几号月台？,jǐ hào yuè tái?,4,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_394.mp3,"16,18"
395,395,MA,9781442316409,Mandarin 2,20,,,03Q,,N,To go to Shanghai needs how many hours?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_395.mp3,"17,18"
396,396,MA,9781442316409,Mandarin 2,20,,,03R,,M,去上海需要几个小时？,qù shàng hǎi xū yào jǐ gè xiǎo shí?,9,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_396.mp3,"17,18"
397,397,MA,9781442316409,Mandarin 2,20,,,04Q,,N,Platform number three.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_397.mp3,"12,16,18"
398,398,MA,9781442316409,Mandarin 2,20,,,04R,,F,三号月台。,sān hào yuè tái.,4,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_398.mp3,"12,16,18"
399,399,MA,9781442316409,Mandarin 2,20,,,05Q,,N,One ticket to Beijing.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_399.mp3,"12,16,18"
400,400,MA,9781442316409,Mandarin 2,20,,,05R,,M,一张去北京的票。,yì zhāng qù běi jīng de piào.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_400.mp3,"12,16,18"
401,401,MA,9781442316409,Mandarin 2,20,,,06Q,,N,"In change, you get eighty units.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_401.mp3,"11,12,16"
402,402,MA,9781442316409,Mandarin 2,20,,,06R,,F,找你八十块。,zháo nǐ bā shí kuài.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_402.mp3,"11,12,16"
403,403,MA,9781442316409,Mandarin 2,20,,,07Q,,N,I have five hundred units.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_403.mp3,"11,12"
404,404,MA,9781442316409,Mandarin 2,20,,,07R,,M,我有五百块。,wǒ yǒu wǔ bǎi kuài.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_404.mp3,"11,12"
405,405,MA,9781442316409,Mandarin 2,20,,,08Q,,N,I need one hundred twenty units.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_405.mp3,"11,12"
406,406,MA,9781442316409,Mandarin 2,20,,,08R,,M,我需要一百二十块。,wǒ xū yào yì bǎi èr shí kuài.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_406.mp3,"11,12"
407,407,MA,9781442316409,Mandarin 2,20,,,09Q,,N,"In change, you get fifty units.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_407.mp3,"11,12"
408,408,MA,9781442316409,Mandarin 2,20,,,09R,,F,找你五十块。,zhǎo nǐ wǔ shí kuài.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_408.mp3,"11,12"
409,409,MA,9781442316409,Mandarin 2,20,,,10Q,,N,Where is platform number eight?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_409.mp3,"4,12,16"
410,410,MA,9781442316409,Mandarin 2,20,,,10R,,F,八号月台在哪儿?,bā hào yuè tái zài nǎr?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_410.mp3,"4,12,16"
411,411,MA,9781442316409,Mandarin 2,21,,,01Q,,N,Today is a holiday.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_411.mp3,"7,9,16"
412,412,MA,9781442316409,Mandarin 2,21,,,01R,,F,今天是假日。,jīn tiān shì jià rì.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_412.mp3,"7,9,16"
413,413,MA,9781442316409,Mandarin 2,21,,,02Q,,N,His place is farther than the pharmacy.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_413.mp3,"4,9"
414,414,MA,9781442316409,Mandarin 2,21,,,02R,,F,他那儿比药房远。,tā nàr bǐ yào fáng yuǎn.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_414.mp3,"4,9"
415,415,MA,9781442316409,Mandarin 2,21,,,03Q,,N,My computer isn’t working.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_415.mp3,"3,20"
416,416,MA,9781442316409,Mandarin 2,21,,,03R,,M,我的电脑坏了。,wǒ de diàn nǎo huài le.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_416.mp3,"3,20"
417,417,MA,9781442316409,Mandarin 2,21,,,04Q,,N,Where is Mr. Chen’s place?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_417.mp3,4
418,418,MA,9781442316409,Mandarin 2,21,,,04R,,M,陈先生那儿在哪儿?,chén xiān sheng nàr zài nǎr?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_418.mp3,4
419,419,MA,9781442316409,Mandarin 2,21,,,05Q,,N,I’d like to buy stamps.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_419.mp3,14
420,420,MA,9781442316409,Mandarin 2,21,,,05R,,M,我想买邮票。,wǒ xiǎng mǎi yóu piào.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_420.mp3,14
421,421,MA,9781442316409,Mandarin 2,21,,,06Q,,N,Where is the post office?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_421.mp3,4
422,422,MA,9781442316409,Mandarin 2,21,,,06R,,F,邮局在哪儿?,yóu jú zài nǎr?,4,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_422.mp3,4
423,423,MA,9781442316409,Mandarin 2,21,,,07Q,,N,Do you have one hundred twenty units?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_423.mp3,"11,12"
424,424,MA,9781442316409,Mandarin 2,21,,,07R,,M,你有一百二十块吗？,nǐ yǒu yì bǎi èr shí kuài ma?,8,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_424.mp3,"11,12"
425,425,MA,9781442316409,Mandarin 2,21,,,08Q,,N,It’s not seven hundred fifty units.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_425.mp3,"11,12"
426,426,MA,9781442316409,Mandarin 2,21,,,08R,,F,不是七百五十块。,bú shì qī bǎi wǔ shí kuài.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_426.mp3,"11,12"
427,427,MA,9781442316409,Mandarin 2,21,,,09Q,,N,Do you have three hundred units?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_427.mp3,"11,12"
428,428,MA,9781442316409,Mandarin 2,21,,,09R,,F,你有三百块吗？,nǐ yǒu sān bǎi kuài ma?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_428.mp3,"11,12"
429,429,MA,9781442316409,Mandarin 2,21,,,10Q,,N,It’s not three hundred twenty units.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_429.mp3,"11,12"
430,430,MA,9781442316409,Mandarin 2,21,,,10R,,M,不是三百二十块。,bú shì sān bǎi èr shí kuài.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_430.mp3,"11,12"
431,431,MA,9781442316409,Mandarin 2,22,,,01Q,,N,"To go by taxi, ten minutes, more or less.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_431.mp3,"12,16,17,18"
432,432,MA,9781442316409,Mandarin 2,22,,,01R,,F,打的去十分钟左右。,dǎ dī qù shí fēn zhōng zuǒ yòu.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_432.mp3,"12,16,17,18"
433,433,MA,9781442316409,Mandarin 2,22,,,02Q,,N,The bus is very slow.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_433.mp3,"16,18"
434,434,MA,9781442316409,Mandarin 2,22,,,02R,,F,公共汽车很慢。,gōng gòng qì chē hěn màn.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_434.mp3,"16,18"
435,435,MA,9781442316409,Mandarin 2,22,,,03Q,,N,"Let’s play right now, OK?",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_435.mp3,1
436,436,MA,9781442316409,Mandarin 2,22,,,03R,,F,"马上就打, 好吗？","mǎ shàng jiù da, hǎo ma?",6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_436.mp3,1
437,437,MA,9781442316409,Mandarin 2,22,,,04Q,,N,I’m leaving very early.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_437.mp3,"9,17"
438,438,MA,9781442316409,Mandarin 2,22,,,04R,,F,我很早就走。,wǒ hěn zǎo jiù zŏu.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_438.mp3,"9,17"
439,439,MA,9781442316409,Mandarin 2,22,,,05Q,,N,Are you going right now?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_439.mp3,"7,18"
440,440,MA,9781442316409,Mandarin 2,22,,,05R,,M,你马上就去吗？,nǐ mǎ shàng jiù qù ma?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_440.mp3,"7,18"
441,441,MA,9781442316409,Mandarin 2,22,,,06Q,,N,Do you know how to play tennis?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_441.mp3,"1,12"
442,442,MA,9781442316409,Mandarin 2,22,,,06R,,F,你会打网球吗？,nǐ huì dǎ wǎng qiú ma?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_442.mp3,"1,12"
443,443,MA,9781442316409,Mandarin 2,22,,,07Q,,N,Are you taking the subway?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_443.mp3,"16,18"
444,444,MA,9781442316409,Mandarin 2,22,,,07R,,M,你坐地铁去吗？,nǐ zuò dì tiě qù ma?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_444.mp3,"16,18"
445,445,MA,9781442316409,Mandarin 2,22,,,08Q,,N,Where can I buy a ticket to Nanjing?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_445.mp3,"14,18"
446,446,MA,9781442316409,Mandarin 2,22,,,08R,,M,我可以在哪儿买一张去南京的票？,wǒ kě yǐ zài nǎr mǎi yì zhāng qù nán jīng de piào?,13,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_446.mp3,"14,18"
447,447,MA,9781442316409,Mandarin 2,22,,,09Q,,N,But tomorrow the stores are open until ten.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_447.mp3,"14,17"
448,448,MA,9781442316409,Mandarin 2,22,,,09R,,M,可是明天商店开到十点。,kě shì míng tiān shāng dìan kāi dào shí diǎn.,10,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_448.mp3,"14,17"
449,449,MA,9781442316409,Mandarin 2,22,,,10Q,,N,(You) need seven hundred seventy-five units.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_449.mp3,"11,12"
450,450,MA,9781442316409,Mandarin 2,22,,,10R,,F,需要七百七十五块。,xū yào qī bǎi qī shí wǔ kuài.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_450.mp3,"11,12"
451,451,MA,9781442316409,Mandarin 2,22,,,11Q,,N,There are five hundred seventy-six units.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_451.mp3,"11,12"
452,452,MA,9781442316409,Mandarin 2,22,,,11R,,M,有五百七十六块。,yŏu wǔ bǎi qī shí liù kuài.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_452.mp3,"11,12"
453,453,MA,9781442316409,Mandarin 2,22,,,12Q,,N,Now it is not possible.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_453.mp3,"7,13"
454,454,MA,9781442316409,Mandarin 2,22,,,12R,,M,现在不行。,xiàn zài bú xíng.,4,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_454.mp3,"7,13"
455,455,MA,9781442316409,Mandarin 2,23,,,01Q,,N,He plays better than his wife.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_455.mp3,"1,5"
456,456,MA,9781442316409,Mandarin 2,23,,,01R,,M,他打得比他的太太好。,tā dǎ de bǐ tā de tài tai hǎo.,9,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_456.mp3,"1,5"
457,457,MA,9781442316409,Mandarin 2,23,,,02Q,,N,Today I would like to go shopping.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_457.mp3,"14,17"
458,458,MA,9781442316409,Mandarin 2,23,,,02R,,F,今天我想去买东西。,jīn tiān wǒ xiǎng qù mǎi dōng xi.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_458.mp3,"14,17"
459,459,MA,9781442316409,Mandarin 2,23,,,03Q,,N,We can play tennis at the park.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_459.mp3,1
460,460,MA,9781442316409,Mandarin 2,23,,,03R,,M,我们可以在公园打网球。,wǒ men kě yǐ zài gōng yuán dǎ wǎng qiú.,10,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_460.mp3,1
461,461,MA,9781442316409,Mandarin 2,23,,,04Q,,N,I’m taking the subway.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_461.mp3,"16,18"
462,462,MA,9781442316409,Mandarin 2,23,,,04R,,M,我坐地铁去。,wǒ zuò dì tiě qù.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_462.mp3,"16,18"
463,463,MA,9781442316409,Mandarin 2,23,,,05Q,,N,I’ll go on foot to the subway station.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_463.mp3,"1,18"
464,464,MA,9781442316409,Mandarin 2,23,,,05R,,M,我走路去地铁站。,wǒ zǒu lù qù dì tiě zhàn.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_464.mp3,"1,18"
465,465,MA,9781442316409,Mandarin 2,23,,,06Q,,N,Is Wednesday possible?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_465.mp3,17
466,466,MA,9781442316409,Mandarin 2,23,,,06R,,M,星期三行吗?,xīng qī sān xíng ma?,5,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_466.mp3,17
467,467,MA,9781442316409,Mandarin 2,23,,,07Q,,N,"I’m sorry, Wednesday is impossible.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_467.mp3,"13,17"
468,468,MA,9781442316409,Mandarin 2,23,,,07R,,F,"对不起, 星期三不行.","duì bù qǐ, xīng qī sān bù xíng.",8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_468.mp3,"13,17"
469,469,MA,9781442316409,Mandarin 2,23,,,08Q,,N,"Then, Thursday let’s go to the park, OK?",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_469.mp3,"1,17"
470,470,MA,9781442316409,Mandarin 2,23,,,08R,,F,"那么, 星期四去公园, 好吗？","nà me, xīng qī sì qù gōng yuán, hǎo ma?",10,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_470.mp3,"1,17"
471,471,MA,9781442316409,Mandarin 2,23,,,09Q,,N,I’ll go on foot.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_471.mp3,1
472,472,MA,9781442316409,Mandarin 2,23,,,09R,,M,我走路去。,wǒ zǒu lù qù.,4,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_472.mp3,1
473,473,MA,9781442316409,Mandarin 2,23,,,10Q,,N,I often play tennis with him.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_473.mp3,1
474,474,MA,9781442316409,Mandarin 2,23,,,10R,,M,我常常跟他一起打网球。,wǒ cháng cháng gēn tā yì qǐ dǎ wǎng qíu.,10,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_474.mp3,1
475,475,MA,9781442316409,Mandarin 2,24,,,01Q,,N,"Let’s go to the tea house, OK?",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_475.mp3,"1,6"
476,476,MA,9781442316409,Mandarin 2,24,,,01R,,M,"去茶馆, 好吗？","qù chá guăn, hǎo ma?",5,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_476.mp3,"1,6"
477,477,MA,9781442316409,Mandarin 2,24,,,02Q,,N,I can’t go right away.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_477.mp3,"7,13"
478,478,MA,9781442316409,Mandarin 2,24,,,02R,,F,我不可以马上就去。,wǒ bù kě yǐ mǎ shàng jiù qù.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_478.mp3,"7,13"
