Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,QZ #,Speaker,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
430,430,ESL_SP,9781442329423,,21,01R,F,Did you take the highway?,5,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_430.mp3,"4,18"
431,431,ESL_SP,9781442329423,,21,02Q,N,Vine por carretera.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_431.mp3,"4,18"
432,432,ESL_SP,9781442329423,,21,02R,M,I took the highway.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_432.mp3,"4,18"
433,433,ESL_SP,9781442329423,,21,03Q,N,Me gusta manejar cuando no hay mucho tráfico.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_433.mp3,"9,18"
434,434,ESL_SP,9781442329423,,21,03R,M,I like to drive when there isn't much traffic.,9,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_434.mp3,"9,18"
435,435,ESL_SP,9781442329423,,21,04Q,N,El límite de velocidad es de sesenta millas por hora.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_435.mp3,"9,12,18"
436,436,ESL_SP,9781442329423,,21,04R,M,The speed limit is sixty miles per hour.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_436.mp3,"9,12,18"
437,437,ESL_SP,9781442329423,,21,05Q,N,¿Cuál es el límite de velocidad?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_437.mp3,18
438,438,ESL_SP,9781442329423,,21,05R,F,What is the speed limit?,5,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_438.mp3,18
439,439,ESL_SP,9781442329423,,21,06Q,N,¿Fue en avión a Boston?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_439.mp3,18
440,440,ESL_SP,9781442329423,,21,06R,M,Did you fly to Boston?,5,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_440.mp3,18
441,441,ESL_SP,9781442329423,,21,07Q,N,Esta vez manejé.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_441.mp3,18
442,442,ESL_SP,9781442329423,,21,07R,F,This time I drove.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_442.mp3,18
443,443,ESL_SP,9781442329423,,21,08Q,N,La próxima vez iré en avión.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_443.mp3,18
444,444,ESL_SP,9781442329423,,21,08R,F,Next time I'll fly.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_444.mp3,18
445,445,ESL_SP,9781442329423,,21,09Q,N,Cenamos en un buen restaurante mexicano.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_445.mp3,"1,6"
446,446,ESL_SP,9781442329423,,21,09R,M,We had dinner at a very good Mexican restaurant.,9,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_446.mp3,"1,6"
447,447,ESL_SP,9781442329423,,21,10Q,N,Había mucho tráfico hoy.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_447.mp3,"12,17,18"
448,448,ESL_SP,9781442329423,,21,10R,M,There was a lot of traffic today.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_448.mp3,"12,17,18"
449,449,ESL_SP,9781442329423,,21,11Q,N,Le gusta manejar cuando hace buen tiempo.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_449.mp3,"18,19"
450,450,ESL_SP,9781442329423,,21,11R,F,She likes to drive when the weather's nice.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_450.mp3,"18,19"
451,451,ESL_SP,9781442329423,,22,01Q,N,¿Le gustó?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_451.mp3,7
452,452,ESL_SP,9781442329423,,22,01R,F,Did you like it?,4,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_452.mp3,7
453,453,ESL_SP,9781442329423,,22,02Q,N,Yo tampoco.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_453.mp3,7
454,454,ESL_SP,9781442329423,,22,02R,M,I didn't either.,3,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_454.mp3,7
455,455,ESL_SP,9781442329423,,22,03Q,N,Yo no sabía eso.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_455.mp3,7
456,456,ESL_SP,9781442329423,,22,03R,F,I didn't know that.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_456.mp3,7
457,457,ESL_SP,9781442329423,,22,04Q,N,Quizá maneje la próxima vez.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_457.mp3,18
458,458,ESL_SP,9781442329423,,22,04R,M,Maybe next time I'll drive.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_458.mp3,18
459,459,ESL_SP,9781442329423,,22,05Q,N,Nuestro proyecto aquí terminó.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_459.mp3,"9,20"
460,460,ESL_SP,9781442329423,,22,05R,M,Our project here is finished.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_460.mp3,"9,20"
461,461,ESL_SP,9781442329423,,22,06Q,N,Unas personas manejan mucho más rápido.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_461.mp3,18
462,462,ESL_SP,9781442329423,,22,06R,M,Some people drive much faster.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_462.mp3,18
463,463,ESL_SP,9781442329423,,22,07Q,N,Generalmente hay mucho tráfico.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_463.mp3,"12,18"
464,464,ESL_SP,9781442329423,,22,07R,M,There's usually a lot of traffic.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_464.mp3,"12,18"
465,465,ESL_SP,9781442329423,,22,08Q,N,Apenas ayer me dijeron.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_465.mp3,"9,17"
466,466,ESL_SP,9781442329423,,22,08R,M,They told me just yesterday.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_466.mp3,"9,17"
467,467,ESL_SP,9781442329423,,22,09Q,N,Manejaron aquí desde Boston.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_467.mp3,18
468,468,ESL_SP,9781442329423,,22,09R,F,They drove here from Boston.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_468.mp3,18
469,469,ESL_SP,9781442329423,,23,01Q,N,¿Le puedo traier otra copa de vino?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_469.mp3,"6,13"
470,470,ESL_SP,9781442329423,,23,01R,F,Can I get you another glass of wine?,8,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_470.mp3,"6,13"
471,471,ESL_SP,9781442329423,,23,02Q,N,Tráeme una cerveza.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_471.mp3,"6,7"
472,472,ESL_SP,9781442329423,,23,02R,M,Get me a beer.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_472.mp3,"6,7"
473,473,ESL_SP,9781442329423,,23,03Q,N,Mi esposo está arriba.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_473.mp3,"4,5"
474,474,ESL_SP,9781442329423,,23,03R,F,My husband is upstairs.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_474.mp3,"4,5"
475,475,ESL_SP,9781442329423,,23,04Q,N,Voy por su vino.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_475.mp3,"6,13"
476,476,ESL_SP,9781442329423,,23,04R,F,I'll get your wine.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_476.mp3,"6,13"
477,477,ESL_SP,9781442329423,,23,05Q,N,Qué jardín tan bonito.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_477.mp3,9
478,478,ESL_SP,9781442329423,,23,05R,M,What a beautiful garden.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_478.mp3,9
479,479,ESL_SP,9781442329423,,23,06Q,N,Qué flores tan bonitas.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_479.mp3,9
480,480,ESL_SP,9781442329423,,23,06R,F,What beautiful flowers.,3,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_480.mp3,9
481,481,ESL_SP,9781442329423,,23,07Q,N,¿Le gustaría tomar algo?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_481.mp3,"6,13"
482,482,ESL_SP,9781442329423,,23,07R,F,Would you like something to drink?,6,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_482.mp3,"6,13"
483,483,ESL_SP,9781442329423,,23,08Q,N,Oí que su proyecto casi terminó.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_483.mp3,"9,20"
484,484,ESL_SP,9781442329423,,23,08R,M,I heard that your project is almost finished.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_484.mp3,"9,20"
485,485,ESL_SP,9781442329423,,23,09Q,N,Almorcé con un amigo mío.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_485.mp3,"5,6,17"
486,486,ESL_SP,9781442329423,,23,09R,M,I had lunch with a friend of mine.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_486.mp3,"5,6,17"
487,487,ESL_SP,9781442329423,,23,10Q,N,Generalmente la gente maneja más rápido.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_487.mp3,18
488,488,ESL_SP,9781442329423,,23,10R,M,People usually drive much faster.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_488.mp3,18
489,489,ESL_SP,9781442329423,,23,11Q,N,Oí que usted se va pronto.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_489.mp3,"17,18"
490,490,ESL_SP,9781442329423,,23,11R,F,I heard that you're leaving soon.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_490.mp3,"17,18"
491,491,ESL_SP,9781442329423,,24,01Q,N,¿Practica algún deporte?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_491.mp3,1
492,492,ESL_SP,9781442329423,,24,01R,F,Do you play any sports?,5,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_492.mp3,1
493,493,ESL_SP,9781442329423,,24,02Q,N,Juego al tenis.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_493.mp3,1
494,494,ESL_SP,9781442329423,,24,02R,F,I play tennis.,3,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_494.mp3,1
495,495,ESL_SP,9781442329423,,24,03Q,N,Me gustaría ir a verla más tarde.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_495.mp3,"1,17"
496,496,ESL_SP,9781442329423,,24,03R,M,I'd like to go see it later.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_496.mp3,"1,17"
497,497,ESL_SP,9781442329423,,24,04Q,N,Me gustaría que nos sentáramos afuera.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_497.mp3,"1,4"
498,498,ESL_SP,9781442329423,,24,04R,M,I'd like to sit outside.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_498.mp3,"1,4"
499,499,ESL_SP,9781442329423,,24,05Q,N,Hay canchas cerca.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_499.mp3,"1,4"
500,500,ESL_SP,9781442329423,,24,05R,F,There are some courts nearby.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_500.mp3,"1,4"
501,501,ESL_SP,9781442329423,,24,06Q,N,¿Qué hace en su tiempo libre?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_501.mp3,"1,10"
502,502,ESL_SP,9781442329423,,24,06R,F,What do you do in your spare time?,8,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_502.mp3,"1,10"
503,503,ESL_SP,9781442329423,,24,07Q,N,Apenas me dijeron hace unos días.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_503.mp3,"17,18"
504,504,ESL_SP,9781442329423,,24,07R,M,They told me just a few days ago.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_504.mp3,"17,18"
505,505,ESL_SP,9781442329423,,24,08Q,N,Oí que la iglesia tiene doscientos años.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_505.mp3,"9,12,17"
506,506,ESL_SP,9781442329423,,24,08R,F,I heard that the church is two hundred years old.,10,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_506.mp3,"9,12,17"
507,507,ESL_SP,9781442329423,,24,09Q,N,Uno de ellos va conmigo.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_507.mp3,"9,12"
508,508,ESL_SP,9781442329423,,24,09R,M,One of them is going with me.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_508.mp3,"9,12"
509,509,ESL_SP,9781442329423,,24,10Q,N,Si no te molesta.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_509.mp3,"7,13"
510,510,ESL_SP,9781442329423,,24,10R,M,If you don't mind.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_510.mp3,"7,13"
511,511,ESL_SP,9781442329423,,25,01Q,N,Quiere ser maestra de preparatoria.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_511.mp3,"9,20"
512,512,ESL_SP,9781442329423,,25,01R,F,She wants to be a high school teacher.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_512.mp3,"9,20"
513,513,ESL_SP,9781442329423,,25,02Q,N,Siempre ha querido ser maestra.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_513.mp3,"9,20"
514,514,ESL_SP,9781442329423,,25,02R,F,She's always wanted to be a teacher.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_514.mp3,"9,20"
515,515,ESL_SP,9781442329423,,25,03Q,N,Busca trabajo.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_515.mp3,"9,20"
516,516,ESL_SP,9781442329423,,25,03R,F,She's looking for a job.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_516.mp3,"9,20"
517,517,ESL_SP,9781442329423,,25,04Q,N,¿Qué tipo de trabajo busca?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_517.mp3,20
518,518,ESL_SP,9781442329423,,25,04R,M,What kind of job is she looking for?,8,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_518.mp3,20
519,519,ESL_SP,9781442329423,,25,05Q,N,El golf toma demasiado tiempo.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_519.mp3,"1,17"
520,520,ESL_SP,9781442329423,,25,05R,F,Golf takes too much time.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_520.mp3,"1,17"
521,521,ESL_SP,9781442329423,,25,06Q,N,Quiere enseñar.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_521.mp3,20
522,522,ESL_SP,9781442329423,,25,06R,F,She wants to teach.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_522.mp3,20
523,523,ESL_SP,9781442329423,,25,07Q,N,Busca trabajo como maestra de historia.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_523.mp3,20
524,524,ESL_SP,9781442329423,,25,07R,F,She's looking for a job as a history teacher.,9,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_524.mp3,20
525,525,ESL_SP,9781442329423,,25,08Q,N,En su tiempo libre está estudiando español.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_525.mp3,"15,20"
526,526,ESL_SP,9781442329423,,25,08R,M,In her spare time she's studying Spanish.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_526.mp3,"15,20"
527,527,ESL_SP,9781442329423,,25,09Q,N,Mi hija quiere ser programadora de computación.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_527.mp3,"5,20"
528,528,ESL_SP,9781442329423,,25,09R,M,My daughter wants to be a computer programmer.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_528.mp3,"5,20"
529,529,ESL_SP,9781442329423,,26,01Q,N,No sé que quiere hacer.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_529.mp3,"1,9"
530,530,ESL_SP,9781442329423,,26,01R,M,I don't know what she wants to do.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_530.mp3,"1,9"
531,531,ESL_SP,9781442329423,,26,02Q,N,Reservé un cuarto por esta noche.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_531.mp3,"9,17,18"
532,532,ESL_SP,9781442329423,,26,02R,M,I reserved a room for tonight.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_532.mp3,"9,17,18"
533,533,ESL_SP,9781442329423,,26,03Q,N,¿Qué hacen sus hijos ahora?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_533.mp3,"1,5,17"
534,534,ESL_SP,9781442329423,,26,03R,F,What are your children doing now?,6,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_534.mp3,"1,5,17"
535,535,ESL_SP,9781442329423,,26,04Q,N,¿Cuándo estará listo?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_535.mp3,"17,18"
536,536,ESL_SP,9781442329423,,26,04R,M,When will it be ready?,5,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_536.mp3,"17,18"
537,537,ESL_SP,9781442329423,,26,05Q,N,Tiene el cuarto treintaicinco.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_537.mp3,"12,18"
538,538,ESL_SP,9781442329423,,26,05R,F,You have room thirty-five.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_538.mp3,"12,18"
539,539,ESL_SP,9781442329423,,26,06Q,N,Quizá vaya a verla más tarde.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_539.mp3,"1,17"
540,540,ESL_SP,9781442329423,,26,06R,M,Maybe I'll go see it later.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_540.mp3,"1,17"
541,541,ESL_SP,9781442329423,,26,07Q,N,Usted reservó un cuarto por una noche.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_541.mp3,"12,18"
542,542,ESL_SP,9781442329423,,26,07R,F,You reserved a room for one night.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_542.mp3,"12,18"
543,543,ESL_SP,9781442329423,,26,08Q,N,¿Tiene equipaje?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_543.mp3,"7,18"
544,544,ESL_SP,9781442329423,,26,08R,F,Do you have any luggage?,5,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_544.mp3,"7,18"
545,545,ESL_SP,9781442329423,,26,09Q,N,Puede estacionar su coche en nustro estacionamiento.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_545.mp3,"9,18"
546,546,ESL_SP,9781442329423,,26,09R,F,You can park your car in our parking garage.,9,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_546.mp3,"9,18"
547,547,ESL_SP,9781442329423,,26,10Q,N,¿Por qué no va por su equipaje?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_547.mp3,18
548,548,ESL_SP,9781442329423,,26,10R,F,Why don't you get your luggage?,6,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_548.mp3,18
549,549,ESL_SP,9781442329423,,26,11Q,N,He aquí su llave electrónica.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_549.mp3,"16,18"
550,550,ESL_SP,9781442329423,,26,11R,F,Here's your key card.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_550.mp3,"16,18"
551,551,ESL_SP,9781442329423,,27,01Q,N,¿Tiene alguna identificación?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_551.mp3,"7,16"
552,552,ESL_SP,9781442329423,,27,01R,F,Do you have some identification?,5,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_552.mp3,"7,16"
553,553,ESL_SP,9781442329423,,27,02Q,N,Tiene una llave de nuestro apartamento.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_553.mp3,9
554,554,ESL_SP,9781442329423,,27,02R,F,He has a key to our apartment.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_554.mp3,9
555,555,ESL_SP,9781442329423,,27,03Q,N,Me gustaría abrir una cuenta.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_555.mp3,"11,16,20"
556,556,ESL_SP,9781442329423,,27,03R,M,I'd like to open an account.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_556.mp3,"11,16,20"
557,557,ESL_SP,9781442329423,,27,04Q,N,Quiero presentarle a mi sobrino.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_557.mp3,"5,10"
558,558,ESL_SP,9781442329423,,27,04R,F,I'd like you to meet my nephew.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_558.mp3,"5,10"
559,559,ESL_SP,9781442329423,,27,05Q,N,Voy a ir allí manejando y me estacionaré en el garaje.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_559.mp3,"9,18"
560,560,ESL_SP,9781442329423,,27,05R,F,I'll drive there and park in the garage.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_560.mp3,"9,18"
561,561,ESL_SP,9781442329423,,27,06Q,N,Ella todavía está en preparatoria.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_561.mp3,"5,20"
562,562,ESL_SP,9781442329423,,27,06R,M,She's still in high school.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_562.mp3,"5,20"
563,563,ESL_SP,9781442329423,,27,07Q,N,Podemos llevar su equipaje al hotel.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_563.mp3,18
564,564,ESL_SP,9781442329423,,27,07R,F,We can take his luggage to the hotel.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_564.mp3,18
565,565,ESL_SP,9781442329423,,27,08Q,N,¿Quiere abrir una cuenta de cheques?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_565.mp3,"11,20"
566,566,ESL_SP,9781442329423,,27,08R,F,You want to open a checking account?,7,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_566.mp3,"11,20"
567,567,ESL_SP,9781442329423,,27,09Q,N,Firme aquí.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_567.mp3,"16,20"
568,568,ESL_SP,9781442329423,,27,09R,F,Sign here.,2,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_568.mp3,"16,20"
569,569,ESL_SP,9781442329423,,27,10Q,N,He aquí su número de la cuenta de cheques.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_569.mp3,"11,16,20"
570,570,ESL_SP,9781442329423,,27,10R,F,Here's your checking account number.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_570.mp3,"11,16,20"
571,571,ESL_SP,9781442329423,,28,01Q,N,Quiero presentárselo.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_571.mp3,"9,13"
572,572,ESL_SP,9781442329423,,28,01R,F,I'd like you to meet him.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_572.mp3,"9,13"
573,573,ESL_SP,9781442329423,,28,02Q,N,¿Perdón?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_573.mp3,"13,16"
