"Control#","Rec #","Lang","Source Audio ISBN-13","Course","Unit Num","Start","Stop","QZ #","line #","Speaker","Cue","#of words","Q or S","Course Name (Source)","Snippet Name","Skills"
"401","401","BP","9781442374140","BrazPort 1","21","","","03Q","","N","This one and that one.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_401.mp3","12,14"
"402","402","BP","9781442374140","BrazPort 1","21","","","03R","","M","Esta e essa.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_402.mp3","12,14"
"403","403","BP","9781442374140","BrazPort 1","21","","","04Q","","N","The milk is cold.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_403.mp3","6,9"
"404","404","BP","9781442374140","BrazPort 1","21","","","04R","","M","O leite está gelado.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_404.mp3","6,9"
"405","405","BP","9781442374140","BrazPort 1","21","","","05Q","","N","They’re friends.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_405.mp3","5,9"
"406","406","BP","9781442374140","BrazPort 1","21","","","05R","","M","Elas são amigas.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_406.mp3","5,9"
"407","407","BP","9781442374140","BrazPort 1","21","","","06Q","","N","Is it one o’clock?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_407.mp3","12,17"
"408","408","BP","9781442374140","BrazPort 1","21","","","06R","","F","É uma hora?","3","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_408.mp3","12,17"
"409","409","BP","9781442374140","BrazPort 1","21","","","07Q","","N","He’s not very sick.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_409.mp3","8,9"
"410","410","BP","9781442374140","BrazPort 1","21","","","07R","","F","Ele não está muito doente.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_410.mp3","8,9"
"411","411","BP","9781442374140","BrazPort 1","21","","","08Q","","N","Not earlier.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_411.mp3","7,17"
"412","412","BP","9781442374140","BrazPort 1","21","","","08R","","M","Não mais cedo.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_412.mp3","7,17"
"413","413","BP","9781442374140","BrazPort 1","21","","","09Q","","N","He’s sick.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_413.mp3","8,16"
"414","414","BP","9781442374140","BrazPort 1","21","","","09R","","F","Ele está doente.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_414.mp3","8,16"
"415","415","BP","9781442374140","BrazPort 1","21","","","10Q","","N","Who is that man?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_415.mp3","7"
"416","416","BP","9781442374140","BrazPort 1","21","","","10R","","F","Quem é esse homem?","4","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_416.mp3","7"
"417","417","BP","9781442374140","BrazPort 1","22","","","01Q","","N","She needs to drink a glass of milk.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_417.mp3","6"
"418","418","BP","9781442374140","BrazPort 1","22","","","01R","","M","Ela precisa beber um copo de leite.","7","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_418.mp3","6"
"419","419","BP","9781442374140","BrazPort 1","22","","","02Q","","N","I know him well.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_419.mp3","7,10"
"420","420","BP","9781442374140","BrazPort 1","22","","","02R","","F","Eu o conheço bem.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_420.mp3","7,10"
"421","421","BP","9781442374140","BrazPort 1","22","","","03Q","","N","He’s a very kind man.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_421.mp3","7,9"
"422","422","BP","9781442374140","BrazPort 1","22","","","03R","","M","Ele é um homem muito gentil.","6","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_422.mp3","7,9"
"423","423","BP","9781442374140","BrazPort 1","22","","","04Q","","N","Do you know him?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_423.mp3","7,10"
"424","424","BP","9781442374140","BrazPort 1","22","","","04R","","M","Você o conhece?","3","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_424.mp3","7,10"
"425","425","BP","9781442374140","BrazPort 1","22","","","05Q","","N","I need the doctor’s number.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_425.mp3","8,12,16"
"426","426","BP","9781442374140","BrazPort 1","22","","","05R","","M","Eu preciso do número do medico.","6","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_426.mp3","8,12,16"
"427","427","BP","9781442374140","BrazPort 1","22","","","06Q","","N","I think so.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_427.mp3","7"
"428","428","BP","9781442374140","BrazPort 1","22","","","06R","","M","Eu acho que sim.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_428.mp3","7"
"429","429","BP","9781442374140","BrazPort 1","22","","","07Q","","N","I don’t think so.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_429.mp3","7"
"430","430","BP","9781442374140","BrazPort 1","22","","","07R","","M","Eu acho que não.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_430.mp3","7"
"431","431","BP","9781442374140","BrazPort 1","22","","","08Q","","N","They are going away.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_431.mp3","9,18"
"432","432","BP","9781442374140","BrazPort 1","22","","","08R","","F","Elas vão embora.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_432.mp3","9,18"
"433","433","BP","9781442374140","BrazPort 1","22","","","09Q","","N","I know a good doctor.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_433.mp3","8,16"
"434","434","BP","9781442374140","BrazPort 1","22","","","09R","","F","Eu conheço um bom médico.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_434.mp3","8,16"
"435","435","BP","9781442374140","BrazPort 1","22","","","10Q","","N","We need a doctor.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_435.mp3","8,16"
"436","436","BP","9781442374140","BrazPort 1","22","","","10R","","M","Nós precisamos de um médico.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_436.mp3","8,16"
"437","437","BP","9781442374140","BrazPort 1","23","","","01Q","","N","What’s he called?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_437.mp3","10"
"438","438","BP","9781442374140","BrazPort 1","23","","","01R","","M","Como ele se chama?","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_438.mp3","10"
"439","439","BP","9781442374140","BrazPort 1","23","","","02Q","","N","That street is located far from here.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_439.mp3","4,9"
"440","440","BP","9781442374140","BrazPort 1","23","","","02R","","M","Essa rua fica longe daqui.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_440.mp3","4,9"
"441","441","BP","9781442374140","BrazPort 1","23","","","03Q","","N","I know where he lives.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_441.mp3","4,9"
"442","442","BP","9781442374140","BrazPort 1","23","","","03R","","F","Eu sei onde ele mora.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_442.mp3","4,9"
"443","443","BP","9781442374140","BrazPort 1","23","","","04Q","","N","Not far from here.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_443.mp3","4,18"
"444","444","BP","9781442374140","BrazPort 1","23","","","04R","","F","Não longe daqui.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_444.mp3","4,18"
"445","445","BP","9781442374140","BrazPort 1","23","","","05Q","","N","What do you think?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_445.mp3","7"
"446","446","BP","9781442374140","BrazPort 1","23","","","05R","","F","O que você acha?","3","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_446.mp3","7"
"447","447","BP","9781442374140","BrazPort 1","23","","","06Q","","N","It’s located close by.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_447.mp3","4,18"
"448","448","BP","9781442374140","BrazPort 1","23","","","06R","","F","Fica perto.","2","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_448.mp3","4,18"
"449","449","BP","9781442374140","BrazPort 1","23","","","07Q","","N","Which is it?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_449.mp3","7,9"
"450","450","BP","9781442374140","BrazPort 1","23","","","07R","","M","Qual é?","2","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_450.mp3","7,9"
"451","451","BP","9781442374140","BrazPort 1","23","","","08Q","","N","Where does he live?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_451.mp3","4,9,10"
"452","452","BP","9781442374140","BrazPort 1","23","","","08R","","M","Onde ele mora?","3","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_452.mp3","4,9,10"
"453","453","BP","9781442374140","BrazPort 1","23","","","09Q","","N","Here it is.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_453.mp3","7,13,14"
"454","454","BP","9781442374140","BrazPort 1","23","","","09R","","F","Está aqui.","2","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_454.mp3","7,13,14"
"455","455","BP","9781442374140","BrazPort 1","23","","","10Q","","N","I don’t remember.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_455.mp3","7"
"456","456","BP","9781442374140","BrazPort 1","23","","","10R","","F","Eu não me lembro.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_456.mp3","7"
"457","457","BP","9781442374140","BrazPort 1","24","","","01Q","","N","What is your name?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_457.mp3","7,10,16"
"458","458","BP","9781442374140","BrazPort 1","24","","","01R","","F","Como você se chama?","4","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_458.mp3","7,10,16"
"459","459","BP","9781442374140","BrazPort 1","24","","","02Q","","N","That’s my address.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_459.mp3","4,9,18"
"460","460","BP","9781442374140","BrazPort 1","24","","","02R","","M","Esse é o meu endereço.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_460.mp3","4,9,18"
"461","461","BP","9781442374140","BrazPort 1","24","","","03Q","","N","Where do you live?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_461.mp3","4,9,10"
"462","462","BP","9781442374140","BrazPort 1","24","","","03R","","F","Onde você mora?","3","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_462.mp3","4,9,10"
"463","463","BP","9781442374140","BrazPort 1","24","","","04Q","","N","I can write down the address.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_463.mp3","4,18"
"464","464","BP","9781442374140","BrazPort 1","24","","","04R","","M","Eu posso escrever o endereço.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_464.mp3","4,18"
"465","465","BP","9781442374140","BrazPort 1","24","","","05Q","","N","Go on this way.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_465.mp3","4"
"466","466","BP","9781442374140","BrazPort 1","24","","","05R","","M","Siga por aqui.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_466.mp3","4"
"467","467","BP","9781442374140","BrazPort 1","24","","","06Q","","N","That way.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_467.mp3","4"
"468","468","BP","9781442374140","BrazPort 1","24","","","06R","","F","Por lá.","2","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_468.mp3","4"
"469","469","BP","9781442374140","BrazPort 1","24","","","07Q","","N","Go on always straight ahead.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_469.mp3","4,17"
"470","470","BP","9781442374140","BrazPort 1","24","","","07R","","M","Siga sempre em frente.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_470.mp3","4,17"
"471","471","BP","9781442374140","BrazPort 1","25","","","01Q","","N","I study in order to learn.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_471.mp3","1,10"
"472","472","BP","9781442374140","BrazPort 1","25","","","01R","","F","Eu estudo para aprender.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_472.mp3","1,10"
"473","473","BP","9781442374140","BrazPort 1","25","","","02Q","","N","Can we study together?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_473.mp3","1,9"
"474","474","BP","9781442374140","BrazPort 1","25","","","02R","","F","Nós podemos estudar juntos?","4","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_474.mp3","1,9"
"475","475","BP","9781442374140","BrazPort 1","25","","","03Q","","N","What does this word mean?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_475.mp3","7,9,15"
"476","476","BP","9781442374140","BrazPort 1","25","","","03R","","M","O que esta palavra quer dizer?","5","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_476.mp3","7,9,15"
"477","477","BP","9781442374140","BrazPort 1","25","","","04Q","","N","I’m going to see my father.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_477.mp3","1,5"
"478","478","BP","9781442374140","BrazPort 1","25","","","04R","","F","Eu vou ver o meu pai.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_478.mp3","1,5"
"479","479","BP","9781442374140","BrazPort 1","25","","","05Q","","N","I like to study.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_479.mp3","1,10"
"480","480","BP","9781442374140","BrazPort 1","25","","","05R","","M","Eu gosto de estudar.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_480.mp3","1,10"
"481","481","BP","9781442374140","BrazPort 1","25","","","06Q","","N","I want to see the doctor.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_481.mp3","8,16"
"482","482","BP","9781442374140","BrazPort 1","25","","","06R","","M","Eu quero ver o médico.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_482.mp3","8,16"
"483","483","BP","9781442374140","BrazPort 1","25","","","07Q","","N","What does it mean?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_483.mp3","7,15"
"484","484","BP","9781442374140","BrazPort 1","25","","","07R","","M","O que quer dizer?","3","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_484.mp3","7,15"
"485","485","BP","9781442374140","BrazPort 1","25","","","08Q","","N","Is it located near to here?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_485.mp3","4,18"
"486","486","BP","9781442374140","BrazPort 1","25","","","08R","","M","Fica perto daqui?","3","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_486.mp3","4,18"
"487","487","BP","9781442374140","BrazPort 1","25","","","09Q","","N","Quite close.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_487.mp3","4"
"488","488","BP","9781442374140","BrazPort 1","25","","","09R","","F","Bem perto.","2","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_488.mp3","4"
"489","489","BP","9781442374140","BrazPort 1","26","","","01Q","","N","Can I go with you?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_489.mp3","1,9,18"
"490","490","BP","9781442374140","BrazPort 1","26","","","01R","","F","Eu posso ir com você?","5","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_490.mp3","1,9,18"
"491","491","BP","9781442374140","BrazPort 1","26","","","02Q","","N","You saw him a lot?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_491.mp3","7"
"492","492","BP","9781442374140","BrazPort 1","26","","","02R","","F","Você o viu muito?","4","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_492.mp3","7"
"493","493","BP","9781442374140","BrazPort 1","26","","","03Q","","N","Come if you wish.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_493.mp3","7,13"
"494","494","BP","9781442374140","BrazPort 1","26","","","03R","","F","Venha se você quiser.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_494.mp3","7,13"
"495","495","BP","9781442374140","BrazPort 1","26","","","04Q","","N","I saw him.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_495.mp3","9"
"496","496","BP","9781442374140","BrazPort 1","26","","","04R","","M","Eu o vi.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_496.mp3","9"
"497","497","BP","9781442374140","BrazPort 1","26","","","05Q","","N","Come with me.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_497.mp3","1,18"
"498","498","BP","9781442374140","BrazPort 1","26","","","05R","","M","Venha comigo.","2","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_498.mp3","1,18"
"499","499","BP","9781442374140","BrazPort 1","26","","","06Q","","N","There’s no time now.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_499.mp3","7,17"
"500","500","BP","9781442374140","BrazPort 1","26","","","06R","","M","Não há tempo agora.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_500.mp3","7,17"
"501","501","BP","9781442374140","BrazPort 1","26","","","07Q","","N","I want to go now.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_501.mp3","1,17"
"502","502","BP","9781442374140","BrazPort 1","26","","","07R","","M","Eu quero ir agora.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_502.mp3","1,17"
"503","503","BP","9781442374140","BrazPort 1","26","","","08Q","","N","You don’t need to study.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_503.mp3","1"
"504","504","BP","9781442374140","BrazPort 1","26","","","08R","","M","Você não precisa estudar.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_504.mp3","1"
"505","505","BP","9781442374140","BrazPort 1","26","","","09Q","","N","You can come with me.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_505.mp3","1,13"
"506","506","BP","9781442374140","BrazPort 1","26","","","09R","","M","Você pode vir comigo.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_506.mp3","1,13"
"507","507","BP","9781442374140","BrazPort 1","26","","","10Q","","N","I want to come.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_507.mp3","1,7"
"508","508","BP","9781442374140","BrazPort 1","26","","","10R","","F","Eu quero vir.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_508.mp3","1,7"
"509","509","BP","9781442374140","BrazPort 1","26","","","11Q","","N","Bye.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_509.mp3","7,10"
"510","510","BP","9781442374140","BrazPort 1","26","","","11R","","F","Tchau.","1","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_510.mp3","7,10"
"511","511","BP","9781442374140","BrazPort 1","26","","","12Q","","N","To your house?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_511.mp3","1,4"
"512","512","BP","9781442374140","BrazPort 1","26","","","12R","","F","À sua casa?","3","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_512.mp3","1,4"
"513","513","BP","9781442374140","BrazPort 1","26","","","13Q","","N","Come to his house.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_513.mp3","1,4"
"514","514","BP","9781442374140","BrazPort 1","26","","","13R","","F","Venha à casa dele.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_514.mp3","1,4"
"515","515","BP","9781442374140","BrazPort 1","27","","","01Q","","N","It’s a very good film.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_515.mp3","1,9"
"516","516","BP","9781442374140","BrazPort 1","27","","","01R","","F","É um filme muito bom.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_516.mp3","1,9"
"517","517","BP","9781442374140","BrazPort 1","27","","","02Q","","N","I told him lots of things.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_517.mp3","9"
"518","518","BP","9781442374140","BrazPort 1","27","","","02R","","F","Eu lhe disse muitas coisas.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_518.mp3","9"
"519","519","BP","9781442374140","BrazPort 1","27","","","03Q","","N","You already told him many times.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_519.mp3","9,17"
"520","520","BP","9781442374140","BrazPort 1","27","","","03R","","M","Você já lhe disse muitas vezes.","6","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_520.mp3","9,17"
"521","521","BP","9781442374140","BrazPort 1","27","","","04Q","","N","Is your father at home?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_521.mp3","5"
"522","522","BP","9781442374140","BrazPort 1","27","","","04R","","F","O seu pai está em casa?","5","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_522.mp3","5"
"523","523","BP","9781442374140","BrazPort 1","27","","","05Q","","N","Then I’ll go alone.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_523.mp3","1,9,18"
"524","524","BP","9781442374140","BrazPort 1","27","","","05R","","F","Então eu vou sozinha.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_524.mp3","1,9,18"
"525","525","BP","9781442374140","BrazPort 1","27","","","06Q","","N","I already know it.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_525.mp3","7,9"
"526","526","BP","9781442374140","BrazPort 1","27","","","06R","","F","Eu já o conheço.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_526.mp3","7,9"
"527","527","BP","9781442374140","BrazPort 1","27","","","07Q","","N","I’m going to see a movie.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_527.mp3","1"
"528","528","BP","9781442374140","BrazPort 1","27","","","07R","","F","Eu vou ver um filme.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_528.mp3","1"
"529","529","BP","9781442374140","BrazPort 1","27","","","08Q","","N","I spoke with him today.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_529.mp3","1,17"
"530","530","BP","9781442374140","BrazPort 1","27","","","08R","","M","Eu falei come ele hoje.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_530.mp3","1,17"
"531","531","BP","9781442374140","BrazPort 1","27","","","09Q","","N","I saw him and spoke with him.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_531.mp3","1,9"
"532","532","BP","9781442374140","BrazPort 1","27","","","09R","","M","Eu o vi e falei com ele.","7","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_532.mp3","1,9"
"533","533","BP","9781442374140","BrazPort 1","27","","","10Q","","N","I spoke of the film.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_533.mp3","1"
"534","534","BP","9781442374140","BrazPort 1","27","","","10R","","F","Eu falei do filme.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_534.mp3","1"
