"Rec #","Lang","ISBN-13","Course","Unit Num","start","stop","QZ #","line #","spkr","Cue","#of words","Q or S","Course Name (Source)","Skills"
"476","IT","978-1-4423-4866-0","Italian Level 1","24","0:20:33","0:20:34","09R","222","F","Se prende la strada giusta.","5","S","Italian Phase 1, Units 1 - 30 (2002)","4"
"477","IT","978-1-4423-4866-0","Italian Level 1","25","0:02:18","0:02:21","01Q","39","N","Which is the road to go to Florence?","","","Italian Phase 1, Units 1 - 30 (2002)","4,18"
"478","IT","978-1-4423-4866-0","Italian Level 1","25","0:02:25","0:02:27","01R","40","M","Qual’è la strada per andare a Firenze?","7","Q","Italian Phase 1, Units 1 - 30 (2002)","4,18"
"479","IT","978-1-4423-4866-0","Italian Level 1","25","0:08:58","0:08:58","02Q","114","N","Why?","","","Italian Phase 1, Units 1 - 30 (2002)","7"
"480","IT","978-1-4423-4866-0","Italian Level 1","25","0:09:01","0:09:02","02R","115","M","Perché?","1","Q","Italian Phase 1, Units 1 - 30 (2002)","7"
"481","IT","978-1-4423-4866-0","Italian Level 1","25","0:09:32","0:09:33","03Q","121","N","Because.","","","Italian Phase 1, Units 1 - 30 (2002)","7"
"482","IT","978-1-4423-4866-0","Italian Level 1","25","0:09:36","0:09:36","03R","122","M","Perché.","1","S","Italian Phase 1, Units 1 - 30 (2002)","7"
"483","IT","978-1-4423-4866-0","Italian Level 1","25","0:11:45","0:11:47","04Q","146","N","The stores are closed.","","","Italian Phase 1, Units 1 - 30 (2002)","14,16"
"484","IT","978-1-4423-4866-0","Italian Level 1","25","0:11:50","0:11:51","04R","147","F","I negozi sono chiusi.","4","S","Italian Phase 1, Units 1 - 30 (2002)","14,16"
"485","IT","978-1-4423-4866-0","Italian Level 1","25","0:14:05","0:14:07","05Q","168","N","The department store is open.","","","Italian Phase 1, Units 1 - 30 (2002)","14"
"486","IT","978-1-4423-4866-0","Italian Level 1","25","0:14:12","0:14:14","05R","169","M","Il grande magazzino è aperto.","5","S","Italian Phase 1, Units 1 - 30 (2002)","14"
"487","IT","978-1-4423-4866-0","Italian Level 1","25","0:16:59","0:17:00","06Q","195","N","Because it’s late.","","","Italian Phase 1, Units 1 - 30 (2002)","7,17"
"488","IT","978-1-4423-4866-0","Italian Level 1","25","0:17:04","0:17:05","06R","196","F","Perché è tardi.","3","S","Italian Phase 1, Units 1 - 30 (2002)","7,17"
"489","IT","978-1-4423-4866-0","Italian Level 1","25","0:19:50","0:19:52","07Q","235","N","I want to buy something.","","","Italian Phase 1, Units 1 - 30 (2002)","14,16"
"490","IT","978-1-4423-4866-0","Italian Level 1","25","0:19:56","0:19:57","07R","236","M","Voglio comprare qualcosa.","3","S","Italian Phase 1, Units 1 - 30 (2002)","14,16"
"491","IT","978-1-4423-4866-0","Italian Level 1","25","0:22:02","0:22:03","08Q","257","N","Something for my wife.","","","Italian Phase 1, Units 1 - 30 (2002)","5"
"492","IT","978-1-4423-4866-0","Italian Level 1","25","0:22:08","0:22:09","08R","258","M","Qualcosa per mia moglie.","4","S","Italian Phase 1, Units 1 - 30 (2002)","5"
"493","IT","978-1-4423-4866-0","Italian Level 1","25","0:22:54","0:22:55","09Q","265","N","That’s not a lot.","","","Italian Phase 1, Units 1 - 30 (2002)","7,12"
"494","IT","978-1-4423-4866-0","Italian Level 1","25","0:22:58","0:22:59","09R","266","F","Non è molto.","3","S","Italian Phase 1, Units 1 - 30 (2002)","7,12"
"495","IT","978-1-4423-4866-0","Italian Level 1","26","0:05:16","0:05:17","01Q","74","N","Bring lots of money.","","","Italian Phase 1, Units 1 - 30 (2002)","11"
"496","IT","978-1-4423-4866-0","Italian Level 1","26","0:05:20","0:05:21","01R","75","M","Porti molti soldi.","3","S","Italian Phase 1, Units 1 - 30 (2002)","11"
"497","IT","978-1-4423-4866-0","Italian Level 1","26","0:06:10","0:06:11","02Q","81","N","I’m taking the car.","","","Italian Phase 1, Units 1 - 30 (2002)","16,18"
"498","IT","978-1-4423-4866-0","Italian Level 1","26","0:06:14","0:06:15","02R","82","F","Prendo la macchina.","3","S","Italian Phase 1, Units 1 - 30 (2002)","16,18"
"499","IT","978-1-4423-4866-0","Italian Level 1","26","0:14:09","0:14:11","03Q","160","N","I have a few friends there.","","","Italian Phase 1, Units 1 - 30 (2002)","5,12"
"500","IT","978-1-4423-4866-0","Italian Level 1","26","0:14:14","0:14:16","03R","161","F","Ho alcuni amici lì.","4","S","Italian Phase 1, Units 1 - 30 (2002)","5,12"
"501","IT","978-1-4423-4866-0","Italian Level 1","26","0:15:12","0:15:14","04Q","171","N","I’m going to visit some friends.","","","Italian Phase 1, Units 1 - 30 (2002)","1,5,18"
"502","IT","978-1-4423-4866-0","Italian Level 1","26","0:15:18","0:15:19","04R","172","F","Vado a trovare degli amici.","5","S","Italian Phase 1, Units 1 - 30 (2002)","1,5,18"
"503","IT","978-1-4423-4866-0","Italian Level 1","26","0:16:55","0:16:56","05Q","187","N","Where does your friend live?","","","Italian Phase 1, Units 1 - 30 (2002)","4,5"
"504","IT","978-1-4423-4866-0","Italian Level 1","26","0:17:00","0:17:02","05R","188","F","Dove abita il Suo amico?","5","Q","Italian Phase 1, Units 1 - 30 (2002)","4,5"
"505","IT","978-1-4423-4866-0","Italian Level 1","26","0:17:38","0:17:39","06Q","194","N","Where are the department stores?","","","Italian Phase 1, Units 1 - 30 (2002)","4,14"
"506","IT","978-1-4423-4866-0","Italian Level 1","26","0:17:44","0:17:46","06R","195","F","Dove sono i grandi magazzini?","5","Q","Italian Phase 1, Units 1 - 30 (2002)","4,14"
"507","IT","978-1-4423-4866-0","Italian Level 1","26","0:19:30","0:19:31","07Q","213","N","And then straight ahead.","","","Italian Phase 1, Units 1 - 30 (2002)","4"
"508","IT","978-1-4423-4866-0","Italian Level 1","26","0:19:34","0:19:35","07R","214","M","E poi diritto.","3","S","Italian Phase 1, Units 1 - 30 (2002)","4"
"509","IT","978-1-4423-4866-0","Italian Level 1","26","0:19:59","0:20:01","08Q","219","N","I’m spending three days there.","","","Italian Phase 1, Units 1 - 30 (2002)","12,18"
"510","IT","978-1-4423-4866-0","Italian Level 1","26","0:20:04","0:20:05","08R","220","F","Passo tre giorni lì.","4","S","Italian Phase 1, Units 1 - 30 (2002)","12,18"
"511","IT","978-1-4423-4866-0","Italian Level 1","26","0:20:51","0:20:52","09Q","226","N","I’m going to work a little.","","","Italian Phase 1, Units 1 - 30 (2002)","12"
"512","IT","978-1-4423-4866-0","Italian Level 1","26","0:20:56","0:20:57","09R","227","F","Vado a lavorare un po’.","5","S","Italian Phase 1, Units 1 - 30 (2002)","12"
"513","IT","978-1-4423-4866-0","Italian Level 1","26","0:23:22","0:23:24","10Q","254","N","At what time would you like to eat?","","","Italian Phase 1, Units 1 - 30 (2002)","6,17"
"514","IT","978-1-4423-4866-0","Italian Level 1","26","0:23:32","0:23:35","10R","255","M","A che ora vorrebbe mangiare?","4","Q","Italian Phase 1, Units 1 - 30 (2002)","6,17"
"515","IT","978-1-4423-4866-0","Italian Level 1","27","0:03:40","0:03:41","01Q","58","N","Are you going to work?","","","Italian Phase 1, Units 1 - 30 (2002)","1"
"516","IT","978-1-4423-4866-0","Italian Level 1","27","0:03:44","0:03:45","01R","59","M","Va a lavorare?","3","Q","Italian Phase 1, Units 1 - 30 (2002)","1"
"517","IT","978-1-4423-4866-0","Italian Level 1","27","0:03:52","0:03:53","02Q","60","N","Perhaps.","","","Italian Phase 1, Units 1 - 30 (2002)","7,16"
"518","IT","978-1-4423-4866-0","Italian Level 1","27","0:03:55","0:03:56","02R","61","F","Forse.","1","S","Italian Phase 1, Units 1 - 30 (2002)","7,16"
"519","IT","978-1-4423-4866-0","Italian Level 1","27","0:04:23","0:04:25","03Q","65","N","I believe so.","","","Italian Phase 1, Units 1 - 30 (2002)","7"
"520","IT","978-1-4423-4866-0","Italian Level 1","27","0:04:28","0:04:29","03R","66","F","Credo di sì.","3","S","Italian Phase 1, Units 1 - 30 (2002)","7"
"521","IT","978-1-4423-4866-0","Italian Level 1","27","0:05:20","0:05:21","04Q","75","N","I don’t believe so.","","","Italian Phase 1, Units 1 - 30 (2002)","7"
"522","IT","978-1-4423-4866-0","Italian Level 1","27","0:05:23","0:05:24","04R","76","F","Credo di no.","3","S","Italian Phase 1, Units 1 - 30 (2002)","7"
"523","IT","978-1-4423-4866-0","Italian Level 1","27","0:07:09","0:07:11","05Q","93","N","I would like to go to visit a few friends.","","","Italian Phase 1, Units 1 - 30 (2002)","1,5,12,18"
"524","IT","978-1-4423-4866-0","Italian Level 1","27","0:07:15","0:07:19","05R","94","F","Vorrei andare a trovare alcuni amici.","6","S","Italian Phase 1, Units 1 - 30 (2002)","1,5,12,18"
"525","IT","978-1-4423-4866-0","Italian Level 1","27","0:08:50","0:08:52","06Q","109","N","I believe I’ll spend a few days.","","","Italian Phase 1, Units 1 - 30 (2002)","12,18"
"526","IT","978-1-4423-4866-0","Italian Level 1","27","0:08:56","0:08:58","06R","110","F","Credo di passare alcuni giorni.","5","S","Italian Phase 1, Units 1 - 30 (2002)","12,18"
"527","IT","978-1-4423-4866-0","Italian Level 1","27","0:10:59","0:11:00","07Q","130","N","Would you like to work there?","","","Italian Phase 1, Units 1 - 30 (2002)","1"
"528","IT","978-1-4423-4866-0","Italian Level 1","27","0:11:03","0:11:05","07R","131","M","Vorrebbe lavorare lì?","3","Q","Italian Phase 1, Units 1 - 30 (2002)","1"
"529","IT","978-1-4423-4866-0","Italian Level 1","27","0:14:44","0:14:46","08Q","170","N","Do you know where a department store is?","","","Italian Phase 1, Units 1 - 30 (2002)","4,14"
"530","IT","978-1-4423-4866-0","Italian Level 1","27","0:14:50","0:14:52","08R","171","F","Sa dov’è un grande magazzino?","5","Q","Italian Phase 1, Units 1 - 30 (2002)","4,14"
"531","IT","978-1-4423-4866-0","Italian Level 1","27","0:18:31","0:18:32","09Q","206","N","I think I’ll take my car.","","","Italian Phase 1, Units 1 - 30 (2002)","18"
"532","IT","978-1-4423-4866-0","Italian Level 1","27","0:18:36","0:18:38","09R","207","F","Penso di prendere la mia macchina.","6","S","Italian Phase 1, Units 1 - 30 (2002)","18"
"533","IT","978-1-4423-4866-0","Italian Level 1","27","0:21:09","0:21:11","10Q","234","N","I have some friends there.","","","Italian Phase 1, Units 1 - 30 (2002)","5"
"534","IT","978-1-4423-4866-0","Italian Level 1","27","0:21:14","0:21:15","10R","235","M","Ho degli amici lì.","4","S","Italian Phase 1, Units 1 - 30 (2002)","5"
"535","IT","978-1-4423-4866-0","Italian Level 1","28","0:03:02","0:03:03","01Q","48","N","You don’t believe so.","","","Italian Phase 1, Units 1 - 30 (2002)","7"
"536","IT","978-1-4423-4866-0","Italian Level 1","28","0:03:07","0:03:07","01R","49","F","Crede di no.","3","S","Italian Phase 1, Units 1 - 30 (2002)","7"
"537","IT","978-1-4423-4866-0","Italian Level 1","28","0:09:06","0:09:07","02Q","107","N","Eighty-nine.","","","Italian Phase 1, Units 1 - 30 (2002)","12"
"538","IT","978-1-4423-4866-0","Italian Level 1","28","0:09:10","0:09:11","02R","108","M","Ottantanove.","1","S","Italian Phase 1, Units 1 - 30 (2002)","12"
"539","IT","978-1-4423-4866-0","Italian Level 1","28","0:10:28","0:10:29","03Q","121","N","One hundred eighty.","","","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"540","IT","978-1-4423-4866-0","Italian Level 1","28","0:10:32","0:10:33","03R","122","M","Centottanta.","1","S","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"541","IT","978-1-4423-4866-0","Italian Level 1","28","0:11:34","0:11:34","04Q","135","N","Nothing.","","","Italian Phase 1, Units 1 - 30 (2002)","7,12,16"
"542","IT","978-1-4423-4866-0","Italian Level 1","28","0:11:37","0:11:37","04R","136","M","Niente.","1","S","Italian Phase 1, Units 1 - 30 (2002)","7,12,16"
"543","IT","978-1-4423-4866-0","Italian Level 1","28","0:13:08","0:13:10","05Q","155","N","I don’t have anything.","","","Italian Phase 1, Units 1 - 30 (2002)","7"
"544","IT","978-1-4423-4866-0","Italian Level 1","28","0:13:17","0:13:19","05R","156","F","Non ho niente.","3","S","Italian Phase 1, Units 1 - 30 (2002)","7"
"545","IT","978-1-4423-4866-0","Italian Level 1","28","0:13:54","0:13:55","06Q","163","N","I want nothing.","","","Italian Phase 1, Units 1 - 30 (2002)","7,12,16"
"546","IT","978-1-4423-4866-0","Italian Level 1","28","0:13:58","0:13:59","06R","164","M","Non voglio niente.","3","S","Italian Phase 1, Units 1 - 30 (2002)","7,12,16"
"547","IT","978-1-4423-4866-0","Italian Level 1","28","0:14:14","0:14:15","07Q","167","N","I want to leave.","","","Italian Phase 1, Units 1 - 30 (2002)","7,18"
"548","IT","978-1-4423-4866-0","Italian Level 1","28","0:14:17","0:14:18","07R","168","M","Voglio partire.","2","S","Italian Phase 1, Units 1 - 30 (2002)","7,18"
"549","IT","978-1-4423-4866-0","Italian Level 1","28","0:14:59","0:15:00","08Q","175","N","I’m leaving tomorrow.","","","Italian Phase 1, Units 1 - 30 (2002)","17,18"
"550","IT","978-1-4423-4866-0","Italian Level 1","28","0:15:02","0:15:03","08R","176","M","Parto domani.","2","S","Italian Phase 1, Units 1 - 30 (2002)","17,18"
"551","IT","978-1-4423-4866-0","Italian Level 1","28","0:15:52","0:15:54","09Q","184","N","We’re leaving together.","","","Italian Phase 1, Units 1 - 30 (2002)","7,18"
"552","IT","978-1-4423-4866-0","Italian Level 1","28","0:15:56","0:15:57","09R","185","F","Partiamo insieme.","2","S","Italian Phase 1, Units 1 - 30 (2002)","7,18"
"553","IT","978-1-4423-4866-0","Italian Level 1","28","0:17:21","0:17:22","10Q","202","N","I don’t want to leave.","","","Italian Phase 1, Units 1 - 30 (2002)","7,18"
"554","IT","978-1-4423-4866-0","Italian Level 1","28","0:17:26","0:17:27","10R","203","F","Non voglio partire.","3","S","Italian Phase 1, Units 1 - 30 (2002)","7,18"
"555","IT","978-1-4423-4866-0","Italian Level 1","28","0:19:35","0:19:36","11Q","228","N","As you wish.","","","Italian Phase 1, Units 1 - 30 (2002)","7,13"
"556","IT","978-1-4423-4866-0","Italian Level 1","28","0:19:39","0:19:39","11R","229","F","Come vuole.","2","S","Italian Phase 1, Units 1 - 30 (2002)","7,13"
"557","IT","978-1-4423-4866-0","Italian Level 1","28","0:21:36","0:21:37","12Q","253","N","I’m leaving alone.","","","Italian Phase 1, Units 1 - 30 (2002)","7,18"
"558","IT","978-1-4423-4866-0","Italian Level 1","28","0:21:40","0:21:41","12R","254","M","Parto solo.","2","S","Italian Phase 1, Units 1 - 30 (2002)","7,18"
"559","IT","978-1-4423-4866-0","Italian Level 1","29","0:08:36","0:08:37","01Q","111","N","What does that mean?","","","Italian Phase 1, Units 1 - 30 (2002)","7,15,16"
"560","IT","978-1-4423-4866-0","Italian Level 1","29","0:08:39","0:08:40","01R","112","M","Che cosa vuol dire?","4","Q","Italian Phase 1, Units 1 - 30 (2002)","7,15,16"
"561","IT","978-1-4423-4866-0","Italian Level 1","29","0:14:26","0:14:28","02Q","160","N","We’ve been here since a few days.","","","Italian Phase 1, Units 1 - 30 (2002)","12,18"
"562","IT","978-1-4423-4866-0","Italian Level 1","29","0:14:31","0:14:32","02R","161","M","Siamo qui da alcuni giorni.","5","S","Italian Phase 1, Units 1 - 30 (2002)","12,18"
"563","IT","978-1-4423-4866-0","Italian Level 1","29","0:15:32","0:15:33","03Q","171","N","Since how long?","","","Italian Phase 1, Units 1 - 30 (2002)","16,17"
"564","IT","978-1-4423-4866-0","Italian Level 1","29","0:15:38","0:15:39","03R","172","F","Da quanto tempo?","3","Q","Italian Phase 1, Units 1 - 30 (2002)","16,17"
"565","IT","978-1-4423-4866-0","Italian Level 1","29","0:16:18","0:16:19","04Q","177","N","Since a few days.","","","Italian Phase 1, Units 1 - 30 (2002)","12,18"
"566","IT","978-1-4423-4866-0","Italian Level 1","29","0:16:22","0:16:23","04R","178","M","Da alcuni giorni.","3","S","Italian Phase 1, Units 1 - 30 (2002)","12,18"
"567","IT","978-1-4423-4866-0","Italian Level 1","29","0:16:27","0:16:28","05Q","179","N","For how long are you staying?","","","Italian Phase 1, Units 1 - 30 (2002)","17,18"
"568","IT","978-1-4423-4866-0","Italian Level 1","29","0:16:31","0:16:32","05R","180","F","Per quanto tempo resta?","4","Q","Italian Phase 1, Units 1 - 30 (2002)","17,18"
"569","IT","978-1-4423-4866-0","Italian Level 1","29","0:18:32","0:18:33","06Q","196","N","I want to stay here.","","","Italian Phase 1, Units 1 - 30 (2002)","18"
"570","IT","978-1-4423-4866-0","Italian Level 1","29","0:18:37","0:18:38","06R","197","M","Voglio restare qui.","3","S","Italian Phase 1, Units 1 - 30 (2002)","18"
"571","IT","978-1-4423-4866-0","Italian Level 1","29","0:19:03","0:19:05","07Q","202","N","We’re staying for a few days.","","","Italian Phase 1, Units 1 - 30 (2002)","12,18"
"572","IT","978-1-4423-4866-0","Italian Level 1","29","0:19:08","0:19:09","07R","203","M","Restiamo per alcuni giorni.","4","S","Italian Phase 1, Units 1 - 30 (2002)","12,18"
"573","IT","978-1-4423-4866-0","Italian Level 1","29","0:21:25","0:21:26","08Q","223","N","We don’t have much time.","","","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"574","IT","978-1-4423-4866-0","Italian Level 1","29","0:21:30","0:21:32","08R","224","M","Non abbiamo molto tempo.","4","S","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"575","IT","978-1-4423-4866-0","Italian Level 1","29","0:21:41","0:21:43","09Q","226","N","We can’t stay.","","","Italian Phase 1, Units 1 - 30 (2002)","18"
"576","IT","978-1-4423-4866-0","Italian Level 1","29","0:21:46","0:21:48","09R","227","M","Non possiamo restare.","3","S","Italian Phase 1, Units 1 - 30 (2002)","18"
"577","IT","978-1-4423-4866-0","Italian Level 1","29","0:22:25","0:22:27","10Q","233","N","I don’t know what it means.","","","Italian Phase 1, Units 1 - 30 (2002)","15,16"
"578","IT","978-1-4423-4866-0","Italian Level 1","29","0:22:31","0:22:33","10R","234","F","Non so che cosa vuol dire.","6","S","Italian Phase 1, Units 1 - 30 (2002)","15,16"
"579","IT","978-1-4423-4866-0","Italian Level 1","30","0:10:56","0:10:57","01Q","120","N","I bought something.","","","Italian Phase 1, Units 1 - 30 (2002)","14"
"580","IT","978-1-4423-4866-0","Italian Level 1","30","0:11:00","0:11:01","01R","121","F","Ho comprato qualcosa.","3","S","Italian Phase 1, Units 1 - 30 (2002)","14"
"581","IT","978-1-4423-4866-0","Italian Level 1","30","0:11:18","0:11:19","02Q","123","N","What did you buy yesterday?","","","Italian Phase 1, Units 1 - 30 (2002)","14,17"
"582","IT","978-1-4423-4866-0","Italian Level 1","30","0:11:22","0:11:23","02R","124","M","Che cosa ha comprato ieri?","5","Q","Italian Phase 1, Units 1 - 30 (2002)","14,17"
"583","IT","978-1-4423-4866-0","Italian Level 1","30","0:18:22","0:18:22","03Q","192","N","Do you like wine?","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"584","IT","978-1-4423-4866-0","Italian Level 1","30","0:18:29","0:18:30","03R","193","M","Le piace il vino?","4","Q","Italian Phase 1, Units 1 - 30 (2002)","6"
"585","IT","978-1-4423-4866-0","Italian Level 1","30","0:19:28","0:19:29","04Q","202","N","I like to eat.","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"586","IT","978-1-4423-4866-0","Italian Level 1","30","0:19:33","0:19:34","04R","203","F","Mi piace mangiare.","3","S","Italian Phase 1, Units 1 - 30 (2002)","6"
"587","IT","978-1-4423-4866-0","Italian Level 1","30","0:22:46","0:22:47","05Q","236","N","I don’t like to eat alone.","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"588","IT","978-1-4423-4866-0","Italian Level 1","30","0:22:52","0:22:53","05R","237","F","Non mi piace mangiare sola.","5","S","Italian Phase 1, Units 1 - 30 (2002)","6"
"589","IT","978-1-4423-4866-0","Italian Level 1","30","0:24:46","0:24:47","06Q","258","N","What do you like to drink?","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"590","IT","978-1-4423-4866-0","Italian Level 1","30","0:24:50","0:24:51","06R","259","M","Che cosa Le piace bere?","5","Q","Italian Phase 1, Units 1 - 30 (2002)","6"
"591","IT","978-1-4423-4866-0","Italian Level 1","30","0:25:24","0:25:25","07Q","264","N","Did you buy a hat?","","","Italian Phase 1, Units 1 - 30 (2002)","14"
"592","IT","978-1-4423-4866-0","Italian Level 1","30","0:25:29","0:25:30","07R","265","M","Ha comprato un cappello?","4","Q","Italian Phase 1, Units 1 - 30 (2002)","14"
"593","IT","978-1-4423-4866-0","Italian Level 1","30","0:27:02","0:27:03","08Q","280","N","How’s it going?","","","Italian Phase 1, Units 1 - 30 (2002)","10,13"
"594","IT","978-1-4423-4866-0","Italian Level 1","30","0:27:05","0:27:06","08R","281","M","Come va?","2","Q","Italian Phase 1, Units 1 - 30 (2002)","10,13"
"595","IT","978-1-4423-4866-0","Italian Level 1","30","0:27:11","0:27:12","09Q","282","N","Not too bad.","","","Italian Phase 1, Units 1 - 30 (2002)","10"
"596","IT","978-1-4423-4866-0","Italian Level 1","30","0:27:15","0:27:16","09R","283","F","Non c’è male.","3","S","Italian Phase 1, Units 1 - 30 (2002)","10"
"597","IT","978-1-4423-4866-0","Italian Level 1","30","0:27:54","0:27:56","10Q","290","N","And I bought lots of things.","","","Italian Phase 1, Units 1 - 30 (2002)","14"
"598","IT","978-1-4423-4866-0","Italian Level 1","30","0:28:00","0:28:02","10R","291","F","Ed ho comprato molte cose.","5","S","Italian Phase 1, Units 1 - 30 (2002)","14"
