Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,Cluster,QZ #,Speaker,Cue,Snippet Name,Skills
1521,1521,GR,978-1-4423-7056-2,German 4,24,,,U24-07,07Q_A,N,There’s an article that you should read.,9781442370562_German_4_QZ_1521.mp3,1
1522,1522,GR,978-1-4423-7056-2,German 4,24,,,U24-07,07R_A,M,"Es gibt einen Artikel, den du lesen solltest.",9781442370562_German_4_QZ_1522.mp3,1
1523,1523,GR,978-1-4423-7056-2,German 4,24,,,U24-07,07Q_B,N,There’s an article that you have to read.,9781442370562_German_4_QZ_1523.mp3,1
1524,1524,GR,978-1-4423-7056-2,German 4,24,,,U24-07,07R_B,F,"Es gibt einen Artikel, den du lesen musst.",9781442370562_German_4_QZ_1524.mp3,1
1525,1525,GR,978-1-4423-7056-2,German 4,24,,,U24-07,07Q_C,N,There’s no article that you have to read.,9781442370562_German_4_QZ_1525.mp3,1
1526,1526,GR,978-1-4423-7056-2,German 4,24,,,U24-07,07R_C,M,"Es gibt keinen Artikel, den du lesen musst.",9781442370562_German_4_QZ_1526.mp3,1
1527,1527,GR,978-1-4423-7056-2,German 4,24,,,U24-07,07Q_D,N,There’s an article that you can read.,9781442370562_German_4_QZ_1527.mp3,1
1528,1528,GR,978-1-4423-7056-2,German 4,24,,,U24-07,07R_D,F,"Es gibt einen Artikel, den du lesen kannst.",9781442370562_German_4_QZ_1528.mp3,1
1529,1529,GR,978-1-4423-7056-2,German 4,24,,,U24-08,08Q_A,N,The city lies not far distant from the mountains.,9781442370562_German_4_QZ_1529.mp3,"4,9,18"
1530,1530,GR,978-1-4423-7056-2,German 4,24,,,U24-08,08R_A,M,Die Stadt liegt nicht weit von den Bergen entfernt.,9781442370562_German_4_QZ_1530.mp3,"4,9,18"
1531,1531,GR,978-1-4423-7056-2,German 4,24,,,U24-08,08Q_B,N,The city lies not far distant from the Black Forest.,9781442370562_German_4_QZ_1531.mp3,"4,9,18"
1532,1532,GR,978-1-4423-7056-2,German 4,24,,,U24-08,08R_B,F,Die Stadt liegt nicht weit vom Schwarzwald entfernt.,9781442370562_German_4_QZ_1532.mp3,"4,9,18"
1533,1533,GR,978-1-4423-7056-2,German 4,24,,,U24-08,08Q_C,N,The city lies pretty far distant from the mountains.,9781442370562_German_4_QZ_1533.mp3,"4,9,18"
1534,1534,GR,978-1-4423-7056-2,German 4,24,,,U24-08,08R_C,M,Die Stadt liegt ziemlich weit von den Bergen entfernt.,9781442370562_German_4_QZ_1534.mp3,"4,9,18"
1535,1535,GR,978-1-4423-7056-2,German 4,24,,,U24-08,08Q_D,N,The city lies pretty far distant from the Black Forest.,9781442370562_German_4_QZ_1535.mp3,"4,9,18"
1536,1536,GR,978-1-4423-7056-2,German 4,24,,,U24-08,08R_D,F,Die Stadt liegt ziemlich weit vom Schwarzwald entfernt.,9781442370562_German_4_QZ_1536.mp3,"4,9,18"
1537,1537,GR,978-1-4423-7056-2,German 4,25,,,U25-01,01Q_A,N,This morning I tripped.,9781442370562_German_4_QZ_1537.mp3,"8,17,18"
1538,1538,GR,978-1-4423-7056-2,German 4,25,,,U25-01,01R_A,M,Heute Morgen bin ich gestolpert.,9781442370562_German_4_QZ_1538.mp3,"8,17,18"
1539,1539,GR,978-1-4423-7056-2,German 4,25,,,U25-01,01Q_B,N,This morning I went hiking.,9781442370562_German_4_QZ_1539.mp3,"1,17"
1540,1540,GR,978-1-4423-7056-2,German 4,25,,,U25-01,01R_B,F,Heute Morgen bin ich gewandert.,9781442370562_German_4_QZ_1540.mp3,"1,17"
1541,1541,GR,978-1-4423-7056-2,German 4,25,,,U25-01,01Q_C,N,This morning I arrived.,9781442370562_German_4_QZ_1541.mp3,"1,17,18"
1542,1542,GR,978-1-4423-7056-2,German 4,25,,,U25-01,01R_C,M,Heute Morgen bin ich angekommen.,9781442370562_German_4_QZ_1542.mp3,"1,17,18"
1543,1543,GR,978-1-4423-7056-2,German 4,25,,,U25-01,01Q_D,N,This morning I went there.,9781442370562_German_4_QZ_1543.mp3,"1,17,18"
1544,1544,GR,978-1-4423-7056-2,German 4,25,,,U25-01,01R_D,F,Heute Morgen bin ich dorthin gefahren.,9781442370562_German_4_QZ_1544.mp3,"1,17,18"
1545,1545,GR,978-1-4423-7056-2,German 4,25,,,U25-02,02Q_A,N,I have almost no more cash.,9781442370562_German_4_QZ_1545.mp3,"11,12,14"
1546,1546,GR,978-1-4423-7056-2,German 4,25,,,U25-02,02R_A,M,Ich habe fast kein Bargeld mehr.,9781442370562_German_4_QZ_1546.mp3,"11,12,14"
1547,1547,GR,978-1-4423-7056-2,German 4,25,,,U25-02,02Q_B,N,I have almost no more money.,9781442370562_German_4_QZ_1547.mp3,"11,12,14"
1548,1548,GR,978-1-4423-7056-2,German 4,25,,,U25-02,02R_B,F,Ich habe fast kein Geld mehr.,9781442370562_German_4_QZ_1548.mp3,"11,12,14"
1549,1549,GR,978-1-4423-7056-2,German 4,25,,,U25-02,02Q_C,N,I have almost enough cash.,9781442370562_German_4_QZ_1549.mp3,"11,12,14"
1550,1550,GR,978-1-4423-7056-2,German 4,25,,,U25-02,02R_C,M,Ich habe fast genug Bargeld.,9781442370562_German_4_QZ_1550.mp3,"11,12,14"
1551,1551,GR,978-1-4423-7056-2,German 4,25,,,U25-02,02Q_D,N,I have almost no money.,9781442370562_German_4_QZ_1551.mp3,"11,12,14"
1552,1552,GR,978-1-4423-7056-2,German 4,25,,,U25-02,02R_D,F,Ich habe fast kein Geld.,9781442370562_German_4_QZ_1552.mp3,"11,12,14"
1553,1553,GR,978-1-4423-7056-2,German 4,25,,,U25-03,03Q_A,N,How can I help you?,9781442370562_German_4_QZ_1553.mp3,"13,16"
1554,1554,GR,978-1-4423-7056-2,German 4,25,,,U25-03,03R_A,M,Wie kann ich Ihnen helfen?,9781442370562_German_4_QZ_1554.mp3,"13,16"
1555,1555,GR,978-1-4423-7056-2,German 4,25,,,U25-03,03Q_B,N,Can I help you?,9781442370562_German_4_QZ_1555.mp3,16
1556,1556,GR,978-1-4423-7056-2,German 4,25,,,U25-03,03R_B,F,Kann ich Ihnen helfen?,9781442370562_German_4_QZ_1556.mp3,16
1557,1557,GR,978-1-4423-7056-2,German 4,25,,,U25-03,03Q_C,N,Can you help me?,9781442370562_German_4_QZ_1557.mp3,"13,16"
1558,1558,GR,978-1-4423-7056-2,German 4,25,,,U25-03,03R_C,M,Können Sie mir helfen?,9781442370562_German_4_QZ_1558.mp3,"13,16"
1559,1559,GR,978-1-4423-7056-2,German 4,25,,,U25-03,03Q_D,N,Who can help me?,9781442370562_German_4_QZ_1559.mp3,"9,16"
1560,1560,GR,978-1-4423-7056-2,German 4,25,,,U25-03,03R_D,F,Wer kann mir helfen?,9781442370562_German_4_QZ_1560.mp3,"9,16"
1561,1561,GR,978-1-4423-7056-2,German 4,25,,,U25-04,04Q_A,N,How about if we go to a lake tomorrow?,9781442370562_German_4_QZ_1561.mp3,"1,17"
1562,1562,GR,978-1-4423-7056-2,German 4,25,,,U25-04,04R_A,F,"Wie wär’s, wenn wir morgen zu einem See fahren?",9781442370562_German_4_QZ_1562.mp3,"1,17"
1563,1563,GR,978-1-4423-7056-2,German 4,25,,,U25-04,04Q_B,N,How about if we go to the lake tomorrow?,9781442370562_German_4_QZ_1563.mp3,"1,17"
1564,1564,GR,978-1-4423-7056-2,German 4,25,,,U25-04,04R_B,F,"Wie wär’s, wenn wir morgen zum See fahren?",9781442370562_German_4_QZ_1564.mp3,"1,17"
1565,1565,GR,978-1-4423-7056-2,German 4,25,,,U25-04,04Q_C,N,How about if we see him tomorrow?,9781442370562_German_4_QZ_1565.mp3,"1,17"
1566,1566,GR,978-1-4423-7056-2,German 4,25,,,U25-04,04R_C,F,"Wie wär’s, wenn wir ihn morgen sehen?",9781442370562_German_4_QZ_1566.mp3,"1,17"
1567,1567,GR,978-1-4423-7056-2,German 4,25,,,U25-04,04Q_D,N,How about if we go to a lake on Monday?,9781442370562_German_4_QZ_1567.mp3,"1,17"
1568,1568,GR,978-1-4423-7056-2,German 4,25,,,U25-04,04R_D,F,"Wie wär’s, wenn wir am Montag zu einem See fahren?",9781442370562_German_4_QZ_1568.mp3,"1,17"
1569,1569,GR,978-1-4423-7056-2,German 4,25,,,U25-05,05Q_A,N,Too bad that we can’t go to the lake.,9781442370562_German_4_QZ_1569.mp3,"1,18"
1570,1570,GR,978-1-4423-7056-2,German 4,25,,,U25-05,05R_A,M,"Schade, dass wir nicht zum See fahren können.",9781442370562_German_4_QZ_1570.mp3,"1,18"
1571,1571,GR,978-1-4423-7056-2,German 4,25,,,U25-05,05Q_B,N,"Nice, that we can go to the lake.",9781442370562_German_4_QZ_1571.mp3,"1,18"
1572,1572,GR,978-1-4423-7056-2,German 4,25,,,U25-05,05R_B,F,"Schön, dass wir zum See fahren können.",9781442370562_German_4_QZ_1572.mp3,"1,18"
1573,1573,GR,978-1-4423-7056-2,German 4,25,,,U25-05,05Q_C,N,It would be nice if we can go to the lake.,9781442370562_German_4_QZ_1573.mp3,"1,18"
1574,1574,GR,978-1-4423-7056-2,German 4,25,,,U25-05,05R_C,M,"Es wäre schön, wenn wir zum See fahren können.",9781442370562_German_4_QZ_1574.mp3,"1,18"
1575,1575,GR,978-1-4423-7056-2,German 4,25,,,U25-05,05Q_D,N,I’m sorry that we can’t go to the lake.,9781442370562_German_4_QZ_1575.mp3,"1,13,18"
1576,1576,GR,978-1-4423-7056-2,German 4,25,,,U25-05,05R_D,F,"Es tut mir leid, dass wir nicht zum See fahren können.",9781442370562_German_4_QZ_1576.mp3,"1,13,18"
1577,1577,GR,978-1-4423-7056-2,German 4,25,,,U25-06,06Q_A,N,"OK, until afterwards.",9781442370562_German_4_QZ_1577.mp3,"7,17"
1578,1578,GR,978-1-4423-7056-2,German 4,25,,,U25-06,06R_A,M,"Gut, bis nachher.",9781442370562_German_4_QZ_1578.mp3,"7,17"
1579,1579,GR,978-1-4423-7056-2,German 4,25,,,U25-06,06Q_B,N,"OK, until tomorrow.",9781442370562_German_4_QZ_1579.mp3,"7,17"
1580,1580,GR,978-1-4423-7056-2,German 4,25,,,U25-06,06R_B,F,"Gut, bis morgen.",9781442370562_German_4_QZ_1580.mp3,"7,17"
1581,1581,GR,978-1-4423-7056-2,German 4,25,,,U25-06,06Q_C,N,"OK, until later.",9781442370562_German_4_QZ_1581.mp3,17
1582,1582,GR,978-1-4423-7056-2,German 4,25,,,U25-06,06R_C,M,"Gut, bis später.",9781442370562_German_4_QZ_1582.mp3,17
1583,1583,GR,978-1-4423-7056-2,German 4,25,,,U25-06,06Q_D,N,"OK, until then.",9781442370562_German_4_QZ_1583.mp3,"7,10,13"
1584,1584,GR,978-1-4423-7056-2,German 4,25,,,U25-06,06R_D,F,"Gut, bis dann.",9781442370562_German_4_QZ_1584.mp3,"7,10,13"
1585,1585,GR,978-1-4423-7056-2,German 4,25,,,U25-07,07Q_A,N,Where do I find an emergency pharmacy?,9781442370562_German_4_QZ_1585.mp3,"4,8,16,20"
1586,1586,GR,978-1-4423-7056-2,German 4,25,,,U25-07,07R_A,M,Wo finde ich eine Notdienst-Apotheke?,9781442370562_German_4_QZ_1586.mp3,"4,8,16,20"
1587,1587,GR,978-1-4423-7056-2,German 4,25,,,U25-07,07Q_B,N,How do I get to the emergency pharmacy?,9781442370562_German_4_QZ_1587.mp3,"4,8,16,20"
1588,1588,GR,978-1-4423-7056-2,German 4,25,,,U25-07,07R_B,F,Wie komme ich zur Notdienst-Apotheke?,9781442370562_German_4_QZ_1588.mp3,"4,8,16,20"
1589,1589,GR,978-1-4423-7056-2,German 4,25,,,U25-07,07Q_C,N,How do I find an emergency pharmacy?,9781442370562_German_4_QZ_1589.mp3,"4,8,16,20"
1590,1590,GR,978-1-4423-7056-2,German 4,25,,,U25-07,07R_C,M,Wie finde ich eine Notdienst-Apotheke?,9781442370562_German_4_QZ_1590.mp3,"4,8,16,20"
1591,1591,GR,978-1-4423-7056-2,German 4,25,,,U25-07,07Q_D,N,Where does one find an emergency pharmacy?,9781442370562_German_4_QZ_1591.mp3,"4,8,16,20"
1592,1592,GR,978-1-4423-7056-2,German 4,25,,,U25-07,07R_D,F,Wo findet man eine Notdienst-Apotheke?,9781442370562_German_4_QZ_1592.mp3,"4,8,16,20"
1593,1593,GR,978-1-4423-7056-2,German 4,25,,,U25-08,08Q_A,N,We don’t take credit cards.,9781442370562_German_4_QZ_1593.mp3,"11,14"
1594,1594,GR,978-1-4423-7056-2,German 4,25,,,U25-08,08R_A,M,Wir nehmen keine Kreditkarten.,9781442370562_German_4_QZ_1594.mp3,"11,14"
1595,1595,GR,978-1-4423-7056-2,German 4,25,,,U25-08,08Q_B,N,We don’t need credit cards.,9781442370562_German_4_QZ_1595.mp3,"11,14"
1596,1596,GR,978-1-4423-7056-2,German 4,25,,,U25-08,08R_B,F,Wir brauchen keine Kreditkarten.,9781442370562_German_4_QZ_1596.mp3,"11,14"
1597,1597,GR,978-1-4423-7056-2,German 4,25,,,U25-08,08Q_C,N,We don’t take this credit card.,9781442370562_German_4_QZ_1597.mp3,"11,14"
1598,1598,GR,978-1-4423-7056-2,German 4,25,,,U25-08,08R_C,M,Wir nehmen diese Kreditkarte nicht.,9781442370562_German_4_QZ_1598.mp3,"11,14"
1599,1599,GR,978-1-4423-7056-2,German 4,25,,,U25-08,08Q_D,N,We don’t need these credit cards.,9781442370562_German_4_QZ_1599.mp3,"11,14"
1600,1600,GR,978-1-4423-7056-2,German 4,25,,,U25-08,08R_D,F,Wir brauchen diese Kreditkarten nicht.,9781442370562_German_4_QZ_1600.mp3,"11,14"
1601,1601,GR,978-1-4423-7056-2,German 4,26,,,U26-01,01Q_A,N,"If it weren’t so hot, more people would eat outside.",9781442370562_German_4_QZ_1601.mp3,"6,19"
1602,1602,GR,978-1-4423-7056-2,German 4,26,,,U26-01,01R_A,M,"Wenn es nicht so heiß wäre, würden mehr Leute draußen essen.",9781442370562_German_4_QZ_1602.mp3,"6,19"
1603,1603,GR,978-1-4423-7056-2,German 4,26,,,U26-01,01Q_B,N,"When it’s so hot, more people eat outside.",9781442370562_German_4_QZ_1603.mp3,"6,19"
1604,1604,GR,978-1-4423-7056-2,German 4,26,,,U26-01,01R_B,F,"Wenn es so heiß ist, essen mehr Leute draußen.",9781442370562_German_4_QZ_1604.mp3,"6,19"
1605,1605,GR,978-1-4423-7056-2,German 4,26,,,U26-01,01Q_C,N,"Because it’s so hot, more people are eating outside.",9781442370562_German_4_QZ_1605.mp3,"6,19"
1606,1606,GR,978-1-4423-7056-2,German 4,26,,,U26-01,01R_C,M,"Weil es so heiß ist, essen mehr Leute draußen.",9781442370562_German_4_QZ_1606.mp3,"6,19"
1607,1607,GR,978-1-4423-7056-2,German 4,26,,,U26-01,01Q_D,N,"If it weren’t so hot, the people would eat more.",9781442370562_German_4_QZ_1607.mp3,"6,19"
1608,1608,GR,978-1-4423-7056-2,German 4,26,,,U26-01,01R_D,F,"Wenn es nicht so heiß wäre, würden die Leute mehr essen.",9781442370562_German_4_QZ_1608.mp3,"6,19"
1609,1609,GR,978-1-4423-7056-2,German 4,26,,,U26-02,02Q_A,N,You were lucky!,9781442370562_German_4_QZ_1609.mp3,7
1610,1610,GR,978-1-4423-7056-2,German 4,26,,,U26-02,02R_A,M,Du hast aber Glück gehabt!,9781442370562_German_4_QZ_1610.mp3,7
1611,1611,GR,978-1-4423-7056-2,German 4,26,,,U26-02,02Q_B,N,You had bad luck!,9781442370562_German_4_QZ_1611.mp3,7
1612,1612,GR,978-1-4423-7056-2,German 4,26,,,U26-02,02R_B,F,Du hast aber Pech gehabt!,9781442370562_German_4_QZ_1612.mp3,7
1613,1613,GR,978-1-4423-7056-2,German 4,26,,,U26-02,02Q_C,N,You had no luck!,9781442370562_German_4_QZ_1613.mp3,7
1614,1614,GR,978-1-4423-7056-2,German 4,26,,,U26-02,02R_C,M,Du hast kein Glück gehabt!,9781442370562_German_4_QZ_1614.mp3,7
1615,1615,GR,978-1-4423-7056-2,German 4,26,,,U26-02,02Q_D,N,You had really bad luck!,9781442370562_German_4_QZ_1615.mp3,7
1616,1616,GR,978-1-4423-7056-2,German 4,26,,,U26-02,02R_D,F,Du hast wirklich Pech gehabt!,9781442370562_German_4_QZ_1616.mp3,7
1617,1617,GR,978-1-4423-7056-2,German 4,26,,,U26-03,03Q_A,N,Hopefully it’s not broken.,9781442370562_German_4_QZ_1617.mp3,8
1618,1618,GR,978-1-4423-7056-2,German 4,26,,,U26-03,03R_A,M,Hoffentlich ist es nicht gebrochen.,9781442370562_German_4_QZ_1618.mp3,8
1619,1619,GR,978-1-4423-7056-2,German 4,26,,,U26-03,03Q_B,N,Hopefully it’s not serious.,9781442370562_German_4_QZ_1619.mp3,8
1620,1620,GR,978-1-4423-7056-2,German 4,26,,,U26-03,03R_B,F,Hoffentlich ist es nicht schlimm.,9781442370562_German_4_QZ_1620.mp3,8
1621,1621,GR,978-1-4423-7056-2,German 4,26,,,U26-03,03Q_C,N,Hopefully it’s not expensive.,9781442370562_German_4_QZ_1621.mp3,14
1622,1622,GR,978-1-4423-7056-2,German 4,26,,,U26-03,03R_C,M,Hoffentlich ist es nicht teuer.,9781442370562_German_4_QZ_1622.mp3,14
1623,1623,GR,978-1-4423-7056-2,German 4,26,,,U26-03,03Q_D,N,Hopefully it’s not full.,9781442370562_German_4_QZ_1623.mp3,9
1624,1624,GR,978-1-4423-7056-2,German 4,26,,,U26-03,03R_D,F,Hoffentlich ist es nicht voll.,9781442370562_German_4_QZ_1624.mp3,9
1625,1625,GR,978-1-4423-7056-2,German 4,26,,,U26-04,04Q_A,N,Where’s the nearest hospital?,9781442370562_German_4_QZ_1625.mp3,"4,8,16"
1626,1626,GR,978-1-4423-7056-2,German 4,26,,,U26-04,04R_A,M,Wo ist das nächste Krankenhaus?,9781442370562_German_4_QZ_1626.mp3,"4,8,16"
1627,1627,GR,978-1-4423-7056-2,German 4,26,,,U26-04,04Q_B,N,Where’s the nearest house?,9781442370562_German_4_QZ_1627.mp3,4
1628,1628,GR,978-1-4423-7056-2,German 4,26,,,U26-04,04R_B,F,Wo ist das nächste Haus?,9781442370562_German_4_QZ_1628.mp3,4
1629,1629,GR,978-1-4423-7056-2,German 4,26,,,U26-04,04Q_C,N,Where’s the nearest store?,9781442370562_German_4_QZ_1629.mp3,"4,14"
1630,1630,GR,978-1-4423-7056-2,German 4,26,,,U26-04,04R_C,M,Wo ist das nächste Geschäft?,9781442370562_German_4_QZ_1630.mp3,"4,14"
1631,1631,GR,978-1-4423-7056-2,German 4,26,,,U26-04,04Q_D,N,Where’s the nearest movie theater?,9781442370562_German_4_QZ_1631.mp3,"1,4"
1632,1632,GR,978-1-4423-7056-2,German 4,26,,,U26-04,04R_D,F,Wo ist das nächste Kino?,9781442370562_German_4_QZ_1632.mp3,"1,4"
1633,1633,GR,978-1-4423-7056-2,German 4,26,,,U26-05,05Q_A,N,We had rented an apartment.,9781442370562_German_4_QZ_1633.mp3,"9,18"
1634,1634,GR,978-1-4423-7056-2,German 4,26,,,U26-05,05R_A,M,Wir hatten eine Wohnung gemietet.,9781442370562_German_4_QZ_1634.mp3,"9,18"
1635,1635,GR,978-1-4423-7056-2,German 4,26,,,U26-05,05Q_B,N,We have rented an apartment.,9781442370562_German_4_QZ_1635.mp3,"9,18"
1636,1636,GR,978-1-4423-7056-2,German 4,26,,,U26-05,05R_B,F,Wir haben eine Wohnung gemietet.,9781442370562_German_4_QZ_1636.mp3,"9,18"
1637,1637,GR,978-1-4423-7056-2,German 4,26,,,U26-05,05Q_C,N,We would like to have rented an apartment.,9781442370562_German_4_QZ_1637.mp3,"9,18"
1638,1638,GR,978-1-4423-7056-2,German 4,26,,,U26-05,05R_C,M,Wir hätten gern eine Wohnung gemietet.,9781442370562_German_4_QZ_1638.mp3,"9,18"
1639,1639,GR,978-1-4423-7056-2,German 4,26,,,U26-05,05Q_D,N,We will rent an apartment.,9781442370562_German_4_QZ_1639.mp3,"9,18"
1640,1640,GR,978-1-4423-7056-2,German 4,26,,,U26-05,05R_D,F,Wir werden eine Wohnung mieten.,9781442370562_German_4_QZ_1640.mp3,"9,18"
1641,1641,GR,978-1-4423-7056-2,German 4,26,,,U26-06,06Q_A,N,I can drive you there.,9781442370562_German_4_QZ_1641.mp3,"1,18"
1642,1642,GR,978-1-4423-7056-2,German 4,26,,,U26-06,06R_A,M,Ich kann dich hinfahren.,9781442370562_German_4_QZ_1642.mp3,"1,18"
1643,1643,GR,978-1-4423-7056-2,German 4,26,,,U26-06,06Q_B,N,You can drive me there.,9781442370562_German_4_QZ_1643.mp3,"1,18"
1644,1644,GR,978-1-4423-7056-2,German 4,26,,,U26-06,06R_B,F,Du kannst mich hinfahren.,9781442370562_German_4_QZ_1644.mp3,"1,18"
1645,1645,GR,978-1-4423-7056-2,German 4,26,,,U26-06,06Q_C,N,I drove you there.,9781442370562_German_4_QZ_1645.mp3,"1,18"
1646,1646,GR,978-1-4423-7056-2,German 4,26,,,U26-06,06R_C,M,Ich habe dich hingefahren.,9781442370562_German_4_QZ_1646.mp3,"1,18"
1647,1647,GR,978-1-4423-7056-2,German 4,26,,,U26-06,06Q_D,N,You drove me there.,9781442370562_German_4_QZ_1647.mp3,"1,18"
1648,1648,GR,978-1-4423-7056-2,German 4,26,,,U26-06,06R_D,F,Du hast mich hingefahren.,9781442370562_German_4_QZ_1648.mp3,"1,18"
1649,1649,GR,978-1-4423-7056-2,German 4,26,,,U26-07,07Q_A,N,With this heat I’m not hungry.,9781442370562_German_4_QZ_1649.mp3,"6,19"
1650,1650,GR,978-1-4423-7056-2,German 4,26,,,U26-07,07R_A,M,Bei dieser Hitze habe ich keinen Hunger.,9781442370562_German_4_QZ_1650.mp3,"6,19"
1651,1651,GR,978-1-4423-7056-2,German 4,26,,,U26-07,07Q_B,N,With this heat I’m never hungry.,9781442370562_German_4_QZ_1651.mp3,"6,19"
1652,1652,GR,978-1-4423-7056-2,German 4,26,,,U26-07,07R_B,M,Bei dieser Hitze habe ich nie Hunger.,9781442370562_German_4_QZ_1652.mp3,"6,19"
1653,1653,GR,978-1-4423-7056-2,German 4,26,,,U26-07,07Q_C,N,With this heat I’m scarcely hungry.,9781442370562_German_4_QZ_1653.mp3,"6,19"
1654,1654,GR,978-1-4423-7056-2,German 4,26,,,U26-07,07R_C,F,Bei dieser Hitze habe ich kaum Hunger.,9781442370562_German_4_QZ_1654.mp3,"6,19"
1655,1655,GR,978-1-4423-7056-2,German 4,26,,,U26-07,07Q_D,N,With this heat I’m not very hungry.,9781442370562_German_4_QZ_1655.mp3,"6,19"
1656,1656,GR,978-1-4423-7056-2,German 4,26,,,U26-07,07R_D,F,Bei dieser Hitze habe ich nicht viel Hunger.,9781442370562_German_4_QZ_1656.mp3,"6,19"
1657,1657,GR,978-1-4423-7056-2,German 4,26,,,U26-08,08Q_A,N,She called from the hospital.,9781442370562_German_4_QZ_1657.mp3,"3,8"
1658,1658,GR,978-1-4423-7056-2,German 4,26,,,U26-08,08R_A,M,Sie hat vom Krankenhaus aus angerufen.,9781442370562_German_4_QZ_1658.mp3,"3,8"
1659,1659,GR,978-1-4423-7056-2,German 4,26,,,U26-08,08Q_B,N,She called the hospital.,9781442370562_German_4_QZ_1659.mp3,"3,8"
1660,1660,GR,978-1-4423-7056-2,German 4,26,,,U26-08,08R_B,F,Sie hat das Krankenhaus angerufen.,9781442370562_German_4_QZ_1660.mp3,"3,8"
1661,1661,GR,978-1-4423-7056-2,German 4,26,,,U26-08,08Q_C,N,She had called from the hospital.,9781442370562_German_4_QZ_1661.mp3,"3,8"
1662,1662,GR,978-1-4423-7056-2,German 4,26,,,U26-08,08R_C,M,Sie hatte vom Krankenhaus aus angerufen.,9781442370562_German_4_QZ_1662.mp3,"3,8"
1663,1663,GR,978-1-4423-7056-2,German 4,26,,,U26-08,08Q_D,N,She would like to have called the hospital.,9781442370562_German_4_QZ_1663.mp3,"3,8"
1664,1664,GR,978-1-4423-7056-2,German 4,26,,,U26-08,08R_D,F,Sie hätte gern das Krankenhaus angerufen.,9781442370562_German_4_QZ_1664.mp3,"3,8"
1665,1665,GR,978-1-4423-7056-2,German 4,27,,,U27-01,01Q_A,N,Luckily my wallet is still there.,9781442370562_German_4_QZ_1665.mp3,7
1666,1666,GR,978-1-4423-7056-2,German 4,27,,,U27-01,01R_A,M,Glücklicherweise ist mein Portemonnaie noch da.,9781442370562_German_4_QZ_1666.mp3,7
1667,1667,GR,978-1-4423-7056-2,German 4,27,,,U27-01,01Q_B,N,Luckily my wallet was still there.,9781442370562_German_4_QZ_1667.mp3,9
1668,1668,GR,978-1-4423-7056-2,German 4,27,,,U27-01,01R_B,F,Glücklicherweise war mein Portemonnaie noch da.,9781442370562_German_4_QZ_1668.mp3,9
1669,1669,GR,978-1-4423-7056-2,German 4,27,,,U27-01,01Q_C,N,Luckily your wallet is still here.,9781442370562_German_4_QZ_1669.mp3,9
1670,1670,GR,978-1-4423-7056-2,German 4,27,,,U27-01,01R_C,M,Glücklicherweise ist Ihr Portemonnaie noch hier.,9781442370562_German_4_QZ_1670.mp3,9
1671,1671,GR,978-1-4423-7056-2,German 4,27,,,U27-01,01Q_D,N,Luckily your wallet is still there.,9781442370562_German_4_QZ_1671.mp3,9
1672,1672,GR,978-1-4423-7056-2,German 4,27,,,U27-01,01R_D,F,Glücklicherweise ist Ihr Portemonnaie noch da.,9781442370562_German_4_QZ_1672.mp3,9
1673,1673,GR,978-1-4423-7056-2,German 4,27,,,U27-02,02Q_A,N,Call her from my cell phone.,9781442370562_German_4_QZ_1673.mp3,"1,3"
1674,1674,GR,978-1-4423-7056-2,German 4,27,,,U27-02,02R_A,M,Ruf sie von meinem Handy an.,9781442370562_German_4_QZ_1674.mp3,"1,3"
1675,1675,GR,978-1-4423-7056-2,German 4,27,,,U27-02,02Q_B,N,Call her from your cell phone.,9781442370562_German_4_QZ_1675.mp3,"1,3"
1676,1676,GR,978-1-4423-7056-2,German 4,27,,,U27-02,02R_B,F,Ruf sie von deinem Handy an.,9781442370562_German_4_QZ_1676.mp3,"1,3"
1677,1677,GR,978-1-4423-7056-2,German 4,27,,,U27-02,02Q_C,N,Call her from my telephone.,9781442370562_German_4_QZ_1677.mp3,"1,3"
1678,1678,GR,978-1-4423-7056-2,German 4,27,,,U27-02,02R_C,M,Ruf sie von meinem Telefon an.,9781442370562_German_4_QZ_1678.mp3,"1,3"
1679,1679,GR,978-1-4423-7056-2,German 4,27,,,U27-02,02Q_D,N,Call her from their telephone.,9781442370562_German_4_QZ_1679.mp3,"1,3"
1680,1680,GR,978-1-4423-7056-2,German 4,27,,,U27-02,02R_D,F,Ruf sie von ihrem Telefon an.,9781442370562_German_4_QZ_1680.mp3,"1,3"
1681,1681,GR,978-1-4423-7056-2,German 4,27,,,U27-03,03Q_A,N,How was your vacation?,9781442370562_German_4_QZ_1681.mp3,18
1682,1682,GR,978-1-4423-7056-2,German 4,27,,,U27-03,03R_A,M,Wie war euer Urlaub?,9781442370562_German_4_QZ_1682.mp3,18
1683,1683,GR,978-1-4423-7056-2,German 4,27,,,U27-03,03Q_B,N,How is your vacation?,9781442370562_German_4_QZ_1683.mp3,18
1684,1684,GR,978-1-4423-7056-2,German 4,27,,,U27-03,03R_B,F,Wie ist euer Urlaub?,9781442370562_German_4_QZ_1684.mp3,18
1685,1685,GR,978-1-4423-7056-2,German 4,27,,,U27-03,03Q_C,N,How was her vacation?,9781442370562_German_4_QZ_1685.mp3,18
1686,1686,GR,978-1-4423-7056-2,German 4,27,,,U27-03,03R_C,M,Wie war ihr Urlaub?,9781442370562_German_4_QZ_1686.mp3,18
