Rec #,Lang,Course,Lesson,Cluster,Qz #,Spkr,Cue,Transliteration,MP3 Snippet File Name,MP3 Audio ISBN,Premium ISBN
507,HE,Hebrew 2,25 ,,10Q,N,I have an idea. (f),,9781797114514_Hebrew_2_QZ_507.mp3,9781442330801,9781797114514
508,HE,Hebrew 2,25 ,,10R,F,יש לי רעיון.,Yesh li ra’ayon,9781797114514_Hebrew_2_QZ_508.mp3,9781442330801,9781797114514
509,HE,Hebrew 2,25 ,,11Q,N,I’m sorry. (f),,9781797114514_Hebrew_2_QZ_509.mp3,9781442330801,9781797114514
510,HE,Hebrew 2,25 ,,11R,F,אני מצטערת.,Ani mitz’taeret.,9781797114514_Hebrew_2_QZ_510.mp3,9781442330801,9781797114514
511,HE,Hebrew 2,26 ,,01Q,N,I need an important book. (m),,9781797114514_Hebrew_2_QZ_511.mp3,9781442330801,9781797114514
512,HE,Hebrew 2,26 ,,01R,M,אני צריך ספר חשוב.,Ani tzarich sefer chashuv.,9781797114514_Hebrew_2_QZ_512.mp3,9781442330801,9781797114514
513,HE,Hebrew 2,26 ,,02Q,N,It’s too early!,,9781797114514_Hebrew_2_QZ_513.mp3,9781442330801,9781797114514
514,HE,Hebrew 2,26 ,,02R,M,זה יותר מידי מוקדם!,Ze yoter midai mukdam!,9781797114514_Hebrew_2_QZ_514.mp3,9781442330801,9781797114514
515,HE,Hebrew 2,26 ,,03Q,N,I leave early. (m),,9781797114514_Hebrew_2_QZ_515.mp3,9781442330801,9781797114514
516,HE,Hebrew 2,26 ,,03R,M,אני עוזב מוקדם.,Ani ozev mukdam.,9781797114514_Hebrew_2_QZ_516.mp3,9781442330801,9781797114514
517,HE,Hebrew 2,26 ,,04Q,N,The meeting is in Haifa.,,9781797114514_Hebrew_2_QZ_517.mp3,9781442330801,9781797114514
518,HE,Hebrew 2,26 ,,04R,M,הפגישה בחיפה.,Hapgisha be'Chaifa.,9781797114514_Hebrew_2_QZ_518.mp3,9781442330801,9781797114514
519,HE,Hebrew 2,26 ,,05Q,N,Have you ever been in Haifa? (m),,9781797114514_Hebrew_2_QZ_519.mp3,9781442330801,9781797114514
520,HE,Hebrew 2,26 ,,05R,M,כבר היית פעם בחיפה?,Kvar haeeta pa’am be'Chaifa.?,9781797114514_Hebrew_2_QZ_520.mp3,9781442330801,9781797114514
521,HE,Hebrew 2,26 ,,06Q,N,Often he has a meeting there.,,9781797114514_Hebrew_2_QZ_521.mp3,9781442330801,9781797114514
522,HE,Hebrew 2,26 ,,06R,F,לעיתים קרובות יש לו פגישה שם.,Le’itim krovot yesh lo pgisha sham.,9781797114514_Hebrew_2_QZ_522.mp3,9781442330801,9781797114514
523,HE,Hebrew 2,26 ,,07Q,N,He has an important meeting.,,9781797114514_Hebrew_2_QZ_523.mp3,9781442330801,9781797114514
524,HE,Hebrew 2,26 ,,07R,F,יש לו פגישה חשובה.,Yesh lo pgisha chashuva.,9781797114514_Hebrew_2_QZ_524.mp3,9781442330801,9781797114514
525,HE,Hebrew 2,26 ,,08Q,N,I have to be there in a little while. (f),,9781797114514_Hebrew_2_QZ_525.mp3,9781442330801,9781797114514
526,HE,Hebrew 2,26 ,,08R,F,אני צריכה להיות שם עוד מעט.,Ani tzricha lihiot sham od me’at.,9781797114514_Hebrew_2_QZ_526.mp3,9781442330801,9781797114514
527,HE,Hebrew 2,26 ,,09Q,N,Do you want to see a film with me? (to f),,9781797114514_Hebrew_2_QZ_527.mp3,9781442330801,9781797114514
528,HE,Hebrew 2,26 ,,09R,F,את רוצה לראות סרט איתי?,At rotza lir'ot seret iti?,9781797114514_Hebrew_2_QZ_528.mp3,9781442330801,9781797114514
529,HE,Hebrew 2,26 ,,10Q,N,I want to see it again. (f),,9781797114514_Hebrew_2_QZ_529.mp3,9781442330801,9781797114514
530,HE,Hebrew 2,26 ,,10R,F,אני רוצה לראות אותו עוד פעם.,Ani rotze lir'ot oto od pa’am.,9781797114514_Hebrew_2_QZ_530.mp3,9781442330801,9781797114514
531,HE,Hebrew 2,27 ,,01Q,N,You have to exchange money. (m),,9781797114514_Hebrew_2_QZ_531.mp3,9781442330801,9781797114514
532,HE,Hebrew 2,27 ,,01R,M,אתה צריך לפרוט כסף.,Ata tzarich lifrot kesef.,9781797114514_Hebrew_2_QZ_532.mp3,9781442330801,9781797114514
533,HE,Hebrew 2,27 ,,02Q,N,Early on Sunday.,,9781797114514_Hebrew_2_QZ_533.mp3,9781442330801,9781797114514
534,HE,Hebrew 2,27 ,,02R,M,מוקדם  ביום ראשון.,Mukdam be'yom reeshon.,9781797114514_Hebrew_2_QZ_534.mp3,9781442330801,9781797114514
535,HE,Hebrew 2,27 ,,03Q,N,She lives in Tiberias.,,9781797114514_Hebrew_2_QZ_535.mp3,9781442330801,9781797114514
536,HE,Hebrew 2,27 ,,03R,M,היא גרה בטבריה.,Hee gara be'Tveria.,9781797114514_Hebrew_2_QZ_536.mp3,9781442330801,9781797114514
537,HE,Hebrew 2,27 ,,04Q,N,How much does this book cost?,,9781797114514_Hebrew_2_QZ_537.mp3,9781442330801,9781797114514
538,HE,Hebrew 2,27 ,,04R,M,כמה עולה הספר הזה?,Kama ole ha'sefer ha'ze?,9781797114514_Hebrew_2_QZ_538.mp3,9781442330801,9781797114514
539,HE,Hebrew 2,27 ,,05Q,N,And my husband hasn’t yet been to this film.,,9781797114514_Hebrew_2_QZ_539.mp3,9781442330801,9781797114514
540,HE,Hebrew 2,27 ,,05R,F,ובעלי עוד לא היה בסרט הזה.,Ve'ba’ali od lo haya bas'eret ha'ze.,9781797114514_Hebrew_2_QZ_540.mp3,9781442330801,9781797114514
541,HE,Hebrew 2,27 ,,06Q,N,Have you ever been in Tiberias?,,9781797114514_Hebrew_2_QZ_541.mp3,9781442330801,9781797114514
542,HE,Hebrew 2,27 ,,06R,F,כבר היית פעם בטבריה?,Kvar haeeta pa’am be’Tveria?,9781797114514_Hebrew_2_QZ_542.mp3,9781442330801,9781797114514
543,HE,Hebrew 2,27 ,,07Q,N,That’s pretty far.,,9781797114514_Hebrew_2_QZ_543.mp3,9781442330801,9781797114514
544,HE,Hebrew 2,27 ,,07R,F,זה די רחוק.,Ze dai rachok.,9781797114514_Hebrew_2_QZ_544.mp3,9781442330801,9781797114514
545,HE,Hebrew 2,27 ,,08Q,N,There’s a bank over there.,,9781797114514_Hebrew_2_QZ_545.mp3,9781442330801,9781797114514
546,HE,Hebrew 2,27 ,,08R,F,יש בנק שם.,Yesh bank sham.,9781797114514_Hebrew_2_QZ_546.mp3,9781442330801,9781797114514
547,HE,Hebrew 2,27 ,,09Q,N,I’m going to Tiberias in a little while. (f),,9781797114514_Hebrew_2_QZ_547.mp3,9781442330801,9781797114514
548,HE,Hebrew 2,27 ,,09R,F,אני נוסעת לטבריה עוד מעט.,Ani nosa’at le'Tveria od me'at.,9781797114514_Hebrew_2_QZ_548.mp3,9781442330801,9781797114514
549,HE,Hebrew 2,27 ,,10Q,N,How’s the weather in Tiberias?,,9781797114514_Hebrew_2_QZ_549.mp3,9781442330801,9781797114514
550,HE,Hebrew 2,27 ,,10R,F,איך מזג האוויר בטבריה?,Ech mezeg ha’avir be'Tveria?,9781797114514_Hebrew_2_QZ_550.mp3,9781442330801,9781797114514
551,HE,Hebrew 2,28 ,,01Q,N,And I’m going to fly there on Sunday. (m),,9781797114514_Hebrew_2_QZ_551.mp3,9781442330801,9781797114514
552,HE,Hebrew 2,28 ,,01R,M,ואני הולכת לטוס לשם ביום ראשון.,Ve'ani holechet latus le'sham be'yom reeshon.,9781797114514_Hebrew_2_QZ_552.mp3,9781442330801,9781797114514
553,HE,Hebrew 2,28 ,,02Q,N,You have to go to the bank. (m),,9781797114514_Hebrew_2_QZ_553.mp3,9781442330801,9781797114514
554,HE,Hebrew 2,28 ,,02R,M,אתה צריך ללכת לבנק.,Ata tzarich la'lechet la'bank.,9781797114514_Hebrew_2_QZ_554.mp3,9781442330801,9781797114514
555,HE,Hebrew 2,28 ,,03Q,N,"Last week, the weather was good.",,9781797114514_Hebrew_2_QZ_555.mp3,9781442330801,9781797114514
556,HE,Hebrew 2,28 ,,03R,M,"בשבוע שעבר, מזג האוויר היה טוב.","Ba'shavua she'avar, mezeg ha’avir haya tov.",9781797114514_Hebrew_2_QZ_556.mp3,9781442330801,9781797114514
557,HE,Hebrew 2,28 ,,04Q,N,See you soon!,,9781797114514_Hebrew_2_QZ_557.mp3,9781442330801,9781797114514
558,HE,Hebrew 2,28 ,,04R,M,להתראות בקרוב!,Le’hitraot be'karov!,9781797114514_Hebrew_2_QZ_558.mp3,9781442330801,9781797114514
559,HE,Hebrew 2,28 ,,05Q,N,The weather was good.,,9781797114514_Hebrew_2_QZ_559.mp3,9781442330801,9781797114514
560,HE,Hebrew 2,28 ,,05R,M,מזג האוויר היה טוב.,Mezeg ha’avir haya tov.,9781797114514_Hebrew_2_QZ_560.mp3,9781442330801,9781797114514
561,HE,Hebrew 2,28 ,,06Q,N,And another one early Wednesday morning.,,9781797114514_Hebrew_2_QZ_561.mp3,9781442330801,9781797114514
562,HE,Hebrew 2,28 ,,06R,F,ועוד אחת ביום רביעי מוקדם בבוקר.,Ve'od achat be'yom revi’ee mukdam ba'boker.,9781797114514_Hebrew_2_QZ_562.mp3,9781442330801,9781797114514
563,HE,Hebrew 2,28 ,,07Q,N,In order to exchange money.,,9781797114514_Hebrew_2_QZ_563.mp3,9781442330801,9781797114514
564,HE,Hebrew 2,28 ,,07R,F,כדי לפרוט כסף.,Kdei lifrot kesef.,9781797114514_Hebrew_2_QZ_564.mp3,9781442330801,9781797114514
565,HE,Hebrew 2,28 ,,08Q,N,At half-past three.,,9781797114514_Hebrew_2_QZ_565.mp3,9781442330801,9781797114514
566,HE,Hebrew 2,28 ,,08R,F,בשלש וחצי.,Be'shalosh vachetzi.,9781797114514_Hebrew_2_QZ_566.mp3,9781442330801,9781797114514
567,HE,Hebrew 2,28 ,,09Q,N,In order to work.,,9781797114514_Hebrew_2_QZ_567.mp3,9781442330801,9781797114514
568,HE,Hebrew 2,28 ,,09R,F,כדי לעבוד.,Kdei la’avod.,9781797114514_Hebrew_2_QZ_568.mp3,9781442330801,9781797114514
569,HE,Hebrew 2,28 ,,10Q,N,I’m returning on Friday.,,9781797114514_Hebrew_2_QZ_569.mp3,9781442330801,9781797114514
570,HE,Hebrew 2,28 ,,10R,F,אני חוזרת ביום שישי.,Ani chozeret be'yom shishi.,9781797114514_Hebrew_2_QZ_570.mp3,9781442330801,9781797114514
571,HE,Hebrew 2,29 ,,01Q,N,I’m flying to New York. (m),,9781797114514_Hebrew_2_QZ_571.mp3,9781442330801,9781797114514
572,HE,Hebrew 2,29 ,,01R,M,אני טס לניו יורק.,Ani tas le'New York.,9781797114514_Hebrew_2_QZ_572.mp3,9781442330801,9781797114514
573,HE,Hebrew 2,29 ,,02Q,N,Last week I flew to New York.,,9781797114514_Hebrew_2_QZ_573.mp3,9781442330801,9781797114514
574,HE,Hebrew 2,29 ,,02R,M,בשבוע שעבר טסתי לניו יורק.,Ba'shavua she'avar tasti le'New York.,9781797114514_Hebrew_2_QZ_574.mp3,9781442330801,9781797114514
575,HE,Hebrew 2,29 ,,03Q,N,Before today’s meeting.,,9781797114514_Hebrew_2_QZ_575.mp3,9781442330801,9781797114514
576,HE,Hebrew 2,29 ,,03R,M,לפני הפגישה של היום.,Lifney ha'pgisha shel ha'yom.,9781797114514_Hebrew_2_QZ_576.mp3,9781442330801,9781797114514
577,HE,Hebrew 2,29 ,,04Q,N,I have a meeting in New York next Wednesday. (m),,9781797114514_Hebrew_2_QZ_577.mp3,9781442330801,9781797114514
578,HE,Hebrew 2,29 ,,04R,M,יש לי פגישה בניו יורק ביום רביעי הבא.,Yesh li pgisha be'New York be'yom revi’ee ha'ba.,9781797114514_Hebrew_2_QZ_578.mp3,9781442330801,9781797114514
579,HE,Hebrew 2,29 ,,05Q,N,I want to buy this book. (f),,9781797114514_Hebrew_2_QZ_579.mp3,9781442330801,9781797114514
580,HE,Hebrew 2,29 ,,05R,F,אני רוצה לקנות את הספר הזה.,Ani rotza liknot et ha'sefer haze.,9781797114514_Hebrew_2_QZ_580.mp3,9781442330801,9781797114514
581,HE,Hebrew 2,29 ,,06Q,N,We have a meeting at half past three.,,9781797114514_Hebrew_2_QZ_581.mp3,9781442330801,9781797114514
582,HE,Hebrew 2,29 ,,06R,M,יש לנו פגישה בשלוש וחצי.,Yesh lanu pgisha be'shalosh vachetzi.,9781797114514_Hebrew_2_QZ_582.mp3,9781442330801,9781797114514
583,HE,Hebrew 2,29 ,,07Q,N,I can buy today’s newspaper. (f),,9781797114514_Hebrew_2_QZ_583.mp3,9781442330801,9781797114514
584,HE,Hebrew 2,29 ,,07R,F,אני יכולה לקנות את העיתון של היום.,Ani yechola liknot et ha'eeton shel ha'yom.,9781797114514_Hebrew_2_QZ_584.mp3,9781442330801,9781797114514
585,HE,Hebrew 2,29 ,,08Q,N,I’m flying to Italy on Sunday. (f),,9781797114514_Hebrew_2_QZ_585.mp3,9781442330801,9781797114514
586,HE,Hebrew 2,29 ,,08R,F,אני טסה לאיטליה ביום ראשון.,Ani tasa le'Italia be'yom reeshon.,9781797114514_Hebrew_2_QZ_586.mp3,9781442330801,9781797114514
587,HE,Hebrew 2,29 ,,09Q,N,What are you doing next week? (m),,9781797114514_Hebrew_2_QZ_587.mp3,9781442330801,9781797114514
588,HE,Hebrew 2,29 ,,09R,F,מה אתה עושה בשבוע הבא?,Ma ata ose ba'shavua ha'ba?,9781797114514_Hebrew_2_QZ_588.mp3,9781442330801,9781797114514
589,HE,Hebrew 2,29 ,,10Q,N,I’m returning before the weekend. (f),,9781797114514_Hebrew_2_QZ_589.mp3,9781442330801,9781797114514
590,HE,Hebrew 2,29 ,,10R,F,אני חוזרת לפני סוף השבוע.,Ani chozeret lifney sof ha'shavua.,9781797114514_Hebrew_2_QZ_590.mp3,9781442330801,9781797114514
591,HE,Hebrew 2,30 ,,01Q,N,How was today’s meeting?,,9781797114514_Hebrew_2_QZ_591.mp3,9781442330801,9781797114514
592,HE,Hebrew 2,30 ,,01R,M,איך הייתה הפגישה של היום?,Ech hay’ta h'apgisha shel ha'yom?,9781797114514_Hebrew_2_QZ_592.mp3,9781442330801,9781797114514
593,HE,Hebrew 2,30 ,,02Q,N,On Thursday afternoon?,,9781797114514_Hebrew_2_QZ_593.mp3,9781442330801,9781797114514
594,HE,Hebrew 2,30 ,,02R,M,ביום חמישי אחרי הצהריים?,Be'yom chamishi acharey ha'tzohoraim?,9781797114514_Hebrew_2_QZ_594.mp3,9781442330801,9781797114514
595,HE,Hebrew 2,30 ,,03Q,N,"Look, here’s a map.",,9781797114514_Hebrew_2_QZ_595.mp3,9781442330801,9781797114514
596,HE,Hebrew 2,30 ,,03R,M,"תראה, הינה מפה של חיפה.","Tir’e, hine mapa.",9781797114514_Hebrew_2_QZ_596.mp3,9781442330801,9781797114514
597,HE,Hebrew 2,30 ,,04Q,N,See you next weekend!,,9781797114514_Hebrew_2_QZ_597.mp3,9781442330801,9781797114514
598,HE,Hebrew 2,30 ,,04R,M,להתראות בסוף השבוע הבא!,Lehitraot be'sof ha'shavua ha'ba!,9781797114514_Hebrew_2_QZ_598.mp3,9781442330801,9781797114514
599,HE,Hebrew 2,30 ,,05Q,N,What are you doing? (f),,9781797114514_Hebrew_2_QZ_599.mp3,9781442330801,9781797114514
600,HE,Hebrew 2,30 ,,05R,M,מה את עושה?,Ma at osa?,9781797114514_Hebrew_2_QZ_600.mp3,9781442330801,9781797114514
601,HE,Hebrew 2,30 ,,06Q,N,Today’s meeting was good.,,9781797114514_Hebrew_2_QZ_601.mp3,9781442330801,9781797114514
602,HE,Hebrew 2,30 ,,06R,F,הפגישה של היום הייתה טובה.,Ha'pgisha shel ha'yom hay’ta tova.,9781797114514_Hebrew_2_QZ_602.mp3,9781442330801,9781797114514
603,HE,Hebrew 2,30 ,,07Q,N,I can show you on the map. (f to m),,9781797114514_Hebrew_2_QZ_603.mp3,9781442330801,9781797114514
604,HE,Hebrew 2,30 ,,07R,F,אני יכולה להראות לך במפה.,Ani yechola le'har'ot lcha ba'mapa.,9781797114514_Hebrew_2_QZ_604.mp3,9781442330801,9781797114514
605,HE,Hebrew 2,30 ,,08Q,N,"Last week, I had a lot of work. (f)",,9781797114514_Hebrew_2_QZ_605.mp3,9781442330801,9781797114514
606,HE,Hebrew 2,30 ,,08R,F,בשבוע שעבר הייתה לי הרבה עבודה.,Ba'shavua she'avar hayta li harbe avoda.,9781797114514_Hebrew_2_QZ_606.mp3,9781442330801,9781797114514
607,HE,Hebrew 2,30 ,,09Q,N,In a few minutes I’m leaving. (f),,9781797114514_Hebrew_2_QZ_607.mp3,9781442330801,9781797114514
608,HE,Hebrew 2,30 ,,09R,F,בעוד כמה רגעים אני עוזבת.,Be'od kama rega'im ani ozevet.,9781797114514_Hebrew_2_QZ_608.mp3,9781442330801,9781797114514
609,HE,Hebrew 2,30 ,,10Q,N,"On Sunday evening, at half-past seven?",,9781797114514_Hebrew_2_QZ_609.mp3,9781442330801,9781797114514
610,HE,Hebrew 2,30 ,,10R,F,"ביום ראשון בערב, בשבע וחצי?","Be'yom reeshon ba'erev, be'sheva va'chetzi?",9781797114514_Hebrew_2_QZ_610.mp3,9781442330801,9781797114514
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
