Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,#of words,Q or S,Course Name (Source),Snippet Name,SKills
401,FR-Core,9781508256892,French 2,17,N/A,N/A,01Q,N/A,N,"In the spring, it’s not very hot!",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_401.mp3,"17,19"
402,FR-Core,9781508256892,French 2,17,N/A,N/A,01R,N/A,M,"Au printemps, il ne fait pas très chaud!",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_402.mp3,"17,19"
403,FR-Core,9781508256892,French 2,17,N/A,N/A,02Q,N/A,N,"Before, I had the time to discover the city.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_403.mp3,"17,18"
404,FR-Core,9781508256892,French 2,17,N/A,N/A,02R,N/A,M,"Avant, j’avais le temps de découvrir la ville.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_404.mp3,"17,18"
405,FR-Core,9781508256892,French 2,17,N/A,N/A,03Q,N/A,N,"Before, I used to have a small car.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_405.mp3,18
406,FR-Core,9781508256892,French 2,17,N/A,N/A,03R,N/A,M,"Avant, j’avais une petite voiture.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_406.mp3,18
407,FR-Core,9781508256892,French 2,17,N/A,N/A,04Q,N/A,N,It’s spring!,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_407.mp3,17
408,FR-Core,9781508256892,French 2,17,N/A,N/A,04R,N/A,M,C’est le printemps!,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_408.mp3,17
409,FR-Core,9781508256892,French 2,17,N/A,N/A,05Q,N/A,N,She is how old?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_409.mp3,5
410,FR-Core,9781508256892,French 2,17,N/A,N/A,05R,N/A,F,Elle a quel âge?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_410.mp3,5
411,FR-Core,9781508256892,French 2,17,N/A,N/A,06Q,N/A,N,She quite likes to travel with them.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_411.mp3,18
412,FR-Core,9781508256892,French 2,17,N/A,N/A,06R,N/A,F,Elle aime bien voyager avec eux.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_412.mp3,18
413,FR-Core,9781508256892,French 2,17,N/A,N/A,07Q,N/A,N,"In the fall, it’s pleasant.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_413.mp3,"17,19"
414,FR-Core,9781508256892,French 2,17,N/A,N/A,07R,N/A,F,"En automne, il fait bon.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_414.mp3,"17,19"
415,FR-Core,9781508256892,French 2,17,N/A,N/A,08Q,N/A,N,Are your children leaving too?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_415.mp3,18
416,FR-Core,9781508256892,French 2,17,N/A,N/A,08R,N/A,F,Est-ce que vos enfants partent aussi?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_416.mp3,18
417,FR-Core,9781508256892,French 2,17,N/A,N/A,09Q,N/A,N,He’s lived over there with them since two years.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_417.mp3,"12,17"
418,FR-Core,9781508256892,French 2,17,N/A,N/A,09R,N/A,F,Il habite là-bas avec eux depuis deux ans.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_418.mp3,"12,17"
419,FR-Core,9781508256892,French 2,17,N/A,N/A,10Q,N/A,N,They like the United States a lot.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_419.mp3,18
420,FR-Core,9781508256892,French 2,17,N/A,N/A,10R,N/A,F,Ils aiment beaucoup les Etats-Unis.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_420.mp3,18
421,FR-Core,9781508256892,French 2,17,N/A,N/A,11Q,N/A,N,They quite like to stay with their friends.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_421.mp3,"5,18"
422,FR-Core,9781508256892,French 2,17,N/A,N/A,11R,N/A,F,Ils aiment bien rester avec leurs amis.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_422.mp3,"5,18"
423,FR-Core,9781508256892,French 2,17,N/A,N/A,12Q,N/A,N,They’re leaving next Tuesday.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_423.mp3,"17,18"
424,FR-Core,9781508256892,French 2,17,N/A,N/A,12R,N/A,M,Ils partent mardi prochain.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_424.mp3,"17,18"
425,FR-Core,9781508256892,French 2,17,N/A,N/A,13Q,N/A,N,They’re staying here with them.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_425.mp3,18
426,FR-Core,9781508256892,French 2,17,N/A,N/A,13R,N/A,M,Ils restent ici avec eux.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_426.mp3,18
427,FR-Core,9781508256892,French 2,17,N/A,N/A,14Q,N/A,N,I had the time to travel.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_427.mp3,"17,18"
428,FR-Core,9781508256892,French 2,17,N/A,N/A,14R,N/A,M,J’avais le temps de voyager.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_428.mp3,"17,18"
429,FR-Core,9781508256892,French 2,18,N/A,N/A,01Q,N/A,N,"In the spring, it’s pleasant in Paris.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_429.mp3,"17,18,19"
430,FR-Core,9781508256892,French 2,18,N/A,N/A,01R,N/A,M,Au printemps il fait bon à Paris.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_430.mp3,"17,18,19"
431,FR-Core,9781508256892,French 2,18,N/A,N/A,02Q,N/A,N,"Before, I had a lot of things to do.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_431.mp3,1
432,FR-Core,9781508256892,French 2,18,N/A,N/A,02R,N/A,M,"Avant, j’avais beaucoup de choses à faire.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_432.mp3,1
433,FR-Core,9781508256892,French 2,18,N/A,N/A,03Q,N/A,N,"Before, I used to have the phone number.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_433.mp3,3
434,FR-Core,9781508256892,French 2,18,N/A,N/A,03R,N/A,M,"Avant, j’avais le numéro de téléphone.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_434.mp3,3
435,FR-Core,9781508256892,French 2,18,N/A,N/A,04Q,N/A,N,With their friends and also without them.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_435.mp3,5
436,FR-Core,9781508256892,French 2,18,N/A,N/A,04R,N/A,M,Avec leurs amis et aussi sans eux.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_436.mp3,5
437,FR-Core,9781508256892,French 2,18,N/A,N/A,05Q,N/A,N,It’s the number of the office.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_437.mp3,20
438,FR-Core,9781508256892,French 2,18,N/A,N/A,05R,N/A,F,C’est le numéro du bureau.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_438.mp3,20
439,FR-Core,9781508256892,French 2,18,N/A,N/A,06Q,N/A,N,Do you have the Wi-Fi password?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_439.mp3,"3,16"
440,FR-Core,9781508256892,French 2,18,N/A,N/A,06R,N/A,F,Est-ce que vous avez le mot de passe du wifi?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_440.mp3,"3,16"
441,FR-Core,9781508256892,French 2,18,N/A,N/A,07Q,N/A,N,Do you know the password for the Wi-Fi here?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_441.mp3,"3,16"
442,FR-Core,9781508256892,French 2,18,N/A,N/A,07R,N/A,F,Est-ce que vous connaissez le mot de passe pour le wifi ici?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_442.mp3,"3,16"
443,FR-Core,9781508256892,French 2,18,N/A,N/A,08Q,N/A,N,He has two sons.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_443.mp3,"5,12"
444,FR-Core,9781508256892,French 2,18,N/A,N/A,08R,N/A,F,Il a deux fils.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_444.mp3,"5,12"
445,FR-Core,9781508256892,French 2,18,N/A,N/A,09Q,N/A,N,He has a really interesting job.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_445.mp3,20
446,FR-Core,9781508256892,French 2,18,N/A,N/A,09R,N/A,F,Il a un travail vraiment intéressant.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_446.mp3,20
447,FR-Core,9781508256892,French 2,18,N/A,N/A,10Q,N/A,N,It was very cold. (weather),N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_447.mp3,19
448,FR-Core,9781508256892,French 2,18,N/A,N/A,10R,N/A,F,Il faisait très froid.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_448.mp3,19
449,FR-Core,9781508256892,French 2,18,N/A,N/A,11Q,N/A,N,He didn’t have a lot of things to do.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_449.mp3,1
450,FR-Core,9781508256892,French 2,18,N/A,N/A,11R,N/A,F,Il n’avait pas beaucoup de choses à faire.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_450.mp3,1
451,FR-Core,9781508256892,French 2,18,N/A,N/A,12Q,N/A,N,I need the Wi-Fi password.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_451.mp3,"3,16"
452,FR-Core,9781508256892,French 2,18,N/A,N/A,12R,N/A,M,J’ai besoin du mot de passe du wifi.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_452.mp3,"3,16"
453,FR-Core,9781508256892,French 2,18,N/A,N/A,13Q,N/A,N,I have to call my children.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_453.mp3,3
454,FR-Core,9781508256892,French 2,18,N/A,N/A,13R,N/A,M,Je dois appeler mes enfants.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_454.mp3,3
455,FR-Core,9781508256892,French 2,18,N/A,N/A,14Q,N/A,N,I leave often on vacation with them.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_455.mp3,18
456,FR-Core,9781508256892,French 2,18,N/A,N/A,14R,N/A,M,Je pars souvent en vacances avec eux.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_456.mp3,18
457,FR-Core,9781508256892,French 2,18,N/A,N/A,15Q,N/A,N,I can call back my daughter later.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_457.mp3,"5,17"
458,FR-Core,9781508256892,French 2,18,N/A,N/A,15R,N/A,M,Je peux rappeler ma fille plus tard.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_458.mp3,"5,17"
459,FR-Core,9781508256892,French 2,18,N/A,N/A,16Q,N/A,N,"I would like a piece of information, please.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_459.mp3,"7,13,16"
460,FR-Core,9781508256892,French 2,18,N/A,N/A,16R,N/A,M,"Je voudrais un renseignement, s’il vous plaît.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_460.mp3,"7,13,16"
461,FR-Core,9781508256892,French 2,19,N/A,N/A,01Q,N/A,N,"Ah, here is the password!",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_461.mp3,"3,16"
462,FR-Core,9781508256892,French 2,19,N/A,N/A,01R,N/A,M,"Ah, voilà le mot de passe!",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_462.mp3,"3,16"
463,FR-Core,9781508256892,French 2,19,N/A,N/A,02Q,N/A,N,"Wait one minute, please.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_463.mp3,"12,17"
464,FR-Core,9781508256892,French 2,19,N/A,N/A,02R,N/A,M,"Attends une minute, s’il te plaît.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_464.mp3,"12,17"
465,FR-Core,9781508256892,French 2,19,N/A,N/A,03Q,N/A,N,"Before, I had the wrong password for the Wi-Fi.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_465.mp3,"3,16"
466,FR-Core,9781508256892,French 2,19,N/A,N/A,03R,N/A,F,"Avant, j’avais le mauvais mot de passe pour le wifi.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_466.mp3,"3,16"
467,FR-Core,9781508256892,French 2,19,N/A,N/A,04Q,N/A,N,It’s the right number.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_467.mp3,3
468,FR-Core,9781508256892,French 2,19,N/A,N/A,04R,N/A,F,C’est le bon numéro.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_468.mp3,3
469,FR-Core,9781508256892,French 2,19,N/A,N/A,05Q,N/A,N,That’s her number.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_469.mp3,3
470,FR-Core,9781508256892,French 2,19,N/A,N/A,05R,N/A,F,C’est son numéro.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_470.mp3,3
471,FR-Core,9781508256892,French 2,19,N/A,N/A,06Q,N/A,N,That was the wrong password.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_471.mp3,"3,16"
472,FR-Core,9781508256892,French 2,19,N/A,N/A,06R,N/A,F,C’était le mauvais mot de passe.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_472.mp3,"3,16"
473,FR-Core,9781508256892,French 2,19,N/A,N/A,07Q,N/A,N,It works well.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_473.mp3,7
474,FR-Core,9781508256892,French 2,19,N/A,N/A,07R,N/A,F,Ça marche bien.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_474.mp3,7
475,FR-Core,9781508256892,French 2,19,N/A,N/A,08Q,N/A,N,It’s not working.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_475.mp3,"3,16"
476,FR-Core,9781508256892,French 2,19,N/A,N/A,08R,N/A,F,Ça ne marche pas.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_476.mp3,"3,16"
477,FR-Core,9781508256892,French 2,19,N/A,N/A,09Q,N/A,N,"This time, it works.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_477.mp3,"3,17"
478,FR-Core,9781508256892,French 2,19,N/A,N/A,09R,N/A,F,"Cette fois, ça marche.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_478.mp3,"3,17"
479,FR-Core,9781508256892,French 2,19,N/A,N/A,10Q,N/A,N,"This time, I see it.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_479.mp3,17
480,FR-Core,9781508256892,French 2,19,N/A,N/A,10R,N/A,M,"Cette fois, je la vois.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_480.mp3,17
481,FR-Core,9781508256892,French 2,19,N/A,N/A,11Q,N/A,N,It is over there on the right.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_481.mp3,4
482,FR-Core,9781508256892,French 2,19,N/A,N/A,11R,N/A,M,"Elle est là-bas, sur la droite.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_482.mp3,4
483,FR-Core,9781508256892,French 2,19,N/A,N/A,12Q,N/A,N,Are they at the university?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_483.mp3,7
484,FR-Core,9781508256892,French 2,19,N/A,N/A,12R,N/A,M,Est-ce qu’ils sont à l’université?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_484.mp3,7
485,FR-Core,9781508256892,French 2,19,N/A,N/A,13Q,N/A,N,She’s at the university.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_485.mp3,7
486,FR-Core,9781508256892,French 2,19,N/A,N/A,13R,N/A,M,Elle est à l’université.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_486.mp3,7
487,FR-Core,9781508256892,French 2,19,N/A,N/A,14Q,N/A,N,Do you know where that is?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_487.mp3,4
488,FR-Core,9781508256892,French 2,19,N/A,N/A,14R,N/A,M,Est-ce que vous savez où c’est?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_488.mp3,4
489,FR-Core,9781508256892,French 2,19,N/A,N/A,15Q,N/A,N,I need a small piece of information.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_489.mp3,7
490,FR-Core,9781508256892,French 2,19,N/A,N/A,15R,N/A,M,J’ai besoin d’un petit renseignement.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_490.mp3,7
491,FR-Core,9781508256892,French 2,19,N/A,N/A,16Q,N/A,N,I have to call home.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_491.mp3,"3,16"
492,FR-Core,9781508256892,French 2,19,N/A,N/A,16R,N/A,M,Je dois appeler chez moi.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_492.mp3,"3,16"
493,FR-Core,9781508256892,French 2,19,N/A,N/A,17Q,N/A,N,Can I have the Wi-Fi password please?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_493.mp3,"3,16"
494,FR-Core,9781508256892,French 2,19,N/A,N/A,17R,N/A,F,Je peux avoir le mot de passe du wifi s’il te plait?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_494.mp3,"3,16"
495,FR-Core,9781508256892,French 2,19,N/A,N/A,18Q,N/A,N,Can I have it?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_495.mp3,"7,16"
496,FR-Core,9781508256892,French 2,19,N/A,N/A,18R,N/A,F,Je peux l’avoir?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_496.mp3,"7,16"
497,FR-Core,9781508256892,French 2,20,N/A,N/A,01Q,N/A,N,She writes postcards.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_497.mp3,3
498,FR-Core,9781508256892,French 2,20,N/A,N/A,01R,N/A,F,Elle écrit des cartes postales.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_498.mp3,3
499,FR-Core,9781508256892,French 2,20,N/A,N/A,02Q,N/A,N,Are they students?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_499.mp3,7
500,FR-Core,9781508256892,French 2,20,N/A,N/A,02R,N/A,F,Est-ce qu’elles sont étudiantes?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_500.mp3,7
501,FR-Core,9781508256892,French 2,20,N/A,N/A,03Q,N/A,N,They are both students.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_501.mp3,7
502,FR-Core,9781508256892,French 2,20,N/A,N/A,03R,N/A,F,Ils sont tous les deux étudiants.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_502.mp3,7
503,FR-Core,9781508256892,French 2,20,N/A,N/A,04Q,N/A,N,I have a girlfriend now.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_503.mp3,5
504,FR-Core,9781508256892,French 2,20,N/A,N/A,04R,N/A,M,J’ai une petite amie maintenant.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_504.mp3,5
505,FR-Core,9781508256892,French 2,20,N/A,N/A,05Q,N/A,N,I need to charge my phone.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_505.mp3,"3,16"
506,FR-Core,9781508256892,French 2,20,N/A,N/A,05R,N/A,F,J’ai besoin de charger mon téléphone.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_506.mp3,3
507,FR-Core,9781508256892,French 2,20,N/A,N/A,06Q,N/A,N,I quite like to send text messages to my friends.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_507.mp3,"3,5"
508,FR-Core,9781508256892,French 2,20,N/A,N/A,06R,N/A,F,J’aime bien envoyer des textos à mes amis.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_508.mp3,"3,5"
509,FR-Core,9781508256892,French 2,20,N/A,N/A,07Q,N/A,N,I don’t write a lot of postcards.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_509.mp3,3
510,FR-Core,9781508256892,French 2,20,N/A,N/A,07R,N/A,M,Je n’écris pas beaucoup de cartes postales.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_510.mp3,3
511,FR-Core,9781508256892,French 2,20,N/A,N/A,08Q,N/A,N,I prefer to send an SMS.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_511.mp3,"3,16"
512,FR-Core,9781508256892,French 2,20,N/A,N/A,08R,N/A,M,Je préfère envoyer un SMS.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_512.mp3,"3,16"
513,FR-Core,9781508256892,French 2,20,N/A,N/A,09Q,N/A,N,I’m going to try to call back.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_513.mp3,3
514,FR-Core,9781508256892,French 2,20,N/A,N/A,09R,N/A,M,Je vais essayer de rappeler.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_514.mp3,3
515,FR-Core,9781508256892,French 2,20,N/A,N/A,10Q,N/A,N,My phone doesn’t work here.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_515.mp3,"3,16"
516,FR-Core,9781508256892,French 2,20,N/A,N/A,10R,N/A,M,Mon téléphone ne marche pas ici.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_516.mp3,"3,16"
517,FR-Core,9781508256892,French 2,20,N/A,N/A,11Q,N/A,N,What are you writing?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_517.mp3,3
518,FR-Core,9781508256892,French 2,20,N/A,N/A,11R,N/A,M,Qu’est-ce que vous écrivez?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_518.mp3,3
519,FR-Core,9781508256892,French 2,20,N/A,N/A,12Q,N/A,N,You want to charge your phone?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_519.mp3,3
520,FR-Core,9781508256892,French 2,20,N/A,N/A,12R,N/A,M,Tu veux charger ton téléphone?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_520.mp3,3
521,FR-Core,9781508256892,French 2,20,N/A,N/A,13Q,N/A,N,"A small piece of information, please?",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_521.mp3,7
522,FR-Core,9781508256892,French 2,20,N/A,N/A,13R,N/A,M,"Un petit renseignement, s’il vous plaît?",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_522.mp3,7
523,FR-Core,9781508256892,French 2,20,N/A,N/A,14Q,N/A,N,"An SMS, that’s more practical!",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_523.mp3,3
524,FR-Core,9781508256892,French 2,20,N/A,N/A,14R,N/A,F,"Un SMS, c’est plus pratique!",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_524.mp3,3
525,FR-Core,9781508256892,French 2,20,N/A,N/A,15Q,N/A,N,"An SMS, it goes faster!",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_525.mp3,3
526,FR-Core,9781508256892,French 2,20,N/A,N/A,15R,N/A,F,"Un SMS, ça va plus vite!",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_526.mp3,3
527,FR-Core,9781508256892,French 2,21,N/A,N/A,01Q,N/A,N,"Today, it’s a holiday.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_527.mp3,7
528,FR-Core,9781508256892,French 2,21,N/A,N/A,01R,N/A,F,"Aujourd’hui, c’est un jour férié.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_528.mp3,7
529,FR-Core,9781508256892,French 2,21,N/A,N/A,02Q,N/A,N,Things are not fine?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_529.mp3,7
530,FR-Core,9781508256892,French 2,21,N/A,N/A,02R,N/A,F,Ça ne va pas?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_530.mp3,7
531,FR-Core,9781508256892,French 2,21,N/A,N/A,03Q,N/A,N,Try again.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_531.mp3,7
532,FR-Core,9781508256892,French 2,21,N/A,N/A,03R,N/A,F,Essayez encore une fois.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_532.mp3,7
