Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,QZ #,Speaker,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
453,453,JP,9781442310223,Japanese 1,21,08Q,N,I have a big boy.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0453.mp3,"5,9"
454,454,JP,9781442310223,Japanese 1,21,08R,M,大きい男の子がいます。,ookii otoko no ko ga imasu.,6,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0454.mp3,"5,9"
455,455,JP,9781442310223,Japanese 1,21,09Q,N,I have one girl.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0455.mp3,"5,12"
456,456,JP,9781442310223,Japanese 1,21,09R,M,一人女の子がいます。,hitori onna no ko ga imasu.,6,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0456.mp3,"5,12"
457,457,JP,9781442310223,Japanese 1,21,10Q,N,I have two boys.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0457.mp3,"5,12"
458,458,JP,9781442310223,Japanese 1,21,10R,,二人男の子がいます。,futari otoko no ko ga imasu.,6,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0458.mp3,"5,12"
459,459,JP,9781442310223,Japanese 1,21,11Q,N,Where are your children?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0459.mp3,"4,5,7,9"
460,460,JP,9781442310223,Japanese 1,21,11R,M,子供さんはどこにいますか。,kodomo san wa doko ni imasu ka.,7,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0460.mp3,"4,5,7,9"
461,461,JP,9781442310223,Japanese 1,22,01Q,N,I have a small car.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0461.mp3,"9,18"
462,462,JP,9781442310223,Japanese 1,22,01R,M,小さい車をもっています。,chiisai kuruma o motte imasu.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0462.mp3,"9,18"
463,463,JP,9781442310223,Japanese 1,22,02Q,N,There is a car.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0463.mp3,"9,18"
464,464,JP,9781442310223,Japanese 1,22,02R,F,車があります。,kuruma ga arimasu.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0464.mp3,"9,18"
465,465,JP,9781442310223,Japanese 1,22,03Q,N,The car is here.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0465.mp3,"4,9,18"
466,466,JP,9781442310223,Japanese 1,22,03R,F,車はここにあります。,kuruma wa koko ni arimasu.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0466.mp3,"4,9,18"
467,467,JP,9781442310223,Japanese 1,22,04Q,N,Where is your family living?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0467.mp3,"4,5"
468,468,JP,9781442310223,Japanese 1,22,04R,F,ご家族はどこに住んでいますか。,gokazoku wa doko ni sunde imasu ka.,7,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0468.mp3,"4,5"
469,469,JP,9781442310223,Japanese 1,22,05Q,N,It’s not small.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0469.mp3,9
470,470,JP,9781442310223,Japanese 1,22,05R,F,小さくありません。,chiisaku arimasen.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0470.mp3,9
471,471,JP,9781442310223,Japanese 1,22,06Q,N,In Japan there are many American cars.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0471.mp3,"9,18"
472,472,JP,9781442310223,Japanese 1,22,06R,F,日本にたくさんアメリカの車があります。,nihon ni takusan amerika no kuruma ga arimasu.,8,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0472.mp3,"9,18"
473,473,JP,9781442310223,Japanese 1,22,07Q,N,Is there gasoline?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0473.mp3,"9,18"
474,474,JP,9781442310223,Japanese 1,22,07R,M,ガソリンがありますか。,gasorin ga arimasu ka.,4,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0474.mp3,"9,18"
475,475,JP,9781442310223,Japanese 1,22,08Q,N,How many liters?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0475.mp3,9
476,476,JP,9781442310223,Japanese 1,22,08R,M,何リッター？,nan rittaa?,2,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0476.mp3,9
477,477,JP,9781442310223,Japanese 1,22,09Q,N,How many kilometers are there?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0477.mp3,"9,18"
478,478,JP,9781442310223,Japanese 1,22,09R,M,何キロありますか。,nan kiro arimasu ka.,4,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0478.mp3,"9,18"
479,479,JP,9781442310223,Japanese 1,22,10Q,N,There are sixty kilometers.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0479.mp3,"9,12"
480,480,JP,9781442310223,Japanese 1,22,10R,M,六十キロあります。,roku ju kkiro arimasu.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0480.mp3,"9,12"
481,481,JP,9781442310223,Japanese 1,22,11Q,N,There are many American cars.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0481.mp3,9
482,482,JP,9781442310223,Japanese 1,22,11R,M,たくさんアメリカの車があります。,takusan amerika no kuruma ga arimasu.,6,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0482.mp3,9
483,483,JP,9781442310223,Japanese 1,23,01Q,N,"Wait a minute, please.",,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0483.mp3,"7,16"
484,484,JP,9781442310223,Japanese 1,23,01R,M,ちょっと待って下さい。,chotto matte kudasai.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0484.mp3,"7,16"
485,485,JP,9781442310223,Japanese 1,23,02Q,N,Where are you going?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0485.mp3,"1,7,9"
486,486,JP,9781442310223,Japanese 1,23,02R,F,どこへ行きますか。,doko e ikimasu ka.,4,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0486.mp3,"1,7,9"
487,487,JP,9781442310223,Japanese 1,23,03Q,N,Fill it up please.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0487.mp3,16
488,488,JP,9781442310223,Japanese 1,23,03R,F,満タンにして下さい。,mantan ni shite kudasai.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0488.mp3,16
489,489,JP,9781442310223,Japanese 1,23,04Q,N,"Go straight ahead, please.",,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0489.mp3,"4,13"
490,490,JP,9781442310223,Japanese 1,23,04R,F,まっすぐ行って下さい。,massugu itte kudasai.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0490.mp3,"4,13"
491,491,JP,9781442310223,Japanese 1,23,05Q,N,Wait please.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0491.mp3,"7,13,16"
492,492,JP,9781442310223,Japanese 1,23,05R,F,待って下さい。,matte kudasai.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0492.mp3,"7,13,16"
493,493,JP,9781442310223,Japanese 1,23,06Q,N,I’m going to Tokyo.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0493.mp3,"1,18"
494,494,JP,9781442310223,Japanese 1,23,06R,F,東京へ行きます。,tokyo e ikimasu.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0494.mp3,"1,18"
495,495,JP,9781442310223,Japanese 1,23,07Q,N,Tokyo is far.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0495.mp3,"4,9"
496,496,JP,9781442310223,Japanese 1,23,07R,F,東京は遠いです。,tokyo wa tooi desu.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0496.mp3,"4,9"
497,497,JP,9781442310223,Japanese 1,23,08Q,N,I have a Japanese car.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0497.mp3,"9,18"
498,498,JP,9781442310223,Japanese 1,23,08R,M,日本の車を持っています。,nihon no kuruma o motte imasu.,6,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0498.mp3,"9,18"
499,499,JP,9781442310223,Japanese 1,23,09Q,N,It’s not far.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0499.mp3,"4,9"
500,500,JP,9781442310223,Japanese 1,23,09R,M,遠くありません。,tooku arimasen.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0500.mp3,"4,9"
501,501,JP,9781442310223,Japanese 1,23,10Q,N,Our car is small.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0501.mp3,"9,18"
502,502,JP,9781442310223,Japanese 1,23,10R,M,私たちの車は小さいです。,watashitachi no kuruma wa chiisai desu.,6,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0502.mp3,"9,18"
503,503,JP,9781442310223,Japanese 1,23,11Q,N,Tokyo is not far.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0503.mp3,"4,9"
504,504,JP,9781442310223,Japanese 1,23,11R,M,東京は遠くありません。,tokyo wa tooku arimasen.,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0504.mp3,"4,9"
505,505,JP,9781442310223,Japanese 1,24,01Q,N,It’s in that direction.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0505.mp3,"4,9"
506,506,JP,9781442310223,Japanese 1,24,01R,M,あちらです。,achira desu.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0506.mp3,"4,9"
507,507,JP,9781442310223,Japanese 1,24,02Q,N,Go to the left please.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0507.mp3,"4,7"
508,508,JP,9781442310223,Japanese 1,24,02R,F,左へ行って下さい。,hidari e itte kudasai.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0508.mp3,"4,7"
509,509,JP,9781442310223,Japanese 1,24,03Q,N,It’s this one.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0509.mp3,"7,9"
510,510,JP,9781442310223,Japanese 1,24,03R,F,これです。,kore desu.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0510.mp3,"7,9"
511,511,JP,9781442310223,Japanese 1,24,04Q,N,Which is the route?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0511.mp3,"4,18"
512,512,JP,9781442310223,Japanese 1,24,04R,F,道はどれですか。,michi wa dore desu ka.,5,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0512.mp3,"4,18"
513,513,JP,9781442310223,Japanese 1,24,05Q,N,The route is this one.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0513.mp3,"4,18"
514,514,JP,9781442310223,Japanese 1,24,05R,F,道はこれです。,michi wa kore desu.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0514.mp3,"4,18"
515,515,JP,9781442310223,Japanese 1,24,06Q,N,Which is the route to go to Tokyo?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0515.mp3,"4,18"
516,516,JP,9781442310223,Japanese 1,24,06R,F,東京へ行く道はどれですか。,tokyo e iku michi wa dore desu ka.,8,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0516.mp3,"4,18"
517,517,JP,9781442310223,Japanese 1,24,07Q,N,"As for the Tokyo route, it’s this one.",,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0517.mp3,"4,18"
518,518,JP,9781442310223,Japanese 1,24,07R,M,東京へ行く道はこれです。,tokyo e iku michi wa kore desu.,7,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0518.mp3,"4,18"
519,519,JP,9781442310223,Japanese 1,24,08Q,N,"And then, go to the right.",,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0519.mp3,"4,7"
520,520,JP,9781442310223,Japanese 1,24,08R,M,それから右へ行って下さい。,sorekara migi e itte kudasai.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0520.mp3,"4,7"
521,521,JP,9781442310223,Japanese 1,24,09Q,N,Is it this one?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0521.mp3,"9,12"
522,522,JP,9781442310223,Japanese 1,24,09R,M,これですか。,kore desu ka.,3,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0522.mp3,"9,12"
523,523,JP,9781442310223,Japanese 1,24,10Q,N,The Tokyo route is in that direction.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0523.mp3,"4,9,18"
524,524,JP,9781442310223,Japanese 1,24,10R,M,東京へ行く道はあちらです。,tokyo e iku michi wa achira desu.,7,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0524.mp3,"4,9,18"
525,525,JP,9781442310223,Japanese 1,24,11Q,N,It’s on the right.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0525.mp3,"4,9"
526,526,JP,9781442310223,Japanese 1,24,11R,M,右です。,migi desu.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0526.mp3,"4,9"
527,527,JP,9781442310223,Japanese 1,25,01Q,N,Which is it?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0527.mp3,"7,9"
528,528,JP,9781442310223,Japanese 1,25,01R,M,どれですか。,dore desu ka.,3,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0528.mp3,"7,9"
529,529,JP,9781442310223,Japanese 1,25,02Q,N,Why is it?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0529.mp3,"7,9"
530,530,JP,9781442310223,Japanese 1,25,02R,F,どうしてですか。,dousite desu ka.,3,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0530.mp3,"7,9"
531,531,JP,9781442310223,Japanese 1,25,03Q,N,It’s already late.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0531.mp3,"9,17"
532,532,JP,9781442310223,Japanese 1,25,03R,F,もう遅いです。,moo osoi desu.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0532.mp3,"9,17"
533,533,JP,9781442310223,Japanese 1,25,04Q,N,They’re open.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0533.mp3,"9,14"
534,534,JP,9781442310223,Japanese 1,25,04R,F,あいています。,aite imasu.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0534.mp3,"9,14"
535,535,JP,9781442310223,Japanese 1,25,05Q,N,The stores are closed.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0535.mp3,"9,14"
536,536,JP,9781442310223,Japanese 1,25,05R,F,お店は閉まっています。,omise wa shimatte imasu.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0536.mp3,"9,14"
537,537,JP,9781442310223,Japanese 1,25,06Q,N,Because it’s nine o’clock.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0537.mp3,"12,17"
538,538,JP,9781442310223,Japanese 1,25,06R,F,九時ですから。,ku ji desu kara.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0538.mp3,"12,17"
539,539,JP,9781442310223,Japanese 1,25,07Q,N,Because it’s already late.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0539.mp3,"9,17"
540,540,JP,9781442310223,Japanese 1,25,07R,F,もう遅いですから。,moo osoi desu kara.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0540.mp3,"9,17"
541,541,JP,9781442310223,Japanese 1,25,08Q,N,It’s not on the right.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0541.mp3,9
542,542,JP,9781442310223,Japanese 1,25,08R,M,右じゃありません。,migi ja arimasen.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0542.mp3,9
543,543,JP,9781442310223,Japanese 1,25,09Q,N,It’s not late.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0543.mp3,"9,17"
544,544,JP,9781442310223,Japanese 1,25,09R,M,遅くありません。,osoku arimasen.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0544.mp3,"9,17"
545,545,JP,9781442310223,Japanese 1,25,10Q,N,"It’s late, I’m sure.",,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0545.mp3,"9,17"
546,546,JP,9781442310223,Japanese 1,25,10R,M,遅いですよ。,osoi desu yo.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0546.mp3,"9,17"
547,547,JP,9781442310223,Japanese 1,25,11Q,N,Because it's not late yet.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0547.mp3,"9,17"
548,548,JP,9781442310223,Japanese 1,25,11R,M,まだおそくありませんから。,mada osoku arimasen kara.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0548.mp3,"9,17"
549,549,JP,9781442310223,Japanese 1,26,01Q,N,I’m going to stay over there for two days.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0549.mp3,"12,18"
550,550,JP,9781442310223,Japanese 1,26,01R,M,あちらに二日います。,achira ni futsuka imasu.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0550.mp3,"12,18"
551,551,JP,9781442310223,Japanese 1,26,02Q,N,I have friends over there.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0551.mp3,"4,5,9"
552,552,JP,9781442310223,Japanese 1,26,02R,F,あちらに友達がいます。,achira ni tomodachi ga imasu.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0552.mp3,"4,5,9"
553,553,JP,9781442310223,Japanese 1,26,03Q,N,I’m going by car.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0553.mp3,"1,9,18"
554,554,JP,9781442310223,Japanese 1,26,03R,F,車で行きます。,kuruma de ikimasu.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0554.mp3,"1,9,18"
555,555,JP,9781442310223,Japanese 1,26,04Q,N,I’m going to see some friends.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0555.mp3,"1,5,9"
556,556,JP,9781442310223,Japanese 1,26,04R,F,友達に会います。,tomodachi ni aimasu.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0556.mp3,"1,5,9"
557,557,JP,9781442310223,Japanese 1,26,05Q,N,How many days?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0557.mp3,"9,17,18"
558,558,JP,9781442310223,Japanese 1,26,05R,F,何日？,nan nichi?,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0558.mp3,"9,17,18"
559,559,JP,9781442310223,Japanese 1,26,06Q,N,"As for tonight, you can’t buy, for sure.",,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0559.mp3,"9,14,17"
560,560,JP,9781442310223,Japanese 1,26,06R,F,今晩は買えませんよ。,konban wa kaemasen yo.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0560.mp3,"9,14,17"
561,561,JP,9781442310223,Japanese 1,26,07Q,N,Are the department stores closed also?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0561.mp3,"9,14"
562,562,JP,9781442310223,Japanese 1,26,07R,F,デパートも閉まっていますか。,depaato mo shimatte imasu ka.,5,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0562.mp3,"9,14"
563,563,JP,9781442310223,Japanese 1,26,08Q,N,I have a few friends in Yokohama.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0563.mp3,"5,9,10"
564,564,JP,9781442310223,Japanese 1,26,08R,M,横浜に友達が二、三人います。,"yokohama ni tomodachi ga ni, san nin imasu.",8,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0564.mp3,"5,9,10"
565,565,JP,9781442310223,Japanese 1,26,09Q,N,I’m going to work.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0565.mp3,7
566,566,JP,9781442310223,Japanese 1,26,09R,M,仕事をします。,shigoto o shimasu.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0566.mp3,7
567,567,JP,9781442310223,Japanese 1,26,10Q,N,How many days are you going to stay?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0567.mp3,"17,18"
568,568,JP,9781442310223,Japanese 1,26,10R,M,何日いますか。,nan nichi imasu ka.,4,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0568.mp3,"17,18"
569,569,JP,9781442310223,Japanese 1,26,11Q,N,A few days.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0569.mp3,"7,9,17"
570,570,JP,9781442310223,Japanese 1,26,11R,,二、三日。,"ni, san nichi.",3,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0570.mp3,"7,9,17"
571,571,JP,9781442310223,Japanese 1,27,01Q,N,I want to go back together with you.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0571.mp3,"1,18"
572,572,JP,9781442310223,Japanese 1,27,01R,M,あなたと一緒に帰りたいです。,anata to issho ni kaeritai desu.,6,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0572.mp3,"1,18"
573,573,JP,9781442310223,Japanese 1,27,02Q,N,Because I want to stay here.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0573.mp3,18
574,574,JP,9781442310223,Japanese 1,27,02R,F,ここにいたいですから。,koko ni itai desu kara.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0574.mp3,18
575,575,JP,9781442310223,Japanese 1,27,03Q,N,Won’t you drink together with me?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0575.mp3,"6,13"
576,576,JP,9781442310223,Japanese 1,27,03R,F,私と一緒に飲みませんか。,watashi to issho ni nomimasen ka.,6,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0576.mp3,"6,13"
577,577,JP,9781442310223,Japanese 1,27,04Q,N,We are going to return to America.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0577.mp3,"9,18"
578,578,JP,9781442310223,Japanese 1,27,04R,F,私たちはアメリカへ帰ります。,watashitachi wa amerika e kaerimasu.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0578.mp3,"9,18"
579,579,JP,9781442310223,Japanese 1,27,05Q,N,Are the stores open?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0579.mp3,"9,14"
580,580,JP,9781442310223,Japanese 1,27,05R,F,お店はあいていますか。,omise wa aite imasu ka.,5,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0580.mp3,"9,14"
581,581,JP,9781442310223,Japanese 1,27,06Q,N,What are you going to do over there?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0581.mp3,9
582,582,JP,9781442310223,Japanese 1,27,06R,F,あちらで何をしますか。,achira de nani o shimasu ka.,6,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0582.mp3,9
583,583,JP,9781442310223,Japanese 1,27,07Q,N,I’m going to work for a few days.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0583.mp3,"7,9"
584,584,JP,9781442310223,Japanese 1,27,07R,M,二、三日仕事をします。,"ni, san nichi shigoto o shimasu.",6,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0584.mp3,"7,9"
585,585,JP,9781442310223,Japanese 1,27,08Q,N,One hundred seventy yen.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0585.mp3,"11,12"
586,586,JP,9781442310223,Japanese 1,27,08R,M,百七十円。,hyaku nana ju en.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0586.mp3,"11,12"
587,587,JP,9781442310223,Japanese 1,27,09Q,N,One hundred ninety-nine.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0587.mp3,12
588,588,JP,9781442310223,Japanese 1,27,09R,M,百九十九。,hyaku kyu ju kyu.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0588.mp3,12
589,589,JP,9781442310223,Japanese 1,27,10Q,N,I don’t speak at all.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0589.mp3,"9,15,16"
590,590,JP,9781442310223,Japanese 1,27,10R,M,全然話しません。,zenzen hanashimasen.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0590.mp3,"9,15,16"
591,591,JP,9781442310223,Japanese 1,27,11Q,N,I want to stay a few days.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0591.mp3,"17,18"
592,592,JP,9781442310223,Japanese 1,27,11R,M,二、三日いたいです。,"ni, san nichi itai desu.",5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0592.mp3,"17,18"
593,593,JP,9781442310223,Japanese 1,28,01Q,N,I’m alone.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0593.mp3,"7,9,12"
594,594,JP,9781442310223,Japanese 1,28,01R,M,一人です。,hitori desu.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0594.mp3,"7,9,12"
595,595,JP,9781442310223,Japanese 1,28,02Q,N,Are you going to Tokyo alone?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0595.mp3,"12,18"
596,596,JP,9781442310223,Japanese 1,28,02R,M,一人で東京へ行きますか。,hitori de tokyo e ikimasu ka.,6,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0596.mp3,"12,18"
597,597,JP,9781442310223,Japanese 1,28,03Q,N,Since when are you here?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0597.mp3,"9,17"
