"Rec #","Lang","ISBN-13","Course","Unit Num","start","stop","QZ #","line #","spkr","Cue","#of words","Q or S","Course Name (Source)","Skills"
"478","IT","978-1-4423-5036-6","Italian 2","25","0:07:24","0:07:26","01R","85","M","Perché non giochiamo a tennis alle due?","7","Q","Italian Phase 2, units 1 - 30 (2004)","1,12,17"
"479","IT","978-1-4423-5036-6","Italian 2","25","0:10:26","0:10:28","02Q","117","N","From five o’clock to seven.","","","Italian Phase 2, units 1 - 30 (2004)","12,17"
"480","IT","978-1-4423-5036-6","Italian 2","25","0:10:30","0:10:32","02R","118","M","Dalle cinque alle sette.","4","S","Italian Phase 2, units 1 - 30 (2004)","12,17"
"481","IT","978-1-4423-5036-6","Italian 2","25","0:10:52","0:10:54","03Q","122","N","I think that it’s all right.","","","Italian Phase 2, units 1 - 30 (2004)","16"
"482","IT","978-1-4423-5036-6","Italian 2","25","0:10:57","0:10:58","03R","123","F","Penso che va bene.","4","S","Italian Phase 2, units 1 - 30 (2004)","16"
"483","IT","978-1-4423-5036-6","Italian 2","25","0:13:33","0:13:34","04Q","148","N","I have another idea.","","","Italian Phase 2, units 1 - 30 (2004)","9,16"
"484","IT","978-1-4423-5036-6","Italian 2","25","0:13:36","0:13:37","04R","149","M","Ho un’altra idea.","3","S","Italian Phase 2, units 1 - 30 (2004)","9,16"
"485","IT","978-1-4423-5036-6","Italian 2","25","0:15:37","0:15:39","05Q","170","N","Do you think that he plays well?","","","Italian Phase 2, units 1 - 30 (2004)","1"
"486","IT","978-1-4423-5036-6","Italian 2","25","0:15:41","0:15:43","05R","171","F","Pensi che gioca bene?","4","Q","Italian Phase 2, units 1 - 30 (2004)","1"
"487","IT","978-1-4423-5036-6","Italian 2","25","0:16:05","0:16:07","06Q","174","N","He plays rather well.","","","Italian Phase 2, units 1 - 30 (2004)","1,5"
"488","IT","978-1-4423-5036-6","Italian 2","25","0:16:10","0:16:11","06R","175","M","Gioca abbastanza bene.","3","S","Italian Phase 2, units 1 - 30 (2004)","1,5"
"489","IT","978-1-4423-5036-6","Italian 2","25","0:16:35","0:16:38","07Q","179","N","My husband and I went to his place Saturday.","","","Italian Phase 2, units 1 - 30 (2004)","5,17"
"490","IT","978-1-4423-5036-6","Italian 2","25","0:16:43","0:16:45","07R","180","F","Io e mio marito siamo andati da lui sabato.","9","S","Italian Phase 2, units 1 - 30 (2004)","5,17"
"491","IT","978-1-4423-5036-6","Italian 2","25","0:22:32","0:22:33","08Q","236","N","At a quarter past two.","","","Italian Phase 2, units 1 - 30 (2004)","12,17"
"492","IT","978-1-4423-5036-6","Italian 2","25","0:22:36","0:22:37","08R","237","F","Alle due e un quarto.","5","S","Italian Phase 2, units 1 - 30 (2004)","12,17"
"493","IT","978-1-4423-5036-6","Italian 2","25","0:24:32","0:24:34","09Q","255","N","Did you play tennis Wednesday?","","","Italian Phase 2, units 1 - 30 (2004)","1,12,17"
"494","IT","978-1-4423-5036-6","Italian 2","25","0:24:38","0:24:40","09R","256","F","Hai giocato a tennis mercoledì?","5","Q","Italian Phase 2, units 1 - 30 (2004)","1,12,17"
"495","IT","978-1-4423-5036-6","Italian 2","25","0:28:18","0:28:20","10Q","292","N","I think that he plays better.","","","Italian Phase 2, units 1 - 30 (2004)","1"
"496","IT","978-1-4423-5036-6","Italian 2","25","0:28:23","0:28:25","10R","293","M","Penso che lui gioca meglio.","5","S","Italian Phase 2, units 1 - 30 (2004)","1"
"497","IT","978-1-4423-5036-6","Italian 2","26","0:10:36","0:10:39","01Q","114","N","We have often played tennis at his place.","","","Italian Phase 2, units 1 - 30 (2004)","1,12,17"
"498","IT","978-1-4423-5036-6","Italian 2","26","0:10:47","0:10:49","01R","115","M","Abbiamo giocato spesso a tennis da lui.","7","S","Italian Phase 2, units 1 - 30 (2004)","1,12,17"
"499","IT","978-1-4423-5036-6","Italian 2","26","0:14:07","0:14:10","02Q","148","N","She’s been playing for five years with my two daughters.","","","Italian Phase 2, units 1 - 30 (2004)","1,5,12,17"
"500","IT","978-1-4423-5036-6","Italian 2","26","0:14:15","0:14:18","02R","149","F","Gioca da cinque anni con le mie due figlie.","9","S","Italian Phase 2, units 1 - 30 (2004)","1,5,12,17"
"501","IT","978-1-4423-5036-6","Italian 2","26","0:14:30","0:14:31","03Q","151","N","She doesn’t play badly.","","","Italian Phase 2, units 1 - 30 (2004)","1"
"502","IT","978-1-4423-5036-6","Italian 2","26","0:14:34","0:14:35","03R","152","F","Non gioca male.","3","S","Italian Phase 2, units 1 - 30 (2004)","1"
"503","IT","978-1-4423-5036-6","Italian 2","26","0:18:17","0:18:18","04Q","187","N","Do you think that it’s all right?","","","Italian Phase 2, units 1 - 30 (2004)","7,13"
"504","IT","978-1-4423-5036-6","Italian 2","26","0:18:21","0:18:22","04R","188","M","Pensi che va bene?","4","Q","Italian Phase 2, units 1 - 30 (2004)","7,13"
"505","IT","978-1-4423-5036-6","Italian 2","26","0:19:57","0:19:59","05Q","202","N","I have a meeting on Thursday.","","","Italian Phase 2, units 1 - 30 (2004)","10,17,20"
"506","IT","978-1-4423-5036-6","Italian 2","26","0:20:02","0:20:03","05R","203","F","Ho una riunione giovedì.","4","S","Italian Phase 2, units 1 - 30 (2004)","10,17,20"
"507","IT","978-1-4423-5036-6","Italian 2","26","0:21:04","0:21:06","06Q","212","N","I’m returning on Saturday.","","","Italian Phase 2, units 1 - 30 (2004)","17,18"
"508","IT","978-1-4423-5036-6","Italian 2","26","0:21:09","0:21:10","06R","213","F","Ritorno sabato.","2","S","Italian Phase 2, units 1 - 30 (2004)","17,18"
"509","IT","978-1-4423-5036-6","Italian 2","26","0:22:25","0:22:26","07Q","225","N","I can’t come back earlier.","","","Italian Phase 2, units 1 - 30 (2004)","17,18"
"510","IT","978-1-4423-5036-6","Italian 2","26","0:22:30","0:22:31","07R","226","F","Non posso ritornare prima.","4","S","Italian Phase 2, units 1 - 30 (2004)","17,18"
"511","IT","978-1-4423-5036-6","Italian 2","26","0:23:10","0:23:11","08Q","234","N","You aren’t coming back earlier?","","","Italian Phase 2, units 1 - 30 (2004)","17,18"
"512","IT","978-1-4423-5036-6","Italian 2","26","0:23:14","0:23:16","08R","235","M","Non ritorna prima?","3","Q","Italian Phase 2, units 1 - 30 (2004)","17,18"
"513","IT","978-1-4423-5036-6","Italian 2","26","0:25:25","0:25:28","09Q","255","N","It doesn’t take a lot of time to go from Pisa to Florence.","","","Italian Phase 2, units 1 - 30 (2004)","12,17,18"
"514","IT","978-1-4423-5036-6","Italian 2","26","0:25:34","0:25:37","09R","256","F","Non ci vuole molto tempo per andare da Pisa a Firenze.","11","S","Italian Phase 2, units 1 - 30 (2004)","12,17,18"
"515","IT","978-1-4423-5036-6","Italian 2","26","0:28:18","0:28:19","10Q","281","N","What are you doing Thursday?","","","Italian Phase 2, units 1 - 30 (2004)","17"
"516","IT","978-1-4423-5036-6","Italian 2","26","0:28:22","0:28:24","10R","282","F","Che cosa fa giovedì?","4","Q","Italian Phase 2, units 1 - 30 (2004)","17"
"517","IT","978-1-4423-5036-6","Italian 2","27","0:07:51","0:07:52","01Q","86","N","What are their names?","","","Italian Phase 2, units 1 - 30 (2004)","16"
"518","IT","978-1-4423-5036-6","Italian 2","27","0:07:55","0:07:56","01R","87","F","Come si chiamano?","3","Q","Italian Phase 2, units 1 - 30 (2004)","16"
"519","IT","978-1-4423-5036-6","Italian 2","27","0:07:59","0:08:01","02Q","88","N","I don’t think that you know them.","","","Italian Phase 2, units 1 - 30 (2004)","5,7"
"520","IT","978-1-4423-5036-6","Italian 2","27","0:08:04","0:08:06","02R","89","M","Non penso che li conosci.","5","S","Italian Phase 2, units 1 - 30 (2004)","5,7"
"521","IT","978-1-4423-5036-6","Italian 2","27","0:08:29","0:08:31","03Q","92","N","I often play at tennis with them.","","","Italian Phase 2, units 1 - 30 (2004)","1,12,17"
"522","IT","978-1-4423-5036-6","Italian 2","27","0:08:35","0:08:36","03R","93","M","Gioco spesso a tennis con loro.","6","S","Italian Phase 2, units 1 - 30 (2004)","1,12,17"
"523","IT","978-1-4423-5036-6","Italian 2","27","0:14:19","0:14:22","04Q","148","N","I’m seeing them Wednesday and Thursday.","","","Italian Phase 2, units 1 - 30 (2004)","5,17"
"524","IT","978-1-4423-5036-6","Italian 2","27","0:14:26","0:14:28","04R","149","M","Li vedo mercoledì e giovedì.","5","S","Italian Phase 2, units 1 - 30 (2004)","5,17"
"525","IT","978-1-4423-5036-6","Italian 2","27","0:14:46","0:14:47","05Q","152","N","When are you coming back?","","","Italian Phase 2, units 1 - 30 (2004)","17,18"
"526","IT","978-1-4423-5036-6","Italian 2","27","0:14:50","0:14:51","05R","153","M","Quando ritorni?","2","Q","Italian Phase 2, units 1 - 30 (2004)","17,18"
"527","IT","978-1-4423-5036-6","Italian 2","27","0:17:16","0:17:19","06Q","175","N","The concert begins at a quarter to four.","","","Italian Phase 2, units 1 - 30 (2004)","1,12,17"
"528","IT","978-1-4423-5036-6","Italian 2","27","0:17:24","0:17:27","06R","176","M","Il concerto comincia alle quattro meno un quarto.","8","S","Italian Phase 2, units 1 - 30 (2004)","1,12,17"
"529","IT","978-1-4423-5036-6","Italian 2","27","0:19:41","0:19:43","07Q","198","N","I have to change some money.","","","Italian Phase 2, units 1 - 30 (2004)","11"
"530","IT","978-1-4423-5036-6","Italian 2","27","0:19:46","0:19:48","07R","199","M","Devo cambiare dei soldi.","4","S","Italian Phase 2, units 1 - 30 (2004)","11"
"531","IT","978-1-4423-5036-6","Italian 2","27","0:23:31","0:23:32","08Q","235","N","I’m going to exchange some money now.","","","Italian Phase 2, units 1 - 30 (2004)","11,17"
"532","IT","978-1-4423-5036-6","Italian 2","27","0:23:37","0:23:39","08R","236","M","Vado a cambiare dei soldi adesso.","6","S","Italian Phase 2, units 1 - 30 (2004)","11,17"
"533","IT","978-1-4423-5036-6","Italian 2","27","0:25:04","0:25:06","09Q","252","N","Where can I change a little money?","","","Italian Phase 2, units 1 - 30 (2004)","4,11,12,16"
"534","IT","978-1-4423-5036-6","Italian 2","27","0:25:10","0:25:12","09R","253","F","Dove posso cambiare un po’ di soldi?","7","Q","Italian Phase 2, units 1 - 30 (2004)","4,11,12,16"
"535","IT","978-1-4423-5036-6","Italian 2","27","0:25:25","0:25:26","10Q","255","N","There’s a bank over there.","","","Italian Phase 2, units 1 - 30 (2004)","4,11"
"536","IT","978-1-4423-5036-6","Italian 2","27","0:25:29","0:25:30","10R","256","M","C’è una banca lì.","4","S","Italian Phase 2, units 1 - 30 (2004)","4,11"
"537","IT","978-1-4423-5036-6","Italian 2","28","0:09:21","0:09:22","01Q","108","N","I’ll be back right away.","","","Italian Phase 2, units 1 - 30 (2004)","17"
"538","IT","978-1-4423-5036-6","Italian 2","28","0:09:25","0:09:26","01R","109","M","Ritorno subito.","2","S","Italian Phase 2, units 1 - 30 (2004)","17"
"539","IT","978-1-4423-5036-6","Italian 2","28","0:10:02","0:10:04","02Q","116","N","The meeting begins in a few minutes.","","","Italian Phase 2, units 1 - 30 (2004)","10,12,17,20"
"540","IT","978-1-4423-5036-6","Italian 2","28","0:10:09","0:10:11","02R","117","M","La riunione comincia fra qualche minuto.","6","S","Italian Phase 2, units 1 - 30 (2004)","10,12,17,20"
"541","IT","978-1-4423-5036-6","Italian 2","28","0:11:11","0:11:13","03Q","127","N","I think that the meeting is at a quarter to twelve.","","","Italian Phase 2, units 1 - 30 (2004)","10,12,17,20"
"542","IT","978-1-4423-5036-6","Italian 2","28","0:11:23","0:11:26","03R","128","F","Penso che la riunione è a mezzogiorno meno un quarto.","10","S","Italian Phase 2, units 1 - 30 (2004)","10,12,17,20"
"543","IT","978-1-4423-5036-6","Italian 2","28","0:12:25","0:12:26","04Q","137","N","I’m coming with you.","","","Italian Phase 2, units 1 - 30 (2004)","18"
"544","IT","978-1-4423-5036-6","Italian 2","28","0:12:29","0:12:30","04R","138","M","Vengo con Lei.","3","S","Italian Phase 2, units 1 - 30 (2004)","18"
"545","IT","978-1-4423-5036-6","Italian 2","28","0:17:16","0:17:19","05Q","182","N","And I’m going to visit my American colleagues.","","","Italian Phase 2, units 1 - 30 (2004)","18,20"
"546","IT","978-1-4423-5036-6","Italian 2","28","0:17:24","0:17:26","05R","183","F","E vado a trovare i miei colleghi americani.","8","S","Italian Phase 2, units 1 - 30 (2004)","18,20"
"547","IT","978-1-4423-5036-6","Italian 2","28","0:21:24","0:21:26","06Q","224","N","I like to travel by train.","","","Italian Phase 2, units 1 - 30 (2004)","9,18"
"548","IT","978-1-4423-5036-6","Italian 2","28","0:21:29","0:21:31","06R","225","F","Mi piace viaggiare in treno.","5","S","Italian Phase 2, units 1 - 30 (2004)","9,18"
"549","IT","978-1-4423-5036-6","Italian 2","28","0:22:51","0:22:53","07Q","238","N","The bus isn’t fast enough.","","","Italian Phase 2, units 1 - 30 (2004)","18"
"550","IT","978-1-4423-5036-6","Italian 2","28","0:22:57","0:22:59","07R","239","F","Il pullman non è abbastanza veloce.","6","S","Italian Phase 2, units 1 - 30 (2004)","18"
"551","IT","978-1-4423-5036-6","Italian 2","28","0:23:19","0:23:22","08Q","243","N","My meeting is on Monday at three o’clock.","","","Italian Phase 2, units 1 - 30 (2004)","10,12,17,20"
"552","IT","978-1-4423-5036-6","Italian 2","28","0:23:26","0:23:28","08R","244","F","La mia riunione è lunedì alle tre.","7","S","Italian Phase 2, units 1 - 30 (2004)","10,12,17,20"
"553","IT","978-1-4423-5036-6","Italian 2","28","0:23:37","0:23:38","09Q","246","N","Traveling by train is fast.","","","Italian Phase 2, units 1 - 30 (2004)","18"
"554","IT","978-1-4423-5036-6","Italian 2","28","0:23:42","0:23:44","09R","247","F","Viaggiare in treno è veloce.","5","S","Italian Phase 2, units 1 - 30 (2004)","18"
"555","IT","978-1-4423-5036-6","Italian 2","28","0:28:12","0:28:14","10Q","286","N","I must return by plane.","","","Italian Phase 2, units 1 - 30 (2004)","18"
"556","IT","978-1-4423-5036-6","Italian 2","28","0:28:18","0:28:20","10R","287","F","Devo ritornare in aereo.","4","S","Italian Phase 2, units 1 - 30 (2004)","18"
"557","IT","978-1-4423-5036-6","Italian 2","29","0:09:49","0:09:49","01Q","105","N","I like to fly.","","","Italian Phase 2, units 1 - 30 (2004)","1,9,18"
"558","IT","978-1-4423-5036-6","Italian 2","29","0:09:53","0:09:54","01R","106","F","Mi piace andare in aereo.","5","S","Italian Phase 2, units 1 - 30 (2004)","1,9,18"
"559","IT","978-1-4423-5036-6","Italian 2","29","0:14:47","0:14:49","02Q","154","N","I need to buy some mineral water.","","","Italian Phase 2, units 1 - 30 (2004)","6,14"
"560","IT","978-1-4423-5036-6","Italian 2","29","0:14:53","0:14:55","02R","155","M","Ho bisogno di comprare dell’acqua minerale.","6","S","Italian Phase 2, units 1 - 30 (2004)","6,14"
"561","IT","978-1-4423-5036-6","Italian 2","29","0:15:29","0:15:30","03Q","160","N","Before the weekend.","","","Italian Phase 2, units 1 - 30 (2004)","17"
"562","IT","978-1-4423-5036-6","Italian 2","29","0:15:34","0:15:35","03R","161","M","Prima del fine settimana.","4","S","Italian Phase 2, units 1 - 30 (2004)","17"
"563","IT","978-1-4423-5036-6","Italian 2","29","0:17:07","0:17:09","04Q","176","N","Are you going by train or by bus?","","","Italian Phase 2, units 1 - 30 (2004)","16,18"
"564","IT","978-1-4423-5036-6","Italian 2","29","0:17:12","0:17:14","04R","177","F","Va in treno o in pullman?","6","Q","Italian Phase 2, units 1 - 30 (2004)","16,18"
"565","IT","978-1-4423-5036-6","Italian 2","29","0:19:48","0:19:50","05Q","204","N","What are you doing next weekend?","","","Italian Phase 2, units 1 - 30 (2004)","1,17"
"566","IT","978-1-4423-5036-6","Italian 2","29","0:19:53","0:19:56","05R","205","F","Che cosa fa il fine settimana prossimo?","7","Q","Italian Phase 2, units 1 - 30 (2004)","1,17"
"567","IT","978-1-4423-5036-6","Italian 2","29","0:20:37","0:20:39","06Q","212","N","We can have lunch together next Sunday.","","","Italian Phase 2, units 1 - 30 (2004)","6,17"
"568","IT","978-1-4423-5036-6","Italian 2","29","0:20:43","0:20:46","06R","213","F","Possiamo pranzare insieme domenica prossima.","5","S","Italian Phase 2, units 1 - 30 (2004)","6,17"
"569","IT","978-1-4423-5036-6","Italian 2","29","0:21:10","0:21:11","07Q","217","N","We’d like to invite you to dinner.","","","Italian Phase 2, units 1 - 30 (2004)","6"
"570","IT","978-1-4423-5036-6","Italian 2","29","0:21:14","0:21:16","07R","218","F","La vorremmo invitare a cena.","5","S","Italian Phase 2, units 1 - 30 (2004)","6"
"571","IT","978-1-4423-5036-6","Italian 2","29","0:23:06","0:23:07","08Q","233","N","Can you come in the afternoon?","","","Italian Phase 2, units 1 - 30 (2004)","1,17,20"
"572","IT","978-1-4423-5036-6","Italian 2","29","0:23:10","0:23:12","08R","234","F","Può venire di pomeriggio?","4","Q","Italian Phase 2, units 1 - 30 (2004)","1,17,20"
"573","IT","978-1-4423-5036-6","Italian 2","29","0:27:07","0:27:10","09Q","275","N","I’d like to invite you to dinner some time.","","","Italian Phase 2, units 1 - 30 (2004)","6,17"
"574","IT","978-1-4423-5036-6","Italian 2","29","0:27:13","0:27:15","09R","276","M","La vorrei invitare a cena qualche volta.","7","S","Italian Phase 2, units 1 - 30 (2004)","6,17"
"575","IT","978-1-4423-5036-6","Italian 2","29","0:28:50","0:28:52","10Q","293","N","Let’s have a glass of wine before.","","","Italian Phase 2, units 1 - 30 (2004)","6"
"576","IT","978-1-4423-5036-6","Italian 2","29","0:28:55","0:28:57","10R","294","M","Prendiamo un bicchere di vino prima.","6","S","Italian Phase 2, units 1 - 30 (2004)","6"
"577","IT","978-1-4423-5036-6","Italian 2","30","0:05:37","0:05:38","01Q","69","N","What do I do to come to your place?","","","Italian Phase 2, units 1 - 30 (2004)","4"
"578","IT","978-1-4423-5036-6","Italian 2","30","0:05:42","0:05:43","01R","70","M","Come faccio a venire da te?","6","Q","Italian Phase 2, units 1 - 30 (2004)","4"
"579","IT","978-1-4423-5036-6","Italian 2","30","0:11:57","0:11:58","02Q","126","N","Are you here this weekend?","","","Italian Phase 2, units 1 - 30 (2004)","5,7,17"
"580","IT","978-1-4423-5036-6","Italian 2","30","0:12:03","0:12:04","02R","127","M","È qui questo fine settimana?","5","Q","Italian Phase 2, units 1 - 30 (2004)","5,7,17"
"581","IT","978-1-4423-5036-6","Italian 2","30","0:14:10","0:14:11","03Q","148","N","We’re coming by car.","","","Italian Phase 2, units 1 - 30 (2004)","18"
"582","IT","978-1-4423-5036-6","Italian 2","30","0:14:13","0:14:14","03R","149","F","Veniamo in macchina.","3","S","Italian Phase 2, units 1 - 30 (2004)","18"
"583","IT","978-1-4423-5036-6","Italian 2","30","0:16:40","0:16:41","04Q","171","N","Here’s a city map.","","","Italian Phase 2, units 1 - 30 (2004)","4"
"584","IT","978-1-4423-5036-6","Italian 2","30","0:16:44","0:16:45","04R","172","M","Una pianta della città","4","S","Italian Phase 2, units 1 - 30 (2004)","4"
"585","IT","978-1-4423-5036-6","Italian 2","30","0:17:06","0:17:07","05Q","176","N","I can show you.","","","Italian Phase 2, units 1 - 30 (2004)","16"
"586","IT","978-1-4423-5036-6","Italian 2","30","0:17:10","0:17:11","05R","177","M","Le posso far vedere.","4","S","Italian Phase 2, units 1 - 30 (2004)","16"
"587","IT","978-1-4423-5036-6","Italian 2","30","0:18:33","0:18:34","06Q","188","N","Can you show me the street on the map?","","","Italian Phase 2, units 1 - 30 (2004)","4,16"
"588","IT","978-1-4423-5036-6","Italian 2","30","0:18:39","0:18:41","06R","189","F","Mi può far vedere la strada sulla pianta?","8","Q","Italian Phase 2, units 1 - 30 (2004)","4,16"
"589","IT","978-1-4423-5036-6","Italian 2","30","0:19:19","0:19:21","07Q","196","N","This map is a little small.","","","Italian Phase 2, units 1 - 30 (2004)","4,12"
"590","IT","978-1-4423-5036-6","Italian 2","30","0:19:30","0:19:32","07R","197","F","Questa pianta è un po’ piccola.","6","S","Italian Phase 2, units 1 - 30 (2004)","4,12"
"591","IT","978-1-4423-5036-6","Italian 2","30","0:20:30","0:20:31","08Q","209","N","Look, our street is here.","","","Italian Phase 2, units 1 - 30 (2004)","4"
"592","IT","978-1-4423-5036-6","Italian 2","30","0:20:36","0:20:38","08R","210","M","Guardi, la nostra strada è qui.","6","S","Italian Phase 2, units 1 - 30 (2004)","4"
"593","IT","978-1-4423-5036-6","Italian 2","30","0:22:25","0:22:27","09Q","227","N","What do I do to go to a bank from here?","","","Italian Phase 2, units 1 - 30 (2004)","11"
"594","IT","978-1-4423-5036-6","Italian 2","30","0:22:31","0:22:33","09R","228","F","Come faccio ad andare in banca da qui?","8","Q","Italian Phase 2, units 1 - 30 (2004)","11"
"595","IT","978-1-4423-5036-6","Italian 2","30","0:24:39","0:24:42","10Q","247","N","I’m leaving next weekend.","","","Italian Phase 2, units 1 - 30 (2004)","17,18"
"596","IT","978-1-4423-5036-6","Italian 2","30","0:24:45","0:24:48","10R","248","F","Parto il fine settimana prossimo.","5","S","Italian Phase 2, units 1 - 30 (2004)","17,18"
"597","IT","978-1-4423-5036-6","Italian 2","30","0:26:10","0:26:12","11Q","263","N","Or perhaps we’ll take the subway.","","","Italian Phase 2, units 1 - 30 (2004)","18"
"598","IT","978-1-4423-5036-6","Italian 2","30","0:26:16","0:26:18","11R","264","F","O forse prendiamo la metropolitana.","5","S","Italian Phase 2, units 1 - 30 (2004)","18"
"599","IT","978-1-4423-5036-6","Italian 2","30","0:28:18","0:28:19","12Q","281","N","Can I see the city map?","","","Italian Phase 2, units 1 - 30 (2004)","4"
"600","IT","978-1-4423-5036-6","Italian 2","30","0:28:23","0:28:25","12R","282","M","Posso vedere la pianta della città?","6","Q","Italian Phase 2, units 1 - 30 (2004)","4"
