Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,QZ #,Speaker,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
483,483,ESL_SP,9781442328686,,23,05Q,N,¿Cuál es el camino a Long Island?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_483.mp3,"4,18"
484,484,ESL_SP,9781442328686,,23,05R,F,Which is the road to Long Island?,7,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_484.mp3,"4,18"
485,485,ESL_SP,9781442328686,,23,06Q,N,Las niñas están aquí en los Estados Unidos con nosotros.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_485.mp3,"5,9,18"
486,486,ESL_SP,9781442328686,,23,06R,M,The girls are here in the United States with us.,10,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_486.mp3,"5,9,18"
487,487,ESL_SP,9781442328686,,23,07Q,N,Tenemos una familia grande.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_487.mp3,"5,9"
488,488,ESL_SP,9781442328686,,23,07R,M,We have a big family.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_488.mp3,"5,9"
489,489,ESL_SP,9781442328686,,23,08Q,N,Tenemos una familia pequeña.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_489.mp3,"5,9"
490,490,ESL_SP,9781442328686,,23,08R,F,We have a small family.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_490.mp3,"5,9"
491,491,ESL_SP,9781442328686,,23,09Q,N,Nosotros no tenemos una familia grande.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_491.mp3,"5,9"
492,492,ESL_SP,9781442328686,,23,09R,F,We don't have a big family.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_492.mp3,"5,9"
493,493,ESL_SP,9781442328686,,23,10Q,N,Quiero un coche más chico.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_493.mp3,9
494,494,ESL_SP,9781442328686,,23,10R,M,I want a smaller car.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_494.mp3,9
495,495,ESL_SP,9781442328686,,23,11Q,N,¿Cuántas millas son de aquí a Long Island?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_495.mp3,"12,18"
496,496,ESL_SP,9781442328686,,23,11R,M,How many miles is it to Long Island?,8,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_496.mp3,"12,18"
497,497,ESL_SP,9781442328686,,23,12Q,N,Ése no es el camino a Long Island.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_497.mp3,"4,18"
498,498,ESL_SP,9781442328686,,23,12R,F,That's not the road to Long Island.,7,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_498.mp3,"4,18"
499,499,ESL_SP,9781442328686,,24,01Q,N,No hable demasiado rápido.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_499.mp3,"15,16"
500,500,ESL_SP,9781442328686,,24,01R,M,Don't speak too fast.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_500.mp3,"15,16"
501,501,ESL_SP,9781442328686,,24,02Q,N,Queda a la derecha.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_501.mp3,4
502,502,ESL_SP,9781442328686,,24,02R,F,It's to the right.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_502.mp3,4
503,503,ESL_SP,9781442328686,,24,03Q,N,Vaya a la derecha.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_503.mp3,4
504,504,ESL_SP,9781442328686,,24,03R,F,Go to the right.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_504.mp3,4
505,505,ESL_SP,9781442328686,,24,04Q,N,¿Qué tan lejos queda?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_505.mp3,4
506,506,ESL_SP,9781442328686,,24,04R,M,How far is it?,4,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_506.mp3,4
507,507,ESL_SP,9781442328686,,24,05Q,N,El camino que usted quiere queda a la izquierda.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_507.mp3,4
508,508,ESL_SP,9781442328686,,24,05R,F,The road you want is to the left.,8,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_508.mp3,4
509,509,ESL_SP,9781442328686,,24,06Q,N,No muy lejos.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_509.mp3,4
510,510,ESL_SP,9781442328686,,24,06R,F,Not very far.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_510.mp3,4
511,511,ESL_SP,9781442328686,,24,07Q,N,Un dólar por galón.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_511.mp3,"11,12"
512,512,ESL_SP,9781442328686,,24,07R,F,One dollar per gallon.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_512.mp3,"11,12"
513,513,ESL_SP,9781442328686,,24,08Q,N,¿Usted necesita gasolina?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_513.mp3,18
514,514,ESL_SP,9781442328686,,24,08R,F,Do you need gas?,4,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_514.mp3,18
515,515,ESL_SP,9781442328686,,24,09Q,N,Necesito algo de gasolina.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_515.mp3,"9,18"
516,516,ESL_SP,9781442328686,,24,09R,M,I need some gas.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_516.mp3,"9,18"
517,517,ESL_SP,9781442328686,,24,10Q,N,Necesitamos un coche más grande.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_517.mp3,9
518,518,ESL_SP,9781442328686,,24,10R,F,We need a bigger car.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_518.mp3,9
519,519,ESL_SP,9781442328686,,25,01Q,N,Ellas están abiertas tarde esta noche.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_519.mp3,"14,16"
520,520,ESL_SP,9781442328686,,25,01R,F,They're open late tonight.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_520.mp3,"14,16"
521,521,ESL_SP,9781442328686,,25,02Q,N,¿Por qué?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_521.mp3,"7,9"
522,522,ESL_SP,9781442328686,,25,02R,M,Why?,1,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_522.mp3,"7,9"
523,523,ESL_SP,9781442328686,,25,03Q,N,¿Por qué no?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_523.mp3,"7,9"
524,524,ESL_SP,9781442328686,,25,03R,M,Why not?,2,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_524.mp3,"7,9"
525,525,ESL_SP,9781442328686,,25,04Q,N,Ése es el camino que usted quiere.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_525.mp3,"4,18"
526,526,ESL_SP,9781442328686,,25,04R,F,That's the road you want.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_526.mp3,"4,18"
527,527,ESL_SP,9781442328686,,25,05Q,N,¿Puedo comprar algo?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_527.mp3,14
528,528,ESL_SP,9781442328686,,25,05R,M,Can I buy something?,4,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_528.mp3,14
529,529,ESL_SP,9781442328686,,25,06Q,N,Las tiendas pequeñas están cerradas.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_529.mp3,14
530,530,ESL_SP,9781442328686,,25,06R,F,The smaller stores are closed.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_530.mp3,14
531,531,ESL_SP,9781442328686,,25,07Q,N,Porque necesito algo de dinero.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_531.mp3,11
532,532,ESL_SP,9781442328686,,25,07R,F,Because I need some money.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_532.mp3,11
533,533,ESL_SP,9781442328686,,25,08Q,N,No es tarde.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_533.mp3,"14,17"
534,534,ESL_SP,9781442328686,,25,08R,M,It's not late.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_534.mp3,"14,17"
535,535,ESL_SP,9781442328686,,25,09Q,N,Mi esposo quiere comprar algo.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_535.mp3,"5,14"
536,536,ESL_SP,9781442328686,,25,09R,F,My husband wants to buy something.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_536.mp3,"5,14"
537,537,ESL_SP,9781442328686,,25,10Q,N,Él necesita algo de dinero.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_537.mp3,11
538,538,ESL_SP,9781442328686,,25,10R,F,He needs some money.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_538.mp3,11
539,539,ESL_SP,9781442328686,,26,01Q,N,Creo que sí.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_539.mp3,7
540,540,ESL_SP,9781442328686,,26,01R,F,I think so.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_540.mp3,7
541,541,ESL_SP,9781442328686,,26,02Q,N,Creo que no.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_541.mp3,7
542,542,ESL_SP,9781442328686,,26,02R,F,I don't think so.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_542.mp3,7
543,543,ESL_SP,9781442328686,,26,03Q,N,Voy a ver a algunos amigos.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_543.mp3,"1,5"
544,544,ESL_SP,9781442328686,,26,03R,F,I'm going to see some friends.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_544.mp3,"1,5"
545,545,ESL_SP,9781442328686,,26,04Q,N,Ella trabaja allí.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_545.mp3,9
546,546,ESL_SP,9781442328686,,26,04R,F,She works there.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_546.mp3,9
547,547,ESL_SP,9781442328686,,26,05Q,N,No muy bien.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_547.mp3,"9,15"
548,548,ESL_SP,9781442328686,,26,05R,F,Not very well.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_548.mp3,"9,15"
549,549,ESL_SP,9781442328686,,26,06Q,N,Entonces vaya a la tienda departamental.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_549.mp3,14
550,550,ESL_SP,9781442328686,,26,06R,M,Then go to the department store.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_550.mp3,14
551,551,ESL_SP,9781442328686,,26,07Q,N,¿Qué va a hacer allí?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_551.mp3,1
552,552,ESL_SP,9781442328686,,26,07R,M,What are you going to do there?,7,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_552.mp3,1
553,553,ESL_SP,9781442328686,,26,08Q,N,Tengo unos amigos allí.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_553.mp3,"5,12"
554,554,ESL_SP,9781442328686,,26,08R,F,I have a few friends there.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_554.mp3,"5,12"
555,555,ESL_SP,9781442328686,,26,09Q,N,Puede ser.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_555.mp3,7
556,556,ESL_SP,9781442328686,,26,09R,F,Maybe.,1,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_556.mp3,7
557,557,ESL_SP,9781442328686,,27,01Q,N,No quiero nada.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_557.mp3,7
558,558,ESL_SP,9781442328686,,27,01R,M,I don't want anything.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_558.mp3,7
559,559,ESL_SP,9781442328686,,27,02Q,N,Quiero irme.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_559.mp3,18
560,560,ESL_SP,9781442328686,,27,02R,M,I want to leave.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_560.mp3,18
561,561,ESL_SP,9781442328686,,27,03Q,N,Me voy a ir mañana.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_561.mp3,"17,18"
562,562,ESL_SP,9781442328686,,27,03R,M,I'm going to leave tomorrow.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_562.mp3,"17,18"
563,563,ESL_SP,9781442328686,,27,04Q,N,Ella no tiene coche.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_563.mp3,9
564,564,ESL_SP,9781442328686,,27,04R,M,She doesn't have a car.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_564.mp3,9
565,565,ESL_SP,9781442328686,,27,05Q,N,Ella no necesita un coche.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_565.mp3,9
566,566,ESL_SP,9781442328686,,27,05R,M,She doesn't need a car.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_566.mp3,9
567,567,ESL_SP,9781442328686,,27,06Q,N,No necesitamos nada.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_567.mp3,7
568,568,ESL_SP,9781442328686,,27,06R,M,We don't need anything.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_568.mp3,7
569,569,ESL_SP,9781442328686,,27,07Q,N,Vamos a irnos juntos.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_569.mp3,"1,18"
570,570,ESL_SP,9781442328686,,27,07R,M,We're going to leave together.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_570.mp3,"1,18"
571,571,ESL_SP,9781442328686,,27,08Q,N,Usted puede irse con nosotros.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_571.mp3,"1,18"
572,572,ESL_SP,9781442328686,,27,08R,M,You can leave with us.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_572.mp3,"1,18"
573,573,ESL_SP,9781442328686,,27,09Q,N,No tengo nada.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_573.mp3,7
574,574,ESL_SP,9781442328686,,27,09R,M,I don't have anything.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_574.mp3,7
575,575,ESL_SP,9781442328686,,27,10Q,N,Usted no me debe nada.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_575.mp3,"7,11"
576,576,ESL_SP,9781442328686,,27,10R,M,You don't owe me anything.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_576.mp3,"7,11"
577,577,ESL_SP,9781442328686,,28,01Q,N,¿Cuánto tiempo van a quedarse?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_577.mp3,18
578,578,ESL_SP,9781442328686,,28,01R,F,How long are you going to stay?,7,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_578.mp3,18
579,579,ESL_SP,9781442328686,,28,02Q,N,¿Cuántos días?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_579.mp3,"12,17,18"
580,580,ESL_SP,9781442328686,,28,02R,F,How many days?,3,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_580.mp3,"12,17,18"
581,581,ESL_SP,9781442328686,,28,03Q,N,No sé lo que quiere decir eso.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_581.mp3,"15,16"
582,582,ESL_SP,9781442328686,,28,03R,F,I don't know what that means.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_582.mp3,"15,16"
583,583,ESL_SP,9781442328686,,28,04Q,N,Somos norteamericanos.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_583.mp3,"9,10"
584,584,ESL_SP,9781442328686,,28,04R,F,We're American.,2,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_584.mp3,"9,10"
585,585,ESL_SP,9781442328686,,28,05Q,N,Estamos aquí durante unos días.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_585.mp3,"17,18"
586,586,ESL_SP,9781442328686,,28,05R,M,We're here for a few days.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_586.mp3,"17,18"
587,587,ESL_SP,9781442328686,,28,06Q,N,¿Qué quiere decir eso?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_587.mp3,"15,16"
588,588,ESL_SP,9781442328686,,28,06R,M,What does that mean?,4,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_588.mp3,"15,16"
589,589,ESL_SP,9781442328686,,28,07Q,N,Es una palabra en inglés.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_589.mp3,15
590,590,ESL_SP,9781442328686,,28,07R,F,It's an English word.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_590.mp3,15
591,591,ESL_SP,9781442328686,,28,08Q,N,Tenemos un coche norteamericano.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_591.mp3,9
592,592,ESL_SP,9781442328686,,28,08R,F,We have an American car.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_592.mp3,9
593,593,ESL_SP,9781442328686,,28,09Q,N,Vamos a quedarnos durante unos días.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_593.mp3,"17,18"
594,594,ESL_SP,9781442328686,,28,09R,M,We're going to stay for a few days.,8,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_594.mp3,"17,18"
595,595,ESL_SP,9781442328686,,28,10Q,N,No tenemos mucho tiempo.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_595.mp3,"9,17"
596,596,ESL_SP,9781442328686,,28,10R,M,We don't have much time.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_596.mp3,"9,17"
597,597,ESL_SP,9781442328686,,29,01Q,N,El vino es para él.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_597.mp3,"6,9"
598,598,ESL_SP,9781442328686,,29,01R,F,The wine is for him.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_598.mp3,"6,9"
599,599,ESL_SP,9781442328686,,29,02Q,N,Cuanto tiempo hace que están ustedes aquí?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_599.mp3,"6,17"
600,600,ESL_SP,9781442328686,,29,02R,M,How long have you been here?,6,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_600.mp3,"6,17"
601,601,ESL_SP,9781442328686,,29,03Q,N,Me gusta el vino.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_601.mp3,"6,9"
602,602,ESL_SP,9781442328686,,29,03R,F,I like wine.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_602.mp3,"6,9"
603,603,ESL_SP,9781442328686,,29,04Q,N,Eso no está nada mal.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_603.mp3,"7,9"
604,604,ESL_SP,9781442328686,,29,04R,M,That's not bad.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_604.mp3,"7,9"
605,605,ESL_SP,9781442328686,,29,05Q,N,Estoy aquí desde hace unas semanas.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_605.mp3,"17,18"
606,606,ESL_SP,9781442328686,,29,05R,F,I've been here for a few weeks.,7,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_606.mp3,"17,18"
607,607,ESL_SP,9781442328686,,29,06Q,N,Estamos aquí desde ayer.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_607.mp3,"17,18"
608,608,ESL_SP,9781442328686,,29,06R,F,We've been here since yesterday.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_608.mp3,"17,18"
609,609,ESL_SP,9781442328686,,29,07Q,N,¿Qué compró usted ayer?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_609.mp3,"14,17"
610,610,ESL_SP,9781442328686,,29,07R,M,What did you buy yesterday?,5,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_610.mp3,"14,17"
611,611,ESL_SP,9781442328686,,29,08Q,N,¿Qué hizo usted ayer?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_611.mp3,"1,17"
612,612,ESL_SP,9781442328686,,29,08R,M,What did you do yesterday?,5,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_612.mp3,"1,17"
613,613,ESL_SP,9781442328686,,29,09Q,N,Compré algo para beber.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_613.mp3,"6,14"
614,614,ESL_SP,9781442328686,,29,09R,F,I bought something to drink.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_614.mp3,"6,14"
615,615,ESL_SP,9781442328686,,29,10Q,N,¿Le gusta el vino?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_615.mp3,6
616,616,ESL_SP,9781442328686,,29,10R,M,Do you like wine?,4,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_616.mp3,6
617,617,ESL_SP,9781442328686,,30,01Q,N,¿Compró usted algo?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_617.mp3,"7,14"
618,618,ESL_SP,9781442328686,,30,01R,M,Did you buy anything?,4,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_618.mp3,"7,14"
619,619,ESL_SP,9781442328686,,30,02Q,N,¿Cómo se dice esa palabra?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_619.mp3,"15,16"
620,620,ESL_SP,9781442328686,,30,02R,M,How do you say that word?,6,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_620.mp3,"15,16"
621,621,ESL_SP,9781442328686,,30,03Q,N,Me gustan los Estados Unidos.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_621.mp3,"9,18"
622,622,ESL_SP,9781442328686,,30,03R,F,I like the United States.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_622.mp3,"9,18"
623,623,ESL_SP,9781442328686,,30,04Q,N,Compré muchas cosas.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_623.mp3,"12,14"
624,624,ESL_SP,9781442328686,,30,04R,F,I bought a lot of things.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_624.mp3,"12,14"
625,625,ESL_SP,9781442328686,,30,05Q,N,No voy a comprar nada.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_625.mp3,"7,14"
626,626,ESL_SP,9781442328686,,30,05R,M,I'm not going to buy anything.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_626.mp3,"7,14"
627,627,ESL_SP,9781442328686,,30,06Q,N,Compramos muchas cosas.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_627.mp3,"12,14"
628,628,ESL_SP,9781442328686,,30,06R,F,We bought a lot of things.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_628.mp3,"12,14"
629,629,ESL_SP,9781442328686,,30,07Q,N,¿Cuándo llegaron ustedes?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_629.mp3,"17,18"
630,630,ESL_SP,9781442328686,,30,07R,M,When did you arrive?,4,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_630.mp3,"17,18"
631,631,ESL_SP,9781442328686,,30,08Q,N,Llegamos ayer por la mañana.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_631.mp3,"17,18"
632,632,ESL_SP,9781442328686,,30,08R,F,We arrived yesterday morning.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_632.mp3,"17,18"
