Control #,Rec,Lang,Source ISBN,Course,Unit Num,StartTime,StopTime,Cluster,Qz #,Spkr,Cue,Snippet Name,Skills
1422,1422,IT,978-1-4423-6191-1,Italian 4,23,,,U23-02,02R_C,M,Vorrei vedere gli altri parenti.,9781442370579_Italian_4_QZ_1422.mp3,5
1423,1423,IT,978-1-4423-6191-1,Italian 4,23,,,U23-02,02Q_D,N,We like our Italian friends a lot.,9781442370579_Italian_4_QZ_1423.mp3,"5,12"
1424,1424,IT,978-1-4423-6191-1,Italian 4,23,,,U23-02,02R_D,F,Ci piacciono molto i nostri amici italiani.,9781442370579_Italian_4_QZ_1424.mp3,"5,12"
1425,1425,IT,978-1-4423-6191-1,Italian 4,23,,,U23-03,03Q_A,N,It’s an interesting history.,9781442370579_Italian_4_QZ_1425.mp3,"7,9"
1426,1426,IT,978-1-4423-6191-1,Italian 4,23,,,U23-03,03R_A,M,È una storia interessante.,9781442370579_Italian_4_QZ_1426.mp3,"7,9"
1427,1427,IT,978-1-4423-6191-1,Italian 4,23,,,U23-03,03Q_B,N,The history of his family is interesting.,9781442370579_Italian_4_QZ_1427.mp3,5
1428,1428,IT,978-1-4423-6191-1,Italian 4,23,,,U23-03,03R_B,F,La storia della sua famiglia è interessante.,9781442370579_Italian_4_QZ_1428.mp3,5
1429,1429,IT,978-1-4423-6191-1,Italian 4,23,,,U23-03,03Q_C,N,It looks like you have an interesting history.,9781442370579_Italian_4_QZ_1429.mp3,9
1430,1430,IT,978-1-4423-6191-1,Italian 4,23,,,U23-03,03R_C,M,Sembra che abbia una storia interessante.,9781442370579_Italian_4_QZ_1430.mp3,9
1431,1431,IT,978-1-4423-6191-1,Italian 4,23,,,U23-03,03Q_D,N,It has an interesting story.,9781442370579_Italian_4_QZ_1431.mp3,9
1432,1432,IT,978-1-4423-6191-1,Italian 4,23,,,U23-03,03R_D,F,Ha una storia interessante.,9781442370579_Italian_4_QZ_1432.mp3,9
1433,1433,IT,978-1-4423-6191-1,Italian 4,23,,,U23-04,04Q_A,N,I found out by chance that I have relatives in Sicily.,9781442370579_Italian_4_QZ_1433.mp3,"5,18"
1434,1434,IT,978-1-4423-6191-1,Italian 4,23,,,U23-04,04R_A,M,Ho scoperto per caso che ho parenti in Sicilia.,9781442370579_Italian_4_QZ_1434.mp3,"5,18"
1435,1435,IT,978-1-4423-6191-1,Italian 4,23,,,U23-04,04Q_B,N,I found out by chance that my father has relatives in Sicily.,9781442370579_Italian_4_QZ_1435.mp3,5
1436,1436,IT,978-1-4423-6191-1,Italian 4,23,,,U23-04,04R_B,F,Ho scoperto per caso che mio padre ha parenti in Sicilia.,9781442370579_Italian_4_QZ_1436.mp3,5
1437,1437,IT,978-1-4423-6191-1,Italian 4,23,,,U23-04,04Q_C,N,I heard that I have relatives in Sicily.,9781442370579_Italian_4_QZ_1437.mp3,"5,18"
1438,1438,IT,978-1-4423-6191-1,Italian 4,23,,,U23-04,04R_C,M,Ho sentito che ho parenti in Sicilia.,9781442370579_Italian_4_QZ_1438.mp3,"5,18"
1439,1439,IT,978-1-4423-6191-1,Italian 4,23,,,U23-04,04Q_D,N,I heard that my grandparents met by chance.,9781442370579_Italian_4_QZ_1439.mp3,"3,5"
1440,1440,IT,978-1-4423-6191-1,Italian 4,23,,,U23-04,04R_D,F,Ho sentito che i miei nonni si sono conosciuti per caso.,9781442370579_Italian_4_QZ_1440.mp3,"3,5"
1441,1441,IT,978-1-4423-6191-1,Italian 4,23,,,U23-05,05Q_A,N,His grandparents moved to the United States.,9781442370579_Italian_4_QZ_1441.mp3,5
1442,1442,IT,978-1-4423-6191-1,Italian 4,23,,,U23-05,05R_A,M,I suoi nonni si sono trasferiti negli Stati Uniti.,9781442370579_Italian_4_QZ_1442.mp3,5
1443,1443,IT,978-1-4423-6191-1,Italian 4,23,,,U23-05,05Q_B,N,My grandparents moved to the United States.,9781442370579_Italian_4_QZ_1443.mp3,5
1444,1444,IT,978-1-4423-6191-1,Italian 4,23,,,U23-05,05R_B,F,I miei nonni si sono trasferiti negli Stati Uniti.,9781442370579_Italian_4_QZ_1444.mp3,5
1445,1445,IT,978-1-4423-6191-1,Italian 4,23,,,U23-05,05Q_C,N,His grandparents got married in the United States.,9781442370579_Italian_4_QZ_1445.mp3,"1,5,18"
1446,1446,IT,978-1-4423-6191-1,Italian 4,23,,,U23-05,05R_C,M,I suoi nonni si sono sposati negli Stati Uniti.,9781442370579_Italian_4_QZ_1446.mp3,"1,5,18"
1447,1447,IT,978-1-4423-6191-1,Italian 4,23,,,U23-05,05Q_D,N,My relatives remained in the United States.,9781442370579_Italian_4_QZ_1447.mp3,5
1448,1448,IT,978-1-4423-6191-1,Italian 4,23,,,U23-05,05R_D,F,I miei parenti sono rimasti negli Stati Uniti.,9781442370579_Italian_4_QZ_1448.mp3,5
1449,1449,IT,978-1-4423-6191-1,Italian 4,23,,,U23-06,06Q_A,N,My husband is of Italian descent.,9781442370579_Italian_4_QZ_1449.mp3,5
1450,1450,IT,978-1-4423-6191-1,Italian 4,23,,,U23-06,06R_A,F,Mio marito è di origine italiana.,9781442370579_Italian_4_QZ_1450.mp3,5
1451,1451,IT,978-1-4423-6191-1,Italian 4,23,,,U23-06,06Q_B,N,My husband’s family is of Italian descent.,9781442370579_Italian_4_QZ_1451.mp3,5
1452,1452,IT,978-1-4423-6191-1,Italian 4,23,,,U23-06,06R_B,F,La famiglia di mio marito è di origine italiana.,9781442370579_Italian_4_QZ_1452.mp3,5
1453,1453,IT,978-1-4423-6191-1,Italian 4,23,,,U23-06,06Q_C,N,My wife is of Italian descent.,9781442370579_Italian_4_QZ_1453.mp3,5
1454,1454,IT,978-1-4423-6191-1,Italian 4,23,,,U23-06,06R_C,M,Mia moglie è di origine italiana.,9781442370579_Italian_4_QZ_1454.mp3,5
1455,1455,IT,978-1-4423-6191-1,Italian 4,23,,,U23-06,06Q_D,N,I too am of Italian descent.,9781442370579_Italian_4_QZ_1455.mp3,5
1456,1456,IT,978-1-4423-6191-1,Italian 4,23,,,U23-06,06R_D,F,Anch’io sono di origine italiana.,9781442370579_Italian_4_QZ_1456.mp3,5
1457,1457,IT,978-1-4423-6191-1,Italian 4,23,,,U23-07,07Q_A,N,I think that he has a lot of relatives in Italy.,9781442370579_Italian_4_QZ_1457.mp3,"5,12,18"
1458,1458,IT,978-1-4423-6191-1,Italian 4,23,,,U23-07,07R_A,M,Penso che abbia molti parenti in Italia.,9781442370579_Italian_4_QZ_1458.mp3,"5,12,18"
1459,1459,IT,978-1-4423-6191-1,Italian 4,23,,,U23-07,07Q_B,N,It looks like my husband has a lot of relatives in Italy.,9781442370579_Italian_4_QZ_1459.mp3,"5,12,18"
1460,1460,IT,978-1-4423-6191-1,Italian 4,23,,,U23-07,07R_B,F,Sembra che mio marito abbia molti parenti in Italia.,9781442370579_Italian_4_QZ_1460.mp3,"5,12,18"
1461,1461,IT,978-1-4423-6191-1,Italian 4,23,,,U23-07,07Q_C,N,We have a lot of children in Italy.,9781442370579_Italian_4_QZ_1461.mp3,"5,12"
1462,1462,IT,978-1-4423-6191-1,Italian 4,23,,,U23-07,07R_C,M,Abbiamo molti figli in Italia.,9781442370579_Italian_4_QZ_1462.mp3,"5,12"
1463,1463,IT,978-1-4423-6191-1,Italian 4,23,,,U23-07,07Q_D,N,It’s the largest family that I’ve ever seen.,9781442370579_Italian_4_QZ_1463.mp3,"5,12"
1464,1464,IT,978-1-4423-6191-1,Italian 4,23,,,U23-07,07R_D,F,È la famiglia più grande che abbia mai visto.,9781442370579_Italian_4_QZ_1464.mp3,"5,12"
1465,1465,IT,978-1-4423-6191-1,Italian 4,23,,,U23-08,08Q_A,N,"They met at the harbor, before boarding the same ship.",9781442370579_Italian_4_QZ_1465.mp3,"5,18"
1466,1466,IT,978-1-4423-6191-1,Italian 4,23,,,U23-08,08R_A,M,"Si sono conosciuti al porto, prima di salire a bordo della stessa nave.",9781442370579_Italian_4_QZ_1466.mp3,"5,18"
1467,1467,IT,978-1-4423-6191-1,Italian 4,23,,,U23-08,08Q_B,N,"When they met, they were on the same ship.",9781442370579_Italian_4_QZ_1467.mp3,"5,18"
1468,1468,IT,978-1-4423-6191-1,Italian 4,23,,,U23-08,08R_B,F,"Quando si sono conosciuti, erano sulla stessa nave.",9781442370579_Italian_4_QZ_1468.mp3,"5,18"
1469,1469,IT,978-1-4423-6191-1,Italian 4,23,,,U23-08,08Q_C,N,"Before boarding the ship, they met by chance.",9781442370579_Italian_4_QZ_1469.mp3,"5,18"
1470,1470,IT,978-1-4423-6191-1,Italian 4,23,,,U23-08,08R_C,M,"Prima di salire a bordo della nave, si sono conosciuti per caso.",9781442370579_Italian_4_QZ_1470.mp3,"5,18"
1471,1471,IT,978-1-4423-6191-1,Italian 4,23,,,U23-08,08Q_D,N,"They traveled on the same ship, but they met later.",9781442370579_Italian_4_QZ_1471.mp3,"5,17,18"
1472,1472,IT,978-1-4423-6191-1,Italian 4,23,,,U23-08,08R_D,F,"Hanno viaggiato sulla stessa nave, ma si sono conosciuti più tardi.",9781442370579_Italian_4_QZ_1472.mp3,"5,17,18"
1473,1473,IT,978-1-4423-6191-1,Italian 4,24,,,U24-01,01Q_A,N,We like their home a lot.,9781442370579_Italian_4_QZ_1473.mp3,"5,12"
1474,1474,IT,978-1-4423-6191-1,Italian 4,24,,,U24-01,01R_A,M,Ci piace molto la loro casa.,9781442370579_Italian_4_QZ_1474.mp3,"5,12"
1475,1475,IT,978-1-4423-6191-1,Italian 4,24,,,U24-01,01Q_B,N,We like this place a lot.,9781442370579_Italian_4_QZ_1475.mp3,"5,12,18"
1476,1476,IT,978-1-4423-6191-1,Italian 4,24,,,U24-01,01R_B,F,Ci piace molto questo posto.,9781442370579_Italian_4_QZ_1476.mp3,"5,12,18"
1477,1477,IT,978-1-4423-6191-1,Italian 4,24,,,U24-01,01Q_C,N,We’re excited to see it.,9781442370579_Italian_4_QZ_1477.mp3,1
1478,1478,IT,978-1-4423-6191-1,Italian 4,24,,,U24-01,01R_C,M,Siamo entusiasti di vederlo.,9781442370579_Italian_4_QZ_1478.mp3,1
1479,1479,IT,978-1-4423-6191-1,Italian 4,24,,,U24-01,01Q_D,N,He likes their home a lot.,9781442370579_Italian_4_QZ_1479.mp3,"5,12"
1480,1480,IT,978-1-4423-6191-1,Italian 4,24,,,U24-01,01R_D,F,Gli piace molto la loro casa.,9781442370579_Italian_4_QZ_1480.mp3,"5,12"
1481,1481,IT,978-1-4423-6191-1,Italian 4,24,,,U24-02,02Q_A,N,How is the neighborhood?,9781442370579_Italian_4_QZ_1481.mp3,18
1482,1482,IT,978-1-4423-6191-1,Italian 4,24,,,U24-02,02R_A,M,Com’è il quartiere?,9781442370579_Italian_4_QZ_1482.mp3,18
1483,1483,IT,978-1-4423-6191-1,Italian 4,24,,,U24-02,02Q_B,N,Is it in the same neighborhood?,9781442370579_Italian_4_QZ_1483.mp3,18
1484,1484,IT,978-1-4423-6191-1,Italian 4,24,,,U24-02,02R_B,F,È nello stesso quartiere?,9781442370579_Italian_4_QZ_1484.mp3,18
1485,1485,IT,978-1-4423-6191-1,Italian 4,24,,,U24-02,02Q_C,N,How is the neighborhood by the beach?,9781442370579_Italian_4_QZ_1485.mp3,"4,7,18"
1486,1486,IT,978-1-4423-6191-1,Italian 4,24,,,U24-02,02R_C,M,Com’è il quartiere vicino alla spiaggia?,9781442370579_Italian_4_QZ_1486.mp3,"4,7,18"
1487,1487,IT,978-1-4423-6191-1,Italian 4,24,,,U24-02,02Q_D,N,How is the traffic in the neighborhood?,9781442370579_Italian_4_QZ_1487.mp3,"4,18"
1488,1488,IT,978-1-4423-6191-1,Italian 4,24,,,U24-02,02R_D,F,Com’è il traffico nel quartiere?,9781442370579_Italian_4_QZ_1488.mp3,"4,18"
1489,1489,IT,978-1-4423-6191-1,Italian 4,24,,,U24-03,03Q_A,N,My uncle’s house is furnished with taste.,9781442370579_Italian_4_QZ_1489.mp3,5
1490,1490,IT,978-1-4423-6191-1,Italian 4,24,,,U24-03,03R_A,M,La casa di mio zio è arredata con gusto.,9781442370579_Italian_4_QZ_1490.mp3,5
1491,1491,IT,978-1-4423-6191-1,Italian 4,24,,,U24-03,03Q_B,N,My uncle’s house is very welcoming.,9781442370579_Italian_4_QZ_1491.mp3,5
1492,1492,IT,978-1-4423-6191-1,Italian 4,24,,,U24-03,03R_B,F,La casa di mio zio è molto accogliente.,9781442370579_Italian_4_QZ_1492.mp3,5
1493,1493,IT,978-1-4423-6191-1,Italian 4,24,,,U24-03,03Q_C,N,"The single family house is old, but it’s furnished with taste.",9781442370579_Italian_4_QZ_1493.mp3,"5,12"
1494,1494,IT,978-1-4423-6191-1,Italian 4,24,,,U24-03,03R_C,M,"La villetta è vecchia, ma è arredata con gusto.",9781442370579_Italian_4_QZ_1494.mp3,"5,12"
1495,1495,IT,978-1-4423-6191-1,Italian 4,24,,,U24-03,03Q_D,N,I heard that my uncle’s house is furnished with taste.,9781442370579_Italian_4_QZ_1495.mp3,"3,5"
1496,1496,IT,978-1-4423-6191-1,Italian 4,24,,,U24-03,03R_D,F,Ho sentito che la casa di mio zio è arredata con gusto.,9781442370579_Italian_4_QZ_1496.mp3,"3,5"
1497,1497,IT,978-1-4423-6191-1,Italian 4,24,,,U24-04,04Q_A,N,"Actually, in the same single-family house.",9781442370579_Italian_4_QZ_1497.mp3,"5,12"
1498,1498,IT,978-1-4423-6191-1,Italian 4,24,,,U24-04,04R_A,M,"In realtà, nella stessa villetta.",9781442370579_Italian_4_QZ_1498.mp3,"5,12"
1499,1499,IT,978-1-4423-6191-1,Italian 4,24,,,U24-04,04Q_B,N,"Actually, they were on the same ship.",9781442370579_Italian_4_QZ_1499.mp3,"9,18"
1500,1500,IT,978-1-4423-6191-1,Italian 4,24,,,U24-04,04R_B,F,"In realtà, erano sulla stessa nave.",9781442370579_Italian_4_QZ_1500.mp3,"9,18"
1501,1501,IT,978-1-4423-6191-1,Italian 4,24,,,U24-04,04Q_C,N,"Actually, they live in the same neighborhood.",9781442370579_Italian_4_QZ_1501.mp3,"5,9"
1502,1502,IT,978-1-4423-6191-1,Italian 4,24,,,U24-04,04R_C,M,"In realtà, abitano nello stesso quartiere",9781442370579_Italian_4_QZ_1502.mp3,"5,9"
1503,1503,IT,978-1-4423-6191-1,Italian 4,24,,,U24-04,04Q_D,N,"Actually, he prefers to stay at home.",9781442370579_Italian_4_QZ_1503.mp3,18
1504,1504,IT,978-1-4423-6191-1,Italian 4,24,,,U24-04,04R_D,F,"In realtà, preferisce restare a casa.",9781442370579_Italian_4_QZ_1504.mp3,18
1505,1505,IT,978-1-4423-6191-1,Italian 4,24,,,U24-05,05Q_A,N,"My brother isn’t rich, but he has some money.",9781442370579_Italian_4_QZ_1505.mp3,"5,11"
1506,1506,IT,978-1-4423-6191-1,Italian 4,24,,,U24-05,05R_A,M,"Mio fratello non è ricco, ma ha dei soldi.",9781442370579_Italian_4_QZ_1506.mp3,"5,11"
1507,1507,IT,978-1-4423-6191-1,Italian 4,24,,,U24-05,05Q_B,N,My brother is married and he has some money.,9781442370579_Italian_4_QZ_1507.mp3,"5,11"
1508,1508,IT,978-1-4423-6191-1,Italian 4,24,,,U24-05,05R_B,F,Mio fratello è sposato e ha dei soldi.,9781442370579_Italian_4_QZ_1508.mp3,"5,11"
1509,1509,IT,978-1-4423-6191-1,Italian 4,24,,,U24-05,05Q_C,N,"My uncle isn’t rich, but he has a little money.",9781442370579_Italian_4_QZ_1509.mp3,"5,11,12"
1510,1510,IT,978-1-4423-6191-1,Italian 4,24,,,U24-05,05R_C,M,"Mio zio non è ricco, ma ha un po’ di soldi.",9781442370579_Italian_4_QZ_1510.mp3,"5,11,12"
1511,1511,IT,978-1-4423-6191-1,Italian 4,24,,,U24-05,05Q_D,N,"My brother isn’t rich, and he prefers to pay in cash.",9781442370579_Italian_4_QZ_1511.mp3,"5,11,14"
1512,1512,IT,978-1-4423-6191-1,Italian 4,24,,,U24-05,05R_D,F,"Mio fratello non è ricco, e preferisce pagare in contanti.",9781442370579_Italian_4_QZ_1512.mp3,"5,11,14"
1513,1513,IT,978-1-4423-6191-1,Italian 4,24,,,U24-06,06Q_A,N,I’m very curious to see it.,9781442370579_Italian_4_QZ_1513.mp3,5
1514,1514,IT,978-1-4423-6191-1,Italian 4,24,,,U24-06,06R_A,M,Sono molto curioso di vederla.,9781442370579_Italian_4_QZ_1514.mp3,5
1515,1515,IT,978-1-4423-6191-1,Italian 4,24,,,U24-06,06Q_B,N,I’m excited to see it.,9781442370579_Italian_4_QZ_1515.mp3,5
1516,1516,IT,978-1-4423-6191-1,Italian 4,24,,,U24-06,06R_B,F,Sono entusiasta di vederla.,9781442370579_Italian_4_QZ_1516.mp3,5
1517,1517,IT,978-1-4423-6191-1,Italian 4,24,,,U24-06,06Q_C,N,I’m curious if it’s a good idea.,9781442370579_Italian_4_QZ_1517.mp3,7
1518,1518,IT,978-1-4423-6191-1,Italian 4,24,,,U24-06,06R_C,M,Sono curioso se è una buona idea.,9781442370579_Italian_4_QZ_1518.mp3,7
1519,1519,IT,978-1-4423-6191-1,Italian 4,24,,,U24-06,06Q_D,N,I’m very curious to see the house.,9781442370579_Italian_4_QZ_1519.mp3,5
1520,1520,IT,978-1-4423-6191-1,Italian 4,24,,,U24-06,06R_D,F,Sono molto curiosa di vedere la casa.,9781442370579_Italian_4_QZ_1520.mp3,5
1521,1521,IT,978-1-4423-6191-1,Italian 4,24,,,U24-07,07Q_A,N,In order to have a welcoming place for our family.,9781442370579_Italian_4_QZ_1521.mp3,"5,6"
1522,1522,IT,978-1-4423-6191-1,Italian 4,24,,,U24-07,07R_A,M,Per avere un posto accogliente per la nostra famiglia.,9781442370579_Italian_4_QZ_1522.mp3,"5,6"
1523,1523,IT,978-1-4423-6191-1,Italian 4,24,,,U24-07,07Q_B,N,This single-family house is very welcoming.,9781442370579_Italian_4_QZ_1523.mp3,"5,12"
1524,1524,IT,978-1-4423-6191-1,Italian 4,24,,,U24-07,07R_B,F,Questa villetta è molto accogliente.,9781442370579_Italian_4_QZ_1524.mp3,"5,12"
1525,1525,IT,978-1-4423-6191-1,Italian 4,24,,,U24-07,07Q_C,N,In order to have a welcoming place for our friends.,9781442370579_Italian_4_QZ_1525.mp3,"5,6"
1526,1526,IT,978-1-4423-6191-1,Italian 4,24,,,U24-07,07R_C,M,Per avere un posto accogliente per i nostri amici.,9781442370579_Italian_4_QZ_1526.mp3,"5,6"
1527,1527,IT,978-1-4423-6191-1,Italian 4,24,,,U24-07,07Q_D,N,In order to have a comfortable room for our family.,9781442370579_Italian_4_QZ_1527.mp3,"5,6"
1528,1528,IT,978-1-4423-6191-1,Italian 4,24,,,U24-07,07R_D,F,Per avere una camera comoda per la nostra famiglia.,9781442370579_Italian_4_QZ_1528.mp3,"5,6"
1529,1529,IT,978-1-4423-6191-1,Italian 4,24,,,U24-08,08Q_A,N,We have a lot to talk about.,9781442370579_Italian_4_QZ_1529.mp3,"3,12"
1530,1530,IT,978-1-4423-6191-1,Italian 4,24,,,U24-08,08R_A,M,Abbiamo molto di cui parlare.,9781442370579_Italian_4_QZ_1530.mp3,"3,12"
1531,1531,IT,978-1-4423-6191-1,Italian 4,24,,,U24-08,08Q_B,N,You both have a lot to talk about.,9781442370579_Italian_4_QZ_1531.mp3,"3,12"
1532,1532,IT,978-1-4423-6191-1,Italian 4,24,,,U24-08,08R_B,F,Avete molto di cui parlare tutti e due.,9781442370579_Italian_4_QZ_1532.mp3,"3,12"
1533,1533,IT,978-1-4423-6191-1,Italian 4,24,,,U24-08,08Q_C,N,My brother and I have a lot about which to talk.,9781442370579_Italian_4_QZ_1533.mp3,"3,5,12"
1534,1534,IT,978-1-4423-6191-1,Italian 4,24,,,U24-08,08R_C,M,Io e mio fratello abbiamo molto di cui parlare.,9781442370579_Italian_4_QZ_1534.mp3,"3,5,12"
1535,1535,IT,978-1-4423-6191-1,Italian 4,24,,,U24-08,08Q_D,N,We bought a lot of things.,9781442370579_Italian_4_QZ_1535.mp3,"12,14"
1536,1536,IT,978-1-4423-6191-1,Italian 4,24,,,U24-08,08R_D,F,Abbiamo comprato molte cose.,9781442370579_Italian_4_QZ_1536.mp3,"12,14"
1537,1537,IT,978-1-4423-6191-1,Italian 4,25,,,U25-01,01Q_A,N,Taste these cookies.,9781442370579_Italian_4_QZ_1537.mp3,6
1538,1538,IT,978-1-4423-6191-1,Italian 4,25,,,U25-01,01R_A,M,Assaggia questi biscotti.,9781442370579_Italian_4_QZ_1538.mp3,6
1539,1539,IT,978-1-4423-6191-1,Italian 4,25,,,U25-01,01Q_B,N,Taste these arancini.,9781442370579_Italian_4_QZ_1539.mp3,6
1540,1540,IT,978-1-4423-6191-1,Italian 4,25,,,U25-01,01R_B,F,Assaggia questi arancini.,9781442370579_Italian_4_QZ_1540.mp3,6
1541,1541,IT,978-1-4423-6191-1,Italian 4,25,,,U25-01,01Q_C,N,These cookies have a fruity taste.,9781442370579_Italian_4_QZ_1541.mp3,6
1542,1542,IT,978-1-4423-6191-1,Italian 4,25,,,U25-01,01R_C,M,Questi biscotti hanno un sapore fruttato.,9781442370579_Italian_4_QZ_1542.mp3,6
1543,1543,IT,978-1-4423-6191-1,Italian 4,25,,,U25-01,01Q_D,N,I should taste these cookies.,9781442370579_Italian_4_QZ_1543.mp3,6
1544,1544,IT,978-1-4423-6191-1,Italian 4,25,,,U25-01,01R_D,F,Dovrei assaggiare questi biscotti.,9781442370579_Italian_4_QZ_1544.mp3,6
1545,1545,IT,978-1-4423-6191-1,Italian 4,25,,,U25-02,02Q_A,N,"She had a son, who is my father.",9781442370579_Italian_4_QZ_1545.mp3,5
1546,1546,IT,978-1-4423-6191-1,Italian 4,25,,,U25-02,02R_A,M,"Aveva un figlio, che è mio padre.",9781442370579_Italian_4_QZ_1546.mp3,5
1547,1547,IT,978-1-4423-6191-1,Italian 4,25,,,U25-02,02Q_B,N,"She had a son, who is my uncle.",9781442370579_Italian_4_QZ_1547.mp3,5
1548,1548,IT,978-1-4423-6191-1,Italian 4,25,,,U25-02,02R_B,F,"Aveva un figlio, che è mio zio.",9781442370579_Italian_4_QZ_1548.mp3,5
1549,1549,IT,978-1-4423-6191-1,Italian 4,25,,,U25-02,02Q_C,N,"My uncle had a son, who is my cousin.",9781442370579_Italian_4_QZ_1549.mp3,5
1550,1550,IT,978-1-4423-6191-1,Italian 4,25,,,U25-02,02R_C,M,"Mio zio aveva un figlio, che è mio cugino.",9781442370579_Italian_4_QZ_1550.mp3,5
1551,1551,IT,978-1-4423-6191-1,Italian 4,25,,,U25-02,02Q_D,N,"She had a son, who is the father of my husband.",9781442370579_Italian_4_QZ_1551.mp3,5
1552,1552,IT,978-1-4423-6191-1,Italian 4,25,,,U25-02,02R_D,F,"Aveva un figlio, che è il padre di mio marito.",9781442370579_Italian_4_QZ_1552.mp3,5
1553,1553,IT,978-1-4423-6191-1,Italian 4,25,,,U25-03,03Q_A,N,We like to have many cousins.,9781442370579_Italian_4_QZ_1553.mp3,"5,12"
1554,1554,IT,978-1-4423-6191-1,Italian 4,25,,,U25-03,03R_A,M,Ci piacciono avere molti cugini.,9781442370579_Italian_4_QZ_1554.mp3,"5,12"
1555,1555,IT,978-1-4423-6191-1,Italian 4,25,,,U25-03,03Q_B,N,I like to have many cousins.,9781442370579_Italian_4_QZ_1555.mp3,"5,12"
1556,1556,IT,978-1-4423-6191-1,Italian 4,25,,,U25-03,03R_B,F,Mi piacciono avere molti cugini.,9781442370579_Italian_4_QZ_1556.mp3,"5,12"
1557,1557,IT,978-1-4423-6191-1,Italian 4,25,,,U25-03,03Q_C,N,We like our Italian cousins.,9781442370579_Italian_4_QZ_1557.mp3,5
1558,1558,IT,978-1-4423-6191-1,Italian 4,25,,,U25-03,03R_C,M,Ci piacciono i nostri cugini italiani.,9781442370579_Italian_4_QZ_1558.mp3,5
1559,1559,IT,978-1-4423-6191-1,Italian 4,25,,,U25-03,03Q_D,N,We like to have many relatives.,9781442370579_Italian_4_QZ_1559.mp3,"5,12"
1560,1560,IT,978-1-4423-6191-1,Italian 4,25,,,U25-03,03R_D,F,Ci piacciono avere molti parenti.,9781442370579_Italian_4_QZ_1560.mp3,"5,12"
1561,1561,IT,978-1-4423-6191-1,Italian 4,25,,,U25-04,04Q_A,N,He’s proud of his house.,9781442370579_Italian_4_QZ_1561.mp3,9
1562,1562,IT,978-1-4423-6191-1,Italian 4,25,,,U25-04,04R_A,M,È orgoglioso della sua casa.,9781442370579_Italian_4_QZ_1562.mp3,9
1563,1563,IT,978-1-4423-6191-1,Italian 4,25,,,U25-04,04Q_B,N,My uncle is proud of his house.,9781442370579_Italian_4_QZ_1563.mp3,5
1564,1564,IT,978-1-4423-6191-1,Italian 4,25,,,U25-04,04R_B,F,Mio zio è orgoglioso della sua casa.,9781442370579_Italian_4_QZ_1564.mp3,5
1565,1565,IT,978-1-4423-6191-1,Italian 4,25,,,U25-04,04Q_C,N,He’s proud to live here.,9781442370579_Italian_4_QZ_1565.mp3,4
1566,1566,IT,978-1-4423-6191-1,Italian 4,25,,,U25-04,04R_C,M,È orgoglioso di abitare qui.,9781442370579_Italian_4_QZ_1566.mp3,4
1567,1567,IT,978-1-4423-6191-1,Italian 4,25,,,U25-04,04Q_D,N,I am proud of my uncle.,9781442370579_Italian_4_QZ_1567.mp3,"5,9"
1568,1568,IT,978-1-4423-6191-1,Italian 4,25,,,U25-04,04R_D,F,Sono orgoglioso di mio zio.,9781442370579_Italian_4_QZ_1568.mp3,"5,9"
1569,1569,IT,978-1-4423-6191-1,Italian 4,25,,,U25-05,05Q_A,N,She was a champion skier.,9781442370579_Italian_4_QZ_1569.mp3,1
1570,1570,IT,978-1-4423-6191-1,Italian 4,25,,,U25-05,05R_A,M,Era una campionessa di sci.,9781442370579_Italian_4_QZ_1570.mp3,1
1571,1571,IT,978-1-4423-6191-1,Italian 4,25,,,U25-05,05Q_B,N,I know that she was a champion skier.,9781442370579_Italian_4_QZ_1571.mp3,1
1572,1572,IT,978-1-4423-6191-1,Italian 4,25,,,U25-05,05R_B,F,So che era una campionessa di sci.,9781442370579_Italian_4_QZ_1572.mp3,1
1573,1573,IT,978-1-4423-6191-1,Italian 4,25,,,U25-05,05Q_C,N,His aunt was a champion skier.,9781442370579_Italian_4_QZ_1573.mp3,5
1574,1574,IT,978-1-4423-6191-1,Italian 4,25,,,U25-05,05R_C,M,Sua zia era una campionessa di sci.,9781442370579_Italian_4_QZ_1574.mp3,5
1575,1575,IT,978-1-4423-6191-1,Italian 4,25,,,U25-05,05Q_D,N,She is a champion skier.,9781442370579_Italian_4_QZ_1575.mp3,1
1576,1576,IT,978-1-4423-6191-1,Italian 4,25,,,U25-05,05R_D,F,È una campionessa di sci.,9781442370579_Italian_4_QZ_1576.mp3,1
1577,1577,IT,978-1-4423-6191-1,Italian 4,25,,,U25-06,06Q_A,N,Our grandmother was the sister of your grandfather.,9781442370579_Italian_4_QZ_1577.mp3,5
1578,1578,IT,978-1-4423-6191-1,Italian 4,25,,,U25-06,06R_A,M,Nostra nonna era la sorella di tuo nonno.,9781442370579_Italian_4_QZ_1578.mp3,5
1579,1579,IT,978-1-4423-6191-1,Italian 4,25,,,U25-06,06Q_B,N,Our grandfather was the brother of your grandmother.,9781442370579_Italian_4_QZ_1579.mp3,5
1580,1580,IT,978-1-4423-6191-1,Italian 4,25,,,U25-06,06R_B,F,Nostro nonno era il fratello di tua nonna.,9781442370579_Italian_4_QZ_1580.mp3,5
1581,1581,IT,978-1-4423-6191-1,Italian 4,25,,,U25-06,06Q_C,N,His grandmother is the sister of my grandfather.,9781442370579_Italian_4_QZ_1581.mp3,5
