Control#,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,Start,Stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
419,419,RU,9781442312838,Russian 2,21,,,03Q,,N,My son is a college student.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_419.mp3,"5,9"
420,420,RU,9781442312838,Russian 2,21,,,03R,,M,Мой сын студент университета.,Moy syn student universiteta.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_420.mp3,"5,9"
421,421,RU,9781442312838,Russian 2,21,,,04Q,,N,Our daughter is twenty-two years old.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_421.mp3,"5,9,12"
422,422,RU,9781442312838,Russian 2,21,,,04R,,M,Нашей дочери двадцать два года.,Nashey docheri dvatsat’ dva goda.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_422.mp3,"5,9,12"
423,423,RU,9781442312838,Russian 2,21,,,05Q,,N,Can you read this?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_423.mp3,"7,15,16"
424,424,RU,9781442312838,Russian 2,21,,,05R,,F,Вы можете прочитать это?,Vy mozhete prochitat’ eto?,4,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_424.mp3,"7,15,16"
425,425,RU,9781442312838,Russian 2,21,,,06Q,,N,Can’t I help you?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_425.mp3,"7,16"
426,426,RU,9781442312838,Russian 2,21,,,06R,,F,Я могу вам помочь?,Ya mogu vam pomoch’?,4,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_426.mp3,"7,16"
427,427,RU,9781442312838,Russian 2,21,,,07Q,,N,Here there’s no telephone.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_427.mp3,"3,9"
428,428,RU,9781442312838,Russian 2,21,,,07R,,F,Здесь нет телефона.,Zdes’ net telefona.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_428.mp3,"3,9"
429,429,RU,9781442312838,Russian 2,21,,,08Q,,N,From there it’s possible to send email.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_429.mp3,"3,9"
430,430,RU,9781442312838,Russian 2,21,,,08R,,F,Оттуда можно послать электронную почту.,Ottuda mozhno poslat’ elektronnuyu pochtu.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_430.mp3,"3,9"
431,431,RU,9781442312838,Russian 2,21,,,09Q,,N,Today I received a letter from our daughter.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_431.mp3,"3,5,9,17"
432,432,RU,9781442312838,Russian 2,21,,,09R,,M,Сегодня я получил письмо от дочери.,Sevodnya ya poluchil pis’mo ot docheri.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_432.mp3,"3,5,9,17"
433,433,RU,9781442312838,Russian 2,21,,,10Q,,N,Do you have a phone here?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_433.mp3,"3,9"
434,434,RU,9781442312838,Russian 2,21,,,10R,,M,У вас здесь есть телефон?,U vas zdes’ yest’ telefon?,5,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_434.mp3,"3,9"
435,435,RU,9781442312838,Russian 2,22,,,01Q,,N,I’m looking for Pushkin Street.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_435.mp3,"4,16"
436,436,RU,9781442312838,Russian 2,22,,,01R,,M,Я ищу Пушкинскую улицу.,Ya ishu Pushkinskuyu ulitsu.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_436.mp3,"4,16"
437,437,RU,9781442312838,Russian 2,22,,,02Q,,N,Can’t you write down the address for me?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_437.mp3,"3,16"
438,438,RU,9781442312838,Russian 2,22,,,02R,,M,Вы не можете написать мне адрес?,Vy ne mozhete napisat’ mne adres?,6,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_438.mp3,"3,16"
439,439,RU,9781442312838,Russian 2,22,,,03Q,,N,"No, he doesn’t work with her.",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_439.mp3,"9,20"
440,440,RU,9781442312838,Russian 2,22,,,03R,,M,"Нет, он с ней не работает.","Net, on s ney ne rabotayet.",6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_440.mp3,"9,20"
441,441,RU,9781442312838,Russian 2,22,,,04Q,,N,Then I will write the address for you.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_441.mp3,"3,9"
442,442,RU,9781442312838,Russian 2,22,,,04R,,F,Тогда я напишу вам адрес.,Togda ya napishu vam adres.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_442.mp3,"3,9"
443,443,RU,9781442312838,Russian 2,22,,,05Q,,N,We have no computer.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_443.mp3,"3,9"
444,444,RU,9781442312838,Russian 2,22,,,05R,,F,У нас нет компьютера.,U nas net kompyutera.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_444.mp3,"3,9"
445,445,RU,9781442312838,Russian 2,22,,,06Q,,N,Can you read it?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_445.mp3,"7,15,16"
446,446,RU,9781442312838,Russian 2,22,,,06R,,F,Вы можете его прочитать?,Vy mozhete yevo prochitat’?,4,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_446.mp3,"7,15,16"
447,447,RU,9781442312838,Russian 2,22,,,07Q,,N,Is the café open today?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_447.mp3,"6,9,17"
448,448,RU,9781442312838,Russian 2,22,,,07R,,M,Кафе сегодня работает?,Kafe sevodnya rabotayet?,3,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_448.mp3,"6,9,17"
449,449,RU,9781442312838,Russian 2,22,,,08Q,,N,I need to send an email to my son.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_449.mp3,"3,5,9"
450,450,RU,9781442312838,Russian 2,22,,,08R,,M,Мне надо послать электронное письмо сыну.,Mne nado poslat’ elektronnoye pis’mo synu.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_450.mp3,"3,5,9"
451,451,RU,9781442312838,Russian 2,22,,,09Q,,N,"From here, is it possible to send email?",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_451.mp3,"3,9"
452,452,RU,9781442312838,Russian 2,22,,,09R,,M,Отсюда можно послать электронную почту?,Otsyuda mozhno poslat’ elektronnuyu pochtu?,5,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_452.mp3,"3,9"
453,453,RU,9781442312838,Russian 2,22,,,10Q,,N,Can you read Russian?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_453.mp3,"1,10,15,16"
454,454,RU,9781442312838,Russian 2,22,,,10R,,F,Вы можете прочитать по-русски?,Vy mozhete prochitat’ po-russki?,4,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_454.mp3,"1,10,15,16"
455,455,RU,9781442312838,Russian 2,23,,,01Q,,N,I’m looking for the doctor’s office.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_455.mp3,"8,16"
456,456,RU,9781442312838,Russian 2,23,,,01R,,M,Я ищу кабинет врача.,Ya ishu kabinet vracha.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_456.mp3,"8,16"
457,457,RU,9781442312838,Russian 2,23,,,02Q,,N,Is she sick?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_457.mp3,"8,9,16"
458,458,RU,9781442312838,Russian 2,23,,,02R,,F,Она заболела?,Ona zabolela?,2,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_458.mp3,"8,9,16"
459,459,RU,9781442312838,Russian 2,23,,,03Q,,N,I can’t read Russian.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_459.mp3,"1,10,15,16"
460,460,RU,9781442312838,Russian 2,23,,,03R,,M,Я не могу прочитать по-русски.,Ya ne mogu prochitat’ po-russki.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_460.mp3,"1,10,15,16"
461,461,RU,9781442312838,Russian 2,23,,,04Q,,N,She has a headache.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_461.mp3,"8,9"
462,462,RU,9781442312838,Russian 2,23,,,04R,,M,У неё болит голова.,U neyo bolit golova.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_462.mp3,"8,9"
463,463,RU,9781442312838,Russian 2,23,,,05Q,,N,You need to go to the pharmacy.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_463.mp3,"8,16"
464,464,RU,9781442312838,Russian 2,23,,,05R,,F,Вам надо пойти в аптеку.,Vam nado poyti v apteku.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_464.mp3,"8,16"
465,465,RU,9781442312838,Russian 2,23,,,06Q,,N,I need to send her an email message.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_465.mp3,"3,9"
466,466,RU,9781442312838,Russian 2,23,,,06R,,M,Мне надо ей послать электронное письмо.,Mne nado yey poslat’ elektronnoye pis’mo.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_466.mp3,"3,9"
467,467,RU,9781442312838,Russian 2,23,,,07Q,,N,"Unfortunately, she has no telephone.",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_467.mp3,"3,9"
468,468,RU,9781442312838,Russian 2,23,,,07R,,M,"К сожалению, у неё нет телефона.","K sozhaleniyu, u neyo net telefona.",6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_468.mp3,"3,9"
469,469,RU,9781442312838,Russian 2,23,,,08Q,,N,You can’t call her?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_469.mp3,3
470,470,RU,9781442312838,Russian 2,23,,,08R,,F,Вы не можете ей позвонить?,Vy ne mozhete yey pozvonit’?,5,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_470.mp3,3
471,471,RU,9781442312838,Russian 2,23,,,09Q,,N,"Walk straight ahead, and afterwards, turn onto the first street to the left.",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_471.mp3,"4,12"
472,472,RU,9781442312838,Russian 2,23,,,09R,,F,"Идите прямо, а потом поверните на первой улице налево.","Idite pryamo, a potom povernite na pervoy ulitse nalevo.",9,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_472.mp3,"4,12"
473,473,RU,9781442312838,Russian 2,23,,,10Q,,N,Does your wife need a doctor?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_473.mp3,"5,8,9,16"
474,474,RU,9781442312838,Russian 2,23,,,10R,,F,Вашей жене нужен врач?,Vashey zhene nuzhen vrach?,4,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_474.mp3,"5,8,9,16"
475,475,RU,9781442312838,Russian 2,24,,,01Q,,N,By car is quicker than on foot.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_475.mp3,"1,9,18"
476,476,RU,9781442312838,Russian 2,24,,,01R,,F,На машине быстрее чем пешком.,Na mashine bystreye chem peshkom.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_476.mp3,"1,9,18"
477,477,RU,9781442312838,Russian 2,24,,,02Q,,N,This won’t take too much time.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_477.mp3,"9,17"
478,478,RU,9781442312838,Russian 2,24,,,02R,,F,Это не займёт слишком много времени.,Eto ne zaymyot slishkom mnogo vremeni.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_478.mp3,"9,17"
479,479,RU,9781442312838,Russian 2,24,,,03Q,,N,That’s a good idea.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_479.mp3,"7,9,16"
480,480,RU,9781442312838,Russian 2,24,,,03R,,M,Это хорошая идея.,Eto horoshaya ideya.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_480.mp3,"7,9,16"
481,481,RU,9781442312838,Russian 2,24,,,04Q,,N,I can bring you there.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_481.mp3,9
482,482,RU,9781442312838,Russian 2,24,,,04R,,F,Я могу отвезти вас туда.,ya mogu otvezti vas tuda.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_482.mp3,9
483,483,RU,9781442312838,Russian 2,24,,,05Q,,N,"Great, thanks.",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_483.mp3,"7,13,16"
484,484,RU,9781442312838,Russian 2,24,,,05R,,M,"Отлично, спасибо.","Otlichno, spasibo.",2,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_484.mp3,"7,13,16"
485,485,RU,9781442312838,Russian 2,24,,,06Q,,N,She has a stomachache.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_485.mp3,"8,9,16"
486,486,RU,9781442312838,Russian 2,24,,,06R,,M,У неё болит живот.,U neyo bolit zhivot.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_486.mp3,"8,9,16"
487,487,RU,9781442312838,Russian 2,24,,,07Q,,N,She needs medicine.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_487.mp3,"8,9,16"
488,488,RU,9781442312838,Russian 2,24,,,07R,,M,Ей нужно лекарство.,Yey nuzhno lekarstvo.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_488.mp3,"8,9,16"
489,489,RU,9781442312838,Russian 2,24,,,08Q,,N,My wife needs a doctor.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_489.mp3,"5,8,9,16"
490,490,RU,9781442312838,Russian 2,24,,,08R,,M,Моей жене нужен врач.,Moyey zhene nuzhen vrach.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_490.mp3,"5,8,9,16"
491,491,RU,9781442312838,Russian 2,24,,,09Q,,N,My wife needs to go to the doctor’s office.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_491.mp3,"5,8,9,16"
492,492,RU,9781442312838,Russian 2,24,,,09R,,M,Моей жене надо пойти в кабинет врача.,Moyey zhene nado poyti v kabinet vracha.,7,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_492.mp3,"5,8,9,16"
493,493,RU,9781442312838,Russian 2,24,,,10Q,,N,"Walk straight ahead, and afterwards turn to the right.",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_493.mp3,"4,16"
494,494,RU,9781442312838,Russian 2,24,,,10R,,F,"Идите прямо, а потом поверните направо.","Idite pryamo, a potom povernite napravo.",6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_494.mp3,"4,16"
495,495,RU,9781442312838,Russian 2,25,,,01Q,,N,Do they like Petersburg?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_495.mp3,"7,18"
496,496,RU,9781442312838,Russian 2,25,,,01R,,M,Им нравится Петербург?,Im nravitsa Peterburg?,3,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_496.mp3,"7,18"
497,497,RU,9781442312838,Russian 2,25,,,02Q,,N,It’s far from here. (f.),,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_497.mp3,"4,9"
498,498,RU,9781442312838,Russian 2,25,,,02R,,F,Она далеко отсюда.,Ona daleko otsyuda.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_498.mp3,"4,9"
499,499,RU,9781442312838,Russian 2,25,,,03Q,,N,"Maybe, this takes a lot of time?",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_499.mp3,"9,17"
500,500,RU,9781442312838,Russian 2,25,,,03R,,F,"Может быть, это займёт много времени?","Mozhet byt’, eto zaymyot mnogo vremeni?",6,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_500.mp3,"9,17"
501,501,RU,9781442312838,Russian 2,25,,,04Q,,N,I have an idea.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_501.mp3,"7,16"
502,502,RU,9781442312838,Russian 2,25,,,04R,,F,У меня есть идея.,U menya yest’ ideya.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_502.mp3,"7,16"
503,503,RU,9781442312838,Russian 2,25,,,05Q,,N,On foot is slower than by car.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_503.mp3,"1,9,18"
504,504,RU,9781442312838,Russian 2,25,,,05R,,M,Пешком медленнее чем на машине.,Peshkom medlenneye chem na mashine.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_504.mp3,"1,9,18"
505,505,RU,9781442312838,Russian 2,25,,,06Q,,N,We will go to the cinema this evening.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_505.mp3,"1,9,17"
506,506,RU,9781442312838,Russian 2,25,,,06R,,F,Мы пойдём в кино сегодня вечером.,My poydiom v kino sevodnya vecherom.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_506.mp3,"1,9,17"
507,507,RU,9781442312838,Russian 2,25,,,07Q,,N,He often comes to visit them.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_507.mp3,"9,18"
508,508,RU,9781442312838,Russian 2,25,,,07R,,F,Он часто приезжает к ним в гости.,On chasto priyezzhayet k nim v gosti.,7,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_508.mp3,"9,18"
509,509,RU,9781442312838,Russian 2,25,,,08Q,,N,We’re supposed to go to the movies.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_509.mp3,"1,9"
510,510,RU,9781442312838,Russian 2,25,,,08R,,F,Мы должны пойти в кино.,My dolzhny poyti v kino.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_510.mp3,"1,9"
511,511,RU,9781442312838,Russian 2,25,,,09Q,,N,They like Russian films.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_511.mp3,"1,9"
512,512,RU,9781442312838,Russian 2,25,,,09R,,F,Им нравятся русские фильмы.,Im nravyatsa russkiye fil’my.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_512.mp3,"1,9"
513,513,RU,9781442312838,Russian 2,26,,,01Q,,N,My family just arrived in Moscow.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_513.mp3,"5,9,18"
514,514,RU,9781442312838,Russian 2,26,,,01R,,M,Моя семья только что приехала в Москву.,Moya sem’ya tol’ko shto priyehala v Moskvu.,7,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_514.mp3,"5,9,18"
515,515,RU,9781442312838,Russian 2,26,,,02Q,,N,My friends and I will soon go to the park.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_515.mp3,"1,5,9,17"
516,516,RU,9781442312838,Russian 2,26,,,02R,,F,Мы с друзьями скоро пойдём в парк.,My s druz’yami skoro poydyom v park.,7,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_516.mp3,"1,5,9,17"
517,517,RU,9781442312838,Russian 2,26,,,03Q,,N,We’re going to play chess.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_517.mp3,"1,9"
518,518,RU,9781442312838,Russian 2,26,,,03R,,F,Мы собираемся играть в шахматы.,My sobirayemsya igrat’ v shahmaty.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_518.mp3,"1,9"
519,519,RU,9781442312838,Russian 2,26,,,04Q,,N,Were they in Petersburg a long time?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_519.mp3,"9,17,18"
520,520,RU,9781442312838,Russian 2,26,,,04R,,F,Они долго были в Петербурге?,Oni dolgo byli v Peterburge?,5,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_520.mp3,"9,17,18"
521,521,RU,9781442312838,Russian 2,26,,,05Q,,N,You don’t want to play chess with us?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_521.mp3,1
522,522,RU,9781442312838,Russian 2,26,,,05R,,F,Ты не хочешь играть с нами в шахматы?,Ty ne hochesh igrat’ s nami v shahmaty?,8,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_522.mp3,1
523,523,RU,9781442312838,Russian 2,26,,,06Q,,N,They have very little time.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_523.mp3,"9,17"
524,524,RU,9781442312838,Russian 2,26,,,06R,,M,У них очень мало времени.,U nih ochen’ malo vremeni.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_524.mp3,"9,17"
525,525,RU,9781442312838,Russian 2,26,,,07Q,,N,Do you have a lot of things to do today? (familiar),,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_525.mp3,"1,9,17"
526,526,RU,9781442312838,Russian 2,26,,,07R,,M,У тебя сегодня много дел?,U tebya sevodnya mnogo dyel?,5,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_526.mp3,"1,9,17"
527,527,RU,9781442312838,Russian 2,26,,,08Q,,N,My job is not far from there.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_527.mp3,"4,9,20"
528,528,RU,9781442312838,Russian 2,26,,,08R,,F,Моя работа недалеко оттуда.,Moya rabota nedaleko ottuda.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_528.mp3,"4,9,20"
529,529,RU,9781442312838,Russian 2,26,,,09Q,,N,They have very many things to do.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_529.mp3,"1,9"
530,530,RU,9781442312838,Russian 2,26,,,09R,,M,У них очень много дел.,U nih ochen’ mnogo del.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_530.mp3,"1,9"
531,531,RU,9781442312838,Russian 2,26,,,10Q,,N,Wouldn’t they like to go with us to the movies?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_531.mp3,"1,9"
532,532,RU,9781442312838,Russian 2,26,,,10R,,F,Они не хотели бы пойти с нами в кино?,Oni ne hoteli by poyti s nami v kino?,9,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_532.mp3,"1,9"
533,533,RU,9781442312838,Russian 2,27,,,01Q,,N,They need to leave before Wednesday.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_533.mp3,"9,17"
534,534,RU,9781442312838,Russian 2,27,,,01R,,M,Им надо уехать до среды.,Im nado uyehat’ do sredy.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_534.mp3,"9,17"
535,535,RU,9781442312838,Russian 2,27,,,02Q,,N,This evening I will have an important meeting.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_535.mp3,"9,17,20"
536,536,RU,9781442312838,Russian 2,27,,,02R,,F,Сегодня вечером у меня будет важная встреча.,Sevodnya vecherom u menya budet vazhnaya vstrecha.,7,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_536.mp3,"9,17,20"
537,537,RU,9781442312838,Russian 2,27,,,03Q,,N,Are they staying at your place this week?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_537.mp3,"9,17,18"
538,538,RU,9781442312838,Russian 2,27,,,03R,,F,Они живут у вас на этой неделе?,Oni zhivut u vas na etoy nedele?,7,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_538.mp3,"9,17,18"
539,539,RU,9781442312838,Russian 2,27,,,04Q,,N,"After that, they have to return to America.",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_539.mp3,"9,17,18"
540,540,RU,9781442312838,Russian 2,27,,,04R,,M,"После этого, они должны вернуться в Америку.","Posle etovo, oni dolzhny vernut’sa v Ameriku.",7,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_540.mp3,"9,17,18"
541,541,RU,9781442312838,Russian 2,27,,,05Q,,N,Sometimes I go to the movies.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_541.mp3,"1,9"
542,542,RU,9781442312838,Russian 2,27,,,05R,,M,Иногда я хожу в кино.,Inogda ya hozhu v kino.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_542.mp3,"1,9"
543,543,RU,9781442312838,Russian 2,27,,,06Q,,N,This evening I’m supposed to go visit them.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_543.mp3,"9,17,18"
544,544,RU,9781442312838,Russian 2,27,,,06R,,M,"Сегодня вечером, я должен пойти к ним в гости.","Sevodnya vecherom, ya dolzhen poyti k nim v gosti.",9,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_544.mp3,"9,17,18"
545,545,RU,9781442312838,Russian 2,27,,,07Q,,N,We will go to a restaurant in order to have dinner.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_545.mp3,"1,5,6,9"
546,546,RU,9781442312838,Russian 2,27,,,07R,,M,"Мы пойдём в ресторан, чтобы поужинать.","My poydiom v restoran, shtoby pouzhinat’.",6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_546.mp3,"1,5,6,9"
547,547,RU,9781442312838,Russian 2,27,,,08Q,,N,They have to return home.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_547.mp3,"9,18"
548,548,RU,9781442312838,Russian 2,27,,,08R,,M,Они должны вернуться домой.,Oni dolzhny vernut’sa domoy.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_548.mp3,"9,18"
549,549,RU,9781442312838,Russian 2,27,,,09Q,,N,After that I will have a lot of things to do.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_549.mp3,"1,9"
550,550,RU,9781442312838,Russian 2,27,,,09R,,M,После этого у меня будет много дел.,Posle etovo u menya budet mnogo del.,7,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_550.mp3,"1,9"
551,551,RU,9781442312838,Russian 2,28,,,01Q,,N,I have to exchange money.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_551.mp3,"9,16"
552,552,RU,9781442312838,Russian 2,28,,,01R,,M,Я должен поменять деньги.,Ya dolzhen pomenyat’ den’gi.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_552.mp3,"9,16"
553,553,RU,9781442312838,Russian 2,28,,,02Q,,N,I will soon go downtown.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_553.mp3,"1,9,17"
554,554,RU,9781442312838,Russian 2,28,,,02R,,M,Я скоро пойду в центр.,Ya skoro poydu v tsentr.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_554.mp3,"1,9,17"
555,555,RU,9781442312838,Russian 2,28,,,03Q,,N,My friends just arrived in Moscow.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_555.mp3,"5,9,18"
