Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,QZ #,Speaker,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
445,445,ESL_SP,9781442329058,,21,08Q,N,Hoy es un día feriado.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_445.mp3,"9,16,17"
446,446,ESL_SP,9781442329058,,21,08R,M,Today's a holiday.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_446.mp3,"9,16,17"
447,447,ESL_SP,9781442329058,,21,09Q,N,¿Están cerradas también las farmacias?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_447.mp3,"8,14,16,20"
448,448,ESL_SP,9781442329058,,21,09R,F,"Are the drugstores closed, too?",5,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_448.mp3,"8,14,16,20"
449,449,ESL_SP,9781442329058,,21,10Q,N,“¿Cómo puedo ayudarle?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_449.mp3,"10,16"
450,450,ESL_SP,9781442329058,,21,10R,M,How can I help you?,5,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_450.mp3,"10,16"
451,451,ESL_SP,9781442329058,,21,11Q,N,¿Puede leerla?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_451.mp3,7
452,452,ESL_SP,9781442329058,,21,11R,M,Can you read it?,4,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_452.mp3,7
453,453,ESL_SP,9781442329058,,22,01Q,N,Los norteamericanos manejan despacio.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_453.mp3,"9,18"
454,454,ESL_SP,9781442329058,,22,01R,F,Americans drive slowly.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_454.mp3,"9,18"
455,455,ESL_SP,9781442329058,,22,02Q,N,Los norteamericanos manejan más despacio que los mexicanos.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_455.mp3,"9,18"
456,456,ESL_SP,9781442329058,,22,02R,F,Americans drive more slowly than Mexicans.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_456.mp3,"9,18"
457,457,ESL_SP,9781442329058,,22,03Q,N,Está a sólo unas millas de aquí.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_457.mp3,"4,12,18"
458,458,ESL_SP,9781442329058,,22,03R,F,It's only a few miles from here.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_458.mp3,"4,12,18"
459,459,ESL_SP,9781442329058,,22,04Q,N,Le voy a escribir la dirección.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_459.mp3,"3,4,18"
460,460,ESL_SP,9781442329058,,22,04R,F,I'm going to write the address for you.,8,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_460.mp3,"3,4,18"
461,461,ESL_SP,9781442329058,,22,05Q,N,Los mexicanos manejan más rápido que los norteamericanos.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_461.mp3,"9,18"
462,462,ESL_SP,9781442329058,,22,05R,M,Mexicans drive faster than Americans.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_462.mp3,"9,18"
463,463,ESL_SP,9781442329058,,22,06Q,N,Tome la primera a la izquierda.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_463.mp3,4
464,464,ESL_SP,9781442329058,,22,06R,F,Take the first left.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_464.mp3,4
465,465,ESL_SP,9781442329058,,22,07Q,N,Necesito algo de la farmacia.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_465.mp3,"8,14,16,20"
466,466,ESL_SP,9781442329058,,22,07R,M,I need something from the drugstore.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_466.mp3,"8,14,16,20"
467,467,ESL_SP,9781442329058,,22,08Q,N,Puedo leer el nombre desde aquí.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_467.mp3,"7,16"
468,468,ESL_SP,9781442329058,,22,08R,M,I can read the name from here.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_468.mp3,"7,16"
469,469,ESL_SP,9781442329058,,22,09Q,N,Ayer fue un día feriado.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_469.mp3,17
470,470,ESL_SP,9781442329058,,22,09R,F,Yesterday was a holiday.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_470.mp3,17
471,471,ESL_SP,9781442329058,,22,10Q,N,No me gusta manejar en México.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_471.mp3,"9,18"
472,472,ESL_SP,9781442329058,,22,10R,F,I don't like to drive in Mexico.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_472.mp3,"9,18"
473,473,ESL_SP,9781442329058,,23,01Q,N,¿No puede reducir la velocidad un poco?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_473.mp3,"16,18"
474,474,ESL_SP,9781442329058,,23,01R,F,Can't you slow down a little?,6,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_474.mp3,"16,18"
475,475,ESL_SP,9781442329058,,23,02Q,N,Prefiere quedarse en casa que viajar.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_475.mp3,"9,18"
476,476,ESL_SP,9781442329058,,23,02R,M,He'd rather stay home than travel.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_476.mp3,"9,18"
477,477,ESL_SP,9781442329058,,23,03Q,N,Sé que los mexicanos manejan rápido.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_477.mp3,"9,18"
478,478,ESL_SP,9781442329058,,23,03R,F,I know Mexicans drive fast.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_478.mp3,"9,18"
479,479,ESL_SP,9781442329058,,23,04Q,N,Tengo este coche desde hace diez años.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_479.mp3,"9,12,17"
480,480,ESL_SP,9781442329058,,23,04R,F,I've had this car for ten years.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_480.mp3,"9,12,17"
481,481,ESL_SP,9781442329058,,23,05Q,N,Mi coche no está funcionando.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_481.mp3,"9,18"
482,482,ESL_SP,9781442329058,,23,05R,F,My car isn't working.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_482.mp3,"9,18"
483,483,ESL_SP,9781442329058,,23,06Q,N,La tienda no queda a más de dos minutos de aquí.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_483.mp3,"12,14,17"
484,484,ESL_SP,9781442329058,,23,06R,F,The store isn't more than two minutes from here.,9,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_484.mp3,"12,14,17"
485,485,ESL_SP,9781442329058,,23,07Q,N,La estoy buscando pero no la veo.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_485.mp3,9
486,486,ESL_SP,9781442329058,,23,07R,F,I'm looking for it but I don't see it.,9,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_486.mp3,9
487,487,ESL_SP,9781442329058,,23,08Q,N,¿Me puede llevar a la farmacia?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_487.mp3,"8,16,20"
488,488,ESL_SP,9781442329058,,23,08R,F,Can you take me to the drugstore?,7,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_488.mp3,"8,16,20"
489,489,ESL_SP,9781442329058,,23,09Q,N,¿Por qué no está funcionando?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_489.mp3,16
490,490,ESL_SP,9781442329058,,23,09R,M,Why isn't it working?,4,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_490.mp3,16
491,491,ESL_SP,9781442329058,,23,10Q,N,No sé por qué no está funcionando.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_491.mp3,7
492,492,ESL_SP,9781442329058,,23,10R,F,I don't know why it isn't working.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_492.mp3,7
493,493,ESL_SP,9781442329058,,23,11Q,N,Aquí está el periódico de hoy.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_493.mp3,"3,17"
494,494,ESL_SP,9781442329058,,23,11R,F,Here's today's paper.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_494.mp3,"3,17"
495,495,ESL_SP,9781442329058,,24,01Q,N,Aquí hay un teléfono.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_495.mp3,3
496,496,ESL_SP,9781442329058,,24,01R,M,Here's a telephone.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_496.mp3,3
497,497,ESL_SP,9781442329058,,24,02Q,N,Qué buena idea.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_497.mp3,7
498,498,ESL_SP,9781442329058,,24,02R,M,That's a good idea.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_498.mp3,7
499,499,ESL_SP,9781442329058,,24,03Q,N,¿Qué está buscando?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_499.mp3,"7,14,16"
500,500,ESL_SP,9781442329058,,24,03R,M,What are you looking for?,5,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_500.mp3,"7,14,16"
501,501,ESL_SP,9781442329058,,24,04Q,N,Podemos jugar tenis.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_501.mp3,1
502,502,ESL_SP,9781442329058,,24,04R,F,We can play tennis.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_502.mp3,1
503,503,ESL_SP,9781442329058,,24,05Q,N,¿Va al centro más tarde?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_503.mp3,"1,17,18"
504,504,ESL_SP,9781442329058,,24,05R,F,Are you going into town later?,6,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_504.mp3,"1,17,18"
505,505,ESL_SP,9781442329058,,24,06Q,N,Mi coche nunca funciona bien.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_505.mp3,"9,18"
506,506,ESL_SP,9781442329058,,24,06R,M,My car never works well.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_506.mp3,"9,18"
507,507,ESL_SP,9781442329058,,24,07Q,N,¿Cuánto tiempo hace que tiene su coche?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_507.mp3,"9,17"
508,508,ESL_SP,9781442329058,,24,07R,F,How long have you had your car?,7,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_508.mp3,"9,17"
509,509,ESL_SP,9781442329058,,24,08Q,N,Caminar toma más tiempo que el metro.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_509.mp3,"1,17,18"
510,510,ESL_SP,9781442329058,,24,08R,M,Walking takes more time than the subway.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_510.mp3,"1,17,18"
511,511,ESL_SP,9781442329058,,24,09Q,N,¿Juega usted tenis?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_511.mp3,1
512,512,ESL_SP,9781442329058,,24,09R,F,Do you play tennis?,4,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_512.mp3,1
513,513,ESL_SP,9781442329058,,24,10Q,N,Caminar toma demasiado tiempo.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_513.mp3,"1,17,18"
514,514,ESL_SP,9781442329058,,24,10R,M,Walking takes too much time.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_514.mp3,"1,17,18"
515,515,ESL_SP,9781442329058,,25,01Q,N,¿Jugamos tenis mañana?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_515.mp3,"1,17"
516,516,ESL_SP,9781442329058,,25,01R,M,Are we playing tennis tomorrow?,5,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_516.mp3,"1,17"
517,517,ESL_SP,9781442329058,,25,02Q,N,¿Ya es miércoles mañana?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_517.mp3,17
518,518,ESL_SP,9781442329058,,25,02R,F,Is tomorrow Wednesday already?,4,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_518.mp3,17
519,519,ESL_SP,9781442329058,,25,03Q,N,¿Quién juega mejor?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_519.mp3,1
520,520,ESL_SP,9781442329058,,25,03R,F,Who plays better?,3,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_520.mp3,1
521,521,ESL_SP,9781442329058,,25,04Q,N,¿Le gustaría jugar tenis conmigo?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_521.mp3,1
522,522,ESL_SP,9781442329058,,25,04R,M,Would you like to play tennis with me?,8,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_522.mp3,1
523,523,ESL_SP,9781442329058,,25,05Q,N,¿Vio el periódico de ayer?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_523.mp3,"3,17"
524,524,ESL_SP,9781442329058,,25,05R,M,Did you see yesterday's paper?,5,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_524.mp3,"3,17"
525,525,ESL_SP,9781442329058,,25,06Q,N,Ambos juegan muy bien.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_525.mp3,"1,9"
526,526,ESL_SP,9781442329058,,25,06R,M,They both play well.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_526.mp3,"1,9"
527,527,ESL_SP,9781442329058,,25,07Q,N,Tengo una idea mejor.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_527.mp3,7
528,528,ESL_SP,9781442329058,,25,07R,M,I have a better idea.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_528.mp3,7
529,529,ESL_SP,9781442329058,,25,08Q,N,¿Jugó tenis?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_529.mp3,1
530,530,ESL_SP,9781442329058,,25,08R,M,Did you play tennis?,4,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_530.mp3,1
531,531,ESL_SP,9781442329058,,25,09Q,N,Él juega bastante bien.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_531.mp3,"1,9"
532,532,ESL_SP,9781442329058,,25,09R,F,He plays better well.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_532.mp3,"1,9"
533,533,ESL_SP,9781442329058,,25,10Q,N,Jugamos allí ayer.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_533.mp3,"1,17"
534,534,ESL_SP,9781442329058,,25,10R,F,We played there yesterday.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_534.mp3,"1,17"
535,535,ESL_SP,9781442329058,,25,11Q,N,Frecuentemente jugamos tenis en su casa.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_535.mp3,"1,17"
536,536,ESL_SP,9781442329058,,25,11R,F,We often play tennis at their place.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_536.mp3,"1,17"
537,537,ESL_SP,9781442329058,,26,01Q,N,¿Juega mejor que usted?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_537.mp3,1
538,538,ESL_SP,9781442329058,,26,01R,M,Does she play better than you do?,7,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_538.mp3,1
539,539,ESL_SP,9781442329058,,26,02Q,N,¿Ha estado alguna vez en Boston?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_539.mp3,18
540,540,ESL_SP,9781442329058,,26,02R,F,Have you ever been to Boston?,6,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_540.mp3,18
541,541,ESL_SP,9781442329058,,26,03Q,N,Tengo mucho qué hacer.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_541.mp3,"7,12"
542,542,ESL_SP,9781442329058,,26,03R,F,I have a lot to do.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_542.mp3,"7,12"
543,543,ESL_SP,9781442329058,,26,04Q,N,Regreso el sábado.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_543.mp3,"17,18"
544,544,ESL_SP,9781442329058,,26,04R,F,I'm coming back on Saturday.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_544.mp3,"17,18"
545,545,ESL_SP,9781442329058,,26,05Q,N,Voy a jugar mucho tenis.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_545.mp3,"1,12"
546,546,ESL_SP,9781442329058,,26,05R,F,I'm going to play a lot of tennis.,8,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_546.mp3,"1,12"
547,547,ESL_SP,9781442329058,,26,06Q,N,Ya la he visto.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_547.mp3,"7,9"
548,548,ESL_SP,9781442329058,,26,06R,M,I've already seen it.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_548.mp3,"7,9"
549,549,ESL_SP,9781442329058,,26,07Q,N,Nunca he estado en Boston.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_549.mp3,"9,18"
550,550,ESL_SP,9781442329058,,26,07R,M,I've never been to Boston.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_550.mp3,"9,18"
551,551,ESL_SP,9781442329058,,26,08Q,N,Ella juega mucho mejor que yo.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_551.mp3,"1,9"
552,552,ESL_SP,9781442329058,,26,08R,F,She plays much better than I do.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_552.mp3,"1,9"
553,553,ESL_SP,9781442329058,,26,09Q,N,Usted juega mejor que ella.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_553.mp3,"1,9"
554,554,ESL_SP,9781442329058,,26,09R,F,You play better than she does.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_554.mp3,"1,9"
555,555,ESL_SP,9781442329058,,26,10Q,N,Eso no importa.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_555.mp3,7
556,556,ESL_SP,9781442329058,,26,10R,M,That doesn't matter.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_556.mp3,7
557,557,ESL_SP,9781442329058,,26,11Q,N,Tengo una reunión el jueves.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_557.mp3,"17,20"
558,558,ESL_SP,9781442329058,,26,11R,F,I have a meeting on Thursday.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_558.mp3,"17,20"
559,559,ESL_SP,9781442329058,,26,12Q,N,Me voy pronto.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_559.mp3,"17,18"
560,560,ESL_SP,9781442329058,,26,12R,M,I'm leaving soon.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_560.mp3,"17,18"
561,561,ESL_SP,9781442329058,,27,01Q,N,No creo que los conozca.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_561.mp3,"5,9"
562,562,ESL_SP,9781442329058,,27,01R,F,I don't think that you know them.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_562.mp3,"5,9"
563,563,ESL_SP,9781442329058,,27,02Q,N,Salimos para México.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_563.mp3,18
564,564,ESL_SP,9781442329058,,27,02R,F,We're leaving for Mexico.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_564.mp3,18
565,565,ESL_SP,9781442329058,,27,03Q,N,¿Cómo se llaman?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_565.mp3,"10,16"
566,566,ESL_SP,9781442329058,,27,03R,M,What are their names?,4,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_566.mp3,"10,16"
567,567,ESL_SP,9781442329058,,27,04Q,N,Hace bastante frío.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_567.mp3,19
568,568,ESL_SP,9781442329058,,27,04R,F,It's pretty cold.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_568.mp3,19
569,569,ESL_SP,9781442329058,,27,05Q,N,¿Cuándo regresa?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_569.mp3,"7,18"
570,570,ESL_SP,9781442329058,,27,05R,M,When are you coming back?,5,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_570.mp3,"7,18"
571,571,ESL_SP,9781442329058,,27,06Q,N,¿Ha estado allí alguna vez?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_571.mp3,"7,18"
572,572,ESL_SP,9781442329058,,27,06R,M,Have you ever been there?,5,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_572.mp3,"7,18"
573,573,ESL_SP,9781442329058,,27,07Q,N,Regreso el jueves en la noche a las ocho menos cuarto.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_573.mp3,"12,17,18"
574,574,ESL_SP,9781442329058,,27,07R,F,I'm coming back Thursday evening at a quarter to eight.,10,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_574.mp3,"12,17,18"
575,575,ESL_SP,9781442329058,,27,08Q,N,¿Cuánto cuesta este libro?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_575.mp3,"1,14"
576,576,ESL_SP,9781442329058,,27,08R,F,How much is this book?,5,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_576.mp3,"1,14"
577,577,ESL_SP,9781442329058,,27,09Q,N,Tengo que cambiar un poco de dinero.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_577.mp3,"14,16"
578,578,ESL_SP,9781442329058,,27,09R,F,I have to exchange some money.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_578.mp3,"14,16"
579,579,ESL_SP,9781442329058,,28,01Q,N,Voy a tomar el tren.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_579.mp3,"1,18"
580,580,ESL_SP,9781442329058,,28,01R,F,I'm going to take the train.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_580.mp3,"1,18"
581,581,ESL_SP,9781442329058,,28,02Q,N,¿Hablan español sus dos amigos?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_581.mp3,"5,15"
582,582,ESL_SP,9781442329058,,28,02R,M,Do both your friends speak Spanish?,6,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_582.mp3,"5,15"
583,583,ESL_SP,9781442329058,,28,03Q,N,¿Va a manejar o a volar?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_583.mp3,18
584,584,ESL_SP,9781442329058,,28,03R,M,Are you going to drive or fly?,7,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_584.mp3,18
585,585,ESL_SP,9781442329058,,28,04Q,N,Vuelo de regreso.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_585.mp3,18
586,586,ESL_SP,9781442329058,,28,04R,F,I'm flying back.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_586.mp3,18
587,587,ESL_SP,9781442329058,,28,05Q,N,No mucho.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_587.mp3,"7,15"
588,588,ESL_SP,9781442329058,,28,05R,F,Not very much.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_588.mp3,"7,15"
589,589,ESL_SP,9781442329058,,28,06Q,N,La gente maneja rápido en Boston.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_589.mp3,18
590,590,ESL_SP,9781442329058,,28,06R,M,People in Boston drive fast.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_590.mp3,18
591,591,ESL_SP,9781442329058,,28,07Q,N,Voy a la casa de mi hija para darle un libro.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_591.mp3,"1,5"
