"Control#","Rec #","Lang","Audio Source ISBN-13","Course","Unit Num","start","stop","QZ #","line #","spkr","Cue","#of words","Q or S","Course Name (Source)","Snippet Name","Skills"
"391","391","BP","9781442312081","BrazPort 3","20","","","04Q","","N","We’d like to go to a national park.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_391.mp3","1,18"
"392","392","BP","9781442312081","BrazPort 3","20","","","04R","177","F","Nós gostaríamos de ir a um parque nacional.","8","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_392.mp3","1,18"
"393","393","BP","9781442312081","BrazPort 3","20","","","05Q","","N","My brother drives very fast.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_393.mp3","5,18"
"394","394","BP","9781442312081","BrazPort 3","20","","","05R","157","M","O meu irmão dirige muito rápido.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_394.mp3","5,18"
"395","395","BP","9781442312081","BrazPort 3","20","","","06Q","","N","The outing is going to be enjoyable.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_395.mp3","1,18"
"396","396","BP","9781442312081","BrazPort 3","20","","","06R","228","F","O passeio vai ser divertido.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_396.mp3","1,18"
"397","397","BP","9781442312081","BrazPort 3","20","","","07Q","","N","What are you going to do?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_397.mp3","1"
"398","398","BP","9781442312081","BrazPort 3","20","","","07R","175","M","O que vocês vão fazer?","5","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_398.mp3","1"
"399","399","BP","9781442312081","BrazPort 3","20","","","08Q","","N","Where did you go? (ref: travel)","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_399.mp3","18"
"400","400","BP","9781442312081","BrazPort 3","20","","","08R","30","M","Para onde você foi?","4","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_400.mp3","18"
"401","401","BP","9781442312081","BrazPort 3","20","","","09Q","","N","They all want to go on the outing.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_401.mp3","1,18"
"402","402","BP","9781442312081","BrazPort 3","20","","","09R","295","F","Todos eles querem fazer o passeio.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_402.mp3","1,18"
"403","403","BP","9781442312081","BrazPort 3","20","","","10Q","","N","You’re going to miss the outing.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_403.mp3","1,18"
"404","404","BP","9781442312081","BrazPort 3","20","","","10R","277","F","Você vai perder o passeio.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_404.mp3","1,18"
"405","405","BP","9781442312081","BrazPort 3","21","","","01Q","","N","Your home is very beautiful.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_405.mp3","7,10,13"
"406","406","BP","9781442312081","BrazPort 3","21","","","01R","209","M","A sua casa é muito bonita.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_406.mp3","7,10,13"
"407","407","BP","9781442312081","BrazPort 3","21","","","02Q","","N","It’s a good job.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_407.mp3","20"
"408","408","BP","9781442312081","BrazPort 3","21","","","02R","85","M","É um bom emprego.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_408.mp3","20"
"409","409","BP","9781442312081","BrazPort 3","21","","","03Q","","N","Does she like the job?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_409.mp3","5,20"
"410","410","BP","9781442312081","BrazPort 3","21","","","03R","81","F","Ela gosta do emprego?","4","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_410.mp3","5,20"
"411","411","BP","9781442312081","BrazPort 3","21","","","04Q","","N","He’s still upstairs.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_411.mp3","9,17"
"412","412","BP","9781442312081","BrazPort 3","21","","","04R","218","F","Ele ainda está lá em cima.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_412.mp3","9,17"
"413","413","BP","9781442312081","BrazPort 3","21","","","05Q","","N","In the meantime you can go to the garden.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_413.mp3","4,17"
"414","414","BP","9781442312081","BrazPort 3","21","","","05R","255","F","Enquanto isso você pode ir ao jardim.","7","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_414.mp3","4,17"
"415","415","BP","9781442312081","BrazPort 3","21","","","06Q","","N","I left the flowers upstairs.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_415.mp3","1,9"
"416","416","BP","9781442312081","BrazPort 3","21","","","06R","245","F","Eu deixei as flores lá em cima.","7","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_416.mp3","1,9"
"417","417","BP","9781442312081","BrazPort 3","21","","","07Q","","N","I’d like to see the garden.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_417.mp3","1,7"
"418","418","BP","9781442312081","BrazPort 3","21","","","07R","272","M","Eu gostaria de ver o jardim.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_418.mp3","1,7"
"419","419","BP","9781442312081","BrazPort 3","21","","","08Q","","N","It requires a lot of work.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_419.mp3","1,12,20"
"420","420","BP","9781442312081","BrazPort 3","21","","","08R","282","M","Requer muito trabalho.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_420.mp3","1,12,20"
"421","421","BP","9781442312081","BrazPort 3","21","","","09Q","","N","What a beautiful garden.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_421.mp3","13"
"422","422","BP","9781442312081","BrazPort 3","21","","","09R","280","M","Que jardim bonito.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_422.mp3","13"
"423","423","BP","9781442312081","BrazPort 3","21","","","10Q","","N","My husband is upstairs.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_423.mp3","4,5"
"424","424","BP","9781442312081","BrazPort 3","21","","","10R","159","F","O meu marido está lá em cima.","7","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_424.mp3","4,5"
"425","425","BP","9781442312081","BrazPort 3","22","","","01Q","","N","Once in a while I play golf.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_425.mp3","1,17"
"426","426","BP","9781442312081","BrazPort 3","22","","","01R","188","M","De vez em quando eu jogo golfe.","7","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_426.mp3","1,17"
"427","427","BP","9781442312081","BrazPort 3","22","","","02Q","","N","It depends on the place.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_427.mp3","7,18"
"428","428","BP","9781442312081","BrazPort 3","22","","","02R","236","F","Depende do lugar.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_428.mp3","7,18"
"429","429","BP","9781442312081","BrazPort 3","22","","","03Q","","N","It’s a good day for playing tennis.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_429.mp3","1,17"
"430","430","BP","9781442312081","BrazPort 3","22","","","03R","294","M","É um dia bom para jogar tênis.","7","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_430.mp3","1,17"
"431","431","BP","9781442312081","BrazPort 3","22","","","04Q","","N","I rarely have sufficient time for playing golf.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_431.mp3","1,17"
"432","432","BP","9781442312081","BrazPort 3","22","","","04R","273","M","Eu raramente tenho tempo suficiente para jogar golfe.","8","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_432.mp3","1,17"
"433","433","BP","9781442312081","BrazPort 3","22","","","05Q","","N","Me neither.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_433.mp3","7"
"434","434","BP","9781442312081","BrazPort 3","22","","","05R","220","M","Eu também não.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_434.mp3","7"
"435","435","BP","9781442312081","BrazPort 3","22","","","06Q","","N","There are public places.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_435.mp3","18"
"436","436","BP","9781442312081","BrazPort 3","22","","","06R","238","F","Há lugares públicos.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_436.mp3","18"
"437","437","BP","9781442312081","BrazPort 3","22","","","07Q","","N","There aren’t any public places.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_437.mp3","18"
"438","438","BP","9781442312081","BrazPort 3","22","","","07R","260","M","Não há lugares públicos.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_438.mp3","18"
"439","439","BP","9781442312081","BrazPort 3","22","","","08Q","","N","To go in for sports requires a lot of time","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_439.mp3","1,17"
"440","440","BP","9781442312081","BrazPort 3","22","","","08R","207","F","Praticar esportes requer muito tempo.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_440.mp3","1,17"
"441","441","BP","9781442312081","BrazPort 3","22","","","09Q","","N","There only are private clubs.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_441.mp3","9,18"
"442","442","BP","9781442312081","BrazPort 3","22","","","09R","253","M","Só há clubes privados.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_442.mp3","9,18"
"443","443","BP","9781442312081","BrazPort 3","22","","","10Q","","N","Do you go in for sports?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_443.mp3","1,10"
"444","444","BP","9781442312081","BrazPort 3","22","","","10R","163","M","Você pratica esportes?","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_444.mp3","1,10"
"445","445","BP","9781442312081","BrazPort 3","23","","","01Q","","N","Does she teach?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_445.mp3","5,20"
"446","446","BP","9781442312081","BrazPort 3","23","","","01R","273","M","Ela ensina?","2","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_446.mp3","5,20"
"447","447","BP","9781442312081","BrazPort 3","23","","","02Q","","N","She works with computers.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_447.mp3","3,5,20"
"448","448","BP","9781442312081","BrazPort 3","23","","","02R","266","F","Ela trabalha com computadores.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_448.mp3","3,5,20"
"449","449","BP","9781442312081","BrazPort 3","23","","","03Q","","N","He’s looking for work.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_449.mp3","5,20"
"450","450","BP","9781442312081","BrazPort 3","23","","","03R","195","F","Ele está procurando trabalho.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_450.mp3","5,20"
"451","451","BP","9781442312081","BrazPort 3","23","","","04Q","","N","He studied languages.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_451.mp3","1,5,20"
"452","452","BP","9781442312081","BrazPort 3","23","","","04R","214","F","Ele estudou línguas.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_452.mp3","1,5,20"
"453","453","BP","9781442312081","BrazPort 3","23","","","05Q","","N","He no longer lives at home.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_453.mp3","5,9"
"454","454","BP","9781442312081","BrazPort 3","23","","","05R","220","F","Ele já não vive mais em casa.","7","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_454.mp3","5,9"
"455","455","BP","9781442312081","BrazPort 3","23","","","06Q","","N","He could teach music too.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_455.mp3","5,20"
"456","456","BP","9781442312081","BrazPort 3","23","","","06R","255","F","Ele poderia ensinar música também.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_456.mp3","5,20"
"457","457","BP","9781442312081","BrazPort 3","23","","","07Q","","N","He wants to teach.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_457.mp3","5,20"
"458","458","BP","9781442312081","BrazPort 3","23","","","07R","200","F","Ele quer ensinar.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_458.mp3","5,20"
"459","459","BP","9781442312081","BrazPort 3","23","","","08Q","","N","The children no longer live with us.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_459.mp3","5,10"
"460","460","BP","9781442312081","BrazPort 3","23","","","08R","174","F","Os filhos já não vivem mais conosco.","7","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_460.mp3","5,10"
"461","461","BP","9781442312081","BrazPort 3","23","","","09Q","","N","Pedro no longer is a student.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_461.mp3","5,20"
"462","462","BP","9781442312081","BrazPort 3","23","","","09R","192","F","O Pedro já não é mais estudante.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_462.mp3","5,20"
"463","463","BP","9781442312081","BrazPort 3","23","","","10Q","","N","I teach at a private school.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_463.mp3","10,20"
"464","464","BP","9781442312081","BrazPort 3","23","","","10R","293","F","Eu ensino numa escola privada.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_464.mp3","10,20"
"465","465","BP","9781442312081","BrazPort 3","24","","","01Q","","N","I want to leave my suit.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_465.mp3","7,9"
"466","466","BP","9781442312081","BrazPort 3","24","","","01R","201","M","Eu quero deixar o meu terno.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_466.mp3","7,9"
"467","467","BP","9781442312081","BrazPort 3","24","","","02Q","","N","I want to leave it.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_467.mp3","7"
"468","468","BP","9781442312081","BrazPort 3","24","","","02R","203","M","Eu quero deixá-lo.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_468.mp3","7"
"469","469","BP","9781442312081","BrazPort 3","24","","","03Q","","N","I also am sorry.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_469.mp3","13"
"470","470","BP","9781442312081","BrazPort 3","24","","","03R","238","M","Eu também sinto muito.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_470.mp3","13"
"471","471","BP","9781442312081","BrazPort 3","24","","","04Q","","N","I have to wear it tomorrow.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_471.mp3","1,17"
"472","472","BP","9781442312081","BrazPort 3","24","","","04R","242","M","Eu tenho que usá-lo amanhã.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_472.mp3","1,17"
"473","473","BP","9781442312081","BrazPort 3","24","","","05Q","","N","I have a suit for the dry-cleaner.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_473.mp3","7,9,16"
"474","474","BP","9781442312081","BrazPort 3","24","","","05R","170","M","Eu tenho um terno para a tinturaria.","7","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_474.mp3","7,9,16"
"475","475","BP","9781442312081","BrazPort 3","24","","","06Q","","N","Not before?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_475.mp3","7,17"
"476","476","BP","9781442312081","BrazPort 3","24","","","06R","222","M","Não antes?","2","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_476.mp3","7,17"
"477","477","BP","9781442312081","BrazPort 3","24","","","07Q","","N","The hotel has a dry-cleaning service.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_477.mp3","9,18"
"478","478","BP","9781442312081","BrazPort 3","24","","","07R","179","F","O hotel tem um serviço de tinturaria.","7","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_478.mp3","9,18"
"479","479","BP","9781442312081","BrazPort 3","24","","","08Q","","N","Where is there dry-cleaner?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_479.mp3","4,16"
"480","480","BP","9781442312081","BrazPort 3","24","","","08R","159","M","Onde há uma tinturaria?","4","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_480.mp3","4,16"
"481","481","BP","9781442312081","BrazPort 3","24","","","09Q","","N","You can leave it here with me.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_481.mp3","7"
"482","482","BP","9781442312081","BrazPort 3","24","","","09R","190","F","Você pode deixá-lo aqui comigo.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_482.mp3","7"
"483","483","BP","9781442312081","BrazPort 3","24","","","10Q","","N","You have to go out of the hotel.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_483.mp3","4,18"
"484","484","BP","9781442312081","BrazPort 3","24","","","10R","287","F","Você tem que sair do hotel.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_484.mp3","4,18"
"485","485","BP","9781442312081","BrazPort 3","25","","","01Q","","N","Give me your passport.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_485.mp3","16,18,20"
"486","486","BP","9781442312081","BrazPort 3","25","","","01R","247","M","Dê-me o seu passaporte.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_486.mp3","16,18,20"
"487","487","BP","9781442312081","BrazPort 3","25","","","02Q","","N","And that’s all.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_487.mp3","7"
"488","488","BP","9781442312081","BrazPort 3","25","","","02R","290","M","E isso é tudo.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_488.mp3","7"
"489","489","BP","9781442312081","BrazPort 3","25","","","03Q","","N","It’s necessary to fill out some forms,","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_489.mp3","9,18,20"
"490","490","BP","9781442312081","BrazPort 3","25","","","03R","184","M","É necessário preencher uns formulários.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_490.mp3","9,18,20"
"491","491","BP","9781442312081","BrazPort 3","25","","","04Q","","N","I don’t understand the form.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_491.mp3","15,20"
"492","492","BP","9781442312081","BrazPort 3","25","","","04R","219","F","Eu não entendo o formulário.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_492.mp3","15,20"
"493","493","BP","9781442312081","BrazPort 3","25","","","05Q","","N","I lost my card for the automatic teller.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_493.mp3","9,11,16,18"
"494","494","BP","9781442312081","BrazPort 3","25","","","05R","161","F","Eu perdi o meu cartão para o caixa eletrônico.","9","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_494.mp3","9,11,16,18"
"495","495","BP","9781442312081","BrazPort 3","25","","","06Q","","N","Take this pen.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_495.mp3","9,20"
"496","496","BP","9781442312081","BrazPort 3","25","","","06R","207","M","Tome esta caneta.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_496.mp3","9,20"
"497","497","BP","9781442312081","BrazPort 3","25","","","07Q","","N","You have to sign.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_497.mp3","9,20"
"498","498","BP","9781442312081","BrazPort 3","25","","","07R","272","M","Você tem que assinar.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_498.mp3","9,20"
"499","499","BP","9781442312081","BrazPort 3","25","","","08Q","","N","Do you have a traveler’s check?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_499.mp3","11,18"
"500","500","BP","9781442312081","BrazPort 3","25","","","08R","263","M","Você tem um cheque de viagem?","6","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_500.mp3","11,18"
"501","501","BP","9781442312081","BrazPort 3","25","","","09Q","","N","I lost my card.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_501.mp3","9,11,16,18"
"502","502","BP","9781442312081","BrazPort 3","25","","","09R","149","F","Eu perdi o meu cartão.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_502.mp3","9,11,16,18"
"503","503","BP","9781442312081","BrazPort 3","25","","","10Q","","N","And take these forms.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_503.mp3","9,20"
"504","504","BP","9781442312081","BrazPort 3","25","","","10R","210","M","E tome estes formulários.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_504.mp3","9,20"
"505","505","BP","9781442312081","BrazPort 3","26","","","01Q","","N","On what day is the trade show?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_505.mp3","17,20"
"506","506","BP","9781442312081","BrazPort 3","26","","","01R","237","M","Em qual dia é a feira?","6","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_506.mp3","17,20"
"507","507","BP","9781442312081","BrazPort 3","26","","","02Q","","N","On which day?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_507.mp3","17"
"508","508","BP","9781442312081","BrazPort 3","26","","","02R","193","M","Em qual dia?","3","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_508.mp3","17"
"509","509","BP","9781442312081","BrazPort 3","26","","","03Q","","N","Which was the problem?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_509.mp3","16,20"
"510","510","BP","9781442312081","BrazPort 3","26","","","03R","237","M","Qual foi o problema?","4","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_510.mp3","16,20"
"511","511","BP","9781442312081","BrazPort 3","26","","","04Q","","N","I’m going to cash your check while you wait.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_511.mp3","11,14"
"512","512","BP","9781442312081","BrazPort 3","26","","","04R","181","F","Eu vou trocar o seu cheque enquanto você espera.","8","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_512.mp3","11,14"
"513","513","BP","9781442312081","BrazPort 3","26","","","05Q","","N","It’s set for the day nineteen of February.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_513.mp3","12,17"
"514","514","BP","9781442312081","BrazPort 3","26","","","05R","252","F","Está marcada para o dia dezenove de fevereiro.","8","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_514.mp3","12,17"
"515","515","BP","9781442312081","BrazPort 3","26","","","06Q","","N","I can be wrong.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_515.mp3","7"
"516","516","BP","9781442312081","BrazPort 3","26","","","06R","263","F","Eu posso estar enganada.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_516.mp3","7"
"517","517","BP","9781442312081","BrazPort 3","26","","","07Q","","N","I need your identification.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_517.mp3","7,11"
"518","518","BP","9781442312081","BrazPort 3","26","","","07R","178","F","Eu preciso da sua identificação.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_518.mp3","7,11"
"519","519","BP","9781442312081","BrazPort 3","26","","","08Q","","N","I have to look in my appointment book.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_519.mp3","7,20"
"520","520","BP","9781442312081","BrazPort 3","26","","","08R","211","F","Eu tenho que olhar na minha agenda.","7","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_520.mp3","7,20"
