Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
423,423,RU,9781442313200,Russian 3,21,,,08Q,,N,Earlier our new client called me.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_423.mp3,"3,9,20"
424,424,RU,9781442313200,Russian 3,21,,,08R,,F,Раньше мне звонил наш новый клиент.,Ran’she mne zvonil nash noviy klient.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_424.mp3,"3,9,20"
425,425,RU,9781442313200,Russian 3,21,,,09Q,,N,Our new project was finished yesterday.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_425.mp3,"9,17,20"
426,426,RU,9781442313200,Russian 3,21,,,09R,,M,Вчера был закончен наш новый проект.,Vchera byl zakonchen nash noviy proekt.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_426.mp3,"9,17,20"
427,427,RU,9781442313200,Russian 3,21,,,10Q,,N,We talked about our new project.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_427.mp3,"9,20"
428,428,RU,9781442313200,Russian 3,21,,,10R,,M,Мы поговорили о нашем новом проекте.,My pogovorili o nashem novom proekte.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_428.mp3,"9,20"
429,429,RU,9781442313200,Russian 3,22,,,01Q,,N,It was impossible to arrive on time.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_429.mp3,"9,17,18"
430,430,RU,9781442313200,Russian 3,22,,,01R,,M,Было невозможно приехать вовремя.,Bylo nevozmozhno priyehat’ vovremia.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_430.mp3,"9,17,18"
431,431,RU,9781442313200,Russian 3,22,,,02Q,,N,What do you like to do in your free time?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_431.mp3,"7,17"
432,432,RU,9781442313200,Russian 3,22,,,02R,,M,Чем Вы любите заниматься в свободное время?,Chem Vy lyubite zanimatsa v svobodnoye vremia?,7,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_432.mp3,"7,17"
433,433,RU,9781442313200,Russian 3,22,,,03Q,,N,This project is already finished?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_433.mp3,"9,20"
434,434,RU,9781442313200,Russian 3,22,,,03R,,F,Этот проект уже закончен?,Ètot proekt uzhe zakonchen?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_434.mp3,"9,20"
435,435,RU,9781442313200,Russian 3,22,,,04Q,,N,I very much like to play tennis.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_435.mp3,"1,9"
436,436,RU,9781442313200,Russian 3,22,,,04R,,F,Я очень люблю играть в теннис.,Ya ochen’ lyublyu igrat’ v tennis.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_436.mp3,"1,9"
437,437,RU,9781442313200,Russian 3,22,,,05Q,,N,I didn’t arrive at the meeting on time.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_437.mp3,"9,17,18,20"
438,438,RU,9781442313200,Russian 3,22,,,05R,,M,Я приехал не вовремя на встречу.,Ya priyehal ne vovremia na vstrechu.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_438.mp3,"9,17,18,20"
439,439,RU,9781442313200,Russian 3,22,,,06Q,,N,I’m involved with sports.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_439.mp3,"1,9"
440,440,RU,9781442313200,Russian 3,22,,,06R,,F,Я занимаюсь спортом.,Ya zanimayus’ sportom.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_440.mp3,"1,9"
441,441,RU,9781442313200,Russian 3,22,,,07Q,,N,What do you like to do?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_441.mp3,"1,9,10"
442,442,RU,9781442313200,Russian 3,22,,,07R,,M,Чем Вы любите заниматься?,Chem Vy lyubite zanimat’sa?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_442.mp3,"1,9,10"
443,443,RU,9781442313200,Russian 3,22,,,08Q,,N,I have so much work.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_443.mp3,"9,20"
444,444,RU,9781442313200,Russian 3,22,,,08R,,M,У меня так много работы.,U menya tak mnogo raboty.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_444.mp3,"9,20"
445,445,RU,9781442313200,Russian 3,22,,,09Q,,N,We were supposed to have a meeting.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_445.mp3,"9,20"
446,446,RU,9781442313200,Russian 3,22,,,09R,,M,У нас должна была быть встреча.,U nas dolzhna byla byt’ vstrecha.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_446.mp3,"9,20"
447,447,RU,9781442313200,Russian 3,22,,,10Q,,N,Do you like to play chess?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_447.mp3,1
448,448,RU,9781442313200,Russian 3,22,,,10R,,F,Вы любите играть в шахматы?,Vy lyubite igrat’ v shahmaty?,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_448.mp3,1
449,449,RU,9781442313200,Russian 3,23,,,01Q,,N,What are you involved with?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_449.mp3,"1,9,10"
450,450,RU,9781442313200,Russian 3,23,,,01R,,F,Чем Вы занимаетесь?,Chem Vy zanimayetes’?,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_450.mp3,"1,9,10"
451,451,RU,9781442313200,Russian 3,23,,,02Q,,N,What kind of job is he looking for?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_451.mp3,"9,20"
452,452,RU,9781442313200,Russian 3,23,,,02R,,M,Какую работу он ищет?,Kakuyu rabotu on ishet?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_452.mp3,"9,20"
453,453,RU,9781442313200,Russian 3,23,,,03Q,,N,He’d like to teach history.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_453.mp3,"9,20"
454,454,RU,9781442313200,Russian 3,23,,,03R,,F,Он хотел бы преподавать историю.,On hotel by prepodavat’ istoriyu.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_454.mp3,"9,20"
455,455,RU,9781442313200,Russian 3,23,,,04Q,,N,He’d like to teach in a high school.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_455.mp3,"9,20"
456,456,RU,9781442313200,Russian 3,23,,,04R,,F,Он хотел бы преподавать в лицее.,On hotel by prepodavat’ v litseye.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_456.mp3,"9,20"
457,457,RU,9781442313200,Russian 3,23,,,05Q,,N,He’d like to become a teacher.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_457.mp3,"9,20"
458,458,RU,9781442313200,Russian 3,23,,,05R,,F,Он хотел бы стать учителем.,On hotel by stat’ uchitelem.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_458.mp3,"9,20"
459,459,RU,9781442313200,Russian 3,23,,,06Q,,N,I don’t have very much free time.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_459.mp3,"9,17"
460,460,RU,9781442313200,Russian 3,23,,,06R,,M,У меня не очень много свободного времени.,U menya ne ochen’ mnogo svobodnovo vremeni.,7,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_460.mp3,"9,17"
461,461,RU,9781442313200,Russian 3,23,,,07Q,,N,I have this document with me.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_461.mp3,"9,20"
462,462,RU,9781442313200,Russian 3,23,,,07R,,M,У меня с собой есть этот документ.,U menya s soboy yest’ ètot dokument.,7,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_462.mp3,"9,20"
463,463,RU,9781442313200,Russian 3,23,,,08Q,,N,Our son is looking for a job.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_463.mp3,"5,9,20"
464,464,RU,9781442313200,Russian 3,23,,,08R,,F,Наш сын ищет работу.,Nash syn ishet rabotu.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_464.mp3,"5,9,20"
465,465,RU,9781442313200,Russian 3,23,,,09Q,,N,He has very little free time.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_465.mp3,"9,17"
466,466,RU,9781442313200,Russian 3,23,,,09R,,M,У него очень мало свободного времени.,U nevo ochen’ malo svobodnovo vremini.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_466.mp3,"9,17"
467,467,RU,9781442313200,Russian 3,23,,,10Q,,N,He and I were supposed to have a meeting.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_467.mp3,20
468,468,RU,9781442313200,Russian 3,23,,,10R,,M,У нас с ним должна была быть встреча.,U nas s nim dolzhna byla byt’ vstrecha.,8,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_468.mp3,20
469,469,RU,9781442313200,Russian 3,24,,,01Q,,N,What is he involved with?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_469.mp3,"1,9"
470,470,RU,9781442313200,Russian 3,24,,,01R,,M,Чем он занимается?,Chem on zanimayetsa?,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_470.mp3,"1,9"
471,471,RU,9781442313200,Russian 3,24,,,02Q,,N,What is your son involved with?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_471.mp3,"1,5,9"
472,472,RU,9781442313200,Russian 3,24,,,02R,,M,Чем занимается Ваш сын?,Chem zanimayetsa Vash syn?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_472.mp3,"1,5,9"
473,473,RU,9781442313200,Russian 3,24,,,03Q,,N,This bank is not far from here.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_473.mp3,"4,9,11"
474,474,RU,9781442313200,Russian 3,24,,,03R,,M,Этот банк недалеко отсюда.,Ètot bank nedaleko otsyuda.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_474.mp3,"4,9,11"
475,475,RU,9781442313200,Russian 3,24,,,04Q,,N,What’s your last name?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_475.mp3,"7,9,16"
476,476,RU,9781442313200,Russian 3,24,,,04R,,F,Как Ваша фамилия?,Kak Vasha familiya?,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_476.mp3,"7,9,16"
477,477,RU,9781442313200,Russian 3,24,,,05Q,,N,What’s my room number?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_477.mp3,"3,9,16,18"
478,478,RU,9781442313200,Russian 3,24,,,05R,,M,Какой у меня номер?,Kakoy u menya nomer?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_478.mp3,"3,9,16,18"
479,479,RU,9781442313200,Russian 3,24,,,06Q,,N,He’s looking for a different job.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_479.mp3,"9,20"
480,480,RU,9781442313200,Russian 3,24,,,06R,,M,Он ищет другую работу.,On ishet druguyu rabotu.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_480.mp3,"9,20"
481,481,RU,9781442313200,Russian 3,24,,,07Q,,N,I have a room reserved.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_481.mp3,"9,16,18"
482,482,RU,9781442313200,Russian 3,24,,,07R,,M,У меня заказан номер.,U menya zakazan nomer.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_482.mp3,"9,16,18"
483,483,RU,9781442313200,Russian 3,24,,,08Q,,N,You have room number thirty-five.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_483.mp3,"3,12,16,18"
484,484,RU,9781442313200,Russian 3,24,,,08R,,F,У Вас тридцать пятый номер.,U Vas tridtsat’ pyatiy nomer.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_484.mp3,"3,12,16,18"
485,485,RU,9781442313200,Russian 3,24,,,09Q,,N,Here are your keys.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_485.mp3,"9,16,18"
486,486,RU,9781442313200,Russian 3,24,,,09R,,F,Вот Ваши ключи.,Vot Vashi klyuchi.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_486.mp3,"9,16,18"
487,487,RU,9781442313200,Russian 3,25,,,01Q,,N,Are these keys yours?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_487.mp3,"7,9"
488,488,RU,9781442313200,Russian 3,25,,,01R,,F,Эти ключи Ваши?,Èti klyuchi Vashi?,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_488.mp3,"7,9"
489,489,RU,9781442313200,Russian 3,25,,,02Q,,N,Where is the bank located?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_489.mp3,"4,11"
490,490,RU,9781442313200,Russian 3,25,,,02R,,M,Где находится банк?,Gde nahoditsya bank?,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_490.mp3,"4,11"
491,491,RU,9781442313200,Russian 3,25,,,03Q,,N,My son would like to open an account.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_491.mp3,"5,9,11"
492,492,RU,9781442313200,Russian 3,25,,,03R,,M,Мой сын хотел бы открыть счёт.,Moy syn hotel by otkryt’ schyot.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_492.mp3,"5,9,11"
493,493,RU,9781442313200,Russian 3,25,,,04Q,,N,My son and I are staying in Moscow until next week.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_493.mp3,"5,9,17,18"
494,494,RU,9781442313200,Russian 3,25,,,04R,,M,Мы с сыном остановимся в Москве до следующей недели.,My s synom ostanovimsya v Moskve do sleduyushey nedeli.,9,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_494.mp3,"5,9,17,18"
495,495,RU,9781442313200,Russian 3,25,,,05Q,,N,Is there a bank near the hotel?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_495.mp3,"9,11,16,18"
496,496,RU,9781442313200,Russian 3,25,,,05R,,M,Около гостиницы есть банк?,Okolo gostinitsy yest’ bank?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_496.mp3,"9,11,16,18"
497,497,RU,9781442313200,Russian 3,25,,,06Q,,N,How many people in your party?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_497.mp3,"7,9"
498,498,RU,9781442313200,Russian 3,25,,,06R,,F,Сколько вас человек?,Skol’ko vas chelovek?,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_498.mp3,"7,9"
499,499,RU,9781442313200,Russian 3,25,,,07Q,,N,"Your documents, please.",,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_499.mp3,"7,16"
500,500,RU,9781442313200,Russian 3,25,,,07R,,F,"Ваши документы, пожалуйста.","Vashi dokumenty, pozhalusta.",3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_500.mp3,"7,16"
501,501,RU,9781442313200,Russian 3,25,,,08Q,,N,Here is my passport.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_501.mp3,"7,16"
502,502,RU,9781442313200,Russian 3,25,,,08R,,M,Вот мой паспорт.,Vot moy pasport.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_502.mp3,"7,16"
503,503,RU,9781442313200,Russian 3,26,,,01Q,,N,When is the conference taking place?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_503.mp3,"9,20"
504,504,RU,9781442313200,Russian 3,26,,,01R,,M,Когда состоится конференция?,Kogda sostoitsa konferentsiya?,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_504.mp3,"9,20"
505,505,RU,9781442313200,Russian 3,26,,,02Q,,N,The conference is taking place on Friday.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_505.mp3,"9,17,20"
506,506,RU,9781442313200,Russian 3,26,,,02R,,F,Конференция состоится в пятницу.,Konferentsiya sostoitsa v pyatnitsu.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_506.mp3,"9,17,20"
507,507,RU,9781442313200,Russian 3,26,,,03Q,,N,My son will be living in Moscow.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_507.mp3,"5,9,18"
508,508,RU,9781442313200,Russian 3,26,,,03R,,M,Мой сын будет жить в Москве.,Moy syn budet zhit’ v Moskve.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_508.mp3,"5,9,18"
509,509,RU,9781442313200,Russian 3,26,,,04Q,,N,Is it possible to reschedule it?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_509.mp3,"9,20"
510,510,RU,9781442313200,Russian 3,26,,,04R,,M,Можно её перенести?,Mozhno yeyo perenesti?,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_510.mp3,"9,20"
511,511,RU,9781442313200,Russian 3,26,,,05Q,,N,He will be working in Moscow.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_511.mp3,"9,18,20"
512,512,RU,9781442313200,Russian 3,26,,,05R,,M,Он будет работать в Москве.,On budet rabotat’ v Moskve.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_512.mp3,"9,18,20"
513,513,RU,9781442313200,Russian 3,26,,,06Q,,N,"Sign here, please.",,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_513.mp3,"7,13,16"
514,514,RU,9781442313200,Russian 3,26,,,06R,,F,"Подпишите здесь, пожалуйста.","Podpishite zdes’, pozhalusta.",3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_514.mp3,"7,13,16"
515,515,RU,9781442313200,Russian 3,26,,,07Q,,N,Exactly at three o’clock.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_515.mp3,"9,12,17"
516,516,RU,9781442313200,Russian 3,26,,,07R,,F,Ровно в три часа.,Rovno v tri chasa.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_516.mp3,"9,12,17"
517,517,RU,9781442313200,Russian 3,26,,,08Q,,N,Then we need to reschedule the conference.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_517.mp3,"9,20"
518,518,RU,9781442313200,Russian 3,26,,,08R,,F,Тогда нам надо перенести конференцию.,Togda nam nado perenesti konferentsiyu.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_518.mp3,"9,20"
519,519,RU,9781442313200,Russian 3,26,,,09Q,,N,At what time does the conference begin?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_519.mp3,"9,17,20"
520,520,RU,9781442313200,Russian 3,26,,,09R,,M,Во сколько начинается конференция?,Vo skol’ko nachinayetsa konferentsiya?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_520.mp3,"9,17,20"
521,521,RU,9781442313200,Russian 3,27,,,01Q,,N,I wasn’t able (m.) to reschedule the conference.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_521.mp3,"9,20"
522,522,RU,9781442313200,Russian 3,27,,,01R,,M,Я не мог перенести конференецию.,Ya ne mog perenesti konferentsiyu.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_522.mp3,"9,20"
523,523,RU,9781442313200,Russian 3,27,,,02Q,,N,He needs the documents.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_523.mp3,"9,20"
524,524,RU,9781442313200,Russian 3,27,,,02R,,M,Ему нужны документы.,Yemu nuzhny dokumenty.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_524.mp3,"9,20"
525,525,RU,9781442313200,Russian 3,27,,,03Q,,N,He is not in Moscow.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_525.mp3,"9,18"
526,526,RU,9781442313200,Russian 3,27,,,03R,,M,Его нет в Москве.,Evo net v Moskve.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_526.mp3,"9,18"
527,527,RU,9781442313200,Russian 3,27,,,04Q,,N,I need to call my son.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_527.mp3,"3,5,9"
528,528,RU,9781442313200,Russian 3,27,,,04R,,M,Мне надо позвонить сыну.,Mne nado pozvonit’ synu.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_528.mp3,"3,5,9"
529,529,RU,9781442313200,Russian 3,27,,,05Q,,N,My son needs to open an account in the bank.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_529.mp3,"5,9,11"
530,530,RU,9781442313200,Russian 3,27,,,05R,,M,Моему сыну надо открыть счёт в банке.,Moyemu synu nado otkryt’ schyot v banke.,7,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_530.mp3,"5,9,11"
531,531,RU,9781442313200,Russian 3,27,,,06Q,,N,My son needs keys.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_531.mp3,"5,9"
532,532,RU,9781442313200,Russian 3,27,,,06R,,M,Моему сыну нужны ключи.,Moyemu synu nuzhny klyuchi.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_532.mp3,"5,9"
533,533,RU,9781442313200,Russian 3,27,,,07Q,,N,We need the keys.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_533.mp3,"9,16"
534,534,RU,9781442313200,Russian 3,27,,,07R,,M,Нам нужны ключи.,Nam nuzhny klyuchi.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_534.mp3,"9,16"
535,535,RU,9781442313200,Russian 3,27,,,08Q,,N,Why are you asking?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_535.mp3,"7,16"
536,536,RU,9781442313200,Russian 3,27,,,08R,,F,Почему Вы спрашиваете?,Pochemu Vy sprashivayete?,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_536.mp3,"7,16"
537,537,RU,9781442313200,Russian 3,27,,,09Q,,N,The president will be at the conference.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_537.mp3,"9,20"
538,538,RU,9781442313200,Russian 3,27,,,09R,,M,Президент будет на конференеции.,Prezident budet na konferentsii.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_538.mp3,"9,20"
539,539,RU,9781442313200,Russian 3,28,,,01Q,,N,She is not yet in Russia.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_539.mp3,"9,18"
540,540,RU,9781442313200,Russian 3,28,,,01R,,M,Её ещё нет в России.,Yeyo yeshio net v Rossii.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_540.mp3,"9,18"
541,541,RU,9781442313200,Russian 3,28,,,02Q,,N,He will not be at the conference.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_541.mp3,"9,20"
542,542,RU,9781442313200,Russian 3,28,,,02R,,M,Его не будет на конференции.,Evo ne budet na konferentsii.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_542.mp3,"9,20"
543,543,RU,9781442313200,Russian 3,28,,,03Q,,N,"I (f.) heard, that he is now out of the country.",,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_543.mp3,"9,17"
544,544,RU,9781442313200,Russian 3,28,,,03R,,F,"Я слышала, что он сейчас за границей.","Ya slyshala, chto on seychas za granitsey.",7,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_544.mp3,"9,17"
545,545,RU,9781442313200,Russian 3,28,,,04Q,,N,I just bought a book for her.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_545.mp3,"1,9,14"
546,546,RU,9781442313200,Russian 3,28,,,04R,,M,Я только что купил ей книгу.,Ya tol’ko chto kupil yey knigu.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_546.mp3,"1,9,14"
547,547,RU,9781442313200,Russian 3,28,,,05Q,,N,I need to call him back.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_547.mp3,"3,9"
548,548,RU,9781442313200,Russian 3,28,,,05R,,M,Мне надо ему перезвонить.,Mne nado emu perezvonit’.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_548.mp3,"3,9"
549,549,RU,9781442313200,Russian 3,28,,,06Q,,N,He found a job.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_549.mp3,"9,20"
550,550,RU,9781442313200,Russian 3,28,,,06R,,F,Он нашёл работу.,On nashyol rabotu.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_550.mp3,"9,20"
551,551,RU,9781442313200,Russian 3,28,,,07Q,,N,She has to find a job and an apartment.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_551.mp3,"9,20"
552,552,RU,9781442313200,Russian 3,28,,,07R,,M,Она должна найти работу и квартиру.,Ona dolzhna nayti rabotu i kvartiru.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_552.mp3,"9,20"
553,553,RU,9781442313200,Russian 3,28,,,08Q,,N,"She heard, that in Moscow it’s difficult to find a job.",,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_553.mp3,"9,18,20"
554,554,RU,9781442313200,Russian 3,28,,,08R,,M,"Она слышала, что в Москве трудно найти работу.","Ona slyshala, chto v Moskve trudno nayti rabotu.",8,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_554.mp3,"9,18,20"
555,555,RU,9781442313200,Russian 3,28,,,09Q,,N,Is the president now out of the county?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_555.mp3,"9,17"
556,556,RU,9781442313200,Russian 3,28,,,09R,,F,Президент сейчас за границей?,Prezident seychas za granitsey?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_556.mp3,"9,17"
557,557,RU,9781442313200,Russian 3,28,,,10Q,,N,He wants to find an apartment.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_557.mp3,9
558,558,RU,9781442313200,Russian 3,28,,,10R,,F,Он хочет найти квартиру.,On hochet nayti kvartiru.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_558.mp3,9
559,559,RU,9781442313200,Russian 3,29,,,01Q,,N,What can I buy for (my) daughter?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_559.mp3,"1,5,9,14"
560,560,RU,9781442313200,Russian 3,29,,,01R,,M,Что я могу купить дочери?,Chto ya mogu kupit’ docheri?,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_560.mp3,"1,5,9,14"
561,561,RU,9781442313200,Russian 3,29,,,02Q,,N,For him it’s very difficult.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_561.mp3,9
