Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,#of words,_Q_or_S,Course Name _Source_,Skills
481,SP,978-1-4423-5039-7,Spanish 3,21,0:16:35,0:16:36,10Q,167,N,I forgot.,,,"Spanish Phase 3, Units 1-30 (2004)",7
482,SP,978-1-4423-5039-7,Spanish 3,21,0:16:39,0:16:41,10R,168,F,Se me olvidó.,3,S,"Spanish Phase 3, Units 1-30 (2004)",7
483,SP,978-1-4423-5039-7,Spanish 3,21,0:20:40,0:20:43,11Q,204,N,I left the flowers upstairs.,,,"Spanish Phase 3, Units 1-30 (2004)",9
484,SP,978-1-4423-5039-7,Spanish 3,21,0:20:45,0:20:48,11R,205,F,Dejé las flores arriba.,4,S,"Spanish Phase 3, Units 1-30 (2004)",9
485,SP,978-1-4423-5039-7,Spanish 3,21,0:22:15,0:22:17,12Q,219,N,You can go outside to the garden.,,,"Spanish Phase 3, Units 1-30 (2004)",9
486,SP,978-1-4423-5039-7,Spanish 3,21,0:22:20,0:22:22,12R,220,F,Puede salir al jardín.,4,S,"Spanish Phase 3, Units 1-30 (2004)",9
487,SP,978-1-4423-5039-7,Spanish 3,21,0:25:34,0:25:36,13Q,249,N,I forgot the name.,,,"Spanish Phase 3, Units 1-30 (2004)","7,9"
488,SP,978-1-4423-5039-7,Spanish 3,21,0:25:40,0:25:43,13R,250,F,Se me olvidó cómo se llama.,6,S,"Spanish Phase 3, Units 1-30 (2004)","7,9"
489,SP,978-1-4423-5039-7,Spanish 3,21,0:29:23,0:29:26,14Q,282,N,It was a very pleasant evening.,,,"Spanish Phase 3, Units 1-30 (2004)",17
490,SP,978-1-4423-5039-7,Spanish 3,21,0:29:29,0:29:32,14R,283,M,Fue una noche muy agradable.,5,S,"Spanish Phase 3, Units 1-30 (2004)",17
491,SP,978-1-4423-5039-7,Spanish 3,22,0:02:42,0:02:45,01Q,37,N,I’d like to buy them flowers.,,,"Spanish Phase 3, Units 1-30 (2004)",14
492,SP,978-1-4423-5039-7,Spanish 3,22,0:02:48,0:02:51,01R,38,F,Me gustaría comprarles flores.,4,S,"Spanish Phase 3, Units 1-30 (2004)",14
493,SP,978-1-4423-5039-7,Spanish 3,22,0:03:00,0:03:02,02Q,39,N,I’d like to send them flowers.,,,"Spanish Phase 3, Units 1-30 (2004)",9
494,SP,978-1-4423-5039-7,Spanish 3,22,0:03:06,0:03:09,02R,40,F,Me gustaría enviarles flores.,4,S,"Spanish Phase 3, Units 1-30 (2004)",9
495,SP,978-1-4423-5039-7,Spanish 3,22,0:08:08,0:08:10,03Q,87,N,Do you play any sports?,,,"Spanish Phase 3, Units 1-30 (2004)",1
496,SP,978-1-4423-5039-7,Spanish 3,22,0:08:13,0:08:16,03R,89,M,¿Practica algún deporte?,3,Q,"Spanish Phase 3, Units 1-30 (2004)",1
497,SP,978-1-4423-5039-7,Spanish 3,22,0:09:28,0:09:30,04Q,100,N,What do you do in your free time?,,,"Spanish Phase 3, Units 1-30 (2004)",17
498,SP,978-1-4423-5039-7,Spanish 3,22,0:09:36,0:09:39,04R,101,F,¿Qué hace en su tiempo libre?,6,Q,"Spanish Phase 3, Units 1-30 (2004)",17
499,SP,978-1-4423-5039-7,Spanish 3,22,0:10:01,0:10:03,05Q,105,N,I play golf.,,,"Spanish Phase 3, Units 1-30 (2004)",1
500,SP,978-1-4423-5039-7,Spanish 3,22,0:10:05,0:10:07,05R,106,M,Juego al golf.,3,S,"Spanish Phase 3, Units 1-30 (2004)",1
501,SP,978-1-4423-5039-7,Spanish 3,22,0:10:28,0:10:30,06Q,109,N,From time to time.,,,"Spanish Phase 3, Units 1-30 (2004)",17
502,SP,978-1-4423-5039-7,Spanish 3,22,0:10:32,0:10:35,06R,110,M,De vez en cuando.,4,S,"Spanish Phase 3, Units 1-30 (2004)",17
503,SP,978-1-4423-5039-7,Spanish 3,22,0:12:00,0:12:03,07Q,123,N,She plays golf from time to time.,,,"Spanish Phase 3, Units 1-30 (2004)",17
504,SP,978-1-4423-5039-7,Spanish 3,22,0:12:07,0:12:11,07R,124,M,Juega al golf de vez en cuando.,7,S,"Spanish Phase 3, Units 1-30 (2004)",17
505,SP,978-1-4423-5039-7,Spanish 3,22,0:12:21,0:12:23,08Q,127,N,I seldom have time.,,,"Spanish Phase 3, Units 1-30 (2004)",17
506,SP,978-1-4423-5039-7,Spanish 3,22,0:12:25,0:12:28,08R,128,F,Raras veces tengo tiempo.,4,S,"Spanish Phase 3, Units 1-30 (2004)",17
507,SP,978-1-4423-5039-7,Spanish 3,22,0:15:25,0:15:27,09Q,154,N,There are public places.,,,"Spanish Phase 3, Units 1-30 (2004)",9
508,SP,978-1-4423-5039-7,Spanish 3,22,0:15:29,0:15:32,09R,155,F,Hay lugares públicos.,3,S,"Spanish Phase 3, Units 1-30 (2004)",9
509,SP,978-1-4423-5039-7,Spanish 3,22,0:17:06,0:17:07,10Q,170,N,I forgot to buy it (f).,,,"Spanish Phase 3, Units 1-30 (2004)",14
510,SP,978-1-4423-5039-7,Spanish 3,22,0:17:10,0:17:13,10R,171,M,Se me olvidó comprarla.,4,S,"Spanish Phase 3, Units 1-30 (2004)",14
511,SP,978-1-4423-5039-7,Spanish 3,22,0:25:57,0:25:59,11Q,248,N,I want to show you the garden.,,,"Spanish Phase 3, Units 1-30 (2004)",9
512,SP,978-1-4423-5039-7,Spanish 3,22,0:26:03,0:26:06,11R,249,M,Quiero mostrarte el jardín.,4,S,"Spanish Phase 3, Units 1-30 (2004)",9
513,SP,978-1-4423-5039-7,Spanish 3,23,0:08:01,0:08:03,01Q,82,N,A great many thanks.,,,"Spanish Phase 3, Units 1-30 (2004)","13,16"
514,SP,978-1-4423-5039-7,Spanish 3,23,0:08:05,0:08:08,01R,83,F,Muchísimas gracias.,2,S,"Spanish Phase 3, Units 1-30 (2004)","13,16"
515,SP,978-1-4423-5039-7,Spanish 3,23,0:10:57,0:11:00,02Q,106,N,The children no longer live with us.,,,"Spanish Phase 3, Units 1-30 (2004)",5
516,SP,978-1-4423-5039-7,Spanish 3,23,0:11:04,0:11:07,02R,107,F,Los hijos ya no viven con nosotros.,7,S,"Spanish Phase 3, Units 1-30 (2004)",5
517,SP,978-1-4423-5039-7,Spanish 3,23,0:15:24,0:15:26,03Q,144,N,Now he wants to teach.,,,"Spanish Phase 3, Units 1-30 (2004)","17,20"
518,SP,978-1-4423-5039-7,Spanish 3,23,0:15:29,0:15:31,03R,145,F,Ahora quiere enseñar.,3,S,"Spanish Phase 3, Units 1-30 (2004)","17,20"
519,SP,978-1-4423-5039-7,Spanish 3,23,0:15:36,0:15:37,04Q,146,N,"You want to ask, “What did he study?”",,,"Spanish Phase 3, Units 1-30 (2004)",9
520,SP,978-1-4423-5039-7,Spanish 3,23,0:15:39,0:15:41,04R,147,M,¿Qué estudió?,2,Q,"Spanish Phase 3, Units 1-30 (2004)",9
521,SP,978-1-4423-5039-7,Spanish 3,23,0:16:54,0:16:56,05Q,159,N,At a private school.,,,"Spanish Phase 3, Units 1-30 (2004)",9
522,SP,978-1-4423-5039-7,Spanish 3,23,0:16:58,0:17:01,05R,160,F,En una escuela privada.,4,S,"Spanish Phase 3, Units 1-30 (2004)",9
523,SP,978-1-4423-5039-7,Spanish 3,23,0:18:20,0:18:22,06Q,172,N,He’s always wanted to teach.,,,"Spanish Phase 3, Units 1-30 (2004)",20
524,SP,978-1-4423-5039-7,Spanish 3,23,0:18:25,0:18:28,06R,173,F,Siempre ha querido enseñar.,4,S,"Spanish Phase 3, Units 1-30 (2004)",20
525,SP,978-1-4423-5039-7,Spanish 3,23,0:19:38,0:19:41,07Q,182,N,I wish him a great deal of success.,,,"Spanish Phase 3, Units 1-30 (2004)",9
526,SP,978-1-4423-5039-7,Spanish 3,23,0:19:44,0:19:47,07R,183,M,Le deseo muchísimo éxito.,4,S,"Spanish Phase 3, Units 1-30 (2004)",9
527,SP,978-1-4423-5039-7,Spanish 3,23,0:20:00,0:20:03,08Q,186,N,She works in the computer science department.,,,"Spanish Phase 3, Units 1-30 (2004)",20
528,SP,978-1-4423-5039-7,Spanish 3,23,0:20:05,0:20:09,08R,187,F,Trabaja en el departamento de informática.,6,S,"Spanish Phase 3, Units 1-30 (2004)",20
529,SP,978-1-4423-5039-7,Spanish 3,23,0:21:52,0:21:54,09Q,202,N,She works with computers.,,,"Spanish Phase 3, Units 1-30 (2004)",20
530,SP,978-1-4423-5039-7,Spanish 3,23,0:21:57,0:22:00,09R,203,F,Trabaja con computadoras.,3,S,"Spanish Phase 3, Units 1-30 (2004)",20
531,SP,978-1-4423-5039-7,Spanish 3,23,0:25:22,0:25:25,10Q,232,N,Say that you forgot your hat.,,,"Spanish Phase 3, Units 1-30 (2004)",9
532,SP,978-1-4423-5039-7,Spanish 3,23,0:25:27,0:25:30,10R,233,M,Se me olvidó mi sombrero.,5,S,"Spanish Phase 3, Units 1-30 (2004)",9
533,SP,978-1-4423-5039-7,Spanish 3,24,0:02:51,0:02:54,01Q,37,N,She wants to teach computer science.,,,"Spanish Phase 3, Units 1-30 (2004)",20
534,SP,978-1-4423-5039-7,Spanish 3,24,0:02:58,0:03:00,01R,38,M,Quiere enseñar informática.,3,S,"Spanish Phase 3, Units 1-30 (2004)",20
535,SP,978-1-4423-5039-7,Spanish 3,24,0:03:58,0:04:01,02Q,48,N,She prefers to teach in a private school.,,,"Spanish Phase 3, Units 1-30 (2004)",20
536,SP,978-1-4423-5039-7,Spanish 3,24,0:04:05,0:04:09,02R,49,M,Prefiere enseñar en una escuela privada.,6,S,"Spanish Phase 3, Units 1-30 (2004)",20
537,SP,978-1-4423-5039-7,Spanish 3,24,0:07:50,0:07:52,03Q,82,N,My son no longer lives at home.,,,"Spanish Phase 3, Units 1-30 (2004)",5
538,SP,978-1-4423-5039-7,Spanish 3,24,0:07:55,0:07:58,03R,83,F,Mi hijo ya no vive en casa.,7,S,"Spanish Phase 3, Units 1-30 (2004)",5
539,SP,978-1-4423-5039-7,Spanish 3,24,0:09:57,0:09:59,04Q,102,N,I wish them much success.,,,"Spanish Phase 3, Units 1-30 (2004)",7
540,SP,978-1-4423-5039-7,Spanish 3,24,0:10:02,0:10:05,04R,103,M,Les deseo mucho éxito.,4,S,"Spanish Phase 3, Units 1-30 (2004)",7
541,SP,978-1-4423-5039-7,Spanish 3,24,0:10:51,0:10:53,05Q,110,N,Where is there a dry cleaners?,,,"Spanish Phase 3, Units 1-30 (2004)",4
542,SP,978-1-4423-5039-7,Spanish 3,24,0:10:56,0:10:58,05R,111,M,¿Dónde hay una tintorería?,4,Q,"Spanish Phase 3, Units 1-30 (2004)",4
543,SP,978-1-4423-5039-7,Spanish 3,24,0:12:27,0:12:30,06Q,121,N,The hotel has a dry cleaning service.,,,"Spanish Phase 3, Units 1-30 (2004)",18
544,SP,978-1-4423-5039-7,Spanish 3,24,0:12:33,0:12:38,06R,122,F,El hotel tiene un servicio de tintorería.,7,S,"Spanish Phase 3, Units 1-30 (2004)",18
545,SP,978-1-4423-5039-7,Spanish 3,24,0:12:43,0:12:45,07Q,123,N,You can leave it (m) with me.,,,"Spanish Phase 3, Units 1-30 (2004)",9
546,SP,978-1-4423-5039-7,Spanish 3,24,0:12:47,0:12:50,07R,125,F,Puede dejarlo conmigo.,3,S,"Spanish Phase 3, Units 1-30 (2004)",9
547,SP,978-1-4423-5039-7,Spanish 3,24,0:13:21,0:13:23,08Q,129,N,You can leave the suit here.,,,"Spanish Phase 3, Units 1-30 (2004)",9
548,SP,978-1-4423-5039-7,Spanish 3,24,0:13:26,0:13:28,08R,130,F,Puede dejar el traje aquí.,5,S,"Spanish Phase 3, Units 1-30 (2004)",9
549,SP,978-1-4423-5039-7,Spanish 3,24,0:14:07,0:14:09,09Q,137,N,When can I pick it (m) up?,,,"Spanish Phase 3, Units 1-30 (2004)",9
550,SP,978-1-4423-5039-7,Spanish 3,24,0:14:12,0:14:14,09R,138,M,¿Cuándo puedo recogerlo?,3,Q,"Spanish Phase 3, Units 1-30 (2004)",9
551,SP,978-1-4423-5039-7,Spanish 3,24,0:15:18,0:15:20,10Q,148,N,It can’t be ready before?,,,"Spanish Phase 3, Units 1-30 (2004)",7
552,SP,978-1-4423-5039-7,Spanish 3,24,0:15:23,0:15:26,10R,149,M,¿No puede estar listo antes?,5,Q,"Spanish Phase 3, Units 1-30 (2004)",7
553,SP,978-1-4423-5039-7,Spanish 3,24,0:16:20,0:16:23,11Q,157,N,The day after tomorrow.,,,"Spanish Phase 3, Units 1-30 (2004)",17
554,SP,978-1-4423-5039-7,Spanish 3,24,0:16:25,0:16:27,11R,158,F,Pasado mañana.,2,S,"Spanish Phase 3, Units 1-30 (2004)",17
555,SP,978-1-4423-5039-7,Spanish 3,24,0:17:25,0:17:27,12Q,169,N,I have to wear it tomorrow.,,,"Spanish Phase 3, Units 1-30 (2004)",17
556,SP,978-1-4423-5039-7,Spanish 3,24,0:17:29,0:17:32,12R,170,M,Tengo que ponérmelo mañana.,4,S,"Spanish Phase 3, Units 1-30 (2004)",17
557,SP,978-1-4423-5039-7,Spanish 3,24,0:21:14,0:21:16,13Q,201,N,You need an express service.,,,"Spanish Phase 3, Units 1-30 (2004)",7
558,SP,978-1-4423-5039-7,Spanish 3,24,0:21:20,0:21:23,13R,202,F,Necesita un servicio extrarrápido.,4,S,"Spanish Phase 3, Units 1-30 (2004)",7
559,SP,978-1-4423-5039-7,Spanish 3,24,0:27:24,0:27:27,14Q,263,N,I wish you much success in your work.,,,"Spanish Phase 3, Units 1-30 (2004)",20
560,SP,978-1-4423-5039-7,Spanish 3,24,0:27:30,0:27:34,14R,264,M,Le deseo mucho éxito en su trabajo.,7,S,"Spanish Phase 3, Units 1-30 (2004)",20
561,SP,978-1-4423-5039-7,Spanish 3,25,0:01:36,0:01:37,01Q,26,N,I have to buy a suit.,,,"Spanish Phase 3, Units 1-30 (2004)",14
562,SP,978-1-4423-5039-7,Spanish 3,25,0:01:40,0:01:43,01R,28,M,Tengo que comprar un traje.,5,S,"Spanish Phase 3, Units 1-30 (2004)",14
563,SP,978-1-4423-5039-7,Spanish 3,25,0:05:24,0:05:27,02Q,63,N,I have a very nice suit for you.,,,"Spanish Phase 3, Units 1-30 (2004)",9
564,SP,978-1-4423-5039-7,Spanish 3,25,0:05:30,0:05:33,02R,65,F,Tengo un traje muy bonito para usted.,7,S,"Spanish Phase 3, Units 1-30 (2004)",9
565,SP,978-1-4423-5039-7,Spanish 3,25,0:07:36,0:07:39,03Q,80,N,My card for the automatic teller.,,,"Spanish Phase 3, Units 1-30 (2004)",18
566,SP,978-1-4423-5039-7,Spanish 3,25,0:07:42,0:07:46,03R,81,M,Mi tarjeta para el cajero automático.,6,S,"Spanish Phase 3, Units 1-30 (2004)",18
567,SP,978-1-4423-5039-7,Spanish 3,25,0:10:02,0:10:05,04Q,103,N,One must fill out some forms.,,,"Spanish Phase 3, Units 1-30 (2004)","7,16"
568,SP,978-1-4423-5039-7,Spanish 3,25,0:10:08,0:10:11,04R,104,F,Hay que llenar unos formularios.,5,S,"Spanish Phase 3, Units 1-30 (2004)","7,16"
569,SP,978-1-4423-5039-7,Spanish 3,25,0:10:35,0:10:37,05Q,108,N,How many forms must one fill out?,,,"Spanish Phase 3, Units 1-30 (2004)","7,16"
570,SP,978-1-4423-5039-7,Spanish 3,25,0:10:40,0:10:43,05R,109,M,¿Cuántos formularios hay que llenar?,5,Q,"Spanish Phase 3, Units 1-30 (2004)","7,16"
571,SP,978-1-4423-5039-7,Spanish 3,25,0:12:53,0:12:57,06Q,130,N,Give me your identification papers.,,,"Spanish Phase 3, Units 1-30 (2004)","7,16"
572,SP,978-1-4423-5039-7,Spanish 3,25,0:13:00,0:13:03,06R,131,F,Deme sus papeles de identificación.,5,S,"Spanish Phase 3, Units 1-30 (2004)","7,16"
573,SP,978-1-4423-5039-7,Spanish 3,25,0:14:42,0:14:44,07Q,146,N,I have my passport.,,,"Spanish Phase 3, Units 1-30 (2004)",16
574,SP,978-1-4423-5039-7,Spanish 3,25,0:14:45,0:14:48,07R,147,M,Tengo mi pasaporte.,3,S,"Spanish Phase 3, Units 1-30 (2004)",16
575,SP,978-1-4423-5039-7,Spanish 3,25,0:16:01,0:16:03,08Q,157,N,Where do I have to sign?,,,"Spanish Phase 3, Units 1-30 (2004)","7,16"
576,SP,978-1-4423-5039-7,Spanish 3,25,0:16:06,0:16:09,08R,158,M,¿Dónde tengo que firmar?,4,Q,"Spanish Phase 3, Units 1-30 (2004)","7,16"
577,SP,978-1-4423-5039-7,Spanish 3,25,0:16:41,0:16:43,09Q,164,N,You have to sign on the line.,,,"Spanish Phase 3, Units 1-30 (2004)","7,16"
578,SP,978-1-4423-5039-7,Spanish 3,25,0:16:46,0:16:49,09R,165,M,Tiene que firmar en la línea.,6,S,"Spanish Phase 3, Units 1-30 (2004)","7,16"
579,SP,978-1-4423-5039-7,Spanish 3,25,0:22:39,0:22:42,10Q,217,N,Can I leave these books with you?,,,"Spanish Phase 3, Units 1-30 (2004)",1
580,SP,978-1-4423-5039-7,Spanish 3,25,0:22:44,0:22:47,10R,218,F,¿Puedo dejar estos libros con usted?,6,Q,"Spanish Phase 3, Units 1-30 (2004)",1
581,SP,978-1-4423-5039-7,Spanish 3,25,0:24:31,0:24:33,11Q,235,N,Where is there an ATM?,,,"Spanish Phase 3, Units 1-30 (2004)","4,11"
582,SP,978-1-4423-5039-7,Spanish 3,25,0:24:37,0:24:40,11R,237,M,¿Dónde hay un cajero automático?,5,Q,"Spanish Phase 3, Units 1-30 (2004)","4,11"
583,SP,978-1-4423-5039-7,Spanish 3,25,0:26:20,0:26:23,12Q,253,N,Or do you have other identification?,,,"Spanish Phase 3, Units 1-30 (2004)",16
584,SP,978-1-4423-5039-7,Spanish 3,25,0:26:27,0:26:30,12R,254,F,¿O tiene otra identificación?,4,Q,"Spanish Phase 3, Units 1-30 (2004)",16
585,SP,978-1-4423-5039-7,Spanish 3,26,0:01:31,0:01:33,01Q,25,N,The ATM isn’t working.,,,"Spanish Phase 3, Units 1-30 (2004)","11,16"
586,SP,978-1-4423-5039-7,Spanish 3,26,0:01:38,0:01:42,01R,26,M,El cajero automático no funciona.,5,S,"Spanish Phase 3, Units 1-30 (2004)","11,16"
587,SP,978-1-4423-5039-7,Spanish 3,26,0:02:31,0:02:33,02Q,32,N,It’s eaten up my card.,,,"Spanish Phase 3, Units 1-30 (2004)","6,18"
588,SP,978-1-4423-5039-7,Spanish 3,26,0:02:37,0:02:39,02R,33,M,Se ha comido mi tarjeta.,5,S,"Spanish Phase 3, Units 1-30 (2004)","6,18"
589,SP,978-1-4423-5039-7,Spanish 3,26,0:04:05,0:04:07,03Q,46,N,I have to check the problem.,,,"Spanish Phase 3, Units 1-30 (2004)",7
590,SP,978-1-4423-5039-7,Spanish 3,26,0:04:11,0:04:14,03R,47,F,Tengo que verificar el problema.,5,S,"Spanish Phase 3, Units 1-30 (2004)",7
591,SP,978-1-4423-5039-7,Spanish 3,26,0:05:24,0:05:25,04Q,58,N,We have to check it.,,,"Spanish Phase 3, Units 1-30 (2004)",7
592,SP,978-1-4423-5039-7,Spanish 3,26,0:05:28,0:05:31,04R,59,F,Tenemos que verificarlo.,3,S,"Spanish Phase 3, Units 1-30 (2004)",7
593,SP,978-1-4423-5039-7,Spanish 3,26,0:06:50,0:06:52,05Q,70,N,While you wait.,,,"Spanish Phase 3, Units 1-30 (2004)",7
594,SP,978-1-4423-5039-7,Spanish 3,26,0:06:54,0:06:56,05R,71,F,Mientras espera.,2,S,"Spanish Phase 3, Units 1-30 (2004)",7
595,SP,978-1-4423-5039-7,Spanish 3,26,0:09:46,0:09:48,06Q,98,N,There’s a trade show.,,,"Spanish Phase 3, Units 1-30 (2004)",16
596,SP,978-1-4423-5039-7,Spanish 3,26,0:09:50,0:09:52,06R,99,F,Hay una exposición.,3,S,"Spanish Phase 3, Units 1-30 (2004)",16
597,SP,978-1-4423-5039-7,Spanish 3,26,0:09:55,0:09:56,07Q,100,N,On what date?,,,"Spanish Phase 3, Units 1-30 (2004)",7
598,SP,978-1-4423-5039-7,Spanish 3,26,0:09:58,0:10:00,07R,101,M,¿En qué fecha?,3,Q,"Spanish Phase 3, Units 1-30 (2004)",7
599,SP,978-1-4423-5039-7,Spanish 3,26,0:10:56,0:10:59,08Q,111,N,I have to look in my appointment book.,,,"Spanish Phase 3, Units 1-30 (2004)",9
600,SP,978-1-4423-5039-7,Spanish 3,26,0:11:01,0:11:03,08R,112,F,Tengo que mirar en mi agenda.,6,S,"Spanish Phase 3, Units 1-30 (2004)",9
601,SP,978-1-4423-5039-7,Spanish 3,26,0:13:56,0:13:59,09Q,138,N,It says that it is the sixteenth of January.,,,"Spanish Phase 3, Units 1-30 (2004)","12,17"
602,SP,978-1-4423-5039-7,Spanish 3,26,0:14:03,0:14:07,09R,139,F,Dice que es el dieciséis de enero.,7,S,"Spanish Phase 3, Units 1-30 (2004)","12,17"
603,SP,978-1-4423-5039-7,Spanish 3,26,0:14:54,0:14:57,10Q,146,N,I’m going to be out of the country.,,,"Spanish Phase 3, Units 1-30 (2004)",9
604,SP,978-1-4423-5039-7,Spanish 3,26,0:15:00,0:15:02,10R,147,M,Voy a estar fuera del país.,6,S,"Spanish Phase 3, Units 1-30 (2004)",9
605,SP,978-1-4423-5039-7,Spanish 3,26,0:16:43,0:16:45,11Q,161,N,I could be wrong.,,,"Spanish Phase 3, Units 1-30 (2004)",7
606,SP,978-1-4423-5039-7,Spanish 3,26,0:16:47,0:16:49,11R,162,F,Podría estar equivocada.,3,S,"Spanish Phase 3, Units 1-30 (2004)",7
607,SP,978-1-4423-5039-7,Spanish 3,27,0:02:42,0:02:44,01Q,35,N,It’s well organized.,,,"Spanish Phase 3, Units 1-30 (2004)",9
608,SP,978-1-4423-5039-7,Spanish 3,27,0:02:47,0:02:50,01R,36,F,Está bien organizado.,3,S,"Spanish Phase 3, Units 1-30 (2004)",9
609,SP,978-1-4423-5039-7,Spanish 3,27,0:06:17,0:06:20,02Q,67,N,I want to leave everything well organized.,,,"Spanish Phase 3, Units 1-30 (2004)",9
610,SP,978-1-4423-5039-7,Spanish 3,27,0:06:24,0:06:27,02R,68,F,Quiero dejar todo bien organizado.,5,S,"Spanish Phase 3, Units 1-30 (2004)",9
611,SP,978-1-4423-5039-7,Spanish 3,27,0:07:42,0:07:44,03Q,80,N,The photos were around here.,,,"Spanish Phase 3, Units 1-30 (2004)",9
612,SP,978-1-4423-5039-7,Spanish 3,27,0:07:47,0:07:50,03R,81,F,Las fotos estaban por aquí.,5,S,"Spanish Phase 3, Units 1-30 (2004)",9
613,SP,978-1-4423-5039-7,Spanish 3,27,0:07:53,0:07:55,04Q,82,N,A little while ago.,,,"Spanish Phase 3, Units 1-30 (2004)",7
614,SP,978-1-4423-5039-7,Spanish 3,27,0:07:57,0:07:59,04R,83,F,Hace poco.,2,S,"Spanish Phase 3, Units 1-30 (2004)",7
615,SP,978-1-4423-5039-7,Spanish 3,27,0:11:24,0:11:27,05Q,115,N,I made the trip in June.,,,"Spanish Phase 3, Units 1-30 (2004)","17,18"
616,SP,978-1-4423-5039-7,Spanish 3,27,0:11:30,0:11:32,05R,116,F,Hice el viaje en junio.,5,S,"Spanish Phase 3, Units 1-30 (2004)","17,18"
617,SP,978-1-4423-5039-7,Spanish 3,27,0:15:01,0:15:04,06Q,148,N,I know that they were around here.,,,"Spanish Phase 3, Units 1-30 (2004)",9
618,SP,978-1-4423-5039-7,Spanish 3,27,0:15:06,0:15:09,06R,149,F,Sé que estaban por aquí.,5,S,"Spanish Phase 3, Units 1-30 (2004)",9
619,SP,978-1-4423-5039-7,Spanish 3,27,0:17:16,0:17:17,07Q,169,N,What’s today’s date?,,,"Spanish Phase 3, Units 1-30 (2004)","7,16"
620,SP,978-1-4423-5039-7,Spanish 3,27,0:17:22,0:17:24,07R,171,F,¿Qué fecha es hoy?,4,Q,"Spanish Phase 3, Units 1-30 (2004)","7,16"
621,SP,978-1-4423-5039-7,Spanish 3,27,0:19:21,0:19:23,08Q,187,N,Can one exchange money here?,,,"Spanish Phase 3, Units 1-30 (2004)","11,16"
622,SP,978-1-4423-5039-7,Spanish 3,27,0:19:26,0:19:29,08R,189,F,¿Se puede cambiar dinero aquí?,5,Q,"Spanish Phase 3, Units 1-30 (2004)","11,16"
623,SP,978-1-4423-5039-7,Spanish 3,27,0:25:32,0:25:35,09Q,246,N,Can one see the park in a day?,,,"Spanish Phase 3, Units 1-30 (2004)","1,9"
624,SP,978-1-4423-5039-7,Spanish 3,27,0:25:38,0:25:41,09R,247,F,¿Se puede ver el parque en un día?,8,Q,"Spanish Phase 3, Units 1-30 (2004)","1,9"
625,SP,978-1-4423-5039-7,Spanish 3,27,0:27:25,0:27:28,10Q,264,N,I’m a very organized person (f).,,,"Spanish Phase 3, Units 1-30 (2004)",9
626,SP,978-1-4423-5039-7,Spanish 3,27,0:27:32,0:27:35,10R,265,F,Soy una persona muy organizada.,5,S,"Spanish Phase 3, Units 1-30 (2004)",9
627,SP,978-1-4423-5039-7,Spanish 3,27,0:28:23,0:28:26,11Q,273,N,I always check it (f) in my appointment book.,,,"Spanish Phase 3, Units 1-30 (2004)",9
628,SP,978-1-4423-5039-7,Spanish 3,27,0:28:30,0:28:33,11R,274,F,Siempre la verifico en mi agenda.,6,S,"Spanish Phase 3, Units 1-30 (2004)",9
629,SP,978-1-4423-5039-7,Spanish 3,28,0:04:06,0:04:09,01Q,54,N,One can get there by car.,,,"Spanish Phase 3, Units 1-30 (2004)",18
630,SP,978-1-4423-5039-7,Spanish 3,28,0:04:11,0:04:14,01R,55,F,Se puede llegar en coche.,5,S,"Spanish Phase 3, Units 1-30 (2004)",18
631,SP,978-1-4423-5039-7,Spanish 3,28,0:07:38,0:07:39,02Q,90,N,How big is it?,,,"Spanish Phase 3, Units 1-30 (2004)",9
632,SP,978-1-4423-5039-7,Spanish 3,28,0:07:41,0:07:44,02R,91,M,¿Qué tan grande es?,4,Q,"Spanish Phase 3, Units 1-30 (2004)",9
633,SP,978-1-4423-5039-7,Spanish 3,28,0:09:35,0:09:37,03Q,107,N,At least two bedrooms.,,,"Spanish Phase 3, Units 1-30 (2004)",12
634,SP,978-1-4423-5039-7,Spanish 3,28,0:09:40,0:09:43,03R,108,M,Por lo menos dos habitaciones.,5,S,"Spanish Phase 3, Units 1-30 (2004)",12
635,SP,978-1-4423-5039-7,Spanish 3,28,0:11:15,0:11:17,04Q,119,N,How much is the rent?,,,"Spanish Phase 3, Units 1-30 (2004)",14
636,SP,978-1-4423-5039-7,Spanish 3,28,0:11:19,0:11:21,04R,120,M,¿Cuánto es el alquiler?,4,Q,"Spanish Phase 3, Units 1-30 (2004)",14
637,SP,978-1-4423-5039-7,Spanish 3,28,0:11:24,0:11:26,05Q,123,N,How much is it per month?,,,"Spanish Phase 3, Units 1-30 (2004)","14,17"
638,SP,978-1-4423-5039-7,Spanish 3,28,0:11:28,0:11:30,05R,124,M,¿Cuánto es por mes?,4,Q,"Spanish Phase 3, Units 1-30 (2004)","14,17"
639,SP,978-1-4423-5039-7,Spanish 3,28,0:12:16,0:12:17,06Q,131,N,That’s right.,,,"Spanish Phase 3, Units 1-30 (2004)",9
640,SP,978-1-4423-5039-7,Spanish 3,28,0:12:20,0:12:21,06R,132,F,Así es.,2,S,"Spanish Phase 3, Units 1-30 (2004)",9
641,SP,978-1-4423-5039-7,Spanish 3,28,0:12:40,0:12:43,07Q,135,N,"Unfortunately, it’s too expensive.",,,"Spanish Phase 3, Units 1-30 (2004)","13,14"
